from_company_id,to_company_id,from_name,to_name,n_observations,first_year,last_year,roles
congo,forestieresanghaoubangui,Compagnie française du Congo,Compagnie forestière Sangha-Oubangui,1,1912,1912,administrateur:1
commerciale,forestieresanghaoubangui,Compagnie commerciale,Compagnie forestière Sangha-Oubangui,1,1912,1912,administrateur:1
sangha,forestieresanghaoubangui,Compagnie de la Sangha,Compagnie forestière Sangha-Oubangui,1,1912,1912,administrateur:1
bretonnecongo,forestieresanghaoubangui,Société bretonne du Congo,Compagnie forestière Sangha-Oubangui,1,1912,1912,administrateur:1
colonialebaniembe,forestieresanghaoubangui,Société coloniale du Baniembé,Compagnie forestière Sangha-Oubangui,1,1912,1912,administrateur:1
nationalepapiers,transportsafrique,de la Compagnie nationale des papiers,Compagnie Générale de transports en Afrique,1,1929,1929,administrateur:1
auxiliairereconstitutionimmobiliere,transportsafrique,de la Société auxiliaire de reconstitution immobilière,Compagnie Générale de transports en Afrique,1,1929,1929,administrateur:1
grandsreseauxelectriques,transportsafrique,Société des Grands Réseaux électriques,Compagnie Générale de transports en Afrique,1,1929,1929,administrateur:1
afrique,transportafrique,Société Afrique,Compagnie générale de transport en Afrique,1,1948,1948,administrateur:1
miniereoubanghioriental,transportafrique,Cie minière de l'Oubanghi Oriental,Compagnie générale de transport en Afrique,1,1953,1953,administrateur:1
comptoirsimportation,congooccidental,et la Société des Comptoirs d'importation,Compagnie du Congo Occidental,1,1929,1929,administrateur:1
baronpierrepasseratchapelle,oubangui,baron Pierre Passerat de la Chapelle,Compagnie Française de l'Oubangui,1,1930,1930,administrateur:1
imprimeriespecialebanque,minierecongo,? Imprimerie spéciale de banque ———,Cie Minière du Congo français,1,1950,1950,administrateur:1
employebanquelevel,miniereoubanghioriental,employé à la banque Level,Compagnie Minière de l'Oubanghi oriental,1,1930,1930,administrateur:1
associemaisonbanquechaillet,miniereoubanghioriental,associé de la maison de banque Chaillet,Compagnie Minière de l'Oubanghi oriental,1,1930,1930,administrateur:1
mines,miniereoubanghioriental,Compagnie générale des mines,Compagnie minière de l'Oubanghi oriental,1,1948,1948,administrateur:1
banqueindochine,miniereoubanghioriental,Banque de l'Indo-Chine,Cie minière de l'Oubanghi oriental,1,1951,1951,administrateur:1
miniere,miniereoubanghioriental,Compagnie minière,Cie minière de l'Oubanghi oriental,1,1951,1951,administrateur:1
etudes,miniereoubanghioriental,Société d'études,Compagnie minière de l'Oubanghi oriental,1,1953,1953,administrateur:1
afriquenoire,miniereoubanghioriental,Compagnie de l'Afrique Noire,Compagnie minière de l'Oubanghi oriental,1,1953,1953,administrateur:1
courtage,boismayumbe,Société de Courtage,Compagnie des Bois du Mayumbé,1,,,administrateur:1
monteeparpetitebanqueparisiennelamonta,colonialefernanvaz,montée par la petite banque parisienne Lamonta,Cie Coloniale du Fernan-Vaz,1,1899,1899,administrateur:1
2edegrelatitudesud,colonialefernanvaz,2e degré de latitude Sud,Cie Coloniale du Fernan-Vaz,1,1900,1900,administrateur:1
baronmauricesaintdidier,colonialeogoouengounie,baron Maurice de Saint-Didier,Compagnie Coloniale de l'Ogooué-N'Gounié,1,1899,1899,administrateur:1
baronsaintdidier,colonialeogoouengounie,baron de Saint-Didier,Compagnie Coloniale de l'Ogooué-N'Gounié,1,1903,1903,administrateur:1
vicomtemorteuil,commercialecolonialekadeisangha,vicomte de Morteuil,Compagnie Commerciale et Coloniale de la Kadeï-Sangha,1,1899,1899,administrateur:1
conseiladministrationmmbarbozamagalhses,companhiamossamedesoumossamedes,Conseil d'administration: MM. Barboza de Magalhses,Companhia de Mossamedes ou Compagnie de Mossamédès,1,1902,1902,directeur:1
cassingaconcessioncy,companhiamossamedesoumossamedes,Cassinga Concession Cy,Companhia de Mossamedes ou Compagnie de Mossamédès,1,1902,1902,commissaire_aux_comptes:1
sommeporteesouscetarticle,companhiamossamedes,somme portée sous cet article,Companhia de Mossamédès,1,1912,1912,administrateur:1
soldenoscaisseslisbonne,companhiamossamedes,solde de nos caisses de Lisbonne,Companhia de Mossamédès,1,1912,1912,administrateur:1
minierecongo,consortiumminiercongoniari,Compagnie minière du Congo Français,Consortium minier Congo-Niari,1,1929,1929,administrateur:1
ets,cotonsafricains,Éts L,Société française des cotons africains,1,1953,1953,administrateur:1
colonelalbertpaulis,cotonniereequatoriale,colonel Albert Paulis,Compagnie cotonnière équatoriale française,1,1931,1931,administrateur:1
etablissementsrtouron,cotonnierenordcamerountchad,Société des établissements R. Touron,Société Cotonnière du Nord-Cameroun et du Tchad,1,1928,1928,administrateur:1
financierecongo,creditfonciercongo,Société financière du Congo français,Crédit foncier du Congo,1,1951,1951,administrateur:1
repriecreditfonciercongo,creditfonciercongo,repr. Ie Crédit foncier du Congo,Crédit foncier du Congo,1,1951,1951,administrateur:1
wtardrewafricainetransit,documentationafricaine1963tchad,W. Tardrew [Société africaine de transit,Documentation africaine 1963-Tchad,1,,,gerant:1
baronmauricesaintdidier,ekelasangha,baron Maurice de Saint-Didier,Compagnie de l'Ékéla-Sangha,1,1899,1899,administrateur:1
ducros,entreprisestravaux,général A. Ducros,Entreprises et travaux,1,1930,1930,administrateur:1
autrecreationbanquebenardfreres,equatorialemines,autre création de la Banque Bénard frères],Compagnie Équatoriale de mines,1,1927,1927,administrateur:1
creditalgerien,equatorialemines,Crédit Algérien,Compagnie Équatoriale de mines,1,1930,1930,administrateur:1
banqueadam,equatorialemines,Banque Adam,Compagnie Équatoriale de mines,1,1930,1930,administrateur:1
etsmasquelierfils,etablissementsjosephmas,Éts Masquelier fils,Établissements Joseph Mas,1,1930,1930,administrateur:1
hydrologieinstitutagricoleetat,exploitationsminieresoubangui,d'hydrologie à l'Institut agricole de l'État,Exploitations minières de l'Oubangui,1,1928,1928,administrateur:1
afriqueminiereequatoriale,explorationminiereequatoriale,et de la société L'Afrique Minière Equatoriale,Société d'Exploration minière équatoriale,1,1928,1928,administrateur:1
constructionbatignolles,explorationminiereequatoriale,et la Société de Construction des Batignolles,Société d'Exploration minière équatoriale,1,1928,1928,administrateur:1
minieremaroc,financierecongo,Société minière française au Maroc,Société financière du Congo français,1,1928,1928,administrateur:1
cotonniereequatoriale,financierecongo,Compagnie cotonnière équatoriale française,Société financière du Congo français,1,1928,1928,administrateur:1
caissehypothecairecanadienne,financierecongo,de la Caisse hypothécaire canadienne,Société financière du Congo français,1,1928,1928,administrateur:1
russianoilcorporationlimited,financierecongo,de la Russian General Oil Corporation Limited,Société financière du Congo français,1,1928,1928,administrateur:1
auxiliairecredit,financierecongo,de la Société auxiliaire de crédit,Société financière du Congo français,1,1951,1951,president_directeur_general:1
paquinlimited,hautcongo,Paquin Limited,Compagnie Française du Haut-Congo,1,1900,1900,administrateur:1
laguneslikuba,hautcongo,lagunes de Likuba,Compagnie Française du Haut-Congo,1,1900,1900,administrateur:1
mossaka,hautcongo,Mossaka,Compagnie Française du Haut-Congo,1,1900,1900,administrateur:1
forestieresanghaoubangui,sanghalikouala,Compagnie forestière Sangha-Oubangui,Compagnie générale Sangha-Likouala,1,1951,1951,administrateur:1
comteleonbertiersauvigny,hautesangha,comte Léon de Bertier de Sauvigny,Société de la Haute-Sangha,1,1899,1899,administrateur:1
genie,huileriesmoyencongo,général Génie,Huileries du Moyen-Congo,1,1930,1930,president:1
comtethellierponcheville,huileriesmoyencongo,comte Thellier de Poncheville,Huileries du Moyen-Congo,1,1930,1930,administrateur:1
jeancapperonrapportconseiladministration,ibenga,Jean Capperon. RAPPORT DU CONSEIL D'ADMINISTRATION,Ibenga,1,1906,1906,administrateur:1
firmerocca,industriellebasogooue,firme Rocca,Société Industrielle du Bas-Ogooué,1,1920,1920,administrateur:1
secretairebasogooue,industriellebasogooue,secrétaire général de la Société du Bas-Ogooué,Société Industrielle du Bas-Ogooué,1,1920,1920,administrateur:1
baronjeanmariecharlesaymechevreliere,africaine,baron Jean-Marie-Charles Aymé de la Chevrelière,L'Africaine,1,1924,1924,administrateur:1
loi,alimaienne,Loi,L'Alimaïenne,1,1899,1899,administrateur:1
banqueindus,alimaienne,de la Banque indus,L'Alimaïenne,1,1901,1901,administrateur:1
compteprofits,ongomo,compte de Profits,L'Ongomo,1,1911,1911,administrateur:1
vicomteleusse,kotto,vicomte de Leusse,Kotto,1,1903,1903,administrateur_delegue:1
graceinterventionadministration,kotto,Grâce à l'intervention de l'administration,Kotto,1,1906,1906,administrateur:1
piotrapportconseiladministration,kotto,Piot. RAPPORT DU CONSEIL D'ADMINISTRATION,Kotto,1,1906,1906,administrateur:1
nkemenkemi,messageriesfluvialescongo,Compagnie Nkémé-Nkémi,Messageries fluviales du Congo,1,1915,1915,administrateur:1
congo,messageriesfluvialescongo,Compagnie française du Congo,Messageries fluviales du Congo,1,1915,1915,administrateur:1
afrique,messageriesfluvialescongo,Société de l'Afrique française,Messageries fluviales du Congo,1,1915,1915,administrateur:1
afriqueequatoriale,messageriesfluvialescongo,Société de l'Afrique équatoriale,Messageries fluviales du Congo,1,1915,1915,administrateur:1
francocongolaise,messageriesfluvialescongo,Compagnie franco-congolaise,Messageries fluviales du Congo,1,1915,1915,administrateur:1
kadeisangha,messageriesfluvialescongo,Compagnie de la Kadéi-Sangha,Messageries fluviales du Congo,1,1915,1915,administrateur:1
ekelasangha,messageriesfluvialescongo,Compagnie de l'Ekéla-Sangha,Messageries fluviales du Congo,1,1915,1915,administrateur:1
caoutchoucs,messageriesfluvialescongo,Compagnie des caoutchoucs,Messageries fluviales du Congo,1,1915,1915,administrateur:1
oubanghiombella,messageriesfluvialescongo,Compagnie de l'Oubanghi-Ombella. Depuis lors,Messageries fluviales du Congo,1,1915,1915,administrateur:1
baronsaintdidier,messageriesfluvialescongo,baron de Saint-Didier,Messageries fluviales du Congo,1,1903,1903,vice_president:1
comtemaupeou,messageriesfluvialescongo,comte de Maupéou,Messageries fluviales du Congo,1,1903,1903,administrateur:1
societesconcessionnairesekelakadeisangha,messageriesfluvialescongo,sociétés concessionnaires: Compagnie de l'Ekela-Kadei-Sangha,Messageries fluviales du Congo,1,1911,1911,administrateur:1
hautesangha,messageriesfluvialescongo,Compagnie de la Haute-Sangha,Messageries fluviales du Congo,1,1911,1911,administrateur:1
danspetrolescongo,messageriesfluvialescongo,dans la Société des pétroles du Congo,Messageries fluviales du Congo,1,1914,1914,administrateur:1
nogues,messageriesfluvialescongo,Noguès,Messageries fluviales du Congo,1,1917,1917,administrateur:1
syndicatetudesafrique,minesniari,Syndicat d'études en Afrique,Compagnie des Mines du Niari,1,1930,1930,administrateur:1
parminac1,miniereogouelobayeberberati,Société Parminac. 1,"Société Minière Ogoué-Lobaye, Berberati",1,1950,1950,administrateur:1
civilsoucommerciauxdansetatindependant,mpokoetablissementscongolaisgratry,civils ou commerciaux) dans l'État Indépendant,"M'Poko, Société anonyme des Établissements congolais Gratry",1,1902,1902,administrateur:1
toutee,nationaletonneliere,général Toutée,"Société Nationale Tonnelière, puis Nationale du Cameroun",1,1921,1921,president:1
admcreditnantais,nationaletonneliere,adm. Crédit nantais,"Société Nationale Tonnelière, puis Nationale du Cameroun",1,1921,1921,administrateur:1
banqueitalobelge,palmeraiescameroun,Banque italo-belge,Compagnie des Palmeraies du Cameroun,1,1929,1929,administrateur:1
petroles,palmeraiescameroun,Compagnie française des Pétroles,Compagnie des Palmeraies du Cameroun,1,1929,1929,administrateur:1
recherchesvenezuela,palmeraiescameroun,Société française de recherches au Venezuela,Compagnie des Palmeraies du Cameroun,1,1929,1929,administrateur:1
plantationscameroun,palmeraiescameroun,plantations du Cameroun,Compagnie des Palmeraies du Cameroun,1,1929,1929,administrateur:1
bamako,palmeraiescameroun,Société de Bamako,Compagnie des Palmeraies du Cameroun,1,1929,1929,administrateur:1
africaineculturesindustrielles,palmeraiescameroun,Compagnie africaine de cultures industrielles,Compagnie des Palmeraies du Cameroun,1,1929,1929,administrateur:1
bunge,groupebungeplantationskomono,SOCIÉTÉ FRANÇAISE BUNGE,groupe Bunge Plantations de Komono,1,1954,1954,administrateur:1
constructionsmecaniques,proprietairekouilouniari,de la Société française de constructions mécaniques,Compagnie Propriétaire du Kouilou-Niari,1,1902,1902,administrateur:1
rochelle,africaineforestiereagricole,Rochelle],Société africaine forestière et agricole,1,1951,1951,administrateur:1
objettoutesoperationscommerciales,commercialeindustriellecongo,Objet de la société: Toutes opérations commerciales,Société Commerciale et Industrielle du Congo français,1,1899,1899,commissaire_aux_comptes:1
concessionsetudes,commercialeindustriellecongo,concessions de la Société d'études,Société Commerciale et Industrielle du Congo français,1,1899,1899,commissaire_aux_comptes:1
techniqueetudesindustrielles,etudesgestionafriquenoire,de la Société technique d'études industrielles,Société d'Études et de gestion de l'Afrique noire,1,,,administrateur:1
union,etudesgestionafriquenoire,de l'Union française,Société d'Études et de gestion de l'Afrique noire,1,,,administrateur:1
africaineetudes,etudesgestionafriquenoire,de la Société africaine d'études,Société d'Études et de gestion de l'Afrique noire,1,,,administrateur:1
minieredjebelsarhrosud,etudesgestionafriquenoire,Compagnie minière du Djebel-Sarhro Sud,Société d'Études et de gestion de l'Afrique noire,1,,,administrateur:1
marocainetissagessoieries,etudesgestionafriquenoire,Société marocaine de tissages de soieries,Société d'Études et de gestion de l'Afrique noire,1,,,administrateur:1
etudes,etudesgestionafriquenoire,Société d'études,Société d'Études et de gestion de l'Afrique noire,1,,,administrateur:1
banquenicolet,etudesgestionafriquenoire,Banque Nicolet,Société d'Études et de gestion de l'Afrique noire,1,,,administrateur:1
maisonbanquehenlottefils,commercialeindustrielleagricolehautogooue,de la maison de banque Henlotte fils,"Société commerciale, industrielle et agricole du Haut-Ogooué",1,1926,1926,administrateur:1
minesbor,commercialeindustrielleagricolehautogooue,des Mines de Bor,"Société commerciale, industrielle et agricole du Haut-Ogooué",1,1921,1921,administrateur:1
creditnational,commercialeindustrielleagricolehautogooue,du Crédit national,"Société commerciale, industrielle et agricole du Haut-Ogooué",1,1921,1921,administrateur:1
jboissonnaspresidentalgerienne,hautogooue,J Boissonnas [président de la Cie algérienne,HAUT-OGOOUÉ,1,1938,1938,president:1
secretaireassembleemcottignies,hautogooue,Cie. Secrétaire de l'assemblée: M. Cottignies,HAUT-OGOOUÉ,1,1938,1938,administrateur:1
comtearmandelva,africaineentreprises,comte Armand d'Elva,Société africaine d'entreprises,1,1949,1949,administrateur:1
baronaymechevreliere,forestiereezanga,baron Aymé de la Chevrelière,Société Forestière d'Ezanga,1,1931,1931,administrateur:1
soformaforestieremayombe,forestieremayombedimonikamvouti,Soforma [Société forestière de Mayombe,"Société Forestière de Mayombe, Dimonika-M'Vouti",1,,,administrateur:1
albertmourruau,transportsafriqueequatoriale,général Albert Mourruau,Société pour l'Française de Transports en Afrique équatoriale,1,1929,1929,president:1
banqueitalobelge,tabacscameroun,Banque italo-belge,"Cie des Tabacs du Cameroun, puis Tabacs et plantations du Cameroun, puis Plantations de Nyombé-Penja",1,1929,1929,administrateur:1
petroles,tabacscameroun,Compagnie française des Pétroles,"Cie des Tabacs du Cameroun, puis Tabacs et plantations du Cameroun, puis Plantations de Nyombé-Penja",1,1929,1929,administrateur:1
recherchesvenezuela,tabacscameroun,Société française de recherches au Venezuela,"Cie des Tabacs du Cameroun, puis Tabacs et plantations du Cameroun, puis Plantations de Nyombé-Penja",1,1929,1929,administrateur:1
bamako,tabacscameroun,Société de Bamako,"Cie des Tabacs du Cameroun, puis Tabacs et plantations du Cameroun, puis Plantations de Nyombé-Penja",1,1929,1929,administrateur:1
africaineculturesindustrielles,tabacscameroun,Compagnie africaine de cultures industrielles,"Cie des Tabacs du Cameroun, puis Tabacs et plantations du Cameroun, puis Plantations de Nyombé-Penja",1,1929,1929,administrateur:1
plantationsguineeandrelanglois,comptoirafriqueoccidentale,de plantations en Guinée. André Langlois,Comptoir général français de l'Afrique occidentale,1,1925,1925,administrateur:1
unionengrais,electricitesenegal,Union française d'engrais,Cie d'électricité du Sénégal,1,1975,1975,administrateur:1
admagricolemaroc,minesfalemegambie,adm. Société agricole Maroc],Cie des mines de Falémé-Gambie,1,1975,1975,president:1
cdtdionighibiancardi,senegal10,Cdt Dionighi Biancardi,« Sénégal » 10,1,1975,1975,administrateur:1
cdtdomenicobrunelli,senegal10,Cdt Domenico Brunelli,« Sénégal » 10,1,1975,1975,administrateur:1
cdtmichelefileti,senegal10,Cdt Michele Fileti,« Sénégal » 10,1,1975,1975,administrateur:1
cdtgiuseppeparatore,senegal10,Cdt Giuseppe Paratore,« Sénégal » 10,1,1975,1975,administrateur:1
marchand,immobilierethies20,général Marchand,Société immobilière de Thiès 20,1,1975,1975,administrateur:1
franconeerlandaiseculture,etablissementsemilehubert,de la Société franco-néerlandaise de culture,Société anon. des Établissements Émile d'Hubert,1,1929,1929,administrateur:1
agricoleannam,etablissementsemilehubert,de la Cie agricole d'Annam …,Société anon. des Établissements Émile d'Hubert,1,1929,1929,administrateur:1
commerciale,boisafricains,Société commerciale,Société des bois africains,1,1929,1929,administrateur:1
ctejeanchabannespalice,commercecolonial,cte Jean de Chabannes La Palice,Cie française de commerce colonial,1,1929,1929,directeur:1
ctelouismontgomery,commercecolonial,cte Louis de Montgomery,Cie française de commerce colonial,1,1929,1929,directeur:1
galmessimy,silicocalcaireafricaine,Gal Messimy,Silico-Calcaire africaine,1,1929,1929,president:1
theophilecangranusinegbaysz,senegalaisevoieseconomiques,Théophile Cangran Usine G. Baysz,Cie sénégalaise de voies économiques,1,1929,1929,administrateur:1
usineelectr,senegalaisevoieseconomiques,Usine électr,Cie sénégalaise de voies économiques,1,1929,1929,administrateur:1
comtecharleschabannespalice,commerceinternationalcolonial,comte Charles de Chabannes La Palice,Cie française de commerce international et colonial,1,1926,1926,president:1
comtejeanchabannespalice,commerceinternationalcolonial,Comte Jean de Chabannes La Palice,Cie française de commerce international et colonial,1,1926,1926,administrateur:1
banqueindustriellechine,commercialeindustrielleafriqueoccidentale,Banque industrielle de Chine,Société commerciale et industrielle de l'Afrique occidentale,1,1926,1926,administrateur:1
ferry,commercialeindustriellepalmeraiesafricaines,général Ferry,Société commerciale et industrielle des Palmeraies africaines,1,1926,1926,president:1
barondurieu,commercialeindustriellepalmeraiesafricaines,baron Durieu,Société commerciale et industrielle des Palmeraies africaines,1,1926,1926,administrateur:1
jeestienne,transsaharienne,général J.-E. Estienne,Cie générale transsaharienne,1,1926,1926,president:1
comtecharleschabannespalice,figafrica,comte Charles de Chabannes La Palice,Figafrica,1,1926,1926,president:1
cdtdionighibiancardi,senegal,Cdt Dionighi Biancardi,« Sénégal »,1,1926,1926,administrateur:1
cdtdomenicobrunelli,senegal,Cdt Domenico Brunelli,« Sénégal »,1,1926,1926,administrateur:1
cdtmichelefileti,senegal,Cdt Michele Fileti,« Sénégal »,1,1926,1926,administrateur:1
cdtgiuseppeparatore,senegal,Cdt Giuseppe Paratore,« Sénégal »,1,1926,1926,administrateur:1
messimy,silicocalcaireafricaine,général Messimy,Silico-calcaire africaine,1,1926,1926,president:1
vicomtehenricossette,briqueteriesbamako,vicomte Henri de Cossette,Société des briqueteries de Bamako,1,1926,1926,president:1
vicomtecossette,immobilierethies,vicomte de Cossette,Société immobilière de Thiès,1,1926,1926,administrateur:1
vicomtecossette,cotonniereouestafricaincotoa,vicomte de Cossette,Cie cotonnière de l'Ouest africain « La Cotoa»,1,1926,1926,president:1
banquecolonialeetudes,cotonniereouestafricaincotoa,Banque coloniale d'études,Cie cotonnière de l'Ouest africain « La Cotoa»,1,1926,1926,administrateur:1
banqueafriquesoudancommercants,ouestafricainecabotage,Banque française de l'Afrique. SOUDAN FRANÇAIS COMMERÇANTS,Compagnie Ouest-Africaine de cabotage,1,1926,1926,administrateur:1
plantationsbananiersmaneahchambaud,comptoircommercialfrancoafricain,plantations de bananiers à Manéah. Chambaud,Comptoir commercial franco-africain,1,1926,1926,administrateur:1
bananesagriculture,comptoircommercialfrancoafricain,Bananes. Cie d'agriculture,Comptoir commercial franco-africain,1,1926,1926,administrateur:1
nomcollectif,comptoircommercialfrancoafricain,Société en nom collectif,Comptoir commercial franco-africain,1,1926,1926,administrateur:1
havraiseagricole,comptoircommercialfrancoafricain,Cie (Société havraise agricole,Comptoir commercial franco-africain,1,1926,1926,administrateur:1
plantations,comptoircommercialfrancoafricain,Plantations,Comptoir commercial franco-africain,1,1926,1926,administrateur:1
plantationmokaafricainmussard,comptoircommercialfrancoafricain,Plantation de Moka africain. Mussard,Comptoir commercial franco-africain,1,1926,1926,administrateur:1
plantationscacaoyers,comptoircommercialfrancoafricain,Plantations de cacaoyers,Comptoir commercial franco-africain,1,1926,1926,administrateur:1
secretairerebaptisee,alminko,secrétaire. [Société rebaptisée,« Alminko »,1,1937,1937,administrateur:1
consulchrghansen,commercialeexportationimportation,Consul Chr. G. Hansen,Commerciale d'Exportation et d'Importation,1,1937,1937,president:1
etablissementsmartrefreres,etablissementsdeveschaumet,Établissements Martre frères,Établissements Devès et Chaumet,1,1937,1937,administrateur:1
chargeursreunis,commercialefruitscoloniaux,« Chargeurs Réunis »,Société commerciale des fruits coloniaux,1,1937,1937,administrateur:1
ceafriqueoccidentale,commercialefruitscoloniaux,Ce française de l'Afrique Occidentale,Société commerciale des fruits coloniaux,1,1937,1937,administrateur:1
coteivoire,commercialefruitscoloniaux,Compagnie française de la Côte-d'Ivoire,Société commerciale des fruits coloniaux,1,1937,1937,administrateur:1
banquefrance,golfeguinee,Banque générale pour la France,Société générale du Golfe de Guinée,1,1937,1937,administrateur:1
colonies,golfeguinee,Colonies,Société générale du Golfe de Guinée,1,1937,1937,administrateur:1
constructionsgeneralesafrique,cheminferdakarsaintlouis,Compagnie de constructions générales en Afrique française,Compagnie du chemin de fer de Dakar à Saint-Louis,1,1937,1937,administrateur:1
renseignementsincertainsfluviale,federalesoudanaise,Renseignements incertains. Compagnie fluviale,Compagnie fédérale soudanaise,1,1937,1937,administrateur:1
magnen,fonciereafrique,Magnen,Compagnie foncière de l'Afrique,1,1937,1937,administrateur_delegue:1
banquefrance,fonciereafrique,Banque générale pour la France,Compagnie foncière de l'Afrique,1,1937,1937,administrateur:1
colonies,fonciereafrique,Colonies,Compagnie foncière de l'Afrique,1,1937,1937,administrateur:1
comteoliviermazeliere,minesfalemegambie,comte Olivier de la Mazelière,Compagnie des mines de Falémé-Gambie,1,1937,1937,president:1
minesornamkok,minesfalemegambie,Société des mines d'or de Nam-Kok,Compagnie des mines de Falémé-Gambie,1,1937,1937,administrateur:1
equatorialemines,miniereguinee,Compagnie Equatoriale de Mines,Compagnie minière de la Guinée française,1,1937,1937,president:1
unionminiere,miniereguinee,Union Minière,Compagnie minière de la Guinée française,1,1937,1937,administrateur:1
plantationscasamance,consortiumdistilleriessisal,Société des plantations de Casamance,Consortium des distilleries de sisal,1,1937,1937,administrateur:1
plantationskayesndi,consortiumdistilleriessisal,Société des plantations de Kayes N'Di,Consortium des distilleries de sisal,1,1937,1937,administrateur:1
senegal,dakarsoutes,Société « Sénégal »,« Dakar-Soutes »,1,1937,1937,administrateur:1
commercialeportsafricains,dakarsoutes,Société commerciale des ports africains,« Dakar-Soutes »,1,1937,1937,administrateur:1
francocolonialeassurances,foncierecoteafrique,Franco-coloniale d'assurances,Foncière de la Côte d'Afrique,1,1937,1937,administrateur:1
messageriesafricaines,manutentionafricaine,Société des Messageries Africaines,Manutention africaine,1,1937,1937,administrateur:1
hautogooue,manutentionafricaine,Société du Haut-Ogooué,Manutention africaine,1,1937,1937,administrateur:1
gerance,kokumbo,Société de Gérance,KOKUMBO,1,1937,1937,administrateur:1
chargeursreunisrepresentee,portscoloniauxboitepostale233,Compagnie des Chargeurs Réunis (représentée,"Ports Coloniaux, Boîte Postale 233",1,1937,1937,administrateur:1
etablissementspeyrissac,salinscapvert,Établissements Peyrissac,Salins du Cap-Vert,1,1937,1937,administrateur:1
hautogooue,bamako,Société du HautOgooué,Société de Bamako,1,1937,1937,administrateur:1
bamakofaitapportvente,bamako,Société de Bamako a fait apport-vente,Société de Bamako,1,1937,1937,administrateur:1
marocainepaystropicaux,brasseriesouestafricain,Société marocaine des pays tropicaux,Société des Brasseries de l'Ouest africain,1,1937,1937,administrateur:1
travauxpublicsagencedakar,diourbel,de travaux publics. Agence à DAKAR,DIOURBEL,1,1937,1937,administrateur:1
titane,diourbel,Société française du Titane,DIOURBEL,1,1937,1937,administrateur:1
guineennerecherches,diourbel,Société Guinéenne de recherches,DIOURBEL,1,1937,1937,administrateur:1
banquecommercialeafricaine,immobilierefinanciereafricaine,Banque commerciale africaine,Société immobilière et financière africaine,1,1937,1937,administrateur:1
transitgrandlahou,transitabidjan,Société de Transit de Grand-Lahou,Société de Transit d'Abidjan (S,1,1932,1932,administrateur:1
coloneljourdan,transportsafriqueoccidentale,colonel Jourdan,Société des Transports de l'Afrique occidentale,1,1932,1932,president:1
comteautichamp,transportsafriqueoccidentale,comte d'Autichamp,Société des Transports de l'Afrique occidentale,1,1932,1932,administrateur:1
auxiliaireafricaine,direction,Société auxiliaire africaine,Direction générale,1,1932,1932,administrateur:1
eaux,direction,Compagnie des Eaux,Direction générale,1,1932,1932,administrateur:1
entreprises,direction,Compagnie Générale d'Entreprises,Direction générale,1,1932,1932,administrateur:1
etudesplantationsguinee,bananeriesafricaines,d'études Plantations en Guinée française,Bananeries africaines,1,1932,1932,administrateur:1
delmas,colonialecoteivoire,Compagnie Delmas,Compagnie coloniale de la Côte-d'Ivoire,1,1932,1932,administrateur:1
elevageniger,tambacuunda,Compagnie d'élevage du Niger,TAMBACUUNDA,1,1932,1932,administrateur:1
financiere,tambacuunda,Compagnie financière,TAMBACUUNDA,1,1932,1932,administrateur:1
togo,forestieresassandra,Compagnie générale du Togo,Compagnie forestière de Sassandra,1,1932,1932,administrateur:1
meierplantationcafeiers,exploitationsforestieresagricolescoteivoire,Meier. Plantation de caféiers,Exploitations forestières et agricoles de la Côte-d'Ivoire (Anciens,1,1932,1932,administrateur:1
ferkessedougouagence20,alsaciennecoteivoire,FERKESSEDOUGOU. Agence: 20,Société alsacienne de la Côte-d'Ivoire,1,1932,1932,administrateur:1
plantationsambidedi,alsaciennecoteivoire,Société anonyme des Plantations d'Ambidédi,Société alsacienne de la Côte-d'Ivoire,1,1932,1932,administrateur:1
agentfrancecolonialegerance,alsaciennecoteivoire,Agent en France: Société coloniale de gérance,Société alsacienne de la Côte-d'Ivoire,1,1932,1932,administrateur:1
marocainepaystropicaux,plantationshautevolta,Société Marocaine des Pays tropicaux,Société anonyme des Plantations de Haute-Volta,1,1932,1932,president:1
bananeraieskoutaya,bananeraiesguineennes,Société des bananeraies de Koutaya,Société des bananeraies guinéennes,1,1932,1932,gerant:1
marocainepaystropicaux,colonialegeranceetudes,Société marocaine des pays tropicaux,Société coloniale de gérance et d'études,1,1932,1932,administrateur:1
marocainepaystropicauxnb,culturesdiakandape,Société Marocaine des Pays Tropicaux. N. B,Société des cultures de Diakandapé,1,1932,1932,administrateur:1
administrateursexploitation,aboisso,administrateurs. Société d'exploitation,ABOISSO,1,1932,1932,administrateur:1
occidentaleafricaine,koba,Société Occidentale africaine,Société du Koba,1,1932,1932,administrateur:1
plantationskayesndi,plantationshuileriesbingerville,Société des plantations de Kayes N'Di,Société des plantations et huileries de Bingerville,1,1932,1932,administrateur:1
uniontropicaleplantations,sonolet,Union tropicale de Plantations,Sonolet,1,1932,1932,administrateur:1
baronamedeereille,yoniakolentekolente,baron Amédée Reille,"« La Yonia-Kolente », KOLENTÉ",1,1932,1932,president:1
vicomtebressieux,yoniakolentekolente,vicomte de Bressieux,"« La Yonia-Kolente », KOLENTÉ",1,1932,1932,administrateur:1
responsabilitelimitee,cooperativemutuellecentraleof,Société à responsabilité limitée,Société Coopérative Mutuelle Centrale de l'A. O. F,1,1932,1932,administrateur:1
