company_key,name,n_mentions,first_doc_id
africaineagricoleminiere,Cie africaine agricole et minière,18,afrique-du-nord-aec-1937-maroc-dfc464
lesieurafrique,Lesieur-Afrique,18,afrique-du-nord-aec-1951-maroc-0655fe
africainearmement,Cie africaine d'ARMEMENT,18,afrique-du-nord-ann-indus-1925-alg-509f9d
minesfedjeladoum,MINES DE FEDJEL-ADOUM,18,afrique-du-nord-ann-indus-1925-tunisie-d7c1f4
banquefrancoalgerienneindustriellecommerciale,Banque franco-algérienne industrielle et commerciale,18,afrique-du-nord-bq-fr-alger-barris-3981bf
concessionnaireminesouenza,Société Concessionnaire des mines d'Ouenza,18,afrique-du-nord-concessionnaire-mines-ouenza-685241
industrielleminierecuivresalgeriehassibenhendjir,"Cie Industrielle et Minière des cuivres d'Algérie, Hassi-Ben-Hendjir",18,afrique-du-nord-cuivres-d-algerie-be3590
minieredjebelsmassermaaziz,Société minière des Djebels Masser et Maaziz,18,afrique-du-nord-djebels-masser-maaziz-982be1
domainesafricains,Domaines africains,18,afrique-du-nord-domaines-africains-alger-4b27a2
agricoleimmobilierefrancoafricaineenfida,Société agricole et immobilière franco-africaine Enfida,18,afrique-du-nord-enfida-a59a68
mineraisfermagnetiquecollo,Compagnie des minerais de fer magnétique de Collo,18,afrique-du-nord-minerais-fer-magnetique-collo-dbb7d2
zaghouan,"Zaghouan, puis Société nouvelle des mines de —, puis Syndicat lyonnais nord-africain",18,afrique-du-nord-mines-de-zaghouan-d7728c
mineskefchambi,Société des mines du Kef-Chambi,18,afrique-du-nord-mines-du-kef-chambi-c05f9c
zaccarfer,"Zaccar, fer",18,afrique-du-nord-mines-du-zaccar-6f9519
minesfermiliana,Société française des mines de fer Miliana,18,afrique-du-nord-mines-fer-miliana-e1b9ed
minieremarocoriental,Compagnie Minière du Maroc-Oriental,18,afrique-du-nord-miniere-du-maroc-oriental-71d850
secteurmarocaineclairageforce,Secteur marocain d'éclairage et de force,18,afrique-du-nord-secteur-marocain-eclairage-e05fdf
fermiereminessidibouaouane,Société fermière des mines de Sidi-Bou-Aouane,18,afrique-du-nord-sidi-bou-aouane-pb-ca70a2
gazalcooldistilleriessahel,Société du Gaz d'alcool et des distilleries du Sahel,18,afrique-du-nord-societe-du-gaz-d-alcool-d969a7
thomaron,Thomaron & Cie,18,afrique-du-nord-thomaron-cie-hussein-dey-56fa32
transportsmory,Transports Mory,18,afrique-du-nord-transports-mory-alger-aaee55
viticoleadeliamargueritte,"Société Viticole d'Adélia, Margueritte",18,afrique-du-nord-viticole-d-adelia-b86841
secteurelectrique,"Compagnie du secteur électrique des —, puis Société industrielle des — Voûtes d'Alger",18,afrique-du-nord-voutes-d-alger-be61fd
unioncolonialeagricoleforestiere,Union coloniale agricole et forestière,18,afrique-equatoriale-aec-1937-aef-cameroun-7a7058
plantationssanaga,Plantations de la Sanaga,18,afrique-equatoriale-aec-1937-aef-cameroun-7a7058
colonialefernanvaz,Cie Coloniale du Fernan-Vaz,18,afrique-equatoriale-coloniale-fernan-vaz-981822
culturecotonoubanguitchad,culture du coton en Oubangui et au Tchad,18,afrique-equatoriale-coton-oubangui-tchad-debuts-542199
entreprisestravaux,Entreprises et travaux,18,afrique-equatoriale-entraco-242253
factoreriesndjole,Société des Factoreries de N'Djolé,18,afrique-equatoriale-factoreries-de-ndjole-fde92d
alimentationchanaud,"Société Française d'Alimentation de Chanaud & Cie, puis Coloniale d'alimentation frigorifique",18,afrique-occidentale-abattoir-conserverie-lyndiane-96b76b
africainesisaloyenbamparrufisque,"Compagnie Africaine de Sisal, Oyenbam, par Rufisque",18,afrique-occidentale-africaine-de-sisal-3002bf
chauxcimentssenegal,Chaux et ciments du Sénégal,18,afrique-occidentale-chaux-ciments-senegal-00bdca
culturestropicalesafriquecoton,"Compagnie de Cultures tropicales en Afrique, coton, puis sisal",18,afrique-occidentale-cultures-tropicales-afrique-75bffc
magasinsgenerauxwarrantsmaroc,Sté des magasins généraux et warrants du Maroc,17,afrique-du-nord-aec-1922-maroc-ba808c
omniumfrancemaroc,Omnium de France et du Maroc (anciennement,17,afrique-du-nord-aec-1922-maroc-ba808c
ateliersrabat,Sté des ateliers de Rabat,17,afrique-du-nord-aec-1922-maroc-ba808c
entreprisemaritimecommerciale,L'Entreprise maritime et commerciale,17,afrique-du-nord-aec-1926-maroc-e65b4d
mamora,Compagnie de la Mamora,17,afrique-du-nord-aec-1937-maroc-dfc464
cellulosesafriquenord,CELLULOSES DE L'AFRIQUE FRANÇAISE DU NORD,17,afrique-du-nord-ann-indus-1925-alg-509f9d
daumas,DAUMAS,17,afrique-du-nord-ann-indus-1925-alg-509f9d
mineschellala,MINES DU CHELLALA,17,afrique-du-nord-ann-indus-1925-alg-509f9d
boujaber,BOU-JABER,17,afrique-du-nord-ann-indus-1925-tunisie-d7c1f4
barytecomines,"Société française La Baryte de Comines, puis Produits chimiques et blancs de Comines",17,afrique-du-nord-blancs-de-comines-4ac8f3
colonisationfrancotunisienne,"Société de Colonisation franco-tunisienne, puis Société du Domaine de Souihlia",17,afrique-du-nord-colonisation-franco-tunisienne-3965d1
energieelectriquevillebizerte,Société d'Énergie électrique de la ville de Bizerte,17,afrique-du-nord-energie-electrique-bizerte-f9d9c3
minesbouamrane,Société des mines de Bou-Amrane,17,afrique-du-nord-htfnx-chasse-algerie-a27b44
grandetuileriebriqueterieoranaise,Grande Tuilerie et briqueterie oranaise,17,afrique-du-nord-louis-basset-et-cie-9dc917
marmaro,Marmaro,17,afrique-du-nord-marmaro-b5a522
minierenordafriquesaintetienne,"Société Minière du Nord de l'Afrique, Saint-Étienne",17,afrique-du-nord-miniere-nord-afrique-3285ff
regiefoncierevillealger,Régie foncière de la ville d'Alger,17,afrique-du-nord-regie-fonciere-ville-alger-503af5
syndicatlyonnaisnordafricain,Syndicat lyonnais nord-africain,17,afrique-du-nord-syndicat-lyonnais-nord-af-358f1b
unionagricoleafrique,Union agricole d'Afrique,17,afrique-du-nord-union-agricole-d-afrique-eb1d71
mullerpasse19261928souscontrolegraengesberg,"Müller, passé en 1926-1928 sous le contrôle de Graengesberg",17,afrique-du-nord-wm-h-muller-7ee615
ouhamenana,Cie française de l'Ouhamé et de la Nana,17,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
transportsoubanguicameroun,Société de transports Oubangui-Cameroun,17,afrique-equatoriale-aec-1937-aef-cameroun-7a7058
recherchesexploitationsdiamantiferes,Société de recherches et d'exploitations diamantifères,17,afrique-equatoriale-aec-1951-aef-cameroun-6d0821
multipl,Multiplex,17,afrique-equatoriale-multiplex-1927-1967-75f5c7
huileriesafricaines,Huileries africaines,17,afrique-occidentale-aec-1922-aof-togo-9cef7c
comptoirsfrancoafricains,Société générale des Comptoirs franco-africains,17,afrique-occidentale-aec-1926-aof-togo-b4d838
aerodromeabidjanportbouet,Aérodrome d'Abidjan Port-Bouët,17,afrique-occidentale-aerodrome-d-abidjan-bf5e95
caoutchoucscasamance,Compagnie des Caoutchoucs de Casamance,17,afrique-occidentale-caoutchoucs-de-casamance-2a719b
nigerlobi,Compagnie de Française du Niger-Lobi,17,afrique-occidentale-cie-frse-niger-lobi-1963a1
gisementsauriferescomoeaffluents,Compagnie française des Gisements aurifères du Comoé et affluents,17,afrique-occidentale-gisements-auriferes-comoe-696e7a
minierecommercialesatadougou,Société Minière et Commerciale de Satadougou,17,afrique-occidentale-mincom-satadougou-467ecd
abattoirsmunicipauxindustrielsmaroc,Société générale des Abattoirs municipaux et industriels au Maroc,16,afrique-du-nord-abattoirs-industriels-maroc-9a3243
creditmarocain,Crédit marocain,16,afrique-du-nord-aec-1922-maroc-ba808c
bordeauxmaroc,« Bordeaux-Maroc »,16,afrique-du-nord-aec-1922-maroc-ba808c
brasseriesmaroc,Sté des brasseries du Maroc,16,afrique-du-nord-aec-1922-maroc-ba808c
minieremaroc,Sté minière française au Maroc,16,afrique-du-nord-aec-1922-maroc-ba808c
fonciereagricolemaroc,Cie foncière et agricole du Maroc,16,afrique-du-nord-aec-1922-maroc-ba808c
royaleasturiennemines,Compagnie Royale Asturienne des Mines,16,afrique-du-nord-aec-1937-maroc-dfc464
voyageshotelsnordafricains,Société des voyages et hôtels nord-africains,16,afrique-du-nord-aec-1937-maroc-dfc464
alfa,L'Alfa,16,afrique-du-nord-alfa-le-pontet-70adee
mineschabetkohol,Compagnie des mines de Chabet-Kohol,16,afrique-du-nord-chabet-kohol-1911-1931-5ce69b
commercialeafricaine,Commerciale Africaine,16,afrique-du-nord-commerciale-africaine-tunis-95f1f7
constantinoiseindustrielle,Constantinoise Industrielle,16,afrique-du-nord-constantinoise-industrielle-5dea7e
compagniesregionalesreuniesfabriquesengraisproduitschimiques,Compagnies régionales réunies de fabriques d'engrais et de produits chimiques,16,afrique-du-nord-crrfepc-ca9d9c
domainesalgeriens,Société des Domaines algériens,16,afrique-du-nord-domaines-algeriens-sodal-414bf5
holdingfrance,Holding de France,16,afrique-du-nord-la-holding-de-france-fec199
minesguelma,Société des mines de Guelma,16,afrique-du-nord-mines-de-guelma-86cee4
omniumminesusines,"Omnium Mines et usines, puis Mines et Usines d'Algérie-Tunisie-Maroc",16,afrique-du-nord-mines-et-usines-1924-1932-a43e5a
mineszinccapbon,Société des Mines de zinc du Cap-Bon,16,afrique-du-nord-mines-zinc-cap-bon-3fedd4
mitidja,Mitidja,16,afrique-du-nord-mitidja-expl-agricoles-c78d1c
etsorosdiback,Éts Orosdi-Back,16,afrique-du-nord-orosdi-back-tunisie-c6dd37
tachet,Tachet,16,afrique-du-nord-tachet-liqueurs-alger-85b57c
tunisienneminesmetalliquesplombzinc,"Cie Tunisienne de Mines métalliques, plomb, zinc",16,afrique-du-nord-tunisienne-minemet-6f1ed8
urbanismeentreprisesgeneralesmaroc,Société d'Urbanisme et entreprises générales au Maroc,16,afrique-du-nord-urbanisme-entrepr-gen-maroc-4a3e2e
comptoirsafricains,Cie générale des Comptoirs africains,16,afrique-equatoriale-aec-1926-aef-cameroun-855b28
palmeraiescameroun,Cie des palmeraies du Cameroun,16,afrique-equatoriale-aec-1926-aef-cameroun-855b28
consortiumsforestiermaritimegrandsreseaux,Consortiums forestier et maritime des grands réseaux français,16,afrique-equatoriale-aec-1926-aef-cameroun-855b28
sanghalikouala,Cie générale Sangha-Likouala,16,afrique-equatoriale-aec-1937-aef-cameroun-7a7058
trechot,Tréchot,16,afrique-equatoriale-cinq-freres-trechot-b97097
domaineottinokayes,Domaine Ottino à Kayes,16,afrique-equatoriale-domaine-ottino-kayes-5de71f
occidentaleafricaine,Société occidentale africaine,16,afrique-occidentale-aec-1922-aof-togo-9cef7c
exploitationsforestieresagricolescoteivoire,Exploitations forestières et agricoles de la Côte-d'Ivoire (Anciens,16,afrique-occidentale-aec-1937-aof-togo-879c40
armandon,Armandon & Cie,16,afrique-occidentale-armandon-et-compagnie-11e0f8
gustavebinger,Gustave Binger,16,afrique-occidentale-binger-bamako-grand-bassam-a6b835
colonialebandama,Compagnie Coloniale du Bandama,16,afrique-occidentale-cie-coloniale-du-bandama-572235
lorrainecoteivoirenancy,"Société Lorraine de la Côte d'Ivoire, Nancy",16,afrique-occidentale-lorraine-cote-d-ivoire-48aec0
lyonnaisegisementsauriferesguinee,Compagnie des Lyonnaise des Gisements aurifères en Guinée,16,afrique-occidentale-lyonnaise-auriferes-guinee-03e358
mineshauteguinee,Société des Mines de la Haute-Guinée,16,afrique-occidentale-mines-haute-guinee-fe20d6
banquemarocaineagriculturecommerceindustrie,"Banque marocaine pour l'agriculture, le commerce et l'industrie",15,afrique-du-nord-aec-1922-maroc-ba808c
comptoirmaroc,Comptoir français du Maroc,15,afrique-du-nord-aec-1922-maroc-ba808c
marocainemetallurgique,Sté marocaine métallurgique,15,afrique-du-nord-aec-1922-maroc-ba808c
huileriesmaghreb,Sté des huileries du Maghreb,15,afrique-du-nord-aec-1922-maroc-ba808c
marocaineexploitationsforestieres,Sté marocaine d'exploitations forestières,15,afrique-du-nord-aec-1922-maroc-ba808c
francoespagnolecheminfertangerfez,Cie franco-espagnole du chemin de fer de Tanger à Fez,15,afrique-du-nord-aec-1926-maroc-e65b4d
cherifienneetudesminieres,Société anonyme chérifienne d'Études minières,15,afrique-du-nord-aec-1937-maroc-dfc464
entrepotsfrigorifiquesafriquenord,Société des Entrepôts frigorifiques de l'Afrique du Nord,15,afrique-du-nord-aec-1937-maroc-dfc464
grandstravauxalgeriens,GRANDS TRAVAUX ALGÉRIENS,15,afrique-du-nord-ann-indus-1925-alg-509f9d
bouchonnerieinternationale,Bouchonnerie internationale,15,afrique-du-nord-bouchonnerie-internationale-6519d1
societesdomainesdarhoussa,Sociétés des Domaines de Darhoussa,15,afrique-du-nord-domaines-de-darhoussa-4bd046
cheminsfertunisiens,Chemins de fer tunisiens,15,afrique-du-nord-fermiere-ch-fer-tunisiens-8877d0
foretkefdjemelbenisalah,"Forêt de Kef-Djemel, aux Beni-Salah",15,afrique-du-nord-foret-de-kef-djemel-c863c6
minessoumahtafna,Société des mines de Soumah et de La Tafna,15,afrique-du-nord-mines-de-soumah-3079ea
nebida,Société de Nebida,15,afrique-du-nord-societe-de-nebida-e9d122
thonairebordjkhadidja,Thonaire de Bordj-Khadidja,15,afrique-du-nord-thonaire-bordj-khadidja-e61443
veuveperez,"Veuve, Pérez & Cie",15,afrique-du-nord-veuve-perez-cie-alger-e0dafb
wallut,Wallut et Cie,15,afrique-du-nord-wallut-et-cie-alger-81c3f5
nkemenkeni,Cie de l'N'Kémé et de l'N'Keni,15,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
plantationsassukustephanreuniesagricolegabon,Plantations Assuku et Stéphan réunies Sté agricole du Gabon,15,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
africaineculturescommercecaoutchoucsequateur,Société africaine de cultures et de commerce Caoutchoucs de l'Équateur,15,afrique-equatoriale-caoutchoucs-de-l-equateur-44ec1c
miniereogooue,Compagnie Minière de l'Ogooué,15,afrique-equatoriale-comilog-7ee33d
creditfoncierafriqueequatorialebrazzaville,"Crédit foncier de l'Afrique équatoriale française, Brazzaville, puis Crédit foncier de l'Afrique française",15,afrique-equatoriale-credit-foncier-aef-7d5b4f
exploitationsminieresoubangui,Exploitations minières de l'Oubangui,15,afrique-equatoriale-exploit-min-oubangui-a24e13
gabonaiseentreprisestransports,Société Gabonaise d'Entreprises et de transports,15,afrique-equatoriale-gabonaise-entreprises-et-transports-bf9c75
macinaniger,Macina-Niger,15,afrique-occidentale-aec-1922-aof-togo-9cef7c
minierehautevolta,Compagnie Minière de la Haute-Volta,15,afrique-occidentale-cie-miniere-haute-volta-47dc27
cotonniereouestafricaine,Compagnie cotonnière ouest-africaine,15,afrique-occidentale-cotoa-ddb0a0
explorationcoteivoire,Compagnie d'Exploration de la Côte-d'Ivoire,15,afrique-occidentale-exploration-cote-ivoire-1ca4c0
huileriesplantationscoteivoire,Société française des Huileries et plantations de la Côte-d'Ivoire,15,afrique-occidentale-huileries-plantations-cote-ivoire-9ad6b1
huileriesrizeriesouestafricaines,Société des Huileries et rizeries ouest-africaines,15,afrique-occidentale-huileries-rizeries-ouest-afr-234437
ilmenitediogue,"L'Ilmènite, Diogué",15,afrique-occidentale-l-ilmenite-c9939e
magasinsgenerauxappontementsdahomey,Compagnie des Magasins généraux et appontements du Dahomey,15,afrique-occidentale-magasins-appontements-dahomey-bf0828
internationaleetudestravauxmaroc,Sté internationale d'études et de travaux au Maroc,14,afrique-du-nord-aec-1922-maroc-ba808c
developpementcasablanca,Sté générale pour le développement de Casablanca,14,afrique-du-nord-aec-1922-maroc-ba808c
agricolecherifienne,Agricole Chérifienne,14,afrique-du-nord-aec-1922-maroc-ba808c
sudmarocain,Cie du Sud-Marocain,14,afrique-du-nord-aec-1926-maroc-e65b4d
minesdjebelsalrhef,Société des mines du Djebel Salrhef,14,afrique-du-nord-aec-1937-maroc-dfc464
akkaresbelezma,"Société d'Akkarès, Belezma",14,afrique-du-nord-akkares-societe-miniere-e97288
houillesagglomeres,HOUILLES et AGGLOMÉRÉS,14,afrique-du-nord-algerienne-houilles-agglomeres-54b205
entreprises,ENTREPRISES,14,afrique-du-nord-ann-indus-1925-alg-509f9d
tamera,TAMERA,14,afrique-du-nord-ann-indus-1938-tunisie-06d5aa
atelierspandolfo,"Ateliers Pandolfo, puis Ateliers nord-africains de travaux en fer",14,afrique-du-nord-ateliers-pandolfo-alger-f36885
banqueitalocreditparistunisbejaangelodonati,"Banque italo-française de crédit, Paris, Tunis, Béja. Angelo Donati",14,afrique-du-nord-banque-italo-francaise-2a7a75
boissonsgazeuseshygieniquesalger,Compagnie générale des Boissons gazeuses hygieniques d'Alger,14,afrique-du-nord-boissons-gazeuses-alger-341500
calzada,"Calzada, puis Calzada, puis Calzada & Cie",14,afrique-du-nord-bouchonnerie-calzada-djidjelli-e70fbc
domainekarmoudahrandonpresbone,"Société du Domaine de Karmoudah, Randon, près Bône",14,afrique-du-nord-domaine-de-karmoudah-c5fae6
fermierecheminsfertunisiens,Cie Fermière des chemins de fer tunisiens,14,afrique-du-nord-fermiere-ch-fer-tunisiens-8877d0
ferrouillatfreres,Ferrouillat frères,14,afrique-du-nord-ferrouillat-oued-marsa-fe2a0c
laminoirtrefilerieafriquegueconstantine,"Laminoir et tréfilerie d'Afrique, Gué-de-Constantine",14,afrique-du-nord-latraf-kouba-cd258d
manufacturealgeriennetapisorient,"Manufacture algérienne de tapis d'Orient, puis Manufacture de Tapis d'Orient",14,afrique-du-nord-manufacture-tapis-le-roux-f12402
minesfergourayasadouna,Société Mines de fer de Gouraya-Sadouna,14,afrique-du-nord-mines-gouraya-sadouna-227997
oranaiseremorquageassistance,Société Oranaise de Remorquage et d'assistance,14,afrique-du-nord-oranaise-de-remorquage-9e3445
palumbotombelli,Palumbo & Tombelli,14,afrique-du-nord-palumbo-tombelli-alger-d2d58c
phosphatesgouraia,Phosphates de Gouraïa,14,afrique-du-nord-phosphates-de-gouraia-5c2116
phosphatesmaadid,Société des Phosphates des Maâdid,14,afrique-du-nord-phosphates-des-maadid-0134ae
etudesexploitationphosphatestunisie,Société d'Études et d'exploitation de phosphates en Tunisie,14,afrique-du-nord-seept-phosphates-tunisie-265b9a
industrielleliege,Société Industrielle du Liège puis Industrielle Algérienne du Liège,14,afrique-du-nord-soc-indus-liege-bougie-6b6ee2
embarquementsalgerbougiehonaine,"Société d'Embarquements, Alger, Bougie, Honaïne",14,afrique-du-nord-societe-d-embarquements-74b959
djebelsidii,Société du Djebel-Sidii,14,afrique-du-nord-societe-du-djebel-sidii-d0b2fe
vignoblesmediterraneedomainemonvilleduzerville,"Compagnie des Vignobles de la Méditerranée, domaine de Monville à Duzerville",14,afrique-du-nord-vignobles-mediterranee-3c9663
centreafrique,Centre-Afrique,14,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
omniumforestierafricain,Omnium forestier africain,14,afrique-equatoriale-aec-1926-aef-cameroun-855b28
congo,CONGO,14,afrique-equatoriale-ann-indus-1925-aef-bf6791
commerceafricain,Compagnie Française de Commerce africain,14,afrique-equatoriale-cie-frse-commerce-africain-d65f1d
colonialebaniembe,Société Coloniale du Baniembé,14,afrique-equatoriale-coloniale-du-baniembe-c3e590
etablissementsjosephmas,Établissements Joseph Mas,14,afrique-equatoriale-ets-joseph-mas-douala-173d5e
produitssanghalipaouesso,Compagnie des Produits de la Sangha « Lipa Ouesso »,14,afrique-equatoriale-produits-de-la-sangha-f33658
landiechpionnieraviationcoloniale,"Landiech, pionnier de l'aviation coloniale",14,afrique-equatoriale-robert-landiech-f9d87e
commercialeindustriellepalmeraiesafricaines,Société commerciale et industrielle des palmeraies africaines,14,afrique-occidentale-aec-1922-aof-togo-9cef7c
agricolecommercialeindustriellebadikahacacib,"Compagnie Agricole, Commerciale et Industrielle de Badikaha CACIB)",14,afrique-occidentale-cacib-263f94
comptoirshuileriesdahomey,Comptoirs et huileries du Dahomey,14,afrique-occidentale-comptoirs-huileries-dahomey-07f8aa
minierebondoukoucoteivoire,Compagnie Minière du Bondoukou et de la Côte-d'Ivoire,14,afrique-occidentale-miniere-du-bondoukou-b2ab17
ouemedahomey,Compagnie de Ouémé-Dahomey,14,afrique-occidentale-oueme-dahomey-0cbf7a
plantationsexploitationscolonialesbingerville,"Société de Plantations et d'exploitations coloniales, Bingerville",14,afrique-occidentale-plantations-exploitations-coloniales-79fd20
chaouiamaroc,Chaouïa et Maroc,13,afrique-du-nord-aec-1922-maroc-ba808c
lyonnaisechaouia,Sté lyonnaise de la Chaouïa,13,afrique-du-nord-aec-1922-maroc-ba808c
miniereafriquenord,Cie minière de l'Afrique du Nord,13,afrique-du-nord-aec-1926-maroc-e65b4d
porttanger,Société du port de Tanger,13,afrique-du-nord-aec-1926-maroc-e65b4d
banqueparisiennemaroc,Banque Parisienne pour le Maroc,13,afrique-du-nord-aec-1937-maroc-dfc464
minesissougri,Société des mines de l'Issougri,13,afrique-du-nord-aec-1951-maroc-0655fe
algeriennechauxcimentsusinepointepescade,"Compagnie Algérienne de chaux et ciments, usine de la Pointe-Pescade",13,afrique-du-nord-algerienne-chaux-ciments-328e63
groupeschwichbaizeauavecparticipationminoritairelafargecimentsartificielstunisiens,groupe Schwich et Baizeau avec participation minoritaire de Lafarge Ciments artificiels tunisiens,13,afrique-du-nord-ciments-artificiels-tunisiens-9cb02b
commercialeafriquenord,Société de Commerciale de l'Afrique du Nord,13,afrique-du-nord-commerciale-afrique-du-nord-3f43b5
deutscheskohlendepot,Deutsches Kohlen Depot,13,afrique-du-nord-deutsches-kohlen-depot-alger-d23afc
minesdjebelelakhouat,Mines du Djebel-El-Akhouat,13,afrique-du-nord-djebel-el-akhouat-cdd103
minesdjebelkebouch,Société des mines du Djebel-Kebouch,13,afrique-du-nord-djebel-kebouch-096960
explosifsminelite,"Explosifs Minélite, puis La Kinsite",13,afrique-du-nord-explosifs-minelite-menerville-5069cd
huileriessavonneriestunisie,Compagnie française des Huileries et savonneries de Tunisie,13,afrique-du-nord-huileries-et-savonneries-tunisie-37f05b
quellecfils,Quellec & fils,13,afrique-du-nord-le-quellec-fils-a819aa
sididriss,Sidi-Driss,13,afrique-du-nord-mines-de-sidi-driss-ecf87b
syndicatminedjebeltrozza,"Syndicat de la mine de Djebel-Trozza, puis Cie française des mines du",13,afrique-du-nord-mines-du-djebel-trozza-f85f41
minespetroleainzeft,Société des Mines de pétrole d'Aïn-Zeft,13,afrique-du-nord-mines-petrole-ain-zeft-b2dc6d
paquelet,Paquelet,13,afrique-du-nord-paquelet-charpente-alger-7d8e9d
phosphatessidiayed,Société des Phosphates de Sidi-Ayed,13,afrique-du-nord-phosphates-de-sidi-ayed-07b6be
portphilippeville,Port de Philippeville,13,afrique-du-nord-port-de-philippeville-e43982
abattoirsconservesalimentairesnordafrique,Société des Abattoirs et Conserves Alimentaires du Nord de l'Afrique,13,afrique-du-nord-sacana-24d29c
salinssoliman,Salins de Soliman,13,afrique-du-nord-salins-de-soliman-b82419
produitschimiquesexploitationsminieresalgerieparisbonebenisaid,"Produits chimiques et d'exploitations minières d'Algérie, Paris, Bône, Béni-Saïd",13,afrique-du-nord-sapceema-1b4d69
forestierealgerienne,Société forestière algérienne,13,afrique-du-nord-ste-forestiere-algerienne-e9fff3
transportsaeriensintercontinentauxmaroc,Compagnie des Transports aériens intercontinentaux du Maroc,13,afrique-du-nord-tai-maroc-6d9880
vieillemontagnealgerie,Vieille-Montagne en Algérie,13,afrique-du-nord-vieille-montagne-algerie-8a2d8c
agricolecommercialealima,Sté agricole et commerciale de l'Alima,13,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
agricoleindustrielleogooue,Sté agricole et industrielle de l'Ogooué,13,afrique-equatoriale-aec-1922-aef-cameroun-8e0ebc
idemmoinsbabonneauremplaceparwgittens,"Idem, moins Babonneau, remplacé par W. Gittens",13,afrique-equatoriale-cefa-gabon-f9a898
colonialegabon,Compagnie Coloniale du Gabon,13,afrique-equatoriale-coloniale-du-gabon-dd91f5
explorationminiereequatoriale,Société d'Exploration minière équatoriale,13,afrique-equatoriale-exploration-miniere-equat-181b2d
mpokoetablissementscongolaisgratry,"M'Poko, Société anonyme des Établissements congolais Gratry",13,afrique-equatoriale-mpoko-gratry-ca7df2
plantationsfoumbankouti,"Plantations de Foumban, Kouti",13,afrique-equatoriale-plantations-de-foumban-61ed56
etablissementssalagna,Société anon. des Établissements Salagna,13,afrique-occidentale-aec-1922-aof-togo-9cef7c
briqueteriesbamako,Société des briqueteries de Bamako,13,afrique-occidentale-aec-1926-aof-togo-b4d838
consolidatedgoldfieldsivorycoast,The Consolidated Goldfields of the Ivory Coast,13,afrique-occidentale-consolidated-goldfields-ivory-coast-a90aec
drogueriesafricaines,"Drogueries africaines, puis Drogueries africaines et manufactures de matières colorantes Belga réunies",13,afrique-occidentale-drogueries-africaines-2c183e
senegalaise,Compagnie anonyme La Sénégalaise,13,afrique-occidentale-la-senegalaise-1871-1881-2b7ddc
miniereafriqueoccidentale,Société Minière de l'Afrique occidentale,13,afrique-occidentale-miniere-afrique-occidentale-d5f34a
minierekobabalato,Société Minière du Koba de Balato,13,afrique-occidentale-miniere-koba-balato-c35f9a
portconakry,Port de Conakry,13,afrique-occidentale-port-de-conakry-0b98a2
chargeursmarocains,Cie des chargeurs marocains,12,afrique-du-nord-aec-1922-maroc-ba808c
manutentionmarocaine,Manutention marocaine,12,afrique-du-nord-aec-1922-maroc-ba808c
agricolemarocaine,Cie agricole marocaine,12,afrique-du-nord-aec-1922-maroc-ba808c
etablissementssoussanafreres,Établissements Soussana frères,12,afrique-du-nord-aec-1926-maroc-e65b4d
mineszellidja,Société nouvelle des mines de Zellidja,12,afrique-du-nord-aec-1937-maroc-dfc464
longometalmaroc,Longométal-Maroc,12,afrique-du-nord-aec-1949-maroc-26af61
africainemines,Sté africaine de mines,12,afrique-du-nord-aec-1951-maroc-0655fe
algeriennepetrolesmory,Société Algérienne de pétroles Mory,12,afrique-du-nord-algerienne-petroles-mory-8a73b2
petolatdijon,PÉTOLAT-DIJON,12,afrique-du-nord-ann-indus-1925-alg-509f9d
produitschimiquesengrais,PRODUITS CHIMIQUES ET D'ENGRAIS,12,afrique-du-nord-ann-indus-1925-alg-509f9d
minieredjebellorbeus,Cie MINIÈRE du DJEBEL-LORBEUS,12,afrique-du-nord-ann-indus-1925-tunisie-d7c1f4
minesmetalliquesbeja,MINES MÉTALLIQUES DE BÉJA,12,afrique-du-nord-ann-indus-1925-tunisie-d7c1f4
comines,COMINES,12,afrique-du-nord-blancs-de-comines-4ac8f3
djenienbourezg,Djenien-Bou-Rezg,12,afrique-du-nord-camp-de-djenien-bou-rezg-3d62b4
mineschabetballoutsoukahrras,Société générale des mines de Chabet-Ballout à Souk-Ahrras,12,afrique-du-nord-chabet-ballout-3ff99b
universelleexplosifs,"Universelle d'Explosifs, puis Société générale d'explosifs, La Manouba",12,afrique-du-nord-cheddite-la-manouba-7d581b
etablissementscholletnicollongobardi,"Établissements Chollet, Nicol et Longobardi",12,afrique-du-nord-chollet-nicol-et-longobardi-f02617
agricoleimmobilierefrancoafricaine,Société agricole et immobilière franco-africaine,12,afrique-du-nord-enfida-a59a68
ricci,Ricci,12,afrique-du-nord-gaston-ricci-1869-1952-72917e
phosphatesphosphatecompanyltd,"Compagnie générale des phosphates General Phosphate Company, Ltd",12,afrique-du-nord-general-phosphate-cy-fe9c80
industrieexploitationlieges,Société Générale pour l'industrie et l'exploitation des lièges,12,afrique-du-nord-industrie-et-exploitation-lieges-7aec4a
mines,"Société des mines de, puis Société minière et agricole du Garn-Alfaya",12,afrique-du-nord-mines-de-garn-alfaya-d1676a
