company_id,name,territory,n_territories,all_territories,sector,sector_group,sector_group_en,sector_raw,n_directors,n_connected,share_connected,connection_tier,connection_tier_name,has_executive,has_legislature,has_administration,has_local,has_proxy,n_executive,n_legislature,n_administration,n_local,n_proxy,has_sitting,has_former,n_sitting,n_former,n_testable,n_concurrent,n_connected_neighbours,indirect_only,first_connection_year,last_connection_year,confidence,connected_directors
indochinoiseindustrieminiere,Compagnie Indochinoise d'Industrie minière,Indochine,1,Indochine,Mines,mining,Mining and quarrying,Mines,4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,
indochinoiseinformations,Société Indochinoise d'Informations,Indochine,1,Indochine,"Imprimerie, presse, édition",media_print,"Press, printing and communications","Imprimerie, presse, édition",1,1,1.0000,2,administration,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,1902,1902,low,Lofler
indochinoisematerielmecanique,Société Indochinoise de Matériel mécanique,Indochine,1,Indochine,Documents généraux (par ordre chronologique),metals_engineering,Metallurgy and engineering,"Métallurgie, constructions mécaniques, électriques, navales",1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
indochinoisemecaniqueateliersconstruction,Société Indochinoise de mécanique et d'ateliers de construction,Indochine,1,Indochine,"Métallurgie, constructions mécaniques, électriques, navales",metals_engineering,Metallurgy and engineering,"Métallurgie, constructions mécaniques, électriques, navales",2,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,,,,
indochinoisemessageriesautomobiles,Compagnie Indochinoise de Messageries automobiles,Indochine,1,Indochine,Documents généraux (par ordre chronologique),transport,"Transport, ports and docks",Transports terrestres et garages,9,2,0.2222,3,legislature,0,1,1,0,0,0,1,1,0,0,1,0,2,0,1,0,33,0,1943,1971,high,Boyer; Maurice LANGLOIS
indochinoisemetallurgie,Cie indochinoise de métallurgie,Indochine,1,Indochine,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),5,1,0.2000,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,20,0,1930,1930,high,Jacques-Achille Bardoux
indochinoisemines,Compagnie Indochinoise des Mines,Indochine,1,Indochine,Mines,mining,Mining and quarrying,Mines,12,4,0.3333,4,executive,1,1,1,0,0,4,2,2,0,0,1,1,8,1,0,0,42,0,1929,1932,high,Angoulvant; Georges Boussenot; [Édouard] Picanon; Édouard Picanon
indochinoisenavigation,Compagnie Indochinoise de Navigation,Indochine,1,Indochine,Documents généraux (par ordre chronologique),transport,"Transport, ports and docks","Transports fluviaux, maritimes et aériens",14,1,0.0714,4,executive,1,0,1,0,0,1,0,1,0,0,1,1,2,1,0,0,74,0,1924,1937,high,Pierre Guesde
indochinoiseparticipationshypothecaires,Société Indochinoise de participations hypothécaires,Indochine,1,Indochine,"Banque, gérance, assurances…",finance,"Banking, finance and insurance","Banque, gérance, assurances…",7,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
indochinoisepecheriescambodge,Société indochinoise des Pêcheries du Cambodge,Indochine,1,Indochine,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),17,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
indochinoiseplantations,Cie Indo-chinoise de Plantations,Indochine,1,Indochine,"Café, thé, épices, coco, quinquina, vanille",plantations,Plantations and commodity crops,"Café, thé, épices, coco, quinquina, vanille",12,1,0.0833,1,local_or_proxy,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,60,0,1929,1929,medium,Georges Chiris
indochinoiseplantationsheveas,Société indochinoise de plantations d'hévéas,Indochine,1,Indochine,Documents généraux (par ordre chronologique),plantations,Plantations and commodity crops,Héveas et caoutchouc,22,4,0.1818,4,executive,1,1,1,1,0,1,1,1,1,0,1,1,2,2,1,0,99,0,1940,1954,high,Charles Furiet; Paul Baudouin; René Gigon-Papin; René Thion de la Chaume
indochinoiseplantationsheveassiph,Indochinoise de Plantations d’hévéas (SIPH),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,,,,
indochinoiseplantationsreuniesmimot,Société indochinoise des plantations réunies de Mimot,Indochine,1,Indochine,Documents généraux (par ordre chronologique),plantations,Plantations and commodity crops,Héveas et caoutchouc,19,5,0.2632,4,executive,1,1,1,1,1,2,1,1,1,1,1,1,6,2,1,0,111,0,1951,1954,high,Gaston Fourn; Jean Rheims; Pierre Guesde; René Thion de la Chaume; Sébastien Foy
indochinoisepyrotechnie,Société Indochinoise de Pyrotechnie,Indochine,1,Indochine,Documents généraux (par ordre chronologique),unclassified,Unclassified,Industries diverses,6,1,0.1667,4,executive,1,0,1,0,0,1,0,1,0,0,1,0,2,0,0,0,34,0,1929,1942,high,René Bouvier
indochinoisepyrotechniedapcau,"Société indochinoise de pyrotechnie, à DAP-CAU",Indochine,1,Indochine,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),2,1,0.5000,4,executive,1,0,1,0,0,1,0,1,0,0,1,0,2,0,0,0,33,0,1971,1971,high,René Bouvier
indochinoiserecherchesetudesminieres,Société Indochinoise de Recherches et d'études minières,Indochine,1,Indochine,Mines,mining,Mining and quarrying,Mines,12,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,,,,
indochinoiserecherchesminieres,Société Indochinoise de Recherches minières,Indochine,1,Indochine,Mines,mining,Mining and quarrying,Mines,1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,
indochinoiseremorquageacconage,Société Indochinoise de remorquage et d'acconage,Indochine,1,Indochine,"Transports fluviaux, maritimes et aériens",transport,"Transport, ports and docks","Transports fluviaux, maritimes et aériens",1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
indochinoisetabacs,Cie Indochinoise des Tabacs,Indochine,1,Indochine,Autres industries alimentaires,food_processing,"Food processing, livestock and fishing",Autres industries alimentaires,1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
indochinoisetabacscigarescigarettesjbastos,"Société indochinoise des tabacs, cigares et cigarettes J. Bastos",,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),8,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,,,,
indochinoiseterresrougesannam,Société indochinoise des terres rouges d'Annam,Indochine,1,Indochine,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),2,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,,,,
indochinoiseterresrougesannamphuquy,"Société indochinoise des Terres Rouges d'Annam, Phu-Quy",Indochine,1,Indochine,"Café, thé, épices, coco, quinquina, vanille",plantations,Plantations and commodity crops,"Café, thé, épices, coco, quinquina, vanille",2,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,,,,
indochinoisetransports,Société Indochinoise de Transports,Indochine,1,Indochine,Documents généraux (par ordre chronologique),transport,"Transport, ports and docks",Transports terrestres et garages,27,4,0.1481,4,executive,1,1,1,0,0,4,1,1,0,0,1,1,6,2,0,0,27,0,1951,1971,high,Joseph Thierry; Jules Bosc; Nicolas Truong Vinh Tong; Pierre Pagès
indochinoisetransportsaeriens,Société Indochinoise de transports aériens,Indochine,1,Indochine,"Transports fluviaux, maritimes et aériens",transport,"Transport, ports and docks","Transports fluviaux, maritimes et aériens",4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,,,,
indochinoiseverrerieproduitschimiques,Société indochinoise de verrerie et de produits chimiques,Indochine,1,Indochine,Documents généraux (par ordre chronologique),unclassified,Unclassified,Industries diverses,9,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,,,,
indochinoiseverrerieproduitschimiquescongmy,"Société Indochinoise de Verrerie et de produits chimiques, Cong-My",Indochine,1,Indochine,Industries diverses,unclassified,Unclassified,Industries diverses,5,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,
indochpeauxelecannamsipea,Indoch. p. les eaux et l’élec. en Annam (SIPEA),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),7,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,1,,,,
indopublicite,Indo-Publicité,Indochine,1,Indochine,"Imprimerie, presse, édition",media_print,"Press, printing and communications","Imprimerie, presse, édition",1,1,1.0000,1,local_or_proxy,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,13,0,1934,1934,low,Lacaze
induscommouvrierslunettiers,Indus. et comm. des ouvriers lunettiers,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
induscommtubes,Compagnie indus. et comm. des tubes,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),5,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
indusfranceetr,Compagnie générale indus. pour la France et l’étr. (ex-Compagnie générale du gaz… > Poitiers,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),13,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,,,,
induslubrifiants,Société indus. lubrifiants,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),10,1,0.1000,4,executive,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,10,0,1956,1956,high,Pierre Pasquier
indusmine,L'Indusmine,Indochine,3,Indochine; Maroc; Tunisie,Documents généraux (par ordre chronologique),finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,,,,
indusminierenordalpesastralcellucocontinentalesimmonsetshlepaute,"Indus. et minière du Nord et des Alpes > Astral-Celluco, Continentale Simmons, Éts. H. Lepaute,",,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),5,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,,,,
induspfabantibiotiquessifa,Société indus. p. la fab. des antibiotiques (SIFA),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),6,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,,,,
industriebois,L'Industrie du bois,Algérie,1,Algérie,"Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",wood_paper,"Wood, furniture and paper","Filière bois : exploitation forestière, liège, meubles, cellulose, papier…",5,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,
industrieelectrique,INDUSTRIE ÉLECTRIQUE,,0,,"Eau et assainissement, électricité (utilities)",utilities,"Water, gas and electricity","Eau et assainissement, électricité (utilities)",13,2,0.1538,2,administration,0,0,1,1,0,0,0,1,1,0,1,0,2,0,0,0,68,0,1938,1938,medium,Charles Laurent; Émile Level
industrieforceelec,Société Industrie et force > Compagnie élec,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),8,2,0.2500,3,legislature,0,1,1,0,0,0,1,1,0,0,1,0,2,0,1,1,14,0,1930,1956,high,Frémy; Jean Plichon
industrielle,Compagnie générale industrielle,Géorgie,3,Géorgie; Indochine; Maroc,Documents généraux (par ordre chronologique),finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,21,2,0.0952,3,legislature,0,1,0,1,0,0,2,0,1,0,1,0,3,0,1,0,37,0,1923,1940,high,Amédée Reille; Xavier Reille
industrielleafricaine,Compagnie Industrielle Africaine Française,Afrique occidentale française,4,Afrique occidentale française; Congo-Brazzaville ou Moyen-Congo; Indochine; Sénégal,Documents généraux (par ordre chronologique),food_processing,"Food processing, livestock and fishing",Industries agro-alimentaires,9,2,0.2222,2,administration,0,0,1,1,0,0,0,1,1,0,1,0,2,0,0,0,49,0,1917,1975,high,Fernand Philippart; Maurice Superville
industrielleafricaineproduitsroutiers,Société industrielle africaine de produits routiers,Maroc,1,Maroc,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
industrielleafriquenordfabricationciresbougies,Société industrielle de l'Afrique du Nord pour la fabrication des cires et bougies,Maroc,1,Maroc,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),7,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,,,,
industrielleafriquenordtraitementsousproduitsvigne,Société industrielle de l’Afrique du Nord pour le traitement des sous-produits de la vigne et de,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),7,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,,,,
industrielleafriquenordtraitementsousproduitsvigneolivier,Société Industrielle de l'Afrique du Nord pour le traitement des sous-produits de la vigne et de l'olivier,Algérie,1,Algérie,Industries chimiques,chemicals,Chemicals and pharmaceuticals,Industries chimiques,12,1,0.0833,1,local_or_proxy,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,15,0,1922,1926,high,F. Bouscasse
industrielleagricolecommercialeafriqueoccidentaleafriquemetropole,"Société Industrielle, Agricole et Commerciale de l'Afrique occidentale française « Afrique et métropole »",Côte d'Ivoire,1,Côte d'Ivoire,Commerce,trade,Trade and commerce,Commerce,8,2,0.2500,4,executive,1,0,0,0,0,2,0,0,0,0,1,1,2,1,0,0,16,0,1930,1930,low,Friès; Guérin
industrielleagricoleforestiereindochinebauca,"Société Industrielle, Agricole et Forestière d'Indochine, Bau-Ca",Indochine,1,Indochine,"Bois, meubles, papier, allumettes",wood_paper,"Wood, furniture and paper","Bois, meubles, papier, allumettes",2,1,0.5000,2,administration,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,16,0,1939,1939,low,Boyer
industrielleagricolemarrakech,Société industrielle et agricole de Marrakech,Maroc,1,Maroc,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),13,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,
industrielleagricoleniari,Société Industrielle et Agricole du Niari,Afrique équatoriale française,2,Afrique équatoriale française; Congo-Brazzaville ou Moyen-Congo,Agro-alimentaire,food_processing,"Food processing, livestock and fishing",Agro-alimentaire,3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
industrielleagricolepointepitre,Société Industrielle et Agricole de La Pointe-à-Pitre,Guadeloupe et Martinique,1,Guadeloupe et Martinique,Divers,unclassified,Unclassified,Divers,40,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,,,,
industrielleagricolepointepitreetablissements,Société industrielle et agricole de la Pointe-à-Pitre (Établissements,Guadeloupe et Martinique,1,Guadeloupe et Martinique,Documentation générale,not_a_sector,Not a sector,Documentation générale,7,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,,,,
industrielleagricolepointepitreetsdarboussier,Industrielle et agricole de la Pointe-à-Pitre (Éts Darboussier),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
industrielleagricoletabaccolonial,Société industrielle et agricole du tabac colonial,Afrique équatoriale française,1,Afrique équatoriale française,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),8,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,1,,,,
industrielleasphaltespetroleslattaquie,Société industrielle des Asphaltes et pétroles de Lattaquié,Syrie-Liban,1,Syrie-Liban,Sociétés diverses,unclassified,Unclassified,Sociétés diverses,11,2,0.1818,4,executive,1,1,0,1,0,1,1,0,1,0,1,0,3,0,0,0,7,0,1925,1928,high,Charles Baron; Herriot
industrielleasphaltespetroleslattaquiesyrie,Industrielle des asphaltes et pétroles de Lattaquié (Syrie),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),7,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,,,,
industriellebasogooue,Société Industrielle du Bas-Ogooué,Afrique équatoriale française,4,Afrique équatoriale française; Gabon; Madagascar; Tahiti (Polynésie),Documents généraux,finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,46,7,0.1522,4,executive,1,1,1,1,0,1,1,4,2,0,1,1,7,2,1,0,154,0,1920,1926,high,Emmanuel Rousseau; Georges Chiris; Lallemand; Lévy; René Bouvier; Rocca; Émile Lambert
industrielleboiscontreplaquesmultiplex,Cie industrielle des bois contreplaqués Multiplex,Afrique équatoriale française,1,Afrique équatoriale française,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),8,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,,,,
industrielleboisfibres,Société industrielle de bois et de fibres,Indochine,1,Indochine,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),4,1,0.2500,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,15,0,1932,1932,high,Prosper Blanc
industrielleboismanufacture,Société industrielle du bois manufacturé,Maroc,1,Maroc,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),8,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,,,,
industriellechimieextremeorient,Société industrielle de chimie d'Extrême-Orient,Indochine,1,Indochine,Documents généraux (par ordre chronologique),unclassified,Unclassified,Industries diverses,18,1,0.0556,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,114,0,1890,1925,medium,San Simon
industriellechimieextremeorienthaiphong,Société Industrielle de Chimie d'Extrême-Orient à Haïphong,Indochine,1,Indochine,Documents généraux (par ordre chronologique),unclassified,Unclassified,Industries diverses,6,1,0.1667,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,41,0,1918,1918,medium,San Simon
industriellecimentsorientaux,Société industrielle des Ciments orientaux,Empire ottoman/Turquie,1,Empire ottoman/Turquie,,not_a_sector,Not a sector,,4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,
industriellecoloniale,Industrielle Coloniale,Afrique occidentale française,1,Afrique occidentale française,Documents généraux (par ordre chronologique),utilities,"Water, gas and electricity","Eau et assainissement, électricité (utilities)",8,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,,,,
industriellecolonialeequatoriale,Cie industrielle et coloniale équatoriale,Afrique équatoriale française,1,Afrique équatoriale française,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),5,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,,,,
industriellecommercialeadoursebou,Société industrielle et commerciale Adour-Sebou,Maroc,1,Maroc,Commerce,trade,Trade and commerce,Commerce,29,1,0.0345,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,12,0,1926,1926,medium,Richard Waddington
industriellecommercialeafricaine,Société industrielle et commerciale africaine,Afrique occidentale française,2,Afrique occidentale française; Maroc,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
industriellecommercialeagricoleguinee,"Société Industrielle, Commerciale et Agricole de la Guinée Française",Afrique occidentale française,2,Afrique occidentale française; Guinée Conakry,Commerce,trade,Trade and commerce,Commerce,8,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
industriellecommercialeagricoleminieremadagascar,"Sté industrielle, commerciale, agricole et minière de Madagascar",Madagascar,1,Madagascar,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
industriellecommercialeagricoleturquie,"Société Industrielle, Commerciale et Agricole de Turquie",Empire ottoman/Turquie,1,Empire ottoman/Turquie,,not_a_sector,Not a sector,,3,2,0.6667,2,administration,0,0,1,0,0,0,0,2,0,0,1,1,2,1,0,0,16,0,1922,1922,high,Léon Orosdi; Paul Dutasta
industriellecommercialeemyrne,Société Industrielle et Commerciale de l'Émyrne,Madagascar,1,Madagascar,Commerce,trade,Trade and commerce,Commerce,25,1,0.0400,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,7,0,1921,1922,high,Maurice Toy-Riont
industriellecommercialegraphitestamatave,Compagnie française industrielle et commerciale des Graphites de Tamatave,Madagascar,1,Madagascar,Documents généraux (par ordre chronologique),mining,Mining and quarrying,Mines,1,1,1.0000,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1924,1924,high,Charles BERTRAND
industriellecommercialeindochine,Société Industrielle et Commerciale de l’Indo-Chine,Indochine,1,Indochine,Héveas et caoutchouc,plantations,Plantations and commodity crops,Héveas et caoutchouc,12,2,0.1667,4,executive,1,1,0,0,0,1,1,0,0,0,1,1,2,1,0,0,41,0,1900,1901,low,Noël Pardon; Piot
industriellecommercialerobinetterieraccordsaccessoirescicra,"Compagnie industrielle et commerciale de robinetterie, raccords et accessoires (CICRA)(S.A.,",,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),10,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,,,,
industriellecommercialesalonique,Industrielle et Commerciale de Salonique,Indochine,1,Indochine,Groupes indochinois et dirigeants d'affaires diverses,conglomerate,Transcolonial and diversified groups,Groupes indochinois et dirigeants d'affaires diverses,18,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,,,,
industriellecommercialesoudan,Société Industrielle et Commerciale du Soudan français,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",1,"Soudan français (Mali, Haute-Volta — ou Burkina-Fasso — et Niger)",Industrie,unclassified,Unclassified,Industrie,15,1,0.0667,4,executive,1,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,5,0,1898,1901,low,Noël Pardon
industriellecommercialetransportsmanutentionssitram,Société industrielle et commerciale de transports et de manutentions (SITRAM),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),9,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,,,,
industriellecongo,Sté industrielle du Congo,Afrique équatoriale française,1,Afrique équatoriale française,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),12,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,,,,
industriellecongobaskouilou,"Compagnie Industrielle du Congo, Bas-Kouilou",Congo-Brazzaville ou Moyen-Congo,1,Congo-Brazzaville ou Moyen-Congo,Agro-alimentaire,food_processing,"Food processing, livestock and fishing",Agro-alimentaire,4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,,,,
industriellecongolyonportgentilexploitationforestiere,"Société Industrielle du Congo, Lyon, Port-Gentil. Exploitation forestière.",Gabon,1,Gabon,Industrie,unclassified,Unclassified,Industrie,8,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,,,,
industriellecredit,"Société industrielle de crédit, puis Caisse coloniale et industrielle",,0,,Groupes financiers transcoloniaux,finance,"Banking, finance and insurance",Groupes financiers transcoloniaux,1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
industrielledjibouti,Société Industrielle de Djibouti,Djibouti,1,Djibouti,Documents généraux,unclassified,Unclassified,Sociétés,17,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,1,,,,
industrielleentreprisesmarocaines,Société industrielle d'entreprises marocaines,Maroc,1,Maroc,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),8,1,0.1250,4,executive,1,0,1,0,0,1,0,1,0,0,1,0,2,0,0,0,10,0,1930,1930,low,Laffont
industrielleetatslevant,Société Industrielle des États du Levant,Indochine,2,Indochine; Syrie-Liban,Banques et sociétés financières,finance,"Banking, finance and insurance",Banques et sociétés financières,9,1,0.1111,1,local_or_proxy,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,26,0,1929,1929,high,F. Bouscasse
industrielleetudesentreprisesgeneralesfrancaisestonkinannamchine,"Compagnie Industrielle d'Études et entreprises générales françaises pour le Tonkin, l'Annam, la Chine",Indochine,1,Indochine,"Bâtiment-travaux publics, matériaux de construction, céramiques",construction,Construction and building materials,"Bâtiment-travaux publics, matériaux de construction, céramiques",2,1,0.5000,4,executive,1,0,0,1,0,1,0,0,1,0,1,1,1,1,0,0,20,0,1887,1887,high,Charles-Émile Halais
industrielleexportationextremeorient,Société Industrielle d'Exportation en Extrême-Orient,Indochine,1,Indochine,Commerce,trade,Trade and commerce,Commerce,19,1,0.0526,2,administration,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,12,0,,,low,Marie
industrielleferblanterie1899paris,"Société industrielle de ferblanterie (S.A., 1899), Paris",,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),5,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
industriellefinanciereartois,Industrielle et financière de l’Artois (Société),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),7,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,,,,
industriellefinancieretubes,Société industrielle et financière des tubes,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),9,1,0.1111,4,executive,1,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0,5,0,1956,1956,low,Pellé
industriellefonciere,"L'Industrielle Foncière, puis Industrielle Foncière et Routière",,0,,Bâtiment et travaux publics,construction,Construction and building materials,Bâtiment et travaux publics,82,9,0.1098,4,executive,1,1,1,1,0,4,2,3,2,0,1,1,10,2,2,2,124,0,1902,1948,high,André Thiers; Edmond Grody; Hesse; Laurent; Lebon; Lucien Dior; Paul Doumer; Simon
industriellefonciereroutiere,L'Industrielle Foncière et Routière,,0,,Bâtiment et travaux publics,construction,Construction and building materials,Bâtiment et travaux publics,13,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,,,,
