company_id,name,territory,n_territories,all_territories,sector,sector_group,sector_group_en,sector_raw,n_directors,n_connected,share_connected,connection_tier,connection_tier_name,has_executive,has_legislature,has_administration,has_local,has_proxy,n_executive,n_legislature,n_administration,n_local,n_proxy,has_sitting,has_former,n_sitting,n_former,n_testable,n_concurrent,n_connected_neighbours,indirect_only,first_connection_year,last_connection_year,confidence,connected_directors
africainepetroles,Société Africaine des Pétroles,Maroc,1,Maroc,Commerce,trade,Trade and commerce,Commerce,8,1,0.1250,3,legislature,0,1,1,0,0,0,1,1,0,0,1,0,2,0,0,0,14,0,1933,1935,low,Legrand
africaineplacages,Société Africaine de placages,Afrique équatoriale française,2,Afrique équatoriale française; Gabon,Documents généraux (par ordre chronologique),unclassified,Unclassified,Industrie,3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,,,,
africaineplacagesportgentil,"Cie Africaine de placages, PORT-GENTIL, A",Gabon,1,Gabon,Industrie,unclassified,Unclassified,Industrie,4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,,,,
africaineplantesparfum,Cie africaine de plantes à parfum,Maroc,1,Maroc,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,,,,
africaineprospection,Société Africaine de Prospection,Maroc,1,Maroc,Mines,mining,Mining and quarrying,Mines,7,1,0.1429,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,1,1,0,1929,1929,high,Edmond Blondel
africaineprospectionexploitation,Société africaine de prospection et d'exploitation,Afrique équatoriale française,1,Afrique équatoriale française,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
africainerepresentation,Société africaine de représentation (S. A,Afrique occidentale française,1,Afrique occidentale française,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
africainerepresentationsindustriellescommerciales,Société africaine française de représentations industrielles et commerciales,Afrique occidentale française,1,Afrique occidentale française,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
africainesisal,Compagnie africaine de sisal,Afrique occidentale française,1,Afrique occidentale française,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,,,,
africainesisaloyenbamparrufisque,"Compagnie Africaine de Sisal, Oyenbam, par Rufisque",Sénégal,1,Sénégal,Industries agro-alimentaires,food_processing,"Food processing, livestock and fishing",Industries agro-alimentaires,12,1,0.0833,2,administration,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,34,0,1930,1932,high,Edmond Reisser
africainetransports,Compagnie Africaine de Transports,Indochine,2,Indochine; Maroc,Documents généraux (par ordre chronologique),transport,"Transport, ports and docks","Transports terrestres, garages automobiles et agricoles",12,1,0.0833,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,25,0,,,high,Louis Barthou
africainetransportstropicaux,Société africaine des Transports tropicaux,Afrique occidentale française,1,Afrique occidentale française,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),8,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
africainetravaux,Société Africaine de Travaux,Algérie,1,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique",construction,Construction and building materials,"Bâtiment et travaux publics, matériaux de construction, céramique",9,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,1,,,,
africaneasterntradecorporationltdroyalliverbuildingliverpool,"African and Eastern Trade Corporation Ltd, Royal Liver Building, Liverpool",Afrique occidentale française,1,Afrique occidentale française,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),11,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
afrique,L'Afrique française,Afrique occidentale française,5,Afrique occidentale française; Afrique équatoriale française; Algérie; Congo-Brazzaville ou Moyen-Congo; Maroc,Agro-alimentaire,food_processing,"Food processing, livestock and fishing",Agro-alimentaire,52,5,0.0962,4,executive,1,1,1,1,0,3,2,3,1,0,1,1,7,2,0,0,64,0,1911,1951,high,Charles-Émile Halais; Eugène LECOCQ; Gaston Raynal; Georges Boussenot; Louis Dubois
afriquecentrale,Compagnie Française de l’Afrique Centrale,Afrique équatoriale française,1,Afrique équatoriale française,Sociétés commerciales,trade,Trade and commerce,Sociétés commerciales,5,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,1,,,,
afriquecentraleoccidentale,Société pour l'Afrique centrale et occidentale,Afrique occidentale française,1,Afrique occidentale française,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),7,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,,,,
afriquecommerce,Cie de l'Afrique française pour le commerce,Afrique équatoriale française,1,Afrique équatoriale française,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,
afriquecongo,Afrique et Congo,Afrique occidentale française,4,Afrique occidentale française; Afrique équatoriale française; Algérie; Indochine,Banques et groupes financiers,finance,"Banking, finance and insurance",Banques et groupes financiers,52,7,0.1346,4,executive,1,1,1,1,0,1,4,2,1,0,1,0,8,0,0,0,100,0,1922,1956,high,Alphonse Fondère; Antoine BLANC; Jacques-Marie-Joseph Delorme; Jean Weber; Josse; Prosper Josse; [Prosper] Josse
afriqueconstrucgales,Afrique française (Compagnie de construc. gales en),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),8,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,1,,,,
afriqueequatoriale,Société Générale Française de l’Afrique équatoriale,Afrique équatoriale française,3,Afrique équatoriale française; Cameroun; Congo-Brazzaville ou Moyen-Congo,Banques et groupes financiers,finance,"Banking, finance and insurance",Banques et groupes financiers,6,1,0.1667,4,executive,1,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0,11,0,1900,1900,low,Trarieux
afriquefonciereindustriellecommerciale,"L'Afrique foncière, industrielle et commerciale",Afrique équatoriale française,2,Afrique équatoriale française; Congo-Brazzaville ou Moyen-Congo,Documents généraux (par ordre chronologique),trade,Trade and commerce,Sociétés commerciales,11,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,,,,
afriqueindustriellecommercialeagricole,"L'Afrique industrielle, commerciale et agricole",Maroc,1,Maroc,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),15,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,,,,
afriqueminiereequatoriale,Afrique minière équatoriale,Afrique équatoriale française,2,Afrique équatoriale française; Congo-Brazzaville ou Moyen-Congo,Documents généraux (par ordre chronologique),mining,Mining and quarrying,Mines,11,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27,1,,,,
afriquenoire,Cie de l'Afrique noire,Afrique équatoriale française,1,Afrique équatoriale française,Banques et groupes financiers,finance,"Banking, finance and insurance",Banques et groupes financiers,1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
afriquenord,AFRIQUE du NORD,Algérie,1,Algérie,"Bâtiment et travaux publics, matériaux de construction, céramique",construction,Construction and building materials,"Bâtiment et travaux publics, matériaux de construction, céramique",16,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,1,,,,
afriqueoccidentale,Cie française de l'Afrique occidentale,Afrique occidentale française,3,Afrique occidentale française; Dahomey (Bénin); Sénégal,Banque,finance,"Banking, finance and insurance",Banque,23,2,0.0870,3,legislature,0,1,1,0,0,0,1,1,0,0,1,0,2,0,1,1,64,0,1922,1951,high,Bohn; Léon Baréty
afriqueorientale,Compagnie de l'Afrique Orientale,Djibouti,3,Djibouti; Madagascar; Maroc,Documents généraux,unclassified,Unclassified,Sociétés,17,1,0.0588,2,administration,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,67,0,1920,1951,low,Charles Michel-Côte
afriqueorientalemaritimecommerciale,Cie de l'AFRIQUE ORIENTALE MARITIME ET COMMERCIALE,Djibouti,1,Djibouti,Sociétés,unclassified,Unclassified,Sociétés,9,1,0.1111,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,35,0,1927,1927,low,Hachette
agadir,Compagnie d'Agadir,Maroc,1,Maroc,Documents généraux (par ordre chronologique),mining,Mining and quarrying,Mines,15,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,,,,
agavesagadir,Société des agaves d'Agadir,Maroc,1,Maroc,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),6,2,0.3333,4,executive,1,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0,12,0,1937,1937,low,Gabriel Jouneau; Toussaint
agavesmaroc,Société des agaves du Maroc,Maroc,1,Maroc,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),7,1,0.1429,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,10,0,1952,1952,low,Toussaint
agenceabidjan,Agence à Abidjan,Afrique occidentale française,1,Afrique occidentale française,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),10,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,,,,
agencecentraleparis,Agence centrale à PARIS,Empire ottoman/Turquie,3,Empire ottoman/Turquie; Guyane française; La Réunion,Documentation générale,not_a_sector,Not a sector,Documentation générale,34,1,0.0294,4,executive,1,1,0,0,0,1,1,0,0,0,1,1,1,1,0,0,6,0,1951,1951,low,G. Repiquet
agencecollectiverepresentationsindustriellescommerciales,Agence collective de représentations industrielles et commerciales,Indochine,1,Indochine,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),4,1,0.2500,2,administration,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,22,0,1926,1926,low,Henry
agencecollectiverepresentationsindustriellesindochine,Agence collective de représentations industrielles en Indochine,Indochine,1,Indochine,Commerce,trade,Trade and commerce,Commerce,6,1,0.1667,2,administration,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,25,0,1925,1925,low,Henry
agencecoloniale,Agence coloniale française,Indochine,1,Indochine,Documents généraux (par ordre chronologique),media_print,"Press, printing and communications",Presse coloniale métropolitaine,9,2,0.2222,4,executive,1,1,1,0,0,1,1,1,0,0,1,1,3,1,1,1,27,0,1925,1925,high,Barthélémy Robaglia; Paul Simoni
agencecommercialeafricaine,Agence commerciale française et africaine,Maroc,1,Maroc,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
agencefrance,Agence en France,Maroc,1,Maroc,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),12,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,1,,,,
agencefredolsen,Agence Fred. Olsen et Cie,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,,,,
agencehavre,Agence au Havre,Afrique occidentale française,1,Afrique occidentale française,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),2,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,,,,
agencemadrid,Agence à MADRID,Maroc,1,Maroc,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,,,,
agenceradio,Agence Radio,Afrique occidentale française,5,Afrique occidentale française; Afrique équatoriale française; Algérie; Indochine; Maroc,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),1,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
agenceradiotelegraphiqueindochinepacifique,Agence radiotélégraphique de l'Indochine et du Pacifique,Indochine,1,Indochine,Documents généraux (par ordre chronologique),media_print,"Press, printing and communications","Imprimerie, presse, édition",7,1,0.1429,1,local_or_proxy,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,52,0,1933,1933,low,Lacaze
agenceradiotelegraphiqueindochinepacifiquehavas,"Agence radio-télégraphique de l'Indochine et du Pacifique, Havas",Indochine,1,Indochine,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),4,1,0.2500,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,26,0,1954,1954,high,Johannès Dupraz
agencerepresentationsdirectesdefenseinteretscoloniaux,Agence de représentations directes pour la défense des intérêts coloniaux,Afrique occidentale française,1,Afrique occidentale française,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),5,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,1,,,,
agencesmaritimeshenrylesage,Agences maritimes Henry Lesage,,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),4,1,0.2500,1,local_or_proxy,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,0,3,0,1951,1956,high,Francis Join-Lambert
agencevergoztourismevergozvergoz,"Agence Vergoz, Tourisme Vergoz Vergoz",Indochine,1,Indochine,Transports terrestres et garages,transport,"Transport, ports and docks",Transports terrestres et garages,1,1,1.0000,2,administration,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,4,0,1934,1934,low,Berland
agricoleafricaine,Société Agricole Africaine,Côte d'Ivoire,1,Côte d'Ivoire,"Agro-alimentaire, cultures industrielles",food_processing,"Food processing, livestock and fishing","Agro-alimentaire, cultures industrielles",10,1,0.1000,4,executive,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,32,0,1930,1930,low,Émile Girard
agricolealgerienne,Société Agricole Algérienne,Algérie,1,Algérie,Industries agro-alimentaires,food_processing,"Food processing, livestock and fishing",Industries agro-alimentaires,6,1,0.1667,3,legislature,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,9,0,1922,1922,high,Jacques Duroux
agricolealgeriennebertagna,Société agricole algérienne Bertagna,Algérie,1,Algérie,Industries agro-alimentaires,food_processing,"Food processing, livestock and fishing",Industries agro-alimentaires,15,1,0.0667,1,local_or_proxy,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,6,0,1931,1953,medium,J. Bertagna
agricoleannam,Compagnie Agricole d'Annam,Afrique occidentale française,3,Afrique occidentale française; Indochine; Maroc,"Café, thé, épices, coco, quinquina, vanille",plantations,Plantations and commodity crops,"Café, thé, épices, coco, quinquina, vanille",29,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29,1,,,,
agricoleannamcada,Compagnie agricole d’Annam (CADA),,0,,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),5,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,1,,,,
agricoleannameanoetpresbanmethuotprov,"Cie agricole d'Annam*, EA-NOET, près Ban-Mé-Thuot, prov. de",Indochine,1,Indochine,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),6,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,
agricolebaria,Société Agricole de Baria,Indochine,1,Indochine,Documents généraux (par ordre chronologique),plantations,Plantations and commodity crops,Héveas et caoutchouc,3,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,,,,
agricolebatah,Société Agricole de Batah,Gabon,1,Gabon,Agro-alimentaire,food_processing,"Food processing, livestock and fishing",Agro-alimentaire,5,1,0.2000,2,administration,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,7,0,1897,1897,medium,Médard Béraud
agricolebenbo,Société Agricole de Bên-Bo,Indochine,1,Indochine,Autres industries alimentaires,food_processing,"Food processing, livestock and fishing",Autres industries alimentaires,4,0,0.0000,0,none,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,,,,
agricoleboumais,Cie agricole de Bou Maïs,Maroc,1,Maroc,Documents généraux (par ordre chronologique),not_a_sector,Not a sector,Documents généraux (par ordre chronologique),10,1,0.1000,4,executive,1,1,0,0,0,1,1,0,0,0,1,0,2,0,0,0,8,0,1930,1930,high,Hippolyte Laroche
