doc_id,pdf_url,entry_type,name_listed,name_normalised,acronym,alias,principal_name,place_listed,legal_form_listed,year_start,year_end,person_surname,person_given,birth_year,death_year,region,country,sector,group_path,group_depth,all_regions,all_sectors,n_listings,qualifiers,note,source_page,title_raw
afrique-equatoriale-societe-forestiere-d-ezanga-6e2110,https://entreprises-coloniales.fr/afrique-equatoriale/Societe_forestiere_d_Ezanga.pdf,company,"Forestière d'Ezanga (Société)(Anc. Éts Ch. Quilliard)(S.A., 1931), Libreville",Société Forestière d'Ezanga,,Anc. Éts Ch. Quilliard,,Libreville,S.A,1931,,,,,,Afrique equatoriale francaise,Gabon,Industrie,,0,Afrique equatoriale francaise,Industrie,1,"Société; Anc. Éts Ch. Quilliard; S.A., 1931",,afrique-equatoriale-francaise.html,"Forestière d'Ezanga (Société)(Anc. Éts Ch. Quilliard)(S.A., 1931), Libreville"
afrique-equatoriale-societe-forestiere-du-niari-397855,https://entreprises-coloniales.fr/afrique-equatoriale/Societe_forestiere_du_Niari.pdf,company,Forestière du Niari (Société)(1936),Société Forestière du Niari,,,,,,1936,,,,,,Afrique equatoriale francaise,Congo-Brazzaville ou Moyen-Congo,Agro-alimentaire,,0,Afrique equatoriale francaise,Agro-alimentaire,1,Société; 1936,,afrique-equatoriale-francaise.html,Forestière du Niari (Société)(1936)
afrique-equatoriale-societe-le-chatelier-af34f2,https://entreprises-coloniales.fr/afrique-equatoriale/Societe_Le_Chatelier.pdf,company,Études et d'exploitation du Congo français (Société d’)(1893-1897)(Alfred Le Chatelier),Société d’Études et d'exploitation du Congo français,,Alfred Le Chatelier,,,,1893,1897,,,,,Afrique equatoriale francaise,Congo-Brazzaville ou Moyen-Congo,Sociétés diverses,,0,Afrique equatoriale francaise,Sociétés diverses,1,Société d’; 1893-1897; Alfred Le Chatelier,projet de chemin de fer du Kouilou-Niairi,afrique-equatoriale-francaise.html,Études et d'exploitation du Congo français (Société d’)(1893-1897)(Alfred Le Chatelier) : projet de chemin de fer du Kouilou-Niairi
afrique-equatoriale-societe-miniere-intercoloniale-3c5f41,https://entreprises-coloniales.fr/afrique-equatoriale/Societe_miniere_intercoloniale.pdf,company,Société minière intercoloniale,Société minière intercoloniale,,,,,,,,,,,,Afrique equatoriale francaise,Oubangui-Chari (Centrafrique),mines et industries,,0,Afrique equatoriale francaise,mines et industries,1,,diamants,afrique-equatoriale-francaise.html,Société minière intercoloniale : diamants
afrique-equatoriale-societe-niabang-819073,https://entreprises-coloniales.fr/afrique-equatoriale/Societe_Niabang.pdf,company,"Niabang (Société)(S.A., 1930)",Société Niabang,,,,,S.A,1930,,,,,,Afrique equatoriale francaise,Cameroun,industries agro-alimentaires,,0,Afrique equatoriale francaise,industries agro-alimentaires,1,"Société; S.A., 1930","964 hectares, caféiers",afrique-equatoriale-francaise.html,"Niabang (Société)(S.A., 1930) : 964 hectares, caféiers"
afrique-equatoriale-soeguibe-d9f4fb,https://entreprises-coloniales.fr/afrique-equatoriale/Soeguibe.pdf,company,"Sociedad ecuatoguineana de bebidas (Soeguibe)(2004), Bata","Sociedad ecuatoguineana de bebidas, Bata",,Soeguibe,,,,2004,,,,,,Afrique equatoriale francaise,Guinée équatoriale,,,0,Afrique equatoriale francaise,,1,Soeguibe; 2004,,afrique-equatoriale-francaise.html,"Sociedad ecuatoguineana de bebidas (Soeguibe)(2004), Bata"
afrique-equatoriale-soforma-70d196,https://entreprises-coloniales.fr/afrique-equatoriale/SOFORMA.pdf,company,"Forestière de Mayombe (Société)(SOFORMA), Dimonika-M’Vouti","Société Forestière de Mayombe, Dimonika-M’Vouti",SOFORMA,,,,,,,,,,,Afrique equatoriale francaise,Congo-Brazzaville ou Moyen-Congo,Agro-alimentaire,,0,Afrique equatoriale francaise,Agro-alimentaire,1,Société; SOFORMA,,afrique-equatoriale-francaise.html,"Forestière de Mayombe (Société)(SOFORMA), Dimonika-M’Vouti"
afrique-equatoriale-softae-77d560,https://entreprises-coloniales.fr/afrique-equatoriale/SOFTAE.pdf,company,"Française de Transports en Afrique équatoriale (Société pour l')(1928), Brazzaville",Société pour l'Française de Transports en Afrique équatoriale,,,,Brazzaville,,1928,,,,,,Afrique equatoriale francaise,Congo-Brazzaville ou Moyen-Congo,Sociétés diverses,,0,Afrique equatoriale francaise,Sociétés diverses,1,Société pour l'; 1928,,afrique-equatoriale-francaise.html,"Française de Transports en Afrique équatoriale (Société pour l')(1928), Brazzaville"
afrique-equatoriale-somdiaa-37d40b,https://entreprises-coloniales.fr/afrique-equatoriale/Somdiaa.pdf,company,Société multinationale de développement pour les industries alimentaires et agricoles (SOMDIAA)(Vilgrain),Société multinationale de développement pour les industries alimentaires et agricoles,SOMDIAA,Vilgrain,,,,,,,,,,Afrique equatoriale francaise,Congo-Brazzaville ou Moyen-Congo,Agro-alimentaire,,0,Afrique equatoriale francaise,Agro-alimentaire,1,SOMDIAA; Vilgrain,,afrique-equatoriale-francaise.html,Société multinationale de développement pour les industries alimentaires et agricoles (SOMDIAA)(Vilgrain)
afrique-equatoriale-sominia-d7ad3e,https://entreprises-coloniales.fr/afrique-equatoriale/SOMINIA.pdf,company,"Minière du Niari (Société)(SOMINIA)(1951), Brazzaville",Société Minière du Niari,SOMINIA,,,Brazzaville,,1951,,,,,,Afrique equatoriale francaise,Congo-Brazzaville ou Moyen-Congo,Mines,,0,Afrique equatoriale francaise,Mines,1,Société; SOMINIA; 1951,,afrique-equatoriale-francaise.html,"Minière du Niari (Société)(SOMINIA)(1951), Brazzaville"
afrique-equatoriale-sopecoba-0eb0a1,https://entreprises-coloniales.fr/afrique-equatoriale/Sopecoba.pdf,company,Sopecoba (Pêcheries coloniales — puis côtières — à la baleine)(1948-1965),Sopecoba,,Pêcheries coloniales — puis côtières — à la baleine,,,,1948,1965,,,,,Afrique equatoriale francaise,Gabon,Agro-alimentaire,,0,Afrique equatoriale francaise; Madagascar et Djibouti,Agro-alimentaire; Industries agro-alimentaires,2,Pêcheries coloniales — puis côtières — à la baleine; 1948-1965,,afrique-equatoriale-francaise.html,Sopecoba (Pêcheries coloniales — puis côtières — à la baleine)(1948-1965)
afrique-equatoriale-soredia-42cfd1,https://entreprises-coloniales.fr/afrique-equatoriale/SOREDIA.pdf,company,Recherches et d'exploitations diamantifères (Société de)(SOREDIA),Société de Recherches et d'exploitations diamantifères,SOREDIA,,,,,,,,,,,Afrique equatoriale francaise,Gabon,Mines,,0,Afrique equatoriale francaise,Mines,1,Société de; SOREDIA,,afrique-equatoriale-francaise.html,Recherches et d'exploitations diamantifères (Société de)(SOREDIA)
afrique-equatoriale-sosuniari-fa9f72,https://entreprises-coloniales.fr/afrique-equatoriale/Sosuniari.pdf,company,Sucrière du Niari (Société)(Sosuniari)(Vilgrain),Société Sucrière du Niari,,Sosuniari; Vilgrain,,,,,,,,,,Afrique equatoriale francaise,Congo-Brazzaville ou Moyen-Congo,Agro-alimentaire,,0,Afrique equatoriale francaise,Agro-alimentaire,1,Société; Sosuniari; Vilgrain,,afrique-equatoriale-francaise.html,Sucrière du Niari (Société)(Sosuniari)(Vilgrain)
afrique-equatoriale-sud-kamerun-gesellschaft-9a1c34,https://entreprises-coloniales.fr/afrique-equatoriale/Sud-Kamerun_Gesellschaft.pdf,company,Sud-Kamerun Gesellschaft,Sud-Kamerun Gesellschaft,,,,,,,,,,,,Afrique equatoriale francaise,Cameroun,industries agro-alimentaires,,0,Afrique equatoriale francaise,industries agro-alimentaires,1,,,afrique-equatoriale-francaise.html,Sud-Kamerun Gesellschaft
afrique-equatoriale-sultanats-ht-oubangui-8efc42,https://entreprises-coloniales.fr/afrique-equatoriale/Sultanats-Ht-Oubangui.pdf,company,Les Sultanats du Haut-Oubangui,Les Sultanats du Haut-Oubangui,,,,,,,,,,,,Afrique equatoriale francaise,Oubangui-Chari (Centrafrique),mines et industries,,0,Afrique equatoriale francaise,mines et industries,1,,"radiographie du conseil, revue de presse",afrique-equatoriale-francaise.html,"Les Sultanats du Haut-Oubangui : radiographie du conseil, revue de presse"
afrique-equatoriale-sultanats-par-ccv-5cf715,https://entreprises-coloniales.fr/afrique-equatoriale/Sultanats_par_CCV.pdf,company,Les Sultanats du Haut-Oubangui vus par Catherine Coquery-Vidrovitch,Les Sultanats du Haut-Oubangui vus par Catherine Coquery-Vidrovitch,,,,,,,,,,,,Afrique equatoriale francaise,Oubangui-Chari (Centrafrique),mines et industries,,0,Afrique equatoriale francaise,mines et industries,1,,,afrique-equatoriale-francaise.html,Les Sultanats du Haut-Oubangui vus par Catherine Coquery-Vidrovitch
afrique-equatoriale-syndicat-congo-7f2868,https://entreprises-coloniales.fr/afrique-equatoriale/Syndicat_Congo.pdf,company,Syndicat Congo (1909),Syndicat Congo,,,,,,1909,,,,,,Afrique equatoriale francaise,Congo-Brazzaville ou Moyen-Congo,Mines,,0,Afrique equatoriale francaise,Mines,1,1909,,afrique-equatoriale-francaise.html,Syndicat Congo (1909)
afrique-equatoriale-tabacs-du-cameroun-f6e80c,https://entreprises-coloniales.fr/afrique-equatoriale/Tabacs_du_Cameroun.pdf,company,"Tabacs du Cameroun (Cie des)(1922), puis Tabacs et plantations du Cameroun (1928), puis Plantations de Nyombé-Penja (1930)","Cie des Tabacs du Cameroun, puis Tabacs et plantations du Cameroun, puis Plantations de Nyombé-Penja",,1928; 1930,,,,1922,,,,,,Afrique equatoriale francaise,Cameroun,industries agro-alimentaires,,0,Afrique equatoriale francaise,industries agro-alimentaires,1,Cie des; 1922; 1928; 1930,,afrique-equatoriale-francaise.html,"Tabacs du Cameroun (Cie des)(1922), puis Tabacs et plantations du Cameroun (1928), puis Plantations de Nyombé-Penja (1930)"
afrique-equatoriale-transp-oubangui-cameroun-78d5fd,https://entreprises-coloniales.fr/afrique-equatoriale/Transp._Oubangui-Cameroun.pdf,company,"Société de Transports Oubangui-Cameroun (Anc. Éts Durand-Ferté)(1935), puis Société des transports ouest-centrafricains (1961)","Société de Transports Oubangui-Cameroun, puis Société des transports ouest-centrafricains",,Anc. Éts Durand-Ferté; 1961,,,,1935,,,,,,Afrique equatoriale francaise,Afrique équatoriale française,Banques et groupes financiers,Groupe familial Fondère-Guynet-Weber-Bénédic,1,Afrique equatoriale francaise,Banques et groupes financiers,1,Anc. Éts Durand-Ferté; 1935; 1961,,afrique-equatoriale-francaise.html,"Société de Transports Oubangui-Cameroun (Anc. Éts Durand-Ferté)(1935), puis Société des transports ouest-centrafricains (1961)"
afrique-equatoriale-ucaf-libreville-8fe4e1,https://entreprises-coloniales.fr/afrique-equatoriale/UCAF-Libreville.pdf,company,"Union coloniale agricole et forestière, Libreville",Union coloniale agricole et forestière,,,,Libreville,,,,,,,,Afrique equatoriale francaise,Gabon,Industrie,,0,Afrique equatoriale francaise,Industrie,1,,,afrique-equatoriale-francaise.html,"Union coloniale agricole et forestière, Libreville"
afrique-equatoriale-uniafra-ee7f4b,https://entreprises-coloniales.fr/afrique-equatoriale/Uniafra.pdf,company,"Union industrielle africaine (Uniafra)(S.A., 1928), Brazzaville",Union industrielle africaine,,Uniafra,,Brazzaville,S.A,1928,,,,,,Afrique equatoriale francaise,Congo-Brazzaville ou Moyen-Congo,Sociétés commerciales,,0,Afrique equatoriale francaise,Sociétés commerciales,1,"Uniafra; S.A., 1928",,afrique-equatoriale-francaise.html,"Union industrielle africaine (Uniafra)(S.A., 1928), Brazzaville"
afrique-equatoriale-union-forestiere-africaine-af49c0,https://entreprises-coloniales.fr/afrique-equatoriale/Union_forestiere_africaine.pdf,company,"Union forestière africaine (S.A., 1923), Libreville",Union forestière africaine,,,,Libreville,S.A,1923,,,,,,Afrique equatoriale francaise,Gabon,Industrie,,0,Afrique equatoriale francaise,Industrie,1,"S.A., 1923",,afrique-equatoriale-francaise.html,"Union forestière africaine (S.A., 1923), Libreville"
afrique-equatoriale-videreira-de-angola-accf69,https://entreprises-coloniales.fr/afrique-equatoriale/Videreira_de_Angola.pdf,company,"Videreira de Angola (VIDRUL)(1956), Morada (État de Cacuaco)","Videreira de Angola, Morada",VIDRUL,État de Cacuaco,,,,1956,,,,,,Afrique equatoriale francaise,Angola,,,0,Afrique equatoriale francaise,,1,VIDRUL; 1956; État de Cacuaco,bouteilles en verre,afrique-equatoriale-francaise.html,"Videreira de Angola (VIDRUL)(1956), Morada (État de Cacuaco) : bouteilles en verre"
afrique-occidentale-abattoir-conserverie-lyndiane-96b76b,https://entreprises-coloniales.fr/afrique-occidentale/Abattoir+conserverie-Lyndiane.pdf,company,"Française d'Alimentation de Chanaud & Cie (Société), puis Coloniale d'alimentation frigorifique (Société)(1912-1918)","Société Française d'Alimentation de Chanaud & Cie, puis Coloniale d'alimentation frigorifique",,Société,,,,1912,1918,,,,,Afrique occidentale francaise,Sénégal,Industries agro-alimentaires,,0,Afrique occidentale francaise,Industries agro-alimentaires,1,Société; Société; 1912-1918,abattoir industriel et conserverie de Lyndiane,afrique-occidentale-francaise.html,"Française d'Alimentation de Chanaud & Cie (Société), puis Coloniale d'alimentation frigorifique (Société)(1912-1918) : abattoir industriel et conserverie de Lyndiane"
afrique-occidentale-abcd-j-aubert-4bba17,https://entreprises-coloniales.fr/afrique-occidentale/ABCD_J._Aubert.pdf,company,"ABCD J. Aubert & Cie, Porto-Novo",ABCD J. Aubert & Cie,,,,Porto-Novo,,,,,,,,Afrique occidentale francaise,Dahomey (Bénin),,,0,Afrique occidentale francaise,,1,,,afrique-occidentale-francaise.html,"ABCD J. Aubert & Cie, Porto-Novo"
afrique-occidentale-abidjan-troisieme-capitale-2f43b4,https://entreprises-coloniales.fr/afrique-occidentale/Abidjan_troisieme_capitale.pdf,source_document,"Abidjan, troisième capitale de la Côte-d'Ivoire (1934-1983), par le texte et par l'image. Par Jacques Bobée (210 p.)","Abidjan, troisième capitale de la Côte-d'Ivoire, par le texte et par l'image. Par Jacques Bobée",,210 p.,,,,1934,1983,,,,,Afrique occidentale francaise,Côte d'Ivoire,Documents généraux (par ordre chronologique),,0,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,1934-1983; 210 p.,,afrique-occidentale-francaise.html,"Abidjan, troisième capitale de la Côte-d'Ivoire (1934-1983), par le texte et par l'image. Par Jacques Bobée (210 p.)"
afrique-occidentale-acajous-cote-d-ivoire-55a92d,https://entreprises-coloniales.fr/afrique-occidentale/Acajous_Cote-d'Ivoire.pdf,company,Acajous de la Côte-d'Ivoire (Compagnie des)(1922-1928),Compagnie des Acajous de la Côte-d'Ivoire,,,,,,1922,1928,,,,,Afrique occidentale francaise,Côte d'Ivoire,Industries,,0,Afrique occidentale francaise,Industries,1,Compagnie des; 1922-1928,,afrique-occidentale-francaise.html,Acajous de la Côte-d'Ivoire (Compagnie des)(1922-1928)
afrique-occidentale-acaof-b1825f,https://entreprises-coloniales.fr/afrique-occidentale/ACAOF.pdf,company,Agricole et Commerciale de l'Afrique occidentale française (S. A.)(ACAOF),Agricole et Commerciale de l'Afrique occidentale française,ACAOF,,,,S. A,,,,,,,Afrique occidentale francaise,Côte d'Ivoire,Commerce,,0,Afrique occidentale francaise,Commerce,1,S. A.; ACAOF,,afrique-occidentale-francaise.html,Agricole et Commerciale de l'Afrique occidentale française (S. A.)(ACAOF)
afrique-occidentale-adulessa-company-ltd-dc3864,https://entreprises-coloniales.fr/afrique-occidentale/Adulessa_Company_Ltd.pdf,company,Côte-d'Ivoire and Adulessa Company Ltd (The)(1902),The Côte-d'Ivoire and Adulessa Company Ltd,,,,,,1902,,,,,,Afrique occidentale francaise,Côte d'Ivoire,Mines,,0,Afrique occidentale francaise,Mines,1,The; 1902,,afrique-occidentale-francaise.html,Côte-d'Ivoire and Adulessa Company Ltd (The)(1902)
afrique-occidentale-aec-1922-aof-togo-9cef7c,https://entreprises-coloniales.fr/afrique-occidentale/AEC_1922-AOF-Togo.pdf,source_document,Annuaire des entreprises coloniales 1922,Annuaire des entreprises coloniales 1922,,,,,,,,,,,,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,0,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,,AOF+Togo,afrique-occidentale-francaise.html,Annuaire des entreprises coloniales 1922 : AOF+Togo
afrique-occidentale-aec-1926-aof-togo-b4d838,https://entreprises-coloniales.fr/afrique-occidentale/AEC_1926-AOF-Togo.pdf,source_document,Annuaire des entreprises coloniales 1926,Annuaire des entreprises coloniales 1926,,,,,,,,,,,,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,0,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,,AOF+Togo,afrique-occidentale-francaise.html,Annuaire des entreprises coloniales 1926 : AOF+Togo
afrique-occidentale-aec-1937-aof-togo-879c40,https://entreprises-coloniales.fr/afrique-occidentale/AEC_1937-AOF-Togo.pdf,source_document,Annuaire des entreprises coloniales 1937,Annuaire des entreprises coloniales 1937,,,,,,,,,,,,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,0,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,,AOF+Togo,afrique-occidentale-francaise.html,Annuaire des entreprises coloniales 1937 : AOF+Togo
afrique-occidentale-aec-1949-aof-togo-9b7c17,https://entreprises-coloniales.fr/afrique-occidentale/AEC_1949-AOF-Togo.pdf,source_document,Annuaire des entreprises coloniales 1949,Annuaire des entreprises coloniales 1949,,,,,,,,,,,,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,0,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,,AOF+Togo,afrique-occidentale-francaise.html,Annuaire des entreprises coloniales 1949 : AOF+Togo
afrique-occidentale-aec-1951-aof-togo-9a864d,https://entreprises-coloniales.fr/afrique-occidentale/AEC_1951-AOF-Togo.pdf,source_document,Annuaire des entreprises coloniales 1951,Annuaire des entreprises coloniales 1951,,,,,,,,,,,,Afrique occidentale francaise,Afrique occidentale française,Documents généraux (par ordre chronologique),,0,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,,AOF+Togo,afrique-occidentale-francaise.html,Annuaire des entreprises coloniales 1951 : AOF+Togo
afrique-occidentale-aec-1951-cote-ivoire-9a27f1,https://entreprises-coloniales.fr/afrique-occidentale/AEC_1951-Cote_Ivoire.pdf,source_document,Annuaire des entreprises coloniales 1951-Côte d’Ivoire,Annuaire des entreprises coloniales 1951-Côte d’Ivoire,,,,,,,,,,,,Afrique occidentale francaise,Côte d'Ivoire,Documents généraux (par ordre chronologique),,0,Afrique occidentale francaise,Documents généraux (par ordre chronologique),1,,sociétés locales,afrique-occidentale-francaise.html,Annuaire des entreprises coloniales 1951-Côte d’Ivoire : sociétés locales
afrique-occidentale-aec-1951-guinee-c7cf01,https://entreprises-coloniales.fr/afrique-occidentale/AEC_1951-Guinee.pdf,company,Annuaire des entreprises coloniales 1951-Guinée,Annuaire des entreprises coloniales 1951-Guinée,,,,,,,,,,,,Afrique occidentale francaise,Guinée Conakry,,,0,Afrique occidentale francaise,,1,,sociétés locales,afrique-occidentale-francaise.html,Annuaire des entreprises coloniales 1951-Guinée : sociétés locales
afrique-occidentale-aec-1951-senegal-b71d8d,https://entreprises-coloniales.fr/afrique-occidentale/AEC_1951-Senegal.pdf,company,Annuaire des entreprises coloniales 1951-Sénégal,Annuaire des entreprises coloniales 1951-Sénégal,,,,,,,,,,,,Afrique occidentale francaise,Sénégal,,,0,Afrique occidentale francaise,,1,,sociétés locales,afrique-occidentale-francaise.html,Annuaire des entreprises coloniales 1951-Sénégal : sociétés locales
afrique-occidentale-aero-club-d-abidjan-7a707a,https://entreprises-coloniales.fr/afrique-occidentale/Aero-club_d_Abidjan.pdf,company,Aéro-Club d'Abidjan (1935),Aéro-Club d'Abidjan,,,,,,1935,,,,,,Afrique occidentale francaise,Côte d'Ivoire,Transports,,0,Afrique occidentale francaise,Transports,1,1935,,afrique-occidentale-francaise.html,Aéro-Club d'Abidjan (1935)
afrique-occidentale-aerodrome-d-abidjan-bf5e95,https://entreprises-coloniales.fr/afrique-occidentale/Aerodrome_d_Abidjan.pdf,company,Aérodrome d'Abidjan Port-Bouët (1940),Aérodrome d'Abidjan Port-Bouët,,,,,,1940,,,,,,Afrique occidentale francaise,Côte d'Ivoire,Transports,,0,Afrique occidentale francaise,Transports,1,1940,,afrique-occidentale-francaise.html,Aérodrome d'Abidjan Port-Bouët (1940)
afrique-occidentale-africaine-credit-mobilier-ca9e5f,https://entreprises-coloniales.fr/afrique-occidentale/Africaine_Credit_mobilier.pdf,company,"Africaine de crédit mobilier (Société)(Chérion, Sabourault et Cie)(1912)",Société Africaine de crédit mobilier,,"Chérion, Sabourault et Cie",,,,1912,,,,,,Afrique occidentale francaise,Sénégal,Banque,,0,Afrique occidentale francaise,Banque,1,"Société; Chérion, Sabourault et Cie; 1912",mont-de-piété à Dakar,afrique-occidentale-francaise.html,"Africaine de crédit mobilier (Société)(Chérion, Sabourault et Cie)(1912) : mont-de-piété à Dakar"
afrique-occidentale-africaine-de-commerce-c36cd3,https://entreprises-coloniales.fr/afrique-occidentale/Africaine_de_Commerce.pdf,company,Africaine de Commerce (Compagnie)(Anciens Établissements A. Lecomte) (1920-1927),Compagnie Africaine de Commerce,,Anciens Établissements A. Lecomte,,,,1920,1927,,,,,Afrique occidentale francaise,Afrique occidentale française,Commerce,,0,Afrique equatoriale francaise; Afrique occidentale francaise,Commerce; Sociétés commerciales,2,Compagnie; Anciens Établissements A. Lecomte; 1920-1927,"Sénegal, Dahomey, Togo, Cameroun, Gold Coast",afrique-occidentale-francaise.html,"Africaine de Commerce (Compagnie)(Anciens Établissements A. Lecomte) (1920-1927) : Sénegal, Dahomey, Togo, Cameroun, Gold Coast"
afrique-occidentale-africaine-de-sisal-3002bf,https://entreprises-coloniales.fr/afrique-occidentale/Africaine_de_Sisal.pdf,company,"Africaine de Sisal (Compagnie), Oyenbam, par Rufisque","Compagnie Africaine de Sisal, Oyenbam, par Rufisque",,,,,,,,,,,,Afrique occidentale francaise,Sénégal,Industries agro-alimentaires,,0,Afrique occidentale francaise,Industries agro-alimentaires,1,Compagnie,,afrique-occidentale-francaise.html,"Africaine de Sisal (Compagnie), Oyenbam, par Rufisque"
afrique-occidentale-africaine-electricite-1922-1930-8f70e5,https://entreprises-coloniales.fr/afrique-occidentale/Africaine_electricite_1922-1930.pdf,company,"Africaine d'électricité (Société)(1922-1930), Saint-Louis-du-Sénégal","Société Africaine d'électricité, Saint-Louis-du-Sénégal",,,,,,1922,1930,,,,,Afrique occidentale francaise,Sénégal,Industries,,0,Afrique occidentale francaise,Industries,1,Société; 1922-1930,,afrique-occidentale-francaise.html,"Africaine d'électricité (Société)(1922-1930), Saint-Louis-du-Sénégal"
afrique-occidentale-africaine-francaise-c31f8d,https://entreprises-coloniales.fr/afrique-occidentale/Africaine_francaise.pdf,company,Africaine française (L')(Société d'exploitation des produits africains),L'Africaine française,,Société d'exploitation des produits africains,,,,,,,,,,Afrique occidentale francaise,Afrique occidentale française,Commerce,,0,Afrique occidentale francaise,Commerce,1,L'; Société d'exploitation des produits africains,,afrique-occidentale-francaise.html,Africaine française (L')(Société d'exploitation des produits africains)
afrique-occidentale-agric-forest-cote-ivoire-736462,https://entreprises-coloniales.fr/afrique-occidentale/Agric._forest._Cote_Ivoire.pdf,company,Agricole et Forestière de la Côte-d'Ivoire (Société)(1911),Société Agricole et Forestière de la Côte-d'Ivoire,,,,,,1911,,,,,,Afrique occidentale francaise,Côte d'Ivoire,Industries,,0,Afrique occidentale francaise,Industries,1,Société; 1911,,afrique-occidentale-francaise.html,Agricole et Forestière de la Côte-d'Ivoire (Société)(1911)
afrique-occidentale-agricole-de-la-cote-d-ivoire-9c8644,https://entreprises-coloniales.fr/afrique-occidentale/Agricole_de_la_Cote_d_Ivoire.pdf,company,"Agricole de la Côte d'Ivoire (Société)(juillet-oct. 1919), Paris",Société Agricole de la Côte d'Ivoire,,juillet-oct. 1919,,Paris,,,,,,,,Afrique occidentale francaise,Côte d'Ivoire,"Agro-alimentaire, cultures industrielles",,0,Afrique occidentale francaise,"Agro-alimentaire, cultures industrielles",1,Société; juillet-oct. 1919,,afrique-occidentale-francaise.html,"Agricole de la Côte d'Ivoire (Société)(juillet-oct. 1919), Paris"
afrique-occidentale-agricole-de-la-kilissi-1befed,https://entreprises-coloniales.fr/afrique-occidentale/Agricole_de_la_Kilissi.pdf,company,Kilissi (Société agricole de la)(1928-1933),Société agricole de la Kilissi,,,,,,1928,1933,,,,,Afrique occidentale francaise,Guinée Conakry,Agro-alimentaire,,0,Afrique occidentale francaise,Agro-alimentaire,1,Société agricole de la; 1928-1933,bananes,afrique-occidentale-francaise.html,Kilissi (Société agricole de la)(1928-1933) : bananes
afrique-occidentale-agricole-guinee-francaise-b10d24,https://entreprises-coloniales.fr/afrique-occidentale/Agricole_Guinee_francaise.pdf,company,"Agricole de la Guinée française (Cie)(1923), puis Agricole de Guinée (Cie)(1927)","Cie Agricole de la Guinée française, puis Agricole de Guinée",,Cie; 1927,,,,1923,,,,,,Afrique occidentale francaise,Guinée Conakry,Agro-alimentaire,,0,Afrique occidentale francaise,Agro-alimentaire,1,Cie; 1923; Cie; 1927,bananeraies de Foulaya,afrique-occidentale-francaise.html,"Agricole de la Guinée française (Cie)(1923), puis Agricole de Guinée (Cie)(1927) : bananeraies de Foulaya"
afrique-occidentale-aime-olivier-de-sanderval-8a09ee,https://entreprises-coloniales.fr/afrique-occidentale/Aime_Olivier_de_Sanderval.pdf,person,"Olivier (Aimé), vicomte de Sanderval (1840-1919)","Olivier, vicomte de Sanderval",,,Aimé,,,,,Olivier,Aimé,1840,1919,Afrique occidentale francaise,Guinée Conakry,Commerce,,0,Afrique occidentale francaise,Commerce,1,Aimé; 1840-1919,"négociant, explorateur du Fouta-Djallon, roi du Kahel",afrique-occidentale-francaise.html,"Olivier (Aimé), vicomte de Sanderval (1840-1919) : négociant, explorateur du Fouta-Djallon, roi du Kahel"
afrique-occidentale-alangoua-and-comoe-goldfields-b44442,https://entreprises-coloniales.fr/afrique-occidentale/Alangoua_and_Comoe_Goldfields.pdf,company,"Alangoua and Comoë Goldfields (The)(1903), Londres-Paris","The Alangoua and Comoë Goldfields, Londres-Paris",,,,,,1903,,,,,,Afrique occidentale francaise,Côte d'Ivoire,Mines,,0,Afrique occidentale francaise,Mines,1,The; 1903,or,afrique-occidentale-francaise.html,"Alangoua and Comoë Goldfields (The)(1903), Londres-Paris : or"
afrique-occidentale-albaric-afrique-199442,https://entreprises-coloniales.fr/afrique-occidentale/Albaric-Afrique.pdf,company,"Albaric-Afrique (Sarl, 1949), Dakar",Albaric-Afrique,,,,Dakar,Sarl,1949,,,,,,Afrique occidentale francaise,Sénégal,Industries,,0,Afrique occidentale francaise,Industries,1,"Sarl, 1949",travaux publics,afrique-occidentale-francaise.html,"Albaric-Afrique (Sarl, 1949), Dakar : travaux publics"
afrique-occidentale-amedee-bretigniere-bfe80b,https://entreprises-coloniales.fr/afrique-occidentale/Amedee_Bretigniere.pdf,person,Bretignière (Amédée)(1856-1890),Bretignière,,,Amédée,,,,,Bretignière,Amédée,1856,1890,Afrique occidentale francaise,Côte d'Ivoire,Industries,Kong (Compagnie française de) : des Rochelais à la manœuvre,1,Afrique occidentale francaise,Industries,1,Amédée; 1856-1890,,afrique-occidentale-francaise.html,Bretignière (Amédée)(1856-1890)
afrique-occidentale-anc-etablissements-pascal-01bf09,https://entreprises-coloniales.fr/afrique-occidentale/Anc._Etablissements_Pascal.pdf,company,"Pascal (Anciens Établissements), Cotonou",Anciens Établissements Pascal,,,,Cotonou,,,,,,,,Afrique occidentale francaise,Dahomey (Bénin),,,0,Afrique occidentale francaise,,1,Anciens Établissements,import-export,afrique-occidentale-francaise.html,"Pascal (Anciens Établissements), Cotonou : import-export"
