company_id,name,territory,connection_tier_name,n_directors,n_connected,share_connected,has_sitting,has_former,n_testable,n_concurrent,confidence,connected_directors
algerienneeclairageforce,Société Algérienne d'éclairage et de force,Algérie,executive,20,4,0.2000,1,1,0,0,high,F. Bouscasse; Gustave Mercier; Pierre Caillaux; Xavier Loisy
asiatiquenavigation,Compagnie Asiatique de navigation,Chine,executive,17,4,0.2353,1,1,1,0,high,Doumer; Paul Doumer; Pierre Guesde; René Robin
ateliersvaucanson,Ateliers Vaucanson,,executive,17,4,0.2353,1,1,0,0,high,Garnier; Malon; Meunier; Pierre Guesde
banquefonciereegyptelandbankegyptalexandrie,"Banque foncière d'Égypte Land Bank of Egypt, Alexandrie",Égypte,executive,36,4,0.1111,1,0,2,0,high,Camille Krantz; Jules Charles-Roux; Saïd Pacha; Édouard Bourre
banqueinterets,Banque des intérêts français,Indochine,executive,15,4,0.2667,1,1,2,1,high,Camille Lapeyre; Charles Michel; Michel; Étienne Riche
banquemaroc,Banque française du Maroc,Indochine,executive,15,4,0.2667,1,1,1,1,high,Claudius Petit; Maurice Bouilloux-Laffont; Maurice Bouilloux-Lafont; Pierre Guesde
banquepaysorient,Banque française des pays d’Orient,Empire ottoman/Turquie,executive,20,4,0.2000,1,1,0,0,high,Claudius Petit; Léon Orosdi; Paul Dutasta; Émile Level
banquesenegal,Banque du Sénégal,Sénégal,executive,19,4,0.2105,1,0,0,0,low,Chanel; Gaillard; Hervé; Michaux
benardjarislovsky,"Bénard et Jarislovsky, puis Bénard frères et Cie",,executive,32,4,0.1250,1,0,0,0,high,François Milan; Frédéric FRANÇOIS-MARSAL; Georges Privat-Deschanel; Lévy
boiscoloniaux,Compagnie générale des Bois coloniaux,Afrique équatoriale française,executive,31,4,0.1290,1,0,1,0,high,Ernest Carnot; Jean Weber; Vincent; Édouard Picanon
cafesindochine,Société des Cafés de l’Indochine,Afrique occidentale française,executive,13,4,0.3077,1,1,0,0,high,Combes; Jules Lionel-Marie; Jules-Maurice Gourbeil; Pierre Guesde
candlot,Candlot,,executive,60,4,0.0667,1,0,1,0,low,Charles Michel; Julien Bessonneau; Letellier; Prat
caoutchoucsmekong,Cie des CAOUTCHOUCS du MÉKONG,Indochine,executive,27,4,0.1481,1,1,1,0,high,Baudoin; Ernest Outrey; Fournier; René Goutès
caoutchoucspadang,Compagnie des Caoutchoucs de Padang,Indochine,executive,49,4,0.0816,1,0,1,0,high,André Berthelot; Charles Poirson; Jean de Beaumont; René Sonnery
chalandage,CHALANDAGE,Indochine,executive,16,4,0.2500,1,1,2,0,high,André Ballande; Henry Loste; Paul Simoni; Pierre Guesde
charbonnagesdongtrieu,Charbonnages du Dông-Triêu,Indochine,executive,29,4,0.1379,1,1,1,0,high,Adolphe Vincent; Charles Le Gac de Lansalut; Joseph Chailley; Paul Blanchard de la Brosse
chauxcimentsmateriauxconstructionmaroc,"Chaux, ciments et matériaux de construction au Maroc",Maroc,executive,45,4,0.0889,1,1,1,1,high,Barthélémy Robaglia; Demonque; Duboin; Jacques DUBOIN
cheminsferindochineyunnan,Compagnie française des Chemins de fer de l'Indochine et du Yunnan,Indochine,executive,52,4,0.0769,1,0,0,0,medium,Adolphe Bourgeois; Bourgeois; Paul; San Simon
cimentsportlandartificielsindochine,Ciments Portland artificiels de l'Indochine,Algérie,executive,38,4,0.1053,1,1,2,2,high,Fernand Pila; Louis Marchegay; Paul Baudoin; Robert Thoumyre
colonialebambao,"Société Coloniale de Bambao, puis Comores-Bambao",Comores,executive,20,4,0.2000,1,1,2,1,high,Charles Dumont; Ernest Carnot; François Carnot; Georges Chiris
coteivoire,Compagnie Française de la Côte d'Ivoire,Afrique occidentale française,executive,21,4,0.1905,1,1,0,0,high,Bordes; Hostains; Jules Carde; Magnin
creditfonciermarocain,Crédit foncier marocain,Maroc,executive,29,4,0.1379,1,0,1,1,high,Bouilloux-Lafont; Claudius Petit; Delpech; Maurice Bouilloux-Lafont
creditfonciertunisie,Crédit foncier de Tunisie,Tunisie,executive,16,4,0.2500,1,0,0,0,low,Henri CHAVOIX; Labbé; Legrand; Morel
creditfrancomarocaincommerceexterieur,Crédit franco-marocain du commerce extérieur,Maroc,executive,16,4,0.2500,1,0,1,1,high,Bouilloux-Lafont; Claudius Petit; Delpech; Maurice Bouilloux-Lafont
culturesbananeraieskinsan,Société des Cultures et bananeraies du Kin-San,Afrique occidentale française,executive,16,4,0.2500,1,1,0,0,low,Lefèvre; Mahé; Michel; Petitjean
distilleriesiindochine,Société française des Distilleries de I'Indochine,Indochine,executive,21,4,0.1905,1,1,0,0,high,Chapsal; Marcel Borduge; Maurice Le Gallen; Pierre Guesde
domainesaintcharlesboufarik,"Domaine Saint-Charles, Boufarik",Algérie,executive,8,4,0.5000,1,1,1,0,high,Froger; Frédéric Altairac; Henri Borgeaud; Léon Deyron
ekelakadeisangha,Ékéla-Kadeï-Sangha,Afrique équatoriale française,executive,26,4,0.1538,1,1,0,0,medium,Josse; Léon Mougeot; Noguès; Trarieux
etablissementsdelignon,Société anon. des Établissements L. Delignon,Indochine,executive,20,4,0.2000,1,1,1,0,high,Fernand Chapsal; Gustave-Adolphe Thierry-Mieg; Paul Ristelhueber; Paul Simoni
etainscammon,Société des Étains du Cammon,Indochine,executive,28,4,0.1429,1,1,3,2,high,FRANÇOIS DE WENDEL; François Wendel; Jacques-Achille Bardoux; Paul Baudouin
etainsindochine,"Société des Étains de l'Indo-Chine, puis Étains de l'Indochine, Pak-Hin-Boun",Afrique occidentale française,executive,29,4,0.1379,1,1,1,0,high,Félix Renaud; Maurice Le Gallen; Victor Lesaché; Yves le Trocquer
etainswolframtonkin,"Étains et wolfram du Tonkin, puis Compagnie immobilière et financière Ewoto",Indochine,executive,44,4,0.0909,1,1,3,3,high,FRANÇOIS DE WENDEL; François Wendel; Jacques-Achille Bardoux; Paul Baudouin
etsgomenouaco,"Éts Gomen-Ouaco, puis Société de Ouaco",Nouvelle-Calédonie (Mélanésie),executive,13,4,0.3077,1,1,0,0,high,Charles Prevet; Jules PREVET; Lang; Noël Pardon
etudescommercemaroc,Société d'Études et de commerce au Maroc,Maroc,executive,21,4,0.1905,1,1,0,0,high,Delpech; Ernest Roume; Jules Borel; Roume
etudesculturecotonindochine,Société d'études pour la Culture du coton en Indochine .,Indochine,executive,13,4,0.3077,1,1,0,0,high,Lionel-Marie; Maspero; Pierre Guesde; René Bouvier
etudesouenza,Société d'Études de l'Ouenza,Algérie,executive,8,4,0.5000,1,0,0,0,medium,Bertagna; Clemenceau; FalIières; Raymond Poincaré
exploitationetablissementsbrossardmopin,Société d'exploitation des Établissements Brossard-Mopin,Indochine,executive,12,4,0.3333,1,1,0,0,high,Albert Ernest Duval; Armand Rousseau; Georges Maspero; Rousseau
exploitationselectriques,"Exploitations électriques, puis Exploitations électriques et industrielles",,executive,57,4,0.0702,1,1,0,0,high,Chapsal; Damour; Guillon; Jean Maroger
exploitationsforestieresafricaines,Compagnie Exploitations forestières africaines,Afrique équatoriale française,executive,43,4,0.0930,1,1,0,0,high,Camille Lejeune; Jean Weber; Paul Fleurot; Pierre Guesde
fasielectricite,Compagnie Fasi d'Électricité,Algérie,executive,39,4,0.1026,1,0,0,0,high,Bonfils; Paul Jordan; Victor Blanchet; Viénot
forgesatelierschantiersindochine,"Forges, ateliers et chantiers d'Indochine",Indochine,executive,26,4,0.1538,1,1,0,0,low,Cazenave; Fouque; Guesde; Rocca
ghmumm,G.-H. Mumm,Indochine,executive,39,4,0.1026,1,1,3,1,high,Jean Raymond Schwob; Lederlin; Paul Lederlin; Philippe Livry-Level
grandecomore,Grande-Comore,Comores,executive,12,4,0.3333,1,1,1,0,high,Ernest Carnot; Garnier; Georges Chiris; Émile Girard
guet,"Guët & Cie, puis Guët, Raffard & Cie",,executive,52,4,0.0769,1,1,1,1,low,Dubief; Laurent; Lederlin; Levêque
hautesangha,Société de la Haute-Sangha,Afrique équatoriale française,executive,24,4,0.1667,1,1,0,0,medium,Henry; Léon Mougeot; Mougeot; Noguès
immobilierefinanciereafricaine,Société Immobilière et financière africaine,Afrique occidentale française,executive,22,4,0.1818,1,1,1,0,high,Charles Furiet; Henry Loste; Pierre Gaulle; René Bouvier
immobilierefoncierefranceindochine,Cie Immobilière et Foncière France-Indochine,Indochine,executive,21,4,0.1905,1,0,0,0,medium,Boy-Landry; Darricau; Gauthier; Jean Boy Landry
imperialecheminsferethiopiens,Compagnie Impériale des Chemins de fer éthiopiens,Djibouti,executive,46,4,0.0870,1,1,0,0,low,Crozier; Devès; Loubet; Moulin
indochinoisemines,Compagnie Indochinoise des Mines,Indochine,executive,12,4,0.3333,1,1,0,0,high,Angoulvant; Georges Boussenot; [Édouard] Picanon; Édouard Picanon
indochinoiseplantationsheveas,Société indochinoise de plantations d'hévéas,Indochine,executive,22,4,0.1818,1,1,1,0,high,Charles Furiet; Paul Baudouin; René Gigon-Papin; René Thion de la Chaume
indochinoisetransports,Société Indochinoise de Transports,Indochine,executive,27,4,0.1481,1,1,0,0,high,Joseph Thierry; Jules Bosc; Nicolas Truong Vinh Tong; Pierre Pagès
industriellemaritime,Compagnie Industrielle maritime,,executive,39,4,0.1026,1,0,1,0,high,Amaury de la Grange; Bourgeois; Denis; Pierre Schneiter
kouango,"Compagnie du Kouango français, puis Compagnie nouvelle du Kouango français",Afrique équatoriale française,executive,38,4,0.1053,1,1,0,0,high,Jean Weber; Josse; Maurice Superville; René Millet
malfidano,Malfidano,,executive,27,4,0.1481,1,0,1,1,low,Bourgeois; Fournier; Giolitti; Émile Mauger
manufacturesindochinoisescigarettes,Manufactures indochinoises de cigarettes,Indochine,executive,40,4,0.1000,1,1,0,0,high,Jean Rheims; Pierre Guesde; Saint-Ange; Sébastien Foy
manutentionmarocaine,La Manutention marocaine,Algérie,executive,48,4,0.0833,1,1,0,0,high,Alexis Charmeil; Denis Pérouse; Duréault; Henri Duréault
marseillaisenavigationvapeurfraissinet,Compagnie marseillaise de navigation à vapeur Fraissinet et Cie,,executive,37,4,0.1081,1,0,0,0,low,Goujon; Lacaze; Lebon; Meunier
merinosmarocain,Le Mérinos marocain,Maroc,executive,17,4,0.2353,1,1,0,0,medium,Alfred Lacaze; Faure; Joseph-Honoré Ricard; Ricard
mineraisgrandeile,Société des Minerais de la Grande-Île,Madagascar,executive,25,4,0.1600,1,1,0,0,high,Bouvier; Henri Saurin; Piquet; René Bouvier
minesetainhauttonkin,Société des Mines d'étain du Haut-Tonkin,Indochine,executive,32,4,0.1250,1,1,0,0,high,Klein; Maurice Monguillot; Monguillot; Vincenti
molybdene,Le Molybdène,Maroc,executive,30,4,0.1333,1,1,0,0,high,Baillet; Bousquet; Gonzague de Bellescize; Henry Simon
ngokosangha,"N’goko-Sangha, puis Société française Congo-Cameroun",Afrique équatoriale française,executive,13,4,0.3077,1,0,0,0,medium,Berteaux; Fallières; Jean Weber; Mimerel
nordafricaincommercial,Nord-africain commercial,Algérie,executive,14,4,0.2857,1,0,0,0,high,Frédéric Barbedette; Henri Borgeaud; Lucien Borgeaud; Léonard
patronagelaiquecochinchinois,Patronage laïque cochinchinois,Indochine,executive,10,4,0.4000,1,0,0,0,medium,AUGUSTE THOLANCE; Faure; Lebrun; [Georges] Le Bret
plantationskratiecambodge,Société des plantations de Kratié au Cambodge,Indochine,executive,18,4,0.2222,1,1,0,0,high,Briand; Delanney; François Baudoin; Marcel Delanney
rizindochinedenisfreres,Riz d'Indochine Denis frères,Indochine,executive,34,4,0.1176,1,1,2,0,high,ARDIN; Charles Michel; Denis; Joseph Thierry
saigonnaisenavigationtransport,Compagnie Saïgonnaise de navigation et de transport,Indochine,executive,23,4,0.1739,1,1,0,0,high,Camille Lejeune; Paul Blanchard de la Brosse; Pierre Guesde; Saint-Ange
saintelie,Saint-Élie,Guyane française,executive,38,4,0.1053,1,0,0,0,medium,Adolphe Vincent; David Levat; Dujardin-Beaumetz; Vincent
salinesdjiboutisfaxmadagascar,"Salines de Djibouti, Sfax et Madagascar",Djibouti,executive,19,4,0.2105,1,1,0,0,high,Léon Radziwill; Paul Baudoin; Pierre Guesde; René Bouvier
senegalcoteoccidentaleafrique,Compagnie du Sénégal et de la Côte occidentale d’Afrique,Afrique occidentale française,executive,15,4,0.2667,1,0,0,0,medium,Bohn; Delpech; Hesse; Jules Le Cesne
silicocalcaireafricaine,La Silico-Calcaire africaine,Afrique occidentale française,executive,18,4,0.2222,1,1,1,1,high,Adolphe-Marie Messimy; Lucien Fourneau; Maurice Superville; Émile Laffon
unionelectriqueindochine,Union électrique d’Indochine,Indochine,executive,27,4,0.1481,1,1,1,1,high,Charles Furiet; Ernest Outrey; Georges Maspero; Pierre Guesde
unionfabriquesengraisproduitschimiquessuperphosphates,"Union française de fabriques d'engrais, de produits chimiques et de superphosphates, puis Union française d'engrais et de produits chimiques",Algérie,executive,25,4,0.1600,1,0,1,0,high,André Berthelot; Louis Dubois; Paul Chautard; Paul Jordan
verreriesextremeorient,Verreries d’Extrême-Orient,Indochine,executive,25,4,0.1600,1,0,1,1,high,Bouvier; Edmond Giscard d'Estaing; René Bouvier; du Vivier de Streel
administration,Administration,Algérie,executive,14,3,0.2143,1,1,0,0,high,Gaston Duvernoy; Gaston Fourn; Pierre Guesde
africaineliegealgerhusseindeyazazga,"Compagnie Africaine du Liège, Alger, Hussein-Dey, Azazga",Algérie,executive,7,3,0.4286,1,0,0,0,medium,Brun; Charles Brun; Gustave Mercier
agricoleindustrielleminieremadagascar,"Compagnie Agricole, Industrielle et Minière de Madagascar",Madagascar,executive,9,3,0.3333,1,0,0,0,high,Frot; Léon Orosdi; Paul Lavigne
agricoleminierenouvelleshebrides,Compagnie Agricole et minière des Nouvelles-Hébrides,Afrique occidentale française,executive,15,3,0.2000,1,1,0,0,medium,Charles Revel; Laurent; Édouard Picanon
agricolethescafeskontumannam,Compagnie agricole des Thés et Cafés du Kontum-Annam,Indochine,executive,18,3,0.1667,1,1,0,0,high,Gaston Fourn; Georges Maspero; Maurice Le Gallen
associationminiere,Association minière,Afrique occidentale française,executive,63,3,0.0476,1,0,0,0,medium,Bousquet; Charles Poirson; Paul Faure
auxiliaireentreprisescolonialesminieresindustrielles,"Cie Auxiliaire d'Entreprises coloniales, minieres et industrielles",Afrique occidentale française,executive,17,3,0.1765,1,1,0,0,medium,George Moulaert; Michaux; Yves le Trocquer
banqueafriqueoccidentalebao,Banque de l’Afrique occidentale (BAO),,executive,14,3,0.2143,1,0,0,0,high,F. Reste; Georges Keller; Georges Spitz
banquecentrale,Banque centrale française,,executive,13,3,0.2308,1,1,0,0,medium,Charles Victor; Joseph Vidal; Émile Henry
banquefrance,Banque de France,Afrique occidentale française,executive,22,3,0.1364,1,1,1,1,high,André Ballande; Charles Laurent; Wilfrid Baumgartner
banquefrancochinoise,La Banque franco-chinoise,Chine,executive,19,3,0.1579,1,1,1,1,high,Alfred-Léon Bouchet; Ernest Outrey; Grandjean
banqueproduitsalimentairescoloniaux,Banque des produits alimentaires et coloniaux,,executive,19,3,0.1579,1,0,1,0,high,Claudius Petit; René-Victor Manaut; Édouard Labouchère
banqueunionparisienne,Banque de l'Union Parisienne,Afrique occidentale française,executive,11,3,0.2727,1,1,0,0,medium,Charles Poirson; Charles Sergent; Frédéric FRANÇOIS-MARSAL
bouthaleb,Bou-Thaleb,Algérie,executive,18,3,0.1667,1,1,0,0,low,Augustin Marchis; Rollin; SAINT-GERMAIN
brasseriesouestafricain,Société des Brasseries de l'Ouest Africain,Afrique occidentale française,executive,30,3,0.1000,1,1,0,0,high,Gaston Gradis; Paul Guieysse; Watier
briqueteriesbamako,Briqueteries de Bamako,Afrique occidentale française,executive,14,3,0.2143,1,1,0,0,high,Joël Daroussin; Paul Guieysse; You
caisseagricoletlemcen,Caisse agricole de Tlemcen,Algérie,executive,6,3,0.5000,1,0,0,0,low,Cazenave; Léonard; Nogaro
caissehypothecaireegypte,Caisse hypothécaire d'Égypte,Maroc,executive,34,3,0.0882,1,0,1,0,high,Achille Adam; Claudius Petit; Van Eetvelde
caissepretsimmobiliersmaroc,Caisse de prêts immobiliers du Maroc,Maroc,executive,26,3,0.1154,1,1,0,0,medium,Andrieux; Robert de Caix; Édouard Picanon
caledonia,Calédonia,Indochine,executive,21,3,0.1429,1,1,2,0,high,André Ballande; Henry Loste; Paul Baudouin
caoutchoucsphuochoa,Les Caoutchoucs de Phuôc-Hoà,Indochine,executive,29,3,0.1034,1,1,2,2,high,Ernest Outrey; Maspero; René Thion de la Chaume
caoutchoutieregianhanoucaoutchoutieregianhan,Cie caoutchoutière de Gia-nhan ou Caoutchoutière de Gia-Nhan,Indochine,executive,11,3,0.2727,1,0,0,0,low,Durand; Josse; Étienne
carbonelorraine,Carbone-Lorraine,,executive,12,3,0.2500,1,1,0,0,high,Marcel Borduge; Marcel Fleury; Wintrebert
cdfcharbonnagesfrance,CDF-Charbonnages de France,,executive,41,3,0.0732,1,0,1,0,high,Gauthier; Georges Bret; Meyer
cellulosesafriquenord,Société des Celluloses de l'Afrique française du Nord,Algérie,executive,18,3,0.1667,1,0,0,0,low,Frédéric Barbedette; Gautier; Philibert
chalandageremorquageindochine,Chalandage et remorquage de l’Indochine,Indochine,executive,26,3,0.1154,1,1,1,0,high,Edmond Giscard d'Estaing; Paul Simoni; Pierre Guesde
charbonnagesbeeringen,Charbonnages de Beeringen,,executive,14,3,0.2143,1,1,3,0,high,Albert Lebrun; Guy Wendel; Guy de Wendel
chauxcimentsportlandhautrhinaltkirch,Chaux et ciments portland du Haut-Rhin (Altkirch),,executive,10,3,0.3000,1,0,1,0,high,Albert Ernest Duval; Paul Anquetil; Paul Jourdain
cheminferdakarstlouis,Cie du chemin de fer de Dakar à St-Louis,Afrique occidentale française,executive,8,3,0.3750,1,0,1,0,high,Paul Devès; Étienne; Étienne Ganderax
cherifiennepetroles,Société Chérifienne des Pétroles,Maroc,executive,48,3,0.0625,1,1,1,0,high,J. Noulens; Louis Rollin; Yves le Trocquer
colonialeagricolecommercialeindustriellesucreriescoloniales,"Société coloniale, agricole, commerciale et industrielle Sucreries coloniales",La Réunion,executive,52,3,0.0577,1,1,0,0,low,Giraud; Léon Boulloche; Émile Level
colonialebambaobambao,"Société coloniale de Bambao, BAMBAO",Comores,executive,10,3,0.3000,1,1,1,0,high,Charles Dumont; Ernest Carnot; Georges Chiris
commercialeouestafricain,Société Commerciale de l'Ouest-Africain,Afrique occidentale française,executive,50,3,0.0600,1,1,0,0,low,Angoulvant; Frédéric FRANÇOIS-MARSAL; Léonard Fontaine
concessionnaireouenza,Société concessionnaire d'Ouenza,Algérie,executive,13,3,0.2308,1,1,0,0,high,Alexis Baptifaut; Alfred Ferlet; Jules Carde
constructions,Société de constructions,,executive,44,3,0.0682,1,0,1,1,high,Gaston Duvernoy; Henry Paté; Paul Faure
corvinomenny,CORVINO et MENNY,Algérie,executive,17,3,0.1765,1,1,0,0,high,Eugène Regnault; Robert de Caix; Xavier Loisy
cotesomalis,Compagnie française de la Côte des Somalis,Djibouti,executive,16,3,0.1875,1,0,0,0,low,Besson; Charles Michel-Côte; Tardieu
cotoncolonial,Compagnie Française du Coton colonial,,executive,14,3,0.2143,1,0,0,0,low,Roy; Siegfried; Waddington
cotonniereequatoriale,Cie cotonnière équatoriale française,Afrique équatoriale française,executive,41,3,0.0732,1,1,0,0,high,Charles Meunier; Georges Boussenot; Jules-Maurice Gourbeil
courses,Société des courses,Indochine,executive,11,3,0.2727,1,0,0,0,low,Bocquet; Boucher; Nicolaï
creditalgerien,"Crédit algérien, puis Crédit privé",Afrique équatoriale française,executive,63,3,0.0476,1,0,0,0,high,Briand; Emmanuel Rousseau; Maurice Tinardon
creditfoncieregyptien,Crédit foncier égyptien,Afrique occidentale française,executive,83,3,0.0361,1,1,1,1,high,Alexandre Celier; Joseph Caillaux; Léon Garnier
creditfoncierfrance,Crédit foncier de France,Afrique occidentale française,executive,33,3,0.0909,1,1,1,1,high,Julien Rouland; Marcel Delanney; Pierre Marraud
creditfonciermadagascarcreditfonciermadagascarreunion,"Crédit foncier de Madagascar, Crédit foncier de Madagascar et de la Réunion",Madagascar,executive,18,3,0.1667,1,1,0,0,high,Charles Michel-Côte; Henri Michel; Xavier Loisy
creditmobilierindochinoisexploitationmonts,"Crédit mobilier indochinois, Société d'exploitation des Monts-de",Indochine,executive,10,3,0.3000,1,1,0,0,high,Guillaume de Tarde; Nouailhetas; Pierre Guesde
culturesdiakandape,Cultures de Diakandapé,Afrique occidentale française,executive,30,3,0.1000,1,1,1,0,high,Chaumet; Gaston Gradis; Paul Devès
dahomey,Société Française du Dahomey,Afrique occidentale française,executive,19,3,0.1579,1,0,1,1,high,Blaise Diagne; Calary de Lamazière; Raoul Marie Louis Calary de Lamazière
delignon,DELIGNON,Indochine,executive,9,3,0.3333,1,1,1,1,high,Fernand Chapsal; Gustave-Adolphe Thierry-Mieg; Paul Simoni
domainehabramacta,Société du domaine de l'Habra et de la Macta,Algérie,executive,9,3,0.3333,1,1,1,1,high,Devès; Paul Devès; Sazerac de Forge
eauxhanoi,Compagnie des Eaux de Hanoï,Indochine,executive,26,3,0.1154,1,1,1,0,high,FRANÇOIS DE WENDEL; Paul Baudoin; Pierre Guesde
electriquelilleroubaixtourcoing,L’Électrique Lille-Roubaix-Tourcoing,,executive,11,3,0.2727,1,0,2,1,high,Armand Guillon; Paul Hayez; René-Victor Manaut
electroentreprise,L'Électro-Entreprise,Algérie,executive,38,3,0.0789,1,1,1,0,high,Lebon; Pierre Lebon; Xavier Loisy
electrometallurgiedives,Société d'Électro-Métallurgie de Dives,,executive,41,3,0.0732,1,0,1,1,high,Baudouin; Germain; Louis Nicolle
etablissements1807deveschaumetbordeauxdakar,"Établissements, 1807 Devès et Chaumet, Bordeaux-Dakar",,executive,19,3,0.1579,1,1,1,0,high,Chaumet; Gaston Gradis; Paul Devès
financierecoloniale,"Société financière française et coloniale, puis Société financière pour la France et les pays d'Outre-mer SFFC-SOFFO",Indochine,executive,12,3,0.2500,1,1,1,1,high,Charles Aubert; Edmond Giscard d'Estaing; René Bouvier
financiereexploitationsindustrielles,Société Financière d'exploitations industrielles,,executive,17,3,0.1765,1,1,1,1,high,Olivier Bascou; Sébastien Foy; Vial
foncieremarocaine,Société Foncière Marocaine,Maroc,executive,9,3,0.3333,1,1,0,0,low,Delpech; Lacaze; Paul Valayer
foncieremediterranee,Compagnie Foncière de la Méditerranée,Algérie,executive,18,3,0.1667,1,0,1,0,high,Frédéric Altairac; Pierre Lebon; Robert David
foncieretonkinannam,Société Foncière du Tonkin et de l'Annam,Indochine,executive,32,3,0.0938,1,1,1,0,high,Lesterlin; Maurice LANGLOIS; Raoul Berger
francomalgacheentreprises,Cie Franco-Malgache d'Entreprises,Madagascar,executive,35,3,0.0857,1,0,0,0,medium,Boucher; Combes; Roger Trousselle
golfclubsaigonnais,Golf-Club saïgonnais,Indochine,executive,9,3,0.3333,1,0,0,0,low,Eutrope; Lacaze; Renault
grandsmoulinspantinparis,Grands Moulins de Pantin-Paris,,executive,12,3,0.2500,1,0,0,0,high,Claudius Petit; Michel Diebolt-Weber; René Mayer
hautbascongo,Compagnie française du Haut et Bas-Congo,Afrique équatoriale française,executive,31,3,0.0968,1,1,0,0,medium,Joseph Vidal; Joseph-Honoré Ricard; Marcel Bénard
havraisepeninsulairenavigatonvapeur,Compagnie Havraise Péninsulaire de Navigaton à vapeur,,executive,27,3,0.1111,1,0,0,0,low,Baillet; Brindeau; Périer
heraclee,Société d'Héraclée,Algérie,executive,43,3,0.0698,1,1,0,0,low,Brière; Fournier; Georges Génébrias de Fredaigue
heveastayninh,Société des hévéas de Tayninh,Indochine,executive,35,3,0.0857,1,1,1,1,high,Ernest Outrey; Joël Daroussin; Maurel
huileriesrizeriesouestafricaines,Société des Huileries et rizeries ouest-africaines,Sénégal,executive,13,3,0.2308,1,1,0,0,high,Camille Guy; Lucien Fourneau; Xavier Loisy
huileriesrizeriesouestafricainesh,Société des huileries et rizeries ouest-africaines (S.H,Afrique occidentale française,executive,17,3,0.1765,1,1,0,0,high,Camille Guy; Lucien Fourneau; Xavier Loisy
imperialeottomaneroutebeyrouthdamas,Compagnie impériale ottomane de la Route de Beyrouth à Damas,Syrie-Liban,executive,11,3,0.2727,1,1,0,0,low,Baudin; Léonce Mahoû; Passy
inaugurationcanalrachgiahatienhistoriquedragagescochinchineparalbertpouyannephotos,Inauguration du canal Rachgia-Hatiên. — Historique des dragages de la Cochinchine par Albert Pouyanne . 27 photos.,Indochine,executive,4,3,0.7500,1,0,0,0,low,ARDIN; Maillard; Rivoal
industrielleforestiereindochine,Société industrielle et forestière de l'Indochine,Indochine,executive,9,3,0.3333,1,1,0,0,high,Louis DUVAL-ARNOULD; Paul Simoni; Pierre Arnould
magasinsgenerauxwarrantsmaroc,Société des Magasins généraux et warrants du Maroc,Maroc,executive,16,3,0.1875,1,1,1,0,high,Michel; Pierre Lebon; Xavier Loisy
malgachecultures,Société Malgache de Cultures,Madagascar,executive,15,3,0.2000,1,1,1,1,high,Edmond Giscard d'Estaing; Henri Saurin; René Bouvier
malon,Malon et Compagnie,Indochine,executive,5,3,0.6000,1,0,0,0,low,Auvergne; Malon; Morel
marocainemagasinsgeneraux,Société marocaine de magasins généraux,Maroc,executive,13,3,0.2308,1,1,1,0,high,Achille Villey; Pierre Lebon; Robert de Caix
marocimmobilier,Maroc Immobilier,Maroc,executive,14,3,0.2143,1,1,0,0,low,Antoine Auguste Joseph Coggia; Charles Lutaud; Larousse
marseillaisecredit,Marseillaise de crédit,Algérie,executive,22,3,0.1364,1,0,2,1,high,Camille Krantz; Louis Aubert; Léon Baréty
messageriesantillaises,Messageries antillaises,Guadeloupe et Martinique,executive,14,3,0.2143,1,1,0,0,high,Eugène LECOCQ; Georges Boussenot; Pierre Brun
meunierelevantdamasjaffa,"Société Meunière du Levant, Damas, Jaffa",Syrie-Liban,executive,16,3,0.1875,1,0,3,2,high,Auguste Sabatier; Guy de Wendel; Marcel Donon
minesbaliakaraidin,Mines de Balia-Karaïdin,Empire ottoman/Turquie,executive,28,3,0.1071,1,1,0,0,high,Arsène Henry; François Urruty; ROBIN
mineschabetkohol,Compagnie des mines de Chabet-Kohol,Algérie,executive,20,3,0.1500,1,0,1,0,high,Carnot; Ernest Carnot; Raynaud
mineschellala,Société des mines du Chellala,Algérie,executive,9,3,0.3333,1,0,1,0,high,François Urruty; Léon Meyer; Meyer
minesfaleme,Mines de Falémé,Sénégal,executive,21,3,0.1429,1,1,2,2,high,Henry Roulleaux-Dugage; Merlin; Pierre Duchesne-Fournet
minesfermiliana,Société française des mines de fer Miliana,Algérie,executive,12,3,0.2500,1,1,0,0,low,François Urruty; Lippens; Rivaud
minieredjebellorbeus,Compagnie minière du Djebel-Lorbeus,Tunisie,executive,25,3,0.1200,1,1,1,1,medium,Amédée Damour; Charles Michel; Pierre Desforges
minieredjendli,Compagnie minière du Djendli,Algérie,executive,24,3,0.1250,1,0,1,1,low,Boisset; Charles Michel; François Urruty
moteursautomobileslorraine,Moteurs et automobiles Lorraine,,executive,10,3,0.3000,1,0,1,1,high,Bouvier; Edmond Giscard d'Estaing; Marcel Dassault
moulinsmaghreb,Société des Moulins du Maghreb,Afrique occidentale française,executive,52,3,0.0577,1,1,0,0,high,Charles Flory; Jules Brisac; Jules Morel
nordlorraine,NORD et LORRAINE,,executive,20,3,0.1500,1,0,0,0,low,Chatel; Métayer; THOMAS
olivier,Olivier & Cie,Algérie,executive,11,3,0.2727,1,1,0,0,high,Charles Furiet; Olivier; Rivaud
omniumnordafricain,Omnium nord-africain,Maroc,executive,44,3,0.0682,1,0,1,0,high,Albert-Pierre Peyronnet; Laurent; Toussaint
