company_id,name,placement_level,anchor,anchor_territory,group,lat,lon,filed_territory,n_countries_listed,sector_group,degree,weighted_degree,reason
commercialeexportateursimportateursreunis,Compagnie Commerciale d’Exportateurs et d’importateurs réunis,unplaced,,,,,,Empire (transversal),0,trade,15,26,no country listed
congo,Compagnie Française du Congo,city,Paris,France,metropole,48.857,2.352,Afrique équatoriale française,2,finance,26,34,head_office_observed
disponible,Disponible,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,plantations,38,59,single filing country
minesoroutremer,Société des Mines d'or d'Outre-Mer,city,Paris,France,metropole,48.857,2.352,Indochine,2,unclassified,62,98,head_office_observed
moulinsentrepotscoloniaux,Moulins et entrepôts coloniaux,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,plantations,17,32,single filing country
commercialeindustriellepalmeraiesafricaines,Société commerciale et industrielle des palmeraies africaines,unplaced,,,,,,Afrique occidentale française,3,food_processing,72,102,filed under 3 countries
commercialelaos,Société Commerciale du Laos,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,trade,43,60,single filing country
soccommercialelaos,Soc. Commerciale du LAOS,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,not_a_sector,14,28,single filing country
commercialeouestafricainscoa,Société commerciale de l’Ouest-Africain (SCOA),unplaced,,,,,,Empire (transversal),0,not_a_sector,42,48,no country listed
sanghaoubanguicommercialeccso,Sangha-Oubangui (Compagnie commerciale)(CCSO),unplaced,,,,,,Empire (transversal),0,not_a_sector,15,20,no country listed
fruitieremaroc,Cie fruitière du Maroc,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,100,142,single filing country
comptoirnationalescomptepariscnep,Comptoir national d’escompte de Paris (CNEP),unplaced,,,,,,Empire (transversal),0,not_a_sector,47,58,no country listed
forestiereindenie,Compagnie Forestière de l'Indénié,city,Abidjan,Côte d'Ivoire,empire,5.345,-4.024,Afrique occidentale française,2,unclassified,72,129,head_office_observed
comptoirsextremeorientpoinsardveyretmaisonachat,"Comptoirs d'Extrême-Orient Poinsard et Veyret, Maison d'achat",city,Haïphong,Indochine,empire,20.865,106.684,Indochine,2,trade,3,7,head_office_observed
poinsardveyretcomptoirsextremeorient,Poinsard et Veyret (Comptoirs d'Extrême-Orient,city,Tananarive,Madagascar,empire,-18.879,47.508,Indochine,2,trade,46,67,head_office_observed
comptoirsfrancomarocains,Comptoirs franco-marocains,city,Marseille,France,metropole,43.296,5.37,Maroc,1,trade,22,26,head_office_observed
maroccommerceindustrie,Compagnie du Maroc pour le commerce et l'industrie,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,trade,52,67,single filing country
ilesmarquises,Société Française des îles Marquises,city,Paris,France,metropole,48.857,2.352,Tahiti (Polynésie),1,unclassified,48,73,head_office_observed
tahiti,Compagnie Française de Tahiti,territory,Tahiti (Polynésie),Tahiti (Polynésie),empire,-17.535,-149.57,Tahiti (Polynésie),1,unclassified,34,50,single filing country
comptoirsreunisouestafricainc,Comptoirs réunis de l'Ouest africain (C,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,3,11,single filing country
concessionnaireouenza,Société concessionnaire d'Ouenza,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,mining,24,34,single filing country
conducteurelectriqueblindeincombustible,Le Conducteur électrique blindé incombustible,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,conglomerate,46,65,single filing country
confianceincendie,Confiance-Incendie,unplaced,,,,,,Indochine,3,not_a_sector,10,14,filed under 3 countries
confiancevie,Confiance-Vie,unplaced,,,,,,Empire (transversal),0,not_a_sector,9,13,no country listed
congolaisecaoutchouc,Compagnie Congolaise du Caoutchouc,city,Paris,France,metropole,48.857,2.352,Afrique équatoriale française,2,finance,72,90,head_office_observed
construcmeca,Société française de construc. méca. (Anc. Éts Cail) fusion en 1958 avec Fives-Lille puis (1970),unplaced,,,,,,Empire (transversal),0,not_a_sector,7,11,no country listed
vermandoisesucrerie,Vermandoise de sucrerie,unplaced,,,,,,Empire (transversal),0,not_a_sector,10,15,no country listed
creditfoncierafrique,Crédit foncier de l'Afrique française,unplaced,,,,,,Afrique occidentale française,3,finance,47,67,filed under 3 countries
creditfoncierafriqueequatorialebrazzaville,"Crédit foncier de l'Afrique équatoriale française, Brazzaville, puis Crédit foncier de l'Afrique française",city,Dakar,Sénégal,empire,14.716,-17.467,Sénégal,1,finance,27,34,place_listed
fonciereimmobilierevillealger,Compagnie Foncière et Immobilière de la Ville d'Alger,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,real_estate,77,89,single filing country
regiefoncierevillealger,Régie foncière de la ville d'Alger,city,Alger,Algérie,empire,36.753,3.06,Algérie,2,real_estate,84,92,head_office_observed
participationscolonialesfinancieres,Société de participations coloniales et financières,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,48,55,single filing country
culturefrancojavanaise,Société de Culture franco-javanaise,city,La Haye,Pays-Bas,foreign,52.078,4.31,Java et Sumatra (Indes néerlandaises),1,plantations,43,70,head_office_observed
culturepacouda,Société de culture de Pacouda,city,La Haye,Pays-Bas,foreign,52.078,4.31,Java et Sumatra (Indes néerlandaises),1,plantations,20,33,head_office_observed
culturesextremeorient,Cie française des cultures d'Extrême-Orient,city,Paris,France,metropole,48.857,2.352,Côte d'Ivoire,2,food_processing,14,21,head_office_observed
culturesextremeorientafrique,"Cie française des Cultures d'Extrême-Orient et d'Afrique, puis Compagnie générale africaine",territory,Côte d'Ivoire,Côte d'Ivoire,empire,5.883,-4.187,Côte d'Ivoire,1,food_processing,6,11,single filing country
culturesindustriellesmaroc,Société de Cultures industrielles au Maroc,city,Casablanca,Maroc,empire,33.573,-7.59,Maroc,1,food_processing,116,146,place_listed
etablissementsdecauvilleaine,Société Nouvelle des Établissements Decauville aîné,city,Paris,France,metropole,48.857,2.352,Afrique équatoriale française,5,conglomerate,68,78,head_office_observed
immeublesdenisfreres,Société anon. des immeubles Denis frères,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,not_a_sector,32,50,single filing country
depotspetrolierscamerounbp,"Cie française de dépôts pétroliers au Cameroun, B. P",territory,Afrique équatoriale française,Afrique équatoriale française,empire,0.915,12.745,Afrique équatoriale française,1,not_a_sector,10,20,single filing country
depotspetroliersefbrazzavillebp,"Cie française de dépôts pétroliers en A.E.F., BRAZZAVILLE, B. P",territory,Afrique équatoriale française,Afrique équatoriale française,empire,0.915,12.745,Afrique équatoriale française,1,not_a_sector,10,16,single filing country
direction,Direction générale,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,14,19,single filing country
unionhydroelectriqueafricaine,Union hydro-électrique africaine,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,16,22,single filing country
directioncasablanca,Direction à Casablanca,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,14,25,single filing country
djebelchikeroudjebelchickertaza,"Djebel-Chiker ou Djebel-Chicker, Taza",territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,mining,1,5,single filing country
fermenouirette,Société anon. « Ferme Nouirette »,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,1,5,single filing country
domainekokumbo,Compagnie du Domaine de Kokumbo,unplaced,,,,,,Afrique occidentale française,2,mining,60,77,filed under 2 countries
domainekokumbocapital,Cie du domaine de Kokumbo. — Capital,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,45,52,single filing country
dubreuilh,DUBREUILH,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,not_a_sector,84,102,single filing country
eauxbeyrouth,Compagnie des Eaux de Beyrouth,territory,Syrie-Liban,Syrie-Liban,empire,34.784,36.178,Syrie-Liban,1,utilities,29,34,single filing country
ottomanegazbeyrouth,Société ottomane du Gaz de Beyrouth,unplaced,,,,,,Indochine,2,utilities,25,30,filed under 2 countries
electriciteentreprisesmadagascar,Société d'électricité et d'entreprises à Madagascar,city,Diégo-Suarez,Madagascar,empire,-12.277,49.292,Madagascar,1,utilities,23,40,place_listed
eauxelectriciteouestafricain,Eaux et électricité de l'Ouest-Africain,city,Dakar,Sénégal,empire,14.716,-17.467,Afrique occidentale française,2,unclassified,77,91,head_office_observed
electricitesenegal,Compagnie d'Électricité du Sénégal,city,Dakar,Sénégal,empire,14.716,-17.467,Afrique occidentale française,4,unclassified,59,85,place_listed
eieditionsdocumentairesindustrielles,"S. É. D. I., Société d'éditions documentaires industrielles",unplaced,,,,,,Empire (transversal),0,construction,43,55,no country listed
elevageexploitationagricole,Cie d'élevage et d'exploitation agricole,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,12,19,single filing country
nordafricaineelevageexploitationagricole,Cie nord-africaine d'élevage et d'exploitation agricole,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,7,14,single filing country
emilepfund,Émile PFUND,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,not_a_sector,31,48,single filing country
porttanger,Société du Port de Tanger,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,transport,128,191,single filing country
energieelectriquevillebizerte,Société d'Énergie électrique de la ville de Bizerte,city,Paris,France,metropole,48.857,2.352,Tunisie,1,utilities,74,112,head_office_observed
entrepgrandstravauxhydrauliquesegth,Entrep. de grands travaux hydrauliques (EGTH),unplaced,,,,,,Empire (transversal),0,not_a_sector,41,47,no country listed
entreprisesgrandstravauxhydrauliques,Entreprises de grands travaux hydrauliques,city,Paris,France,metropole,48.857,2.352,Maroc,1,construction,94,111,head_office_observed
entrepotsfrigorifiquesafriquenord,Société des Entrepôts frigorifiques de l'Afrique du Nord,city,Fedhala,Maroc,empire,33.686,-7.383,Maroc,1,food_processing,73,109,place_listed
entreprisesautomobilescgea,Compagnie générale d’entreprises automobiles (CGEA),unplaced,,,,,,Empire (transversal),0,not_a_sector,8,15,no country listed
latilautomobilesindustriels,Latil (Automobiles industriels),unplaced,,,,,,Empire (transversal),0,not_a_sector,6,12,no country listed
entreprisesmaritimesmadagascar,Société d'Entreprises Maritimes de Madagascar,territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,transport,39,52,single filing country
filaturetissagemadagascar,Société de filature et de tissage de Madagascar,territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,not_a_sector,37,50,single filing country
machinesagricolesrwallut,MACHINES AGRICOLES R. WALLUT et Cie,city,Paris,France,metropole,48.857,2.352,Maroc,1,conglomerate,3,7,head_office_observed
etablissementsreychenne,Établissements R. Eychenne,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,8,14,single filing country
etsraymondeychenne,Éts Raymond Eychenne,city,Lomé,Togo,empire,6.13,1.222,Togo,1,trade,8,14,head_office_observed
etablissementsrgonfreville,Établissements R. Gonfreville et Cie,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,27,32,single filing country
etablissementsrobertgonfreville,Établissements Robert Gonfreville,territory,Côte d'Ivoire,Côte d'Ivoire,empire,5.883,-4.187,Côte d'Ivoire,1,unclassified,27,32,single filing country
etsgomenouaco,"Éts Gomen-Ouaco, puis Société de Ouaco",territory,Nouvelle-Calédonie,Nouvelle-Calédonie,empire,-22.276,166.458,Nouvelle-Calédonie (Mélanésie),1,unclassified,13,17,single filing country
ouaco,Sté de Ouaco,territory,Nouvelle-Calédonie,Nouvelle-Calédonie,empire,-22.276,166.458,Nouvelle-Calédonie (Mélanésie),1,unclassified,4,9,single filing country
hermannbacksuranyparissesfrerescharlesphilippe,Hermann Back de Surany à Paris et ses frères Charles et Philippe,unplaced,,,,,,Empire (transversal),0,trade,10,19,no country listed
philippeorosdi,Philippe Orosdi,unplaced,,,,,,Empire (transversal),0,trade,10,19,no country listed
parismarocholdingcherifiengustavegompel,"Paris-Maroc, le holding chérifien de Gustave Gompel",territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,finance,46,78,single filing country
socetudesexploitationsminieresindochine,Soc. d'ÉTUDES et d'EXPLOITATIONS MINIÈRES de l'INDOCHINE,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,not_a_sector,13,29,single filing country
explosifs,Société générale d'explosifs,city,Paris,France,metropole,48.857,2.352,Afrique occidentale française,4,conglomerate,160,209,head_office_observed
explosifscheddites,Société générale d’explosifs (cheddites),unplaced,,,,,,Empire (transversal),0,not_a_sector,25,39,no country listed
fermesmarocaines,Sté des fermes marocaines,unplaced,,,,,,Indochine,3,finance,32,43,filed under 3 countries
fermesmarocainesnantescasablanca,"Société des Fermes marocaines, Nantes-Casablanca",territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,food_processing,29,41,single filing country
fermiereetablissementthermalvichy,Société fermière de l'Établissement thermal de Vichy,unplaced,,,,,,Indochine,2,transport,38,45,filed under 2 countries
thermalvichy,Ét. thermal de Vichy,unplaced,,,,,,Empire (transversal),0,not_a_sector,40,47,no country listed
fiduciaireindochine,"Société fiduciaire d'Indochine, Anct Société indochinoise de contrôle et",territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,food_processing,48,69,single filing country
financexploitindusgoudchauxabs1960parnord,Société financ. d’exploit. indus. (Goudchaux) abs. en 1960 par la Compagnie du Nord,unplaced,,,,,,Empire (transversal),0,not_a_sector,15,20,no country listed
financiereexploitationsindustrielles,Société Financière d'exploitations industrielles,city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,finance,60,71,place_listed
financierecoloniale,"Société financière française et coloniale, puis Société financière pour la France et les pays d'Outre-mer SFFC-SOFFO",territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,finance,153,206,single filing country
financierecongofrs,Financière du Congo frs,unplaced,,,,,,Empire (transversal),0,not_a_sector,20,26,no country listed
foncieremarocaine,Société Foncière Marocaine,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,real_estate,77,108,single filing country
forcesmotricesusinesarve,Société des Forces motrices et usines de l'Arve,city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,conglomerate,13,19,head_office_observed
universelleexplosifsproduitschimiques,"Société Universelle d'Explosifs et de produits chimiques, puis Universelle des Explosifs",city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,conglomerate,35,50,head_office_observed
forestiereabanga,Compagnie Forestière de l'Abanga,city,Libreville,Gabon,empire,0.416,9.467,Afrique équatoriale française,2,unclassified,43,72,place_listed
unioncolonialeagricoleforestiere,Union coloniale agricole et forestière,city,Libreville,Gabon,empire,0.416,9.467,Afrique équatoriale française,2,unclassified,15,27,place_listed
foretstropicales,Société des forêts tropicales,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,23,30,single filing country
materielcolonial,Le Matériel colonial,city,Douala,Cameroun,empire,4.048,9.704,Afrique équatoriale française,2,trade,10,20,place_listed
forgesacieriesmarinestetienne,Forges et aciéries de la Marine et de St-Étienne,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,35,43,single filing country
marocainemetallurgique,Société Marocaine Métallurgique,city,Casablanca,Maroc,empire,33.573,-7.59,Maroc,1,trade,63,75,place_listed
nordlorraine,NORD et LORRAINE,city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,conglomerate,28,36,head_office_observed
franceguyane,Société France-Guyane,city,Cayenne,Guyane française,empire,4.922,-52.326,Guyane française,1,unclassified,29,39,place_listed
miniereroura,Compagnie Minière de Roura,city,Cayenne,Guyane française,empire,4.922,-52.326,Guyane française,1,mining,29,39,head_office_observed
tangerfezfrancoespagnolechfer,Tanger à Fez (Compagnie franco-espagnole du ch de fer de),unplaced,,,,,,Empire (transversal),0,not_a_sector,60,66,no country listed
francoindochinoisecommissionexportation,Compagnie Franco-Indochinoise de Commission et d'exportation,city,Paris,France,metropole,48.857,2.352,Indochine,1,trade,10,14,place_listed
indochinoisetransports,Société Indochinoise de Transports,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,transport,42,59,place_listed
francowyomingoilcy,Franco-Wyoming Oil Cy,unplaced,,,,,,Algérie,2,finance,68,76,filed under 2 countries
gardy,Gardy (Société française),unplaced,,,,,,Empire (transversal),0,not_a_sector,4,8,no country listed
porcelaineselectrotechniqueseromedrome,Porcelaines électrotechniques d’Érome (Drôme),unplaced,,,,,,Empire (transversal),0,not_a_sector,8,12,no country listed
nordafricaineelectricitegazeaux,"Société Nord-Africaine d'Électricité, gaz et eaux",city,Sfax,Tunisie,empire,34.74,10.76,Tunisie,1,utilities,31,44,place_listed
gisementsauriferesanasaha,Société Gisements aurifères d'Anasaha,territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,mining,21,29,single filing country
syndicatlyonnaisexplorationmadagascar,Syndicat lyonnais d'exploration à Madagascar,city,Lyon,France,metropole,45.764,4.836,Madagascar,1,mining,25,33,head_office_observed
grandstravauxbetonarme1965pontmousson,Grands travaux en béton armé < 1965 : Pont-à-Mousson,unplaced,,,,,,Empire (transversal),0,not_a_sector,9,13,no country listed
graphites,Société Générale des Graphites,city,Tananarive,Madagascar,empire,-18.879,47.508,Madagascar,1,mining,41,52,head_office_observed
heveasdongnai,Société générale des hévéas de Dong-Naï,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,plantations,29,35,head_office_observed
hoteliereouestafricain,Compagnie hôtelière de l'Ouest Africain,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,29,42,single filing country
hoteliereouestafricainchoa,Compagnie Hôtelière de l'Ouest Africain CHOA),city,Dakar,Sénégal,empire,14.716,-17.467,Sénégal,1,trade,29,42,place_listed
huileriesafricainesdrewin,"Société des Huileries africaines, Drewin",city,Paris,France,metropole,48.857,2.352,Côte d'Ivoire,1,food_processing,54,76,head_office_observed
iindustrieindochine,I'Industrie en Indochine,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,not_a_sector,58,71,single filing country
indochinoiseeauxielectriciteannam,Société indochinoise pour les eaux et I'électricité en Annam,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,utilities,58,71,single filing country
ileskerguelensaintpaulamsterdam,"Cie générale des Iles Kerguelen, Saint-Paul et Amsterdam",territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,not_a_sector,5,11,single filing country
ileskerguelenstpaulamsterdam,"Cie générale des îles Kerguelen, St-Paul et Amsterdam",unplaced,,,,,,Terres australes et antartiques françaises,1,unclassified,9,17,country not in gazetteer: Terres australes et antartiques françaises
immobiliereindustriellebatiment,Compagnie immobilière et industrielle du bâtiment,unplaced,,,,,,Macédoine,1,not_a_sector,18,22,country not in gazetteer: Macédoine
immobilierenordafrique,"Société Immobilière du Nord de l'Afrique, puis Société nord-africaine d'entreprise",city,Rabat,Maroc,empire,34.021,-6.841,Maroc,1,real_estate,9,18,place_listed
nordafricaineentreprise,Société anon. Nord-Africaine d'entreprise (anc,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,8,16,single filing country
olivettesmarocaines,Les Olivettes marocaines,city,Casablanca,Maroc,empire,33.573,-7.59,Maroc,1,food_processing,25,37,head_office_observed
indochinefilmscinemas,Indochine films et cinémas,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,media_print,125,164,place_listed
indochinoiseconstructionselectriquesmecaniques,Société indochinoise de constructions électriques et mécaniques,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,not_a_sector,42,53,single filing country
soieriesfducharne,Soieries F.Ducharne,city,Lyon,France,metropole,45.764,4.836,Empire (transversal),0,finance,137,199,place_listed
indochpeauxelecannamsipea,Indoch. p. les eaux et l’élec. en Annam (SIPEA),unplaced,,,,,,Empire (transversal),0,not_a_sector,41,51,no country listed
plantationsheveaspreckchlongouprekchlong,Plantations d'hévéas du Preck-Chlong ou Prek-Chlong,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,plantations,100,149,head_office_observed
indochinoisetabacscigarescigarettesjbastos,"Société indochinoise des tabacs, cigares et cigarettes J. Bastos",unplaced,,,,,,Empire (transversal),0,not_a_sector,32,41,no country listed
indochinoiseverrerieproduitschimiques,Société indochinoise de verrerie et de produits chimiques,city,Paris,France,metropole,48.857,2.352,Indochine,1,unclassified,15,19,head_office_observed
indochinoiseverrerieproduitschimiquescongmy,"Société Indochinoise de Verrerie et de produits chimiques, Cong-My",territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,unclassified,10,14,single filing country
industrielleagricolepointepitreetablissements,Société industrielle et agricole de la Pointe-à-Pitre (Établissements,territory,Guadeloupe et Martinique,Guadeloupe et Martinique,empire,15.615,-61.442,Guadeloupe et Martinique,1,not_a_sector,18,22,single filing country
industriellecoloniale,Industrielle Coloniale,city,Paris,France,metropole,48.857,2.352,Afrique occidentale française,1,utilities,35,47,head_office_observed
unionelectriquecoloniale,"Union électrique coloniale, puis Union électrique d’outre-mer",city,Paris,France,metropole,48.857,2.352,Afrique occidentale française,3,unclassified,46,54,head_office_observed
industriellecommercialeadoursebou,Société industrielle et commerciale Adour-Sebou,city,Fès,Maroc,empire,34.034,-5.003,Maroc,1,trade,27,36,place_listed
stearineriemarocaine200,Stéarinerie marocaine. — 200,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,70,89,single filing country
industrielledjibouti,Société Industrielle de Djibouti,city,Paris,France,metropole,48.857,2.352,Djibouti,1,unclassified,108,126,head_office_observed
internationaledeveloppementtanger,Société internationale pour le développement de Tanger,city,Paris,France,metropole,48.857,2.352,Maroc,1,finance,91,116,head_office_observed
isorelgelypan197578fontenet,"Isorel (> Gélypan (1975-78), à Fontenet)",unplaced,,,,,,Empire (transversal),0,not_a_sector,24,38,no country listed
nobel,Nobel française,unplaced,,,,,,Empire (transversal),0,not_a_sector,21,35,no country listed
jeanthierrypdt,"Jean Thierry, pdt",territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,trade,48,61,single filing country
nieuwtjisalak,Nieuw Tjisalak,city,La Haye,Pays-Bas,foreign,52.078,4.31,Java et Sumatra (Indes néerlandaises),1,plantations,30,51,head_office_observed
koba,Société du Koba,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,44,58,single filing country
unionminierefinancierecoloniale,Union minière et financière coloniale,unplaced,,,,,,Afrique occidentale française,5,finance,67,89,filed under 5 countries
laquesindochinoises,Société des laques indochinoises,unplaced,,,,,,Chine,2,wood_paper,40,52,filed under 2 countries
laquesindochinoisesboulogneseine,"Société des Laques indo-chinoises, Boulogne-sur-Seine",city,Paris,France,metropole,48.857,2.352,Indochine,1,wood_paper,32,40,head_office_observed
leverbrothersltd,Lever Brothers Ltd,territory,Afrique équatoriale française,Afrique équatoriale française,empire,0.915,12.745,Afrique équatoriale française,1,not_a_sector,3,7,single filing country
leverbrothersltdportsunlightcheshire,"Lever Brothers Ltd, Port SUNLIGHT, Cheshire",territory,Afrique équatoriale française,Afrique équatoriale française,empire,0.915,12.745,Afrique équatoriale française,1,not_a_sector,4,9,single filing country
plantationscourtenay,Plantations de Courtenay,unplaced,,,,,,Algérie,3,plantations,6,11,filed under 3 countries
liegesmamora,"Société des Lièges de la Mamora, puis Compagnie de la Mamora",city,Casablanca,Maroc,empire,33.573,-7.59,Maroc,1,wood_paper,47,59,place_listed
mamora,Compagnie de la Mamora,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,wood_paper,55,59,single filing country
lillebonnierescolombes,Lille-Bonnières et Colombes,city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,conglomerate,46,58,head_office_observed
lillebonnierescolombesstelline,Lille-Bonnières et Colombes (Stelline),unplaced,,,,,,Empire (transversal),0,not_a_sector,21,25,no country listed
outremer,Compagnie Générale d'Outre-mer,city,Paris,France,metropole,48.857,2.352,Afrique occidentale française,3,trade,83,103,head_office_observed
magasinsmodernes,Magasins modernes,unplaced,,,,,,Indochine,2,finance,18,25,filed under 2 countries
nouvellesgaleriesreuniessfngr,Nouvelles Galeries réunies (SFNGR),unplaced,,,,,,Empire (transversal),0,not_a_sector,9,20,no country listed
manufacturetabacscigarescigarettesbastos,"Manufacture de Tabacs, Cigares et Cigarettes Bastos",city,Oran,Algérie,empire,35.697,-0.633,Algérie,1,food_processing,48,55,head_office_observed
maritimenationale,Société maritime nationale,unplaced,,,,,,Afrique occidentale française,7,conglomerate,87,109,filed under 7 countries
marocaineexplosifscasablancamelilla,"Société Marocaine d'explosifs, Casablanca, Melilla",territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,chemicals,26,40,single filing country
maroccommercialeimmob,Sté maroc. commerciale et immob,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,18,22,single filing country
materieltravauxagricoles,Cie de Matériel et de travaux agricoles,city,Rabat,Maroc,empire,34.021,-6.841,Maroc,1,food_processing,100,144,place_listed
messageriescherifiennes,Cie des messageries chérifiennes,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,17,29,single filing country
unionmarocaineoutremer,Union marocaine et d'outremer,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,56,84,single filing country
proprietairekouilouniari,Compagnie Propriétaire du Kouilou-Niari,city,Brazzaville,Congo-Brazzaville,empire,-4.269,15.271,Afrique occidentale française,6,trade,86,110,head_office_observed
minesferkroumirienefzas,Société des mines de fer de Kroumirie et des Nefzas,city,Paris,France,metropole,48.857,2.352,Tunisie,1,mining,63,88,head_office_observed
minesaouli,Société des Mines d'Aouli,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,mining,97,121,single filing country
minescuivrenaltagua,Mines de cuivre de Naltagua,city,Paris,France,metropole,48.857,2.352,Chili,1,not_a_sector,79,99,head_office_observed
naltagua,Naltagua,territory,Chili,Chili,foreign,-33.449,-70.669,Chili,1,not_a_sector,23,28,single filing country
minesguelma,Société des mines de Guelma,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,mining,44,62,single filing country
socminesfedjeladoum,Soc. des MINES de FEDJ-EL-ADOUM,city,Paris,France,metropole,48.857,2.352,Tunisie,1,not_a_sector,27,45,head_office_observed
minesfer,Société Française des mines de fer,unplaced,,,,,,Afrique occidentale française,5,mining,13,17,filed under 5 countries
socfrancminesfer,Soc. franç. de MINES DE FER,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,not_a_sector,1,5,single filing country
mineslauriumgrece,Française des mines du Laurium (Grèce),unplaced,,,,,,Empire (transversal),0,mining,12,16,no country listed
minierenordafriquesaintetienne,"Société Minière du Nord de l'Afrique, Saint-Étienne",territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,mining,28,33,single filing country
minesornamkok,Société des Mines d'or de Nam-Kok,city,Paris,France,metropole,48.857,2.352,Afrique occidentale française,6,mining,47,60,head_office_observed
minesortchepone,Mines d'or de Tchépone,unplaced,,,,,,Algérie,4,mining,31,44,filed under 4 countries
minesplombzinckohol,Société des Mines de plomb et de zinc du Kohol,territory,Tunisie,Tunisie,empire,36.049,10.005,Tunisie,1,mining,4,8,single filing country
socminesplombzinckohol,Soc. des mines de plomb et de zinc du KOHOL,territory,Tunisie,Tunisie,empire,36.049,10.005,Tunisie,1,not_a_sector,1,5,single filing country
mullerpasse19261928souscontrolegraengesberg,"Müller, passé en 1926-1928 sous le contrôle de Graengesberg",city,Paris,France,metropole,48.857,2.352,Algérie,1,mining,23,32,head_office_observed
