company_id,name,placement_level,anchor,anchor_territory,group,lat,lon,filed_territory,n_countries_listed,sector_group,degree,weighted_degree,reason
etablissements1807deveschaumetbordeauxdakar,"Établissements, 1807 Devès et Chaumet, Bordeaux-Dakar",city,Bordeaux,France,metropole,44.838,-0.579,Afrique occidentale francaise,0,trade,71,100,head_office_observed
etablissementsdeveschaumet,Établissements Devès et Chaumet,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,72,104,single filing country
etablissementskern,Etablissements KERN,unplaced,,,,,,Syrie-Liban,2,not_a_sector,29,39,filed under 2 countries
industrielleimmobiliere,Cie Industrielle et Immobilière,city,Alger,Algérie,empire,36.753,3.06,Algérie,1,wood_paper,48,59,place_listed
etsorosdiback,Éts Orosdi-Back,unplaced,,,,,,Syrie-Liban,2,trade,36,58,filed under 2 countries
orosdiback,Orosdi-Back,unplaced,,,,,,Empire (transversal),0,trade,38,59,no country listed
exploitationsforestieresafricaines,Compagnie Exploitations forestières africaines,city,Paris,France,metropole,48.857,2.352,Afrique équatoriale française,4,food_processing,232,343,head_office_observed
plantationspalmeraiesogooue,Cie générale des Plantations et palmeraies de l'Ogooué,unplaced,,,,,,Afrique équatoriale française,2,food_processing,158,248,filed under 2 countries
fasielectricite,Compagnie Fasi d'Électricité,city,Fès,Maroc,empire,34.034,-5.003,Algérie,3,utilities,216,343,place_listed
marocainedistributioneaugazelectricite,"Société Marocaine de distribution d'eau, de gaz et d'électricité",city,Paris,France,metropole,48.857,2.352,Maroc,1,utilities,186,321,head_office_observed
fraissinetmarseillaisenavigationvapeur,"Compagnie FRAISSINET, Cie Marseillaise de Navigation à vapeur",city,Marseille,France,metropole,43.296,5.37,Empire (transversal),0,transport,79,123,head_office_observed
marseillaisenavigationvapeurfraissinet,Compagnie marseillaise de navigation à vapeur Fraissinet et Cie,city,Marseille,France,metropole,43.296,5.37,Empire (transversal),0,transport,118,178,place_listed
frsenordmarocain,Cie frse du NORD-MAROCAIN,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,5,20,single filing country
nordmarocain,Cie française Française du Nord-Marocain,city,Marseille,France,metropole,43.296,5.37,Maroc,1,construction,8,27,place_listed
heraclee,Société d'Héraclée,city,Constantinople,Empire ottoman/Turquie,foreign,41.008,28.978,Algérie,3,not_a_sector,104,124,head_office_observed
ottomaneheraclee,"Société ottomane d'Héraclée, puis Société française d'Héraclée",territory,Empire ottoman/Turquie,Empire ottoman/Turquie,foreign,39.713,28.053,Empire ottoman/Turquie,1,not_a_sector,74,104,single filing country
kalitengah,Kalitengah,city,La Haye,Pays-Bas,foreign,52.078,4.31,Java et Sumatra (Indes néerlandaises),1,plantations,56,123,head_office_observed
marocaineminesproduitschimiques,Société Marocaine de mines et de produits chimiques,city,Casablanca,Maroc,empire,33.573,-7.59,Maroc,1,mining,67,94,head_office_observed
minesproduitschimiques,Société de Mines et de produits chimiques,city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,mining,62,94,place_listed
metallurgiqueminierefrancomarocaine,Compagnie Métallurgique et minière franco-marocaine,city,Paris,France,metropole,48.857,2.352,Algérie,4,finance,129,178,head_office_observed
minieredjebellorbeus,Compagnie minière du Djebel-Lorbeus,city,Paris,France,metropole,48.857,2.352,Tunisie,1,mining,72,92,head_office_observed
miniereindustrielleplakalnitza,Société minière et industrielle de Plakalnitza,city,Paris,France,metropole,48.857,2.352,Bulgarie,2,not_a_sector,35,49,head_office_observed
plakalnitza,PLAKALNITZA,city,Paris,France,metropole,48.857,2.352,Bulgarie,1,not_a_sector,39,55,head_office_observed
omniumminesalgerietunisie,Omnium Société générale de mines d'Algérie-Tunisie,territory,Algérie,Algérie,empire,35.905,3.334,Algérie,1,mining,69,112,single filing country
sidro,SIDRO,unplaced,,,,,,Empire (transversal),0,not_a_sector,15,50,no country listed
tramway,Compagnie générale française des Tramway,unplaced,,,,,,Empire (transversal),0,transport,31,65,no country listed
transportsautomobilescentreannam,Société des Transports automobiles du Centre-Annam,city,Tourane,Indochine,empire,16.068,108.221,Indochine,1,transport,145,213,place_listed
urbainefonciereindochinoise,Société Urbaine foncière indochinoise,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,real_estate,124,171,place_listed
unionindustriellecreditreconstitution,Union industrielle de crédit pour la reconstitution,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,finance,84,113,single filing country
unionindustriellecreditreconstitutionuic,Union industrielle de crédit pour la reconstitution (UIC),unplaced,,,,,,Empire (transversal),0,not_a_sector,54,72,no country listed
agenceabidjan,Agence à Abidjan,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,45,68,single filing country
commercialeportsafricains,Société commerciale des ports africains,unplaced,,,,,,Afrique occidentale française,2,transport,45,68,filed under 2 countries
agricolecommercialeindustriellebadikaha,"Compagnie agricole, commerciale et industrielle de Badikaha",territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,24,39,single filing country
agricolecommercialeindustriellebadikahacacib,"Compagnie Agricole, Commerciale et Industrielle de Badikaha CACIB)",city,Paris,France,metropole,48.857,2.352,Côte d'Ivoire,1,unclassified,24,39,head_office_observed
agricoleindustriellemadagascarcaim,Compagnie agricole et industrielle de Madagascar (CAIM),unplaced,,,,,,Empire (transversal),0,not_a_sector,31,58,no country listed
agricolesucrierenossibe,Compagnie Agricole et Sucrière de Nossi-Bé,city,Paris,France,metropole,48.857,2.352,Afrique équatoriale française,7,food_processing,200,305,head_office_observed
gmodrin,G MODRIN,city,Tananarive,Madagascar,empire,-18.879,47.508,Madagascar,1,not_a_sector,91,107,head_office_observed
asiatiqueafricaine,Compagnie Asiatique et africaine,city,Paris,France,metropole,48.857,2.352,Indochine,2,wood_paper,132,189,head_office_observed
asiatiqueafricainecaa,Compagnie asiatique et africaine (CAA),unplaced,,,,,,Empire (transversal),0,not_a_sector,26,36,no country listed
ateliersconstrucnordfranceanf,Ateliers de construc. du Nord de la France (ANF),unplaced,,,,,,Empire (transversal),0,not_a_sector,7,16,no country listed
usinesacieriessambremeuse,Usines et aciéries de Sambre-et-Meuse,unplaced,,,,,,Afrique équatoriale française,4,mining,16,25,filed under 4 countries
atlantide,L'Atlantide,city,Fedhala,Maroc,empire,33.686,-7.383,Maroc,1,transport,57,83,place_listed
marocainetransittransportatlantide,Cie marocaine de transit. et de transport Atlantide,city,Fedhala,Maroc,empire,33.686,-7.383,Maroc,1,transport,45,66,head_office_observed
auxiliaireafricainedeveloppementcommerceindustrie,"Société auxiliaire africaine pour le développement du commerce, de l'industrie",territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,67,94,single filing country
banqueiindochine,Banque de I'Indochine,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,finance,140,174,single filing country
banqueindochine,Banque de l’Indochine,city,Pnom-Penh,Indochine,empire,11.562,104.916,Afrique équatoriale française,9,unclassified,499,871,place_listed
charbonnagestonkin,Charbonnages du Tonkin,unplaced,,,,,,Algérie,2,finance,191,243,filed under 2 countries
brasseriesnordmarocainbranoma,Brasseries du Nord marocain (Branoma),unplaced,,,,,,Empire (transversal),0,not_a_sector,80,126,no country listed
caledonickel,Calédonickel,city,Nouméa,Nouvelle-Calédonie,empire,-22.276,166.458,Nouvelle-Calédonie (Mélanésie),1,mining,60,85,head_office_observed
camausportingclub,Camau sporting club,city,Nouméa,Nouvelle-Calédonie,empire,-22.276,166.458,Indochine,1,transport,60,85,head_office_observed
centralmining,Central Mining,unplaced,,,,,,Empire (transversal),0,finance,23,32,no country listed
centralmininginvestmentcorpltd,The Central mining and investment corp ltd,unplaced,,,,,,Empire (transversal),0,not_a_sector,23,32,no country listed
charbonnagesnordafricains,Charbonnages nord-africains,city,Rabat,Maroc,empire,34.021,-6.841,Algérie,2,mining,28,41,head_office_observed
charbonnnordafricainsdjeradamaroc,"Charbonn. nord-africains (Djerada, Maroc)",unplaced,,,,,,Empire (transversal),0,not_a_sector,23,36,no country listed
cheminfertangerfez,Chemin de fer Tanger-Fez,city,Meknès,Maroc,empire,33.895,-5.555,Madagascar,2,transport,87,117,head_office_observed
cheminfertranssaharien,Le Chemin de fer transsaharien,city,Paris,France,metropole,48.857,2.352,Algérie,1,transport,28,37,head_office_observed
cheminsfermediterraneeniger,Chemins de fer de la Méditerranée au Niger,territory,Afrique occidentale française,Afrique occidentale française,empire,11.05,-8.462,Afrique occidentale française,1,not_a_sector,16,25,single filing country
cheminsferouestalgerien,Compagnie des Chemins de fer de l'Ouest-Algérien,city,Paris,France,metropole,48.857,2.352,Algérie,4,finance,69,96,head_office_observed
creditalgerien,"Crédit algérien, puis Crédit privé",city,Paris,France,metropole,48.857,2.352,Afrique équatoriale française,4,finance,130,160,head_office_observed
cheminsferroutesalgerie,Société des Chemins de fer sur routes d'Algérie,city,Paris,France,metropole,48.857,2.352,Algérie,2,finance,200,284,head_office_observed
omniumlyonnais,Omnium lyonnais,city,Lyon,France,metropole,45.764,4.836,Algérie,2,utilities,113,155,head_office_observed
cotonniereequatcotonfran,Compagnie cotonnière équat. française (COTONFRAN),unplaced,,,,,,Empire (transversal),0,not_a_sector,24,35,no country listed
cotonniereequatoriale,Cie cotonnière équatoriale française,city,Brazzaville,Congo-Brazzaville,empire,-4.269,15.271,Afrique équatoriale française,1,finance,95,116,head_office_observed
creditmobilierindochinois,Crédit mobilier indochinois,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,finance,125,176,head_office_observed
creditmobilierindochinoisexploitationmonts,"Crédit mobilier indochinois, Société d'exploitation des Monts-de",territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,not_a_sector,121,172,single filing country
distributioneau,DISTRIBUTION D'EAU,territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,74,107,single filing country
distributioneaugazelectricite,"DISTRIBUTION D'EAU, DE GAZ ET D'ÉLECTRICITÉ",city,Paris,France,metropole,48.857,2.352,Maroc,1,utilities,78,115,head_office_observed
manutentionmarocaine,La Manutention marocaine,city,Casablanca,Maroc,empire,33.573,-7.59,Algérie,3,transport,182,286,place_listed
etablissementsmaurelprom,Établissements Maurel et Prom,city,Bordeaux,France,metropole,44.838,-0.579,Afrique occidentale française,1,trade,133,168,head_office_observed
maurelprom,Maurel et Prom,city,Bordeaux,France,metropole,44.838,-0.579,Afrique occidentale francaise,0,trade,108,153,place_listed
etainswolframtonkin,"Étains et wolfram du Tonkin, puis Compagnie immobilière et financière Ewoto",city,Paris,France,metropole,48.857,2.352,Indochine,3,mining,144,220,head_office_observed
fermiereetainsextremeorient,Compagnie Fermière des Étains d'Extrême-Orient,unplaced,,,,,,Indochine,2,mining,80,130,filed under 2 countries
financierecongo,Société financière du Congo français,city,Paris,France,metropole,48.857,2.352,Afrique équatoriale française,1,finance,89,117,head_office_observed
hautbascongo,Compagnie française du Haut et Bas-Congo,city,Paris,France,metropole,48.857,2.352,Afrique équatoriale française,2,finance,67,108,head_office_observed
fonciererizicolesoctrang,Société foncière et rizicole de Soctrang,city,Saïgon,Indochine,empire,10.776,106.7,Indochine,1,plantations,74,111,head_office_observed
rizicolesoctrang,Société rizicole de Soctrang,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,not_a_sector,59,97,single filing country
forestiereequatoriale,Compagnie Forestière équatoriale,unplaced,,,,,,Afrique occidentale française,2,unclassified,37,97,filed under 2 countries
huelvacoppersulfurmines,Huelva copper and sulfur mines,unplaced,,,,,,Empire (transversal),0,finance,33,44,no country listed
huelvacoppersulfurminesltd,"Huelva Copper and Sulfur Mines, Ltd",city,Londres,Royaume-Uni,foreign,51.507,-0.128,Empire (transversal),0,finance,27,48,head_office_observed
importationsexportationscommission,"Société d'importations, d'exportations et de commission",city,Tananarive,Madagascar,empire,-18.879,47.508,Madagascar,1,not_a_sector,8,26,head_office_observed
industriellecommercialeemyrne,Société Industrielle et Commerciale de l'Émyrne,territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,trade,16,55,single filing country
industriellematerieltransport,Compagnie Industrielle de matériel de transport,unplaced,,,,,,Empire (transversal),0,finance,17,27,no country listed
industriellematerieltransportcimt,"Cie industrielle de MATÉRIEL de TRANSPORT, C.I.M.T",city,Paris,France,metropole,48.857,2.352,Empire (transversal),0,finance,30,48,head_office_observed
pacouda,Pacouda,city,La Haye,Pays-Bas,foreign,52.078,4.31,Java et Sumatra (Indes néerlandaises),1,plantations,41,95,head_office_observed
plantationskratiecambodge,Société des plantations de Kratié au Cambodge,territory,Indochine,Indochine,empire,15.063,106.329,Indochine,1,plantations,65,106,single filing country
leonblondeaux,Léon Blondeaux,city,Cholon,Indochine,empire,10.75,106.65,Indochine,1,food_processing,70,103,head_office_observed
madagascarautomobile,Madagascar-automobile,territory,Madagascar,Madagascar,empire,-17.592,47.361,Madagascar,1,not_a_sector,35,66,single filing country
madagascarautomobiletananariverenault,"Madagascar-Automobile, Tananarive. Renault",city,Marseille,France,metropole,43.296,5.37,Madagascar,1,transport,35,66,head_office_observed
marocaineimmeublesurbains,Société marocaine des Immeubles urbains,city,Casablanca,Maroc,empire,33.573,-7.59,Maroc,1,real_estate,15,30,place_listed
nantaiseimportationmaroc,Société Nantaise d’Importation au Maroc,city,Nantes,France,metropole,47.218,-1.554,Maroc,1,trade,24,35,head_office_observed
nantaiseimportationmarochailaustgutzeitmollinedahl,"Sté nantaise d'importation au Maroc (Hailaust & Gutzeit, Molliné & Dahl",territory,Maroc,Maroc,empire,33.261,-6.988,Maroc,1,not_a_sector,14,27,single filing country
nordrisquesdivers,Nord-Risques divers,unplaced,,,,,,Empire (transversal),0,not_a_sector,12,21,no country listed
nordvie,Nord-Vie,unplaced,,,,,,Empire (transversal),0,not_a_sector,4,13,no country listed
ouenzaalgerie,Ouenza (Algérie),unplaced,,,,,,Empire (transversal),0,not_a_sector,36,45,no country listed
phenixrisquesdivers,Phénix-Risques divers,unplaced,,,,,,Empire (transversal),0,not_a_sector,13,22,no country listed
