person_id_1,person_id_2,weight,shared_companies
l-alba,montgolfier,1,constructionelectrique
l-alba,nabeul,1,constructionelectrique
l-alba,oudja,1,constructionelectrique
l-alba,paimpol,1,constructionelectrique
l-alba,paris-ss,1,constructionelectrique
l-alba,pres-le-havre-maison-a-paris,1,constructionelectrique
l-alba,relizane,1,constructionelectrique
l-alba,saida,1,constructionelectrique
l-alba,saint-arnaud,1,constructionelectrique
l-alba,saint-cloud,1,constructionelectrique
l-alba,saint-donat,1,constructionelectrique
l-alba,setif,1,constructionelectrique
l-alba,sidi-bel-abbes,1,constructionelectrique
l-alba,tebessa,1,constructionelectrique
l-alba,tiaret,1,constructionelectrique
l-alba,tlemcen-tunisie-tunis,1,constructionelectrique
l-alba,tougourt,1,constructionelectrique
l-alba,tunis-cables,1,constructionelectrique
l-alba,vialar,1,constructionelectrique
laminoirs-du-havre,lebon-a,1,constructionelectrique
laminoirs-du-havre,mateur,1,constructionelectrique
laminoirs-du-havre,medeah,1,constructionelectrique
laminoirs-du-havre,medjez-el-bab,1,constructionelectrique
laminoirs-du-havre,menervile,1,constructionelectrique
laminoirs-du-havre,mila,1,constructionelectrique
laminoirs-du-havre,montgolfier,1,constructionelectrique
laminoirs-du-havre,nabeul,1,constructionelectrique
laminoirs-du-havre,oudja,1,constructionelectrique
laminoirs-du-havre,paris-ss,1,constructionelectrique
laminoirs-du-havre,relizane,1,constructionelectrique
laminoirs-du-havre,rouiba,1,constructionelectrique
laminoirs-du-havre,saida,1,constructionelectrique
laminoirs-du-havre,saint-arnaud,1,constructionelectrique
laminoirs-du-havre,saint-cloud,1,constructionelectrique
laminoirs-du-havre,saint-donat,1,constructionelectrique
laminoirs-du-havre,saliege-h,1,constructionelectrique
laminoirs-du-havre,setif,1,constructionelectrique
laminoirs-du-havre,sidi-bel-abbes,1,constructionelectrique
laminoirs-du-havre,tebessa,1,constructionelectrique
laminoirs-du-havre,tiaret,1,constructionelectrique
laminoirs-du-havre,tlemcen-tunisie-tunis,1,constructionelectrique
laminoirs-du-havre,tougourt,1,constructionelectrique
laminoirs-du-havre,vialar,1,constructionelectrique
laminoirs-du-havre,warot-j,1,constructionelectrique
laminoirs-du-havre,zafiropulo-d,1,constructionelectrique
lebon-a,mateur,1,constructionelectrique
lebon-a,medeah,1,constructionelectrique
lebon-a,medjez-el-bab,1,constructionelectrique
lebon-a,menervile,1,constructionelectrique
lebon-a,mila,1,constructionelectrique
lebon-a,montgolfier,1,constructionelectrique
lebon-a,nabeul,1,constructionelectrique
lebon-a,oudja,1,constructionelectrique
lebon-a,paimpol,1,constructionelectrique
lebon-a,paris-ss,1,constructionelectrique
lebon-a,pres-le-havre-maison-a-paris,1,constructionelectrique
lebon-a,relizane,1,constructionelectrique
lebon-a,saida,1,constructionelectrique
lebon-a,saint-arnaud,1,constructionelectrique
lebon-a,saint-cloud,1,constructionelectrique
lebon-a,saint-donat,1,constructionelectrique
lebon-a,setif,1,constructionelectrique
lebon-a,sidi-bel-abbes,1,constructionelectrique
lebon-a,tebessa,1,constructionelectrique
lebon-a,tiaret,1,constructionelectrique
lebon-a,tlemcen-tunisie-tunis,1,constructionelectrique
lebon-a,tougourt,1,constructionelectrique
lebon-a,tunis-cables,1,constructionelectrique
lebon-a,vialar,1,constructionelectrique
mateur,medeah,1,constructionelectrique
mateur,medjez-el-bab,1,constructionelectrique
mateur,menervile,1,constructionelectrique
mateur,mila,1,constructionelectrique
mateur,montgolfier,1,constructionelectrique
mateur,nabeul,1,constructionelectrique
mateur,oudja,1,constructionelectrique
mateur,paimpol,1,constructionelectrique
mateur,paris-ss,1,constructionelectrique
mateur,pres-le-havre-maison-a-paris,1,constructionelectrique
mateur,relizane,1,constructionelectrique
mateur,rouiba,1,constructionelectrique
mateur,saida,1,constructionelectrique
mateur,saint-arnaud,1,constructionelectrique
mateur,saint-cloud,1,constructionelectrique
mateur,saint-donat,1,constructionelectrique
mateur,saliege-h,1,constructionelectrique
mateur,setif,1,constructionelectrique
mateur,sidi-bel-abbes,1,constructionelectrique
mateur,tebessa,1,constructionelectrique
mateur,tiaret,1,constructionelectrique
mateur,tlemcen-tunisie-tunis,1,constructionelectrique
mateur,tougourt,1,constructionelectrique
mateur,tunis-cables,1,constructionelectrique
mateur,vialar,1,constructionelectrique
mateur,warot-j,1,constructionelectrique
mateur,zafiropulo-d,1,constructionelectrique
medeah,medjez-el-bab,1,constructionelectrique
medeah,menervile,1,constructionelectrique
medeah,mila,1,constructionelectrique
medeah,montgolfier,1,constructionelectrique
medeah,nabeul,1,constructionelectrique
medeah,oudja,1,constructionelectrique
medeah,paimpol,1,constructionelectrique
medeah,paris-ss,1,constructionelectrique
medeah,pres-le-havre-maison-a-paris,1,constructionelectrique
medeah,relizane,1,constructionelectrique
medeah,rouiba,1,constructionelectrique
medeah,saida,1,constructionelectrique
medeah,saint-arnaud,1,constructionelectrique
medeah,saint-cloud,1,constructionelectrique
medeah,saint-donat,1,constructionelectrique
medeah,saliege-h,1,constructionelectrique
medeah,setif,1,constructionelectrique
medeah,sidi-bel-abbes,1,constructionelectrique
medeah,tebessa,1,constructionelectrique
medeah,tiaret,1,constructionelectrique
medeah,tlemcen-tunisie-tunis,1,constructionelectrique
medeah,tougourt,1,constructionelectrique
medeah,tunis-cables,1,constructionelectrique
medeah,vialar,1,constructionelectrique
medeah,warot-j,1,constructionelectrique
medeah,zafiropulo-d,1,constructionelectrique
medjez-el-bab,menervile,1,constructionelectrique
medjez-el-bab,mila,1,constructionelectrique
medjez-el-bab,montgolfier,1,constructionelectrique
medjez-el-bab,nabeul,1,constructionelectrique
medjez-el-bab,oudja,1,constructionelectrique
medjez-el-bab,paimpol,1,constructionelectrique
medjez-el-bab,paris-ss,1,constructionelectrique
medjez-el-bab,pres-le-havre-maison-a-paris,1,constructionelectrique
medjez-el-bab,relizane,1,constructionelectrique
medjez-el-bab,rouiba,1,constructionelectrique
medjez-el-bab,saida,1,constructionelectrique
medjez-el-bab,saint-arnaud,1,constructionelectrique
medjez-el-bab,saint-cloud,1,constructionelectrique
medjez-el-bab,saint-donat,1,constructionelectrique
medjez-el-bab,saliege-h,1,constructionelectrique
medjez-el-bab,setif,1,constructionelectrique
medjez-el-bab,sidi-bel-abbes,1,constructionelectrique
medjez-el-bab,tebessa,1,constructionelectrique
medjez-el-bab,tiaret,1,constructionelectrique
medjez-el-bab,tlemcen-tunisie-tunis,1,constructionelectrique
medjez-el-bab,tougourt,1,constructionelectrique
medjez-el-bab,tunis-cables,1,constructionelectrique
medjez-el-bab,vialar,1,constructionelectrique
medjez-el-bab,warot-j,1,constructionelectrique
medjez-el-bab,zafiropulo-d,1,constructionelectrique
menervile,mila,1,constructionelectrique
menervile,montgolfier,1,constructionelectrique
menervile,nabeul,1,constructionelectrique
menervile,oudja,1,constructionelectrique
menervile,paimpol,1,constructionelectrique
menervile,paris-ss,1,constructionelectrique
menervile,pres-le-havre-maison-a-paris,1,constructionelectrique
menervile,relizane,1,constructionelectrique
menervile,rouiba,1,constructionelectrique
menervile,saida,1,constructionelectrique
menervile,saint-arnaud,1,constructionelectrique
menervile,saint-cloud,1,constructionelectrique
menervile,saint-donat,1,constructionelectrique
menervile,saliege-h,1,constructionelectrique
menervile,setif,1,constructionelectrique
menervile,sidi-bel-abbes,1,constructionelectrique
menervile,tebessa,1,constructionelectrique
menervile,tiaret,1,constructionelectrique
menervile,tlemcen-tunisie-tunis,1,constructionelectrique
menervile,tougourt,1,constructionelectrique
menervile,tunis-cables,1,constructionelectrique
menervile,vialar,1,constructionelectrique
menervile,warot-j,1,constructionelectrique
menervile,zafiropulo-d,1,constructionelectrique
mila,montgolfier,1,constructionelectrique
mila,nabeul,1,constructionelectrique
mila,oudja,1,constructionelectrique
mila,paimpol,1,constructionelectrique
mila,paris-ss,1,constructionelectrique
mila,pres-le-havre-maison-a-paris,1,constructionelectrique
mila,relizane,1,constructionelectrique
mila,rouiba,1,constructionelectrique
mila,saida,1,constructionelectrique
mila,saint-arnaud,1,constructionelectrique
mila,saint-cloud,1,constructionelectrique
mila,saint-donat,1,constructionelectrique
mila,saliege-h,1,constructionelectrique
mila,setif,1,constructionelectrique
mila,sidi-bel-abbes,1,constructionelectrique
mila,tebessa,1,constructionelectrique
mila,tiaret,1,constructionelectrique
mila,tlemcen-tunisie-tunis,1,constructionelectrique
mila,tougourt,1,constructionelectrique
mila,tunis-cables,1,constructionelectrique
mila,vialar,1,constructionelectrique
mila,warot-j,1,constructionelectrique
mila,zafiropulo-d,1,constructionelectrique
montgolfier,nabeul,1,constructionelectrique
montgolfier,oudja,1,constructionelectrique
montgolfier,paimpol,1,constructionelectrique
montgolfier,paris-ss,1,constructionelectrique
montgolfier,pres-le-havre-maison-a-paris,1,constructionelectrique
montgolfier,relizane,1,constructionelectrique
montgolfier,rouiba,1,constructionelectrique
montgolfier,saida,1,constructionelectrique
montgolfier,saint-arnaud,1,constructionelectrique
montgolfier,saint-cloud,1,constructionelectrique
montgolfier,saint-donat,1,constructionelectrique
montgolfier,saliege-h,1,constructionelectrique
montgolfier,setif,1,constructionelectrique
montgolfier,sidi-bel-abbes,1,constructionelectrique
montgolfier,tebessa,1,constructionelectrique
montgolfier,tiaret,1,constructionelectrique
montgolfier,tlemcen-tunisie-tunis,1,constructionelectrique
montgolfier,tougourt,1,constructionelectrique
montgolfier,tunis-cables,1,constructionelectrique
montgolfier,vialar,1,constructionelectrique
montgolfier,warot-j,1,constructionelectrique
montgolfier,zafiropulo-d,1,constructionelectrique
nabeul,oudja,1,constructionelectrique
nabeul,paimpol,1,constructionelectrique
nabeul,paris-ss,1,constructionelectrique
nabeul,pres-le-havre-maison-a-paris,1,constructionelectrique
nabeul,relizane,1,constructionelectrique
nabeul,rouiba,1,constructionelectrique
nabeul,saida,1,constructionelectrique
nabeul,saint-arnaud,1,constructionelectrique
nabeul,saint-cloud,1,constructionelectrique
nabeul,saint-donat,1,constructionelectrique
nabeul,saliege-h,1,constructionelectrique
nabeul,setif,1,constructionelectrique
nabeul,sidi-bel-abbes,1,constructionelectrique
nabeul,tebessa,1,constructionelectrique
nabeul,tiaret,1,constructionelectrique
nabeul,tlemcen-tunisie-tunis,1,constructionelectrique
nabeul,tougourt,1,constructionelectrique
nabeul,tunis-cables,1,constructionelectrique
nabeul,vialar,1,constructionelectrique
nabeul,warot-j,1,constructionelectrique
nabeul,zafiropulo-d,1,constructionelectrique
oudja,paimpol,1,constructionelectrique
oudja,paris-ss,1,constructionelectrique
oudja,pres-le-havre-maison-a-paris,1,constructionelectrique
oudja,relizane,1,constructionelectrique
oudja,rouiba,1,constructionelectrique
oudja,saida,1,constructionelectrique
oudja,saint-arnaud,1,constructionelectrique
oudja,saint-cloud,1,constructionelectrique
oudja,saint-donat,1,constructionelectrique
oudja,saliege-h,1,constructionelectrique
oudja,setif,1,constructionelectrique
oudja,sidi-bel-abbes,1,constructionelectrique
oudja,tebessa,1,constructionelectrique
oudja,tiaret,1,constructionelectrique
oudja,tlemcen-tunisie-tunis,1,constructionelectrique
oudja,tougourt,1,constructionelectrique
oudja,tunis-cables,1,constructionelectrique
oudja,vialar,1,constructionelectrique
oudja,warot-j,1,constructionelectrique
oudja,zafiropulo-d,1,constructionelectrique
paimpol,paris-ss,1,constructionelectrique
paimpol,relizane,1,constructionelectrique
paimpol,rouiba,1,constructionelectrique
paimpol,saida,1,constructionelectrique
paimpol,saint-arnaud,1,constructionelectrique
paimpol,saint-cloud,1,constructionelectrique
paimpol,saint-donat,1,constructionelectrique
paimpol,saliege-h,1,constructionelectrique
paimpol,setif,1,constructionelectrique
paimpol,sidi-bel-abbes,1,constructionelectrique
paimpol,tebessa,1,constructionelectrique
paimpol,tiaret,1,constructionelectrique
paimpol,tlemcen-tunisie-tunis,1,constructionelectrique
paimpol,tougourt,1,constructionelectrique
paimpol,vialar,1,constructionelectrique
paimpol,warot-j,1,constructionelectrique
paimpol,zafiropulo-d,1,constructionelectrique
paris-ss,pres-le-havre-maison-a-paris,1,constructionelectrique
paris-ss,relizane,1,constructionelectrique
paris-ss,rouiba,1,constructionelectrique
paris-ss,saida,1,constructionelectrique
paris-ss,saint-arnaud,1,constructionelectrique
paris-ss,saint-cloud,1,constructionelectrique
paris-ss,saint-donat,1,constructionelectrique
paris-ss,saliege-h,1,constructionelectrique
paris-ss,setif,1,constructionelectrique
paris-ss,sidi-bel-abbes,1,constructionelectrique
paris-ss,tebessa,1,constructionelectrique
paris-ss,tiaret,1,constructionelectrique
paris-ss,tlemcen-tunisie-tunis,1,constructionelectrique
paris-ss,tougourt,1,constructionelectrique
paris-ss,tunis-cables,1,constructionelectrique
paris-ss,vialar,1,constructionelectrique
paris-ss,warot-j,1,constructionelectrique
paris-ss,zafiropulo-d,1,constructionelectrique
pres-le-havre-maison-a-paris,relizane,1,constructionelectrique
pres-le-havre-maison-a-paris,rouiba,1,constructionelectrique
pres-le-havre-maison-a-paris,saida,1,constructionelectrique
pres-le-havre-maison-a-paris,saint-arnaud,1,constructionelectrique
pres-le-havre-maison-a-paris,saint-cloud,1,constructionelectrique
pres-le-havre-maison-a-paris,saint-donat,1,constructionelectrique
pres-le-havre-maison-a-paris,saliege-h,1,constructionelectrique
pres-le-havre-maison-a-paris,setif,1,constructionelectrique
pres-le-havre-maison-a-paris,sidi-bel-abbes,1,constructionelectrique
pres-le-havre-maison-a-paris,tebessa,1,constructionelectrique
pres-le-havre-maison-a-paris,tiaret,1,constructionelectrique
pres-le-havre-maison-a-paris,tlemcen-tunisie-tunis,1,constructionelectrique
pres-le-havre-maison-a-paris,tougourt,1,constructionelectrique
pres-le-havre-maison-a-paris,vialar,1,constructionelectrique
pres-le-havre-maison-a-paris,warot-j,1,constructionelectrique
pres-le-havre-maison-a-paris,zafiropulo-d,1,constructionelectrique
relizane,rouiba,1,constructionelectrique
relizane,saida,1,constructionelectrique
relizane,saint-arnaud,1,constructionelectrique
relizane,saint-cloud,1,constructionelectrique
relizane,saint-donat,1,constructionelectrique
relizane,saliege-h,1,constructionelectrique
relizane,setif,1,constructionelectrique
relizane,sidi-bel-abbes,1,constructionelectrique
relizane,tebessa,1,constructionelectrique
relizane,tiaret,1,constructionelectrique
relizane,tlemcen-tunisie-tunis,1,constructionelectrique
relizane,tougourt,1,constructionelectrique
relizane,tunis-cables,1,constructionelectrique
relizane,vialar,1,constructionelectrique
relizane,warot-j,1,constructionelectrique
relizane,zafiropulo-d,1,constructionelectrique
rouiba,saida,1,constructionelectrique
rouiba,saint-arnaud,1,constructionelectrique
rouiba,saint-cloud,1,constructionelectrique
rouiba,saint-donat,1,constructionelectrique
rouiba,setif,1,constructionelectrique
rouiba,sidi-bel-abbes,1,constructionelectrique
rouiba,tebessa,1,constructionelectrique
rouiba,tiaret,1,constructionelectrique
rouiba,tlemcen-tunisie-tunis,1,constructionelectrique
rouiba,tougourt,1,constructionelectrique
rouiba,tunis-cables,1,constructionelectrique
