company_id_1,company_id_2,name_1,name_2,reason
daurelle,daurellecafechoganh,Daurelle,"Daurelle, café et thé, Cho-ganh",key_prefix
daurelle,daurellerizlegumesnamdinh,Daurelle,"Daurelle, riz et légumes à Nam-dinh",key_prefix
decauville,decauvilleaine,Decauville,DECAUVILLE aîné,key_prefix
delignon,delignonbaumlin,DELIGNON,Delignon-Baumlin,key_prefix
denisfreres,denisfreresmaroc,Denis frères,Denis frères-Maroc,key_prefix
descours,descourscabaud,Société Descours,Descours et Cabaud,key_prefix
direction,directionchine,Direction générale,Direction Chine,key_prefix
direction,directionsanteannam,Direction générale,Direction de la Santé de l'Annam,key_prefix
direction,directionsantecambodge,Direction générale,Direction de la Santé du Cambodge,key_prefix
direction,directionsantelaos,Direction générale,Direction de la Santé du Laos,key_prefix
direction,directionsantetonkin,Direction générale,Direction de la Santé du Tonkin,key_prefix
distilleriesalgerie,distilleriesalgeriennes,Distilleries d’Algerie,Société générale de Distilleries algériennes,key_prefix
distilleriesindochine,distilleriesindochinerusseykeoprespnompenhkandal,Distilleries de l’Indochine,"Distilleries de l’Indochine, Russey-kéo, près Pnom-Penh, et Kandal",key_prefix
distilleriesmazet,distilleriesmazetindochine,Société des Distilleries Mazet,Société des distilleries Mazet d'Indochine,key_prefix
distributioneau,distributioneaugazelectricite,DISTRIBUTION D'EAU,"DISTRIBUTION D'EAU, DE GAZ ET D'ÉLECTRICITÉ",key_prefix
djebeldjerissa,djebeldjerissatunisie,Société du Djebel-Djerissa,Djebel Djerissa (Tunisie),key_prefix
docks,docksnord,Cie des docks,Docks du Nord,key_prefix
docks,docksoran,Cie des docks,Docks d'Oran,key_prefix
domaines,domainesbenhassenvallouise,des Domaines,Domaines de Ben-Hassen et de Val-Louise,key_prefix
domaines,domainescaidessebt,des Domaines,Domaines du Caid-Es-Sebt,key_prefix
domaines,domaineseltaousarba,des Domaines,"Domaines El Taous, L’Arba",key_prefix
domaines,domaineskaoeni,des Domaines,domaines de Kaoéni,key_prefix
domaines,domainesmottesaintpierrenossibe,des Domaines,"Domaines de La Motte Saint-Pierre, Nossi-Bé",key_prefix
domaines,domainesmoyenouergha,des Domaines,domaines du Moyen-Ouergha,key_prefix
domaines,domainessaintpaul,des Domaines,Domaines Saint-Paul,key_prefix
domainesafricains,domainesafricainsaumeran,Domaines africains,DES « DOMAINES AFRICAINS ». AUMERAN,key_prefix
dragages,dragagestravauxpublics,DRAGAGES,DRAGAGES et de TRAVAUX PUBLICS,key_prefix
drogueriesafricaines,drogueriesafricainesmanufacturesmatieres,"Drogueries africaines, puis Drogueries africaines et manufactures de matières colorantes Belga réunies",Compagnie des drogueries africaines et Manufactures de Matières,key_prefix
drogueriesafricaines,drogueriesafricainesmanufacturesmatierescolorantes,"Drogueries africaines, puis Drogueries africaines et manufactures de matières colorantes Belga réunies",Cie des drogueries africaines et manufactures de matières colorantes,key_prefix
drogueriesafricainesmanufacturesmatieres,drogueriesafricainesmanufacturesmatierescolorantes,Compagnie des drogueries africaines et Manufactures de Matières,Cie des drogueries africaines et manufactures de matières colorantes,key_prefix
eaux,eauxbeyrouth,Compagnie générale des eaux,Compagnie des Eaux de Beyrouth,key_prefix
eaux,eauxhanoi,Compagnie générale des eaux,Compagnie des Eaux de Hanoï,key_prefix
eaux,eauxsahel,Compagnie générale des eaux,Compagnie des Eaux du Sahel,key_prefix
eauxgazeusesindochine,eauxgazeusesindochinesegd,Eaux gazeuses d'Indochine,Société des eaux gazeuses d'Indochine (SEGD,key_prefix
eclairage,eclairageforcemaroc,Cie d'ÉCLAIRAGE,Cie d'Éclairage et de force au Maroc,key_prefix
eclairage,eclairagemeknes,Cie d'ÉCLAIRAGE,Sté d'éclairage de Meknès,key_prefix
ecoleprofessionnelle,ecoleprofessionnelleecoleartsappliquesecolepratiqueindustriehanoivuesgeneralesenseignementprofessionnelindochine,"École professionnelle, puis École pratique d'industrie","École professionnelle, École des Arts appliqués, École pratique d'industrie, Hanoï. Vues générales sur l'enseignement professionnel en Indochine",key_prefix
ecoleprofessionnelle,ecoleprofessionnelleecolepratiqueindustrie,"École professionnelle, puis École pratique d'industrie","École professionnelle, École pratique d'industrie",key_prefix
ecoleprofessionnelle,ecoleprofessionnelleecoleprofessionnelleecolepratiqueindustrie,"École professionnelle, puis École pratique d'industrie","École professionnelle, École professionnelle, École pratique d'industrie",key_prefix
ecoleprofessionnelle,ecoleprofessionnellehanoi,"École professionnelle, puis École pratique d'industrie",ÉCOLE PROFESSIONNELLE DE HANOÏ,key_prefix
ecoleprofessionnelle,ecoleprofessionnellesaigon,"École professionnelle, puis École pratique d'industrie",ÉCOLE PROFESSIONNELLE DE SAIGON,key_prefix
eieditionsdocumentairesindustrielles,eieditionsdocumentairesindustriellessoccap,"S. É. D. I., Société d'éditions documentaires industrielles","S. É. D. I., Société d'Éditions Documentaires Industrielles, Soc. an. au cap. de",key_prefix
electricite,electriciteafriquenord,Électricité,Compagnie d'Électricité de l'Afrique du Nord,key_prefix
electricite,electricitealep,Électricité,Électricité d'Alep,key_prefix
electricite,electricitealepliban,Électricité,Électricité d’Alep (Liban),key_prefix
electricite,electricitebamakosegou,Électricité,"Société Générale d'électricité, Bamako, Ségou",key_prefix
electricite,electricitebeyrouth,Électricité,Société d'Électricité de Beyrouth,key_prefix
electricite,electricitebiskra,Électricité,Société d'Électricité de Biskra,key_prefix
electricite,electriciteeauxmadagascar,Électricité,Électricité et eaux de Madagascar,key_prefix
electricite,electricitefortfrance,Électricité,Cie d'Électricité de Fort-de-France,key_prefix
electricite,electriciteindochine,Électricité,Société des électricité de l'Indochine,key_prefix
electricite,electricitelangson,Électricité,Électricité de Langson,key_prefix
electricite,electricitemarrakech,Électricité,Société d'Électricité de Marrakech,key_prefix
electricite,electricitemazagan,Électricité,Société d'Électricité de Mazagan,key_prefix
electricite,electricitemekong,Électricité,Société d'Électricité du Mékong,key_prefix
electricite,electricitemors,Électricité,Électricité Mors,key_prefix
electricite,electriciterachgia,Électricité,Société d'Électricité de Rachgia,key_prefix
electricite,electricitereimsabs1939parciesreuniesgazelectricite,Électricité,Électricité de Reims : abs. en 1939 par les Cies réunies de gaz et d’électricité,key_prefix
electricite,electricitesafi,Électricité,Société d'Électricité de Safi,key_prefix
electricite,electricitesaigon,Électricité,Société d'Électricité de Saïgon,key_prefix
electricite,electricitesaintgermainlaye,Électricité,de la Société d'électricité de Saint-Germain-en-Laye,key_prefix
electricite,electricitesenegal,Électricité,Compagnie d'Électricité du Sénégal,key_prefix
electricite,electricitesofia,Électricité,Compagnie d'électricité de Sofia,key_prefix
electricite,electricitesoukarhas,Électricité,Société d'Électricité de Souk-Arhas,key_prefix
electricite,electricitesudest,Électricité,Compagnie d'électricité du Sud-Est,key_prefix
electricitealep,electricitealepliban,Électricité d'Alep,Électricité d’Alep (Liban),key_prefix
electriqueindustrielle,electriqueindustriellealgerienne,Société Générale Électrique et Industrielle,Société Électrique et Industrielle Algérienne,key_prefix
electriqueindustrielle,electriqueindustriellebaoldiourbel,Société Générale Électrique et Industrielle,"Société Électrique et Industrielle du Baol, Diourbel",key_prefix
elevagemeknes,elevagemeknesagouraiparmeknes,Société d'Élevage de Meknès,"Société d'élevage de Meknès, AGOURAI, par Meknès",key_prefix
elevageniger,elevagenigerdire,Compagnie d'élevage du Niger,"Compagnie d'Élevage du Niger, Diré",key_prefix
energieelectrique,energieelectriquecamerounbp,ÉNERGIE ELECTRIQUE,"Énergie électrique du Cameroun, B. P",key_prefix
energieelectrique,energieelectriquecoteivoire,ÉNERGIE ELECTRIQUE,Énergie électrique de la Côte-d'Ivoire,key_prefix
energieelectrique,energieelectriquelangson,ÉNERGIE ELECTRIQUE,Énergie électrique de Langson,key_prefix
energieelectrique,energieelectriquemaroc,ÉNERGIE ELECTRIQUE,Énergie électrique du Maroc,key_prefix
energieelectrique,energieelectriqueportgentil,ÉNERGIE ELECTRIQUE,Énergie électrique de Port-Gentil,key_prefix
energieelectrique,energieelectriquesyrie,ÉNERGIE ELECTRIQUE,Énergie électrique de Syrie,key_prefix
energieelectrique,energieelectriquevillebizerte,ÉNERGIE ELECTRIQUE,Société d'Énergie électrique de la ville de Bizerte,key_prefix
entreprises,entreprisesafricaines,ENTREPRISES,"Société d'entreprises africaines, puis Société d'entreprises africaines et Matériel colonial réunis",key_prefix
entreprises,entreprisesalbertcochery,ENTREPRISES,Entreprises Albert Cochery,key_prefix
entreprises,entreprisesarboricolesagricolesmaroc,ENTREPRISES,Société d'Entreprises arboricoles et agricoles au Maroc,key_prefix
entreprises,entreprisesasiatiques,ENTREPRISES,Société d'Entreprises asiatiques,key_prefix
entreprises,entreprisesautomobilescgea,ENTREPRISES,Compagnie générale d’entreprises automobiles (CGEA),key_prefix
entreprises,entreprisesbenin,ENTREPRISES,Entreprises du Bénin,key_prefix
entreprises,entreprisesboussiron,ENTREPRISES,Entreprises Boussiron,key_prefix
entreprises,entrepriseschimiquesroutierescameroun,ENTREPRISES,Société d'entreprises chimiques et routières au Cameroun,key_prefix
entreprises,entreprisescoloniales,ENTREPRISES,Société Française d'Entreprises coloniales,key_prefix
entreprises,entreprisesculturesafrique,ENTREPRISES,Cie générale d'entreprises et de cultures en Afrique,key_prefix
entreprises,entreprisesdesplats,ENTREPRISES,Entreprises Desplats,key_prefix
entreprises,entreprisesdesplatslefevre,ENTREPRISES,Entreprises Desplats et Lefèvre,key_prefix
entreprises,entreprisesdragages,ENTREPRISES,Société française d'entreprises de dragages,key_prefix
entreprises,entreprisesdragagestravauxpublics,ENTREPRISES,Société française d'entreprises de dragages et de travaux publics,key_prefix
entreprises,entreprisesegypte,ENTREPRISES,Société Française d'Entreprises en Égypte,key_prefix
entreprises,entreprisesgenerales,ENTREPRISES,Compagnie française d’entreprises générales,key_prefix
entreprises,entreprisesgeneralesnadincimolai,ENTREPRISES,Entreprises générales Nadin et Cimolai,key_prefix
entreprises,entrepriseshenrilefrancois,ENTREPRISES,Entreprises Henri Lefrançois,key_prefix
entreprises,entreprisesindochine,ENTREPRISES,Société nouvelle d'Entreprises en Indochine,key_prefix
entreprises,entreprisesmaritimes,ENTREPRISES,Société Française d'Entreprises maritimes,key_prefix
entreprises,entreprisesmaritimesmadagascar,ENTREPRISES,Société d'Entreprises Maritimes de Madagascar,key_prefix
entreprises,entreprisesmaroc,ENTREPRISES,Sté générale d'entreprises au Maroc,key_prefix
entreprises,entreprisesmarococcidental,ENTREPRISES,Société d’Entreprises du Maroc Occidental,key_prefix
entreprises,entreprisesminieres,ENTREPRISES,Société d'entreprises minières,key_prefix
entreprises,entreprisesmonod,ENTREPRISES,Société anonyme des Entreprises A. Monod,key_prefix
entreprises,entreprisesnord,ENTREPRISES,Entreprises du Nord,key_prefix
entreprises,entreprisesquilmes,ENTREPRISES,Entreprises Quilmès,key_prefix
entreprises,entreprisessge,ENTREPRISES,Société générale d’entreprises (SGE),key_prefix
entreprises,entreprisessoudan,ENTREPRISES,Société d'Entreprises du Soudan,key_prefix
entreprises,entreprisessudmaroc,ENTREPRISES,Entreprises Sud-Maroc,key_prefix
entreprises,entreprisestransportsgaragesannam,ENTREPRISES,"Société d'Entreprises, de transports et de garages d'Annam",key_prefix
entreprises,entreprisestravaux,ENTREPRISES,Entreprises et travaux,key_prefix
entreprises,entreprisestravauxfrancecolonies,ENTREPRISES,Société d'entreprises de travaux en France et aux Colonies,key_prefix
entreprises,entreprisestravauxpublics,ENTREPRISES,Société d'entreprises de travaux publics,key_prefix
entreprises,entreprisesurbainescoloniales,ENTREPRISES,Société d'entreprises urbaines et coloniales,key_prefix
entreprisesaeronautiques,entreprisesaeronautiqueslignesaerienneslatecoere,Cie générale d'ENTREPRISES AÉRONAUTIQUES,"Cie générale d'ENTREPRISES AÉRONAUTIQUES, Lignes aériennes Latécoère",key_prefix
entreprisesdesplats,entreprisesdesplatslefevre,Entreprises Desplats,Entreprises Desplats et Lefèvre,key_prefix
entreprisesdragages,entreprisesdragagestravauxpublics,Société française d'entreprises de dragages,Société française d'entreprises de dragages et de travaux publics,key_prefix
entreprisesgenerales,entreprisesgeneralesnadincimolai,Compagnie française d’entreprises générales,Entreprises générales Nadin et Cimolai,key_prefix
entreprisesindustrielles,entreprisesindustriellescharentaisesaytre1951,Société d'entreprises industrielles,Entreprises industrielles charentaises (Aytré) 1951 > Anc. Ets Minerva à Neuilly,key_prefix
entreprisesindustrielles,entreprisesindustriellesminieres,Société d'entreprises industrielles,Entreprises industrielles et minieres,key_prefix
entreprisesmaritimes,entreprisesmaritimesmadagascar,Société Française d'Entreprises maritimes,Société d'Entreprises Maritimes de Madagascar,key_prefix
entreprisesmaroc,entreprisesmarococcidental,Sté générale d'entreprises au Maroc,Société d’Entreprises du Maroc Occidental,key_prefix
entreprisesmetropolitainescoloniales,entreprisesmetropolitainescolonialesemcdev,"Entreprises Métropolitaines et Coloniales, Anc. Établ. Léon Dubois",Entreprises métropolitaines et coloniales EMC dev,key_prefix
entreprisestravaux,entreprisestravauxfrancecolonies,Entreprises et travaux,Société d'entreprises de travaux en France et aux Colonies,key_prefix
entreprisestravaux,entreprisestravauxpublics,Entreprises et travaux,Société d'entreprises de travaux publics,key_prefix
entreprisetravauxpublicsouest,entreprisetravauxpublicsouestetpo,Entreprise de travaux publics de l’Ouest,Entreprise de travaux publics de l’Ouest (ETPO),key_prefix
equatoriale,equatorialemines,L'Équatoriale,Compagnie Équatoriale de mines,key_prefix
equatoriale,equatorialeminestunisie,L'Équatoriale,Équatoriale de mines-Tunisie,key_prefix
equatoriale,equatorialetravauxpublicsbp,L'Équatoriale,"Société équatoriale de travaux publics, B. P",key_prefix
equatorialemines,equatorialeminestunisie,Compagnie Équatoriale de mines,Équatoriale de mines-Tunisie,key_prefix
estasiatique,estasiatiquedanois,Est-Asiatique français,Est-Asiatique danois,key_prefix
estrellasminingfinancecorp,estrellasminingfinancecorpltdmontreal,Estrellas Mining and finance Corp,"Estrellas mining and finance corp ltd, Montréal",key_prefix
etablissementsantoinechirisproduitsaromatiques,etablissementsantoinechirisproduitsaromatiqueschimiques,"Établissements Antoine Chiris, Compagnie des Produits aromatiques",Établissements Antoine Chiris (Cie des produits aromatiques chimiques et,key_prefix
etablissementsballande,etablissementsballandecaledonieparjeanpaulavisseau,Établissements Ballande,"Les Établissements Ballande et la Nouvelle-Calédonie, par Jean-Paul Avisseau",key_prefix
etablissementsdumarest,etablissementsdumarestindochine,Établissements DUMAREST,Établissements Dumarest d'Indochine,key_prefix
etablissementsgeorgesleroy,etablissementsgeorgesleroyafriquenoire,Établissements Georges Leroy,Établissements Georges Leroy en Afrique noire,key_prefix
etablissementsindustrielssaigon,etablissementsindustrielssaigonmorel,SOCIÉTÉ NOUVELLE DES ÉTABLISSEMENTS INDUSTRIELS DE SAIGON,"Établissements industriels de Saïgon, Morel et Compagnie, puis Société industrielle de Khanh-Hôi…",key_prefix
etablissementskrookpfister,etablissementskrookpfisterimport,Etablissements Krook-Pfister S. A,Cie ]. Établissements Krook-Pfister. Import,key_prefix
etablissementsmaurel,etablissementsmaurelhprom,et les Établissements Maurel,Etablissements MAUREL et H. PROM,key_prefix
etablissementsmaurel,etablissementsmaurelprom,et les Établissements Maurel,Établissements Maurel et Prom,key_prefix
etablissementsrobertgonfreville,etablissementsrobertgonfrevilleparalaindubresson,Établissements Robert Gonfreville,Établissements Robert Gonfreville par Alain Dubresson,key_prefix
etains,etainsbayastudjuh,Société Étains,Société des Étains de Bayas-Tudjuh,key_prefix
etains,etainscammon,Société Étains,Société des Étains du Cammon,key_prefix
etains,etainshinboun,Société Étains,Société des Étains du Hin-Boun,key_prefix
etains,etainskinta,Société Étains,Société des Étains de Kinta,key_prefix
etains,etainspiaouac,Société Étains,Société des Étains de Pia-Ouac,key_prefix
etainssilleda,etainssilledaespagne,Étains de Silleda,Étains de Silleda (Espagne),key_prefix
etsmaurel,etsmaurelprom,Éts Maurel,Éts Maurel & Prom,key_prefix
etude,etudes,Société d'étude,"Société d'études, puis Société minière du Haut-Guir",key_prefix
etude,etudescheminferdansbassinmekong,Société d'étude,Société d'Études de chemin de fer dans le bassin du Mékong,key_prefix
etude,etudesculturericinmaroc,Société d'étude,Société d'études pour la culture du ricin au Maroc,key_prefix
etude,etudesextremeorient,Société d'étude,Société d’Études pour l’Extrême-Orient,key_prefix
etude,etudesgestionafriquenoire,Société d'étude,Société d'Études et de gestion de l'Afrique noire,key_prefix
etude,etudesgrandatlas,Société d'étude,Société d'Études du Grand-Atlas,key_prefix
etude,etudesminesattopeu,Société d'étude,Société d'Études des mines d'Attopeu,key_prefix
etude,etudesminesquangnam,Société d'étude,Société d'Études des mines de Quang-Nam,key_prefix
etude,etudesnord,Société d'étude,Société d'Études du Nord,key_prefix
etude,etudesouenza,Société d'étude,Société d'Études de l'Ouenza,key_prefix
etudes,etudescheminferdansbassinmekong,"Société d'études, puis Société minière du Haut-Guir",Société d'Études de chemin de fer dans le bassin du Mékong,key_prefix
etudes,etudesculturericinmaroc,"Société d'études, puis Société minière du Haut-Guir",Société d'études pour la culture du ricin au Maroc,key_prefix
etudes,etudesextremeorient,"Société d'études, puis Société minière du Haut-Guir",Société d’Études pour l’Extrême-Orient,key_prefix
etudes,etudesgestionafriquenoire,"Société d'études, puis Société minière du Haut-Guir",Société d'Études et de gestion de l'Afrique noire,key_prefix
etudes,etudesgrandatlas,"Société d'études, puis Société minière du Haut-Guir",Société d'Études du Grand-Atlas,key_prefix
etudes,etudesminesattopeu,"Société d'études, puis Société minière du Haut-Guir",Société d'Études des mines d'Attopeu,key_prefix
etudes,etudesminesquangnam,"Société d'études, puis Société minière du Haut-Guir",Société d'Études des mines de Quang-Nam,key_prefix
etudes,etudesnord,"Société d'études, puis Société minière du Haut-Guir",Société d'Études du Nord,key_prefix
etudes,etudesouenza,"Société d'études, puis Société minière du Haut-Guir",Société d'Études de l'Ouenza,key_prefix
etudesengraisazotesindochinechuteda,etudesengraisazotesindochinechutedanhim,Société d'études des engrais azotés en Indochine et de la chute du Da,Société d'Études des engrais azotés en Indochine et de la chute du Da-Nhim,key_prefix
etudesentreprises,etudesentreprisescoloniales,Société française d’études et d’entreprises,Compagnie française d'Études et entreprises coloniales,key_prefix
etudesentreprises,etudesentreprisesmaroc,Société française d’études et d’entreprises,Société d'études et d'entreprises au Maroc,key_prefix
etudesentreprises,etudesentreprisesomniummarocain,Société française d’études et d’entreprises,Société d'études et d'entreprises Omnium marocain,key_prefix
etudesentreprises,etudesentreprisestroize,Société française d’études et d’entreprises,Études et entreprises (Troizé),key_prefix
etudesmarocaines,etudesmarocainescommerceiindustriemines,Société d'études marocaines,"Sté d'études marocaines pour le commerce, I'industrie et les mines",key_prefix
etudestravaux,etudestravauxartmaroc,Études et travaux (anc. Entrep,Société d’Études et de Travaux d'art du Maroc,key_prefix
exploitationetablissementsbrossard,exploitationetablissementsbrossardmopin,Société d'exploitation des établissements Brossard,Société d'exploitation des Établissements Brossard-Mopin,key_prefix
exploitationforestiere,exploitationforestiereagricole,Société d'exploitation forestière,Société Exploitation forestière et agricole,key_prefix
exploitationforestiere,exploitationforestiereminierepetitekabylie,Société d'exploitation forestière,EXPLOITATION FORESTIÈRE et MINIÈRE de la PETITE KABYLIE,key_prefix
exploitationforestiere,exploitationforestieremoyenatlas,Société d'exploitation forestière,Sté.anon. d'exploitation forestière du Moyen-Atlas,key_prefix
exploitationforestiere,exploitationforestiereouest,Société d'exploitation forestière,Exploitation forestière de l'Ouest,key_prefix
exploitationproduitscoloniaux,exploitationproduitscoloniauxabidjancote,Société d'Exploitation de produits coloniaux,"Société d'exploitation de produits coloniaux, ABIDJAN (Côte",key_prefix
exploitationscommercialesafricaines,exploitationscommercialesafricaines2,Compagnie d'Exploitations commerciales africaines,Cie d'exploitations commerciales africaines. 2,key_prefix
exploitationselectriques,exploitationselectriquesindustriellestramwaysoranautreslieuxelectricite,"Exploitations électriques, puis Exploitations électriques et industrielles","Exploitations électriques et industrielles > tramways d’Oran et autres lieux, Électricité",key_prefix
exploitationsforestieres,exploitationsforestieresafricaines,Société d'exploitations forestières,Compagnie Exploitations forestières africaines,key_prefix
exploitationsforestieres,exploitationsforestieresafricainesgabon,Société d'exploitations forestières,Compagnie d’exploitations forestières africaines (Gabon),key_prefix
exploitationsforestieres,exploitationsforestieresagricolescoteivoire,Société d'exploitations forestières,Exploitations forestières et agricoles de la Côte d’Ivoire,key_prefix
exploitationsforestieres,exploitationsforestieresepoizat,Société d'exploitations forestières,Société des exploitations forestières E. Poizat,key_prefix
exploitationsforestieres,exploitationsforestieresminierespetitekabylie,Société d'exploitations forestières,Société d'Exploitations forestières et minières de la Petite-Kabylie,key_prefix
exploitationsforestieresafricaines,exploitationsforestieresafricainesgabon,Compagnie Exploitations forestières africaines,Compagnie d’exploitations forestières africaines (Gabon),key_prefix
exploitationsforestieresindustrielles,exploitationsforestieresindustriellescameroun,Société d'exploitations forestières et industrielles,Société d'exploitations forestières et industrielles du Cameroun,key_prefix
exploitationsminieres,exploitationsminieresafriqueoccidentale,Société d'Exploitations minières,Exploitations minières en Afrique Occidentale,key_prefix
exploitationsminieres,exploitationsminieresinini,Société d'Exploitations minières,Société d'Exploitations minières de l'Inini,key_prefix
exploitationsminieres,exploitationsminieresoubangui,Société d'Exploitations minières,Exploitations minières de l'Oubangui,key_prefix
exploitationsminieres,exploitationsminieresserbie,Société d'Exploitations minières,Société d’Exploitations minières en Serbie,key_prefix
exploitationsminieres,exploitationsminieressidibouaouane,Société d'Exploitations minières,Société d'exploitations minières de Sidi-Bou-Aouane,key_prefix
exploitationsminieres,exploitationsminierestunisie,Société d'Exploitations minières,Exploitations minières en Tunisie,key_prefix
exploitationtramways,exploitationtramwayscheminsfer,de la Compagnie d'exploitation des tramways,Compagnie d’Exploitation de tramways et chemins de fer,key_prefix
exploitationverreriemaroc,exploitationverreriemarocsouvent,Société d'exploitation de verrerie au Maroc,Exploitation de verrerie au Maroc (souvent,key_prefix
explosifs,explosifscheddites,Société générale d'explosifs,Société générale d’explosifs (cheddites),key_prefix
explosifs,explosifsminelite,Société générale d'explosifs,"Explosifs Minélite, puis La Kinsite",key_prefix
explosifs,explosifsproduitschimiquesepcbarbierusinessaintmartincrau,Société générale d'explosifs,Société d’explosifs et de produits chimiques (EPC-Barbier) : usines à Saint-Martin-de-Crau,key_prefix
export,exportimportltddavant,Société Export,Société anon. Export and Import Ltd. Davant,key_prefix
fabricationcompteurs,fabricationcompteursmaterielsusinesgazditecompteurs,Compagnie pour la fabrication des compteurs,Compagnie pour la fabrication des compteurs et matériels d’usines à gaz (dite Compteurs de,key_prefix
fedalienne,fedaliennem,Fédalienne,Fédalienne S. A. M,key_prefix
fermesmarocaines,fermesmarocainesnantescasablanca,Sté des fermes marocaines,"Société des Fermes marocaines, Nantes-Casablanca",key_prefix
fermieremarocaineexploitationsagricoles,fermieremarocaineexploitationsagricolesboitepost,Compagnie Fermière Marocaine d’Exploitations agricoles,Cie fermière marocaine d'exploitations agricoles Boîte post,key_prefix
fermieresourcesmineralesoulmes,fermieresourcesmineralesoulmesetat,Société fermière des sources minérales d'Oulmès,Société Fermière des Sources minérales Oulmès-État,key_prefix
fevre,fevrepierresmarbresfrancecarriereschauvignymignetervoux,Fèvre et Compagnie,"Fèvre & Compagnie (Pierres et marbres de France)(carrières à Chauvigny, Migné, Tervoux",key_prefix
fiduciaire,fiduciairecontrole,SOCIÉTÉ FIDUCIAIRE FRANÇAISE,Société fiduciaire de contrôle,key_prefix
fiduciaire,fiduciairecontrolerevision,SOCIÉTÉ FIDUCIAIRE FRANÇAISE,Société FIDUCIAIRE DE CONTRÔLE ET DE RÉVISION,key_prefix
fiduciaire,fiduciairefrancemaroc,SOCIÉTÉ FIDUCIAIRE FRANÇAISE,Fiduciaire de France et du Maroc,key_prefix
fiduciaire,fiduciairefrancoalgerienne,SOCIÉTÉ FIDUCIAIRE FRANÇAISE,Société fiduciaire franco-algérienne,key_prefix
fiduciaire,fiduciairefrancosuisse,SOCIÉTÉ FIDUCIAIRE FRANÇAISE,Société fiduciaire franco-suisse,key_prefix
fiduciaire,fiduciairemaroc,SOCIÉTÉ FIDUCIAIRE FRANÇAISE,Société fiduciaire du Maroc,key_prefix
fiduciaire,fiduciairemarocainecomptablefiscale,SOCIÉTÉ FIDUCIAIRE FRANÇAISE,Fiduciaire marocaine comptable et fiscale,key_prefix
fiduciaire,fiduciairemarocainecontrole,SOCIÉTÉ FIDUCIAIRE FRANÇAISE,Fiduciaire Marocaine de Contrôle (Société),key_prefix
fiduciairecontrole,fiduciairecontrolerevision,Société fiduciaire de contrôle,Société FIDUCIAIRE DE CONTRÔLE ET DE RÉVISION,key_prefix
fiduciairemaroc,fiduciairemarocainecomptablefiscale,Société fiduciaire du Maroc,Fiduciaire marocaine comptable et fiscale,key_prefix
fiduciairemaroc,fiduciairemarocainecontrole,Société fiduciaire du Maroc,Fiduciaire Marocaine de Contrôle (Société),key_prefix
financiere,financierearmement,Société financière française,Société financière de l'Armement,key_prefix
financiere,financierecambodge1957,Société financière française,"Société Financière du Cambodge, S.A., 1957",key_prefix
financiere,financierecoloniale,Société financière française,"Société financière française et coloniale, puis Société financière pour la France et les pays d'Outre-mer SFFC-SOFFO",key_prefix
financiere,financierecolonies,Société financière française,La Financière des Colonies,key_prefix
financiere,financierecommerceindustriealbi,Société financière française,Société financière pour le commerce et l’industrie (Albi),key_prefix
financiere,financierecongo,Société financière française,Société financière du Congo français,key_prefix
financiere,financierecongocreditlyonnais,Société financière française,Société financière du Congo français. Crédit Lyonnais,key_prefix
financiere,financierecongofrs,Société financière française,Financière du Congo frs,key_prefix
financiere,financierecuivre,Société financière française,Société financière cuivre,key_prefix
financiere,financiereelectrique,Société financière française,Société Financière Électrique,key_prefix
financiere,financierefes,Société financière française,Société financière de Fès,key_prefix
financiere,financierefrance,Société financière française,Société financière pour la France,key_prefix
financiere,financierefrancepaysoutremer,Société financière française,Société financière pour la France et les Pays d'outre-mer,key_prefix
financiere,financierefrancomarocaine,Société financière française,Sté financière franco-marocaine,key_prefix
financiere,financiereindochine,Société financière française,Société Financière d'Indochine,key_prefix
financiere,financiereindochine13,Société financière française,Société financière d'Indochine. 13,key_prefix
financiere,financiereindochinenb,Société financière française,Société financière d'Indochine. N. B,key_prefix
financiere,financieremaroc,Société financière française,Société financière du Maroc,key_prefix
financiere,financieremarocaine,Société financière française,Société financière marocaine,key_prefix
financiere,financieremetropolecolonies,Société financière française,Compagnie générale financière pour la métropole et les colonies,key_prefix
financiere,financiereminiereextremeorient,Société financière française,Société Financière et Minière d'Extrême-Orient,key_prefix
financiere,financieremoghreb,Société financière française,Compagnie Financière du Moghreb,key_prefix
financiere,financiereorient,Société financière française,Societé Financière d'Orient,key_prefix
financiere,financiereoutremer,Société financière française,Compagnie financière pour l'outremer,key_prefix
financiere,financierepetrolesfinarep,Société financière française,Financière des pétroles (FINAREP),key_prefix
financiere,financierepiafrance,Société financière française,Société financière p. Ia France,key_prefix
financierecongo,financierecongocreditlyonnais,Société financière du Congo français,Société financière du Congo français. Crédit Lyonnais,key_prefix
financierecongo,financierecongofrs,Société financière du Congo français,Financière du Congo frs,key_prefix
financierefrance,financierefrancepaysoutremer,Société financière pour la France,Société financière pour la France et les Pays d'outre-mer,key_prefix
financiereindochine,financiereindochine13,Société Financière d'Indochine,Société financière d'Indochine. 13,key_prefix
financiereindochine,financiereindochinenb,Société Financière d'Indochine,Société financière d'Indochine. N. B,key_prefix
financiereindustrielle,financiereindustriellecheminsfer,"Compagnie financière et industrielle, puis Compagnie financière (ancienne Banque Le Roy-Dupré",Société financière et industrielle des chemins de fer,key_prefix
