person_id,name_clean,chambers,both_chambers,constituencies,n_constituencies,also_minister,first_year,last_year,tenure_years,n_snapshots,snapshots,key_ambiguous,in_network,n_companies,n_proxy_firms,territories,n_territories,evidence
michel,Michel,Chamber of Deputies; Senate,1,,0,0,,,,0,,1,1,10,0,Afrique occidentale française; Algérie; Empire (transversal); Indochine; Madagascar; Maroc; Syrie-Liban,7,mention
michel-c,Charles Michel,Chamber of Deputies; Senate,1,,0,1,1893,1920,27,0,,0,1,27,0,Afrique occidentale française; Algérie; Empire (transversal); Indochine; Maroc; Tunisie,6,mention
michel-h,Henri Michel,Chamber of Deputies; Senate,1,Basse-Alpes; Basses-Alpes,2,0,,,,0,,0,1,2,0,Indochine; Madagascar,2,mention
michel-l-ludovic,Louis Michel,Senate,0,Meurthe-et-Moselle,1,0,1920,1936,16,4,1924; 1930; 1932; 1936,0,1,2,0,Empire (transversal); Maroc,2,mention; roster
michelot-l,Lucien Michelot,Chamber of Deputies,0,Cochinchine,1,0,,,,0,,0,1,3,0,Afrique équatoriale française; Algérie; Chine,3,mention
michels-c,Charles Michels,Chamber of Deputies,0,Paris,1,0,,,,0,,0,0,0,0,,0,mention
milan-f,François Milan,Senate,0,Savoie,1,0,,,,2,1932; 1936,0,1,5,0,Algérie; Empire (transversal); Syrie-Liban,3,roster
mill-l,Louis Mill,Chamber of Deputies,0,Pas-de-Calais,1,0,1865,1906,41,0,,0,1,5,0,Algérie; Empire ottoman/Turquie; Maroc,3,mention
millerand,Millerand,Chamber of Deputies,0,Seine,1,1,,,,0,,1,0,0,0,,0,mention
milliard-v,Victor Milliard,Chamber of Deputies; Senate,1,Eure,1,1,1887,1921,34,0,,0,0,0,0,,0,mention
millies-lacroix-e,Eugène Milliès-Lacroix,Senate,0,Landes,1,0,,,,1,1936,0,0,0,0,,0,roster
mimerel,Mimerel,Senate,0,,0,0,,,,0,,1,1,1,0,Afrique équatoriale française,1,mention
minvielle-p,Prosper Minvielle,Chamber of Deputies,0,Basses-Pyrénées,1,0,1928,1932,4,1,1932,0,0,0,0,,0,roster
mir-e,Eugène Mir,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
mireaux-e,Eugène Mireaux,Senate,0,Hautes-Pyrénées,1,0,,,,1,1936,0,0,0,0,,0,roster
mirman,Mirman,Chamber of Deputies,0,Marne,1,0,,,,0,,1,0,0,0,,0,mention
mirman-l,Léon Mirman,Chamber of Deputies,0,,0,0,1893,1905,12,0,,0,0,0,0,,0,mention
mistler,Mistler,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
mistral-p,Paul Mistral,Chamber of Deputies,0,Isère,1,0,1910,1932,22,1,1930,0,0,0,0,,0,roster
molinie-j,Jean Molinié,Chamber of Deputies,0,Aveyron,1,0,1919,1936,17,3,1930; 1932; 1936,0,1,1,0,Nouvelle-Calédonie (Mélanésie),1,roster
mollard-m,Maurice Mollard,Senate,0,Savoie,1,0,,,,4,1924; 1930; 1932; 1936,0,1,1,0,Tunisie,1,roster
moncelle-e,Édouard Moncelle,Chamber of Deputies,0,Moselle,1,0,1924,1942,18,1,1936,0,1,1,0,Afrique équatoriale française,1,roster
monet,Monet,Chamber of Deputies,0,Indochine,1,0,,,,0,,1,1,1,0,Indochine,1,mention
monfeuillart-e,Ernest Monfeuillart,Chamber of Deputies,0,,0,0,1898,1906,8,2,1930; 1932,0,1,1,0,Empire (transversal),1,roster
monicault-de-villardeau-p,Pierre Monicault de Villardeau,Chamber of Deputies,0,Ain,1,0,1919,1932,13,2,1930; 1932,0,0,0,0,,0,roster
monjauvis,Monjauvis,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
monory,Monory,Senate,0,Loudun,1,1,,,,0,,1,0,0,0,,0,mention
monory-r,René Monory,Senate,0,Loudun,1,1,,,,0,,0,0,0,0,,0,mention
mons,MONS,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
monsservin-j,Joseph Monsservin,Senate,0,Aveyron,1,0,,,,2,1932; 1936,0,0,0,0,,0,roster
montaigu-h,Hubert Montaigu,Chamber of Deputies; Senate,1,Loire-Inférieure,1,0,1910,1942,32,4,1924; 1930; 1932; 1936,0,1,2,0,Afrique équatoriale française; Maroc,2,roster
monti-de-reze,MONTI de RÉZÉ,Chamber of Deputies,0,Mayenne,1,0,1906,1924,18,0,,0,0,0,0,,0,mention
monti-de-reze-h,Henri Monti de Rézé,Chamber of Deputies; Senate,1,Mayenne,1,0,1906,1941,35,3,1930; 1932; 1936,0,1,1,0,Maroc,1,mention; roster
montigny-j,Jean Montigny,Chamber of Deputies,0,,0,0,,,,0,,0,1,1,0,Maroc,1,mention
monzie-a,Anatole Monzie,Chamber of Deputies,0,Lot,1,0,1909,1942,33,3,1930; 1932; 1936,0,0,0,0,,0,roster
morel-j,Jean Morel,Senate,0,,0,1,,,,0,,0,1,3,0,Afrique occidentale française; Algérie; Empire (transversal),3,mention
morel-v,Victor Morel,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
morin-p,Paul Morin,Chamber of Deputies,0,Seine,1,0,1871,1875,4,0,,0,1,1,0,Empire (transversal),1,mention
morinaud,Morinaud,Chamber of Deputies,0,Constantine,1,0,,,,0,,1,0,0,0,,0,mention
morinaud-e,Émile Morinaud,Chamber of Deputies,0,Constantine,1,0,1898,1942,44,3,1930; 1932; 1936,0,0,0,0,,0,mention; roster
morisson-p,Pierre Morisson,Senate,0,,0,0,,,,0,,0,1,5,0,Indochine; Madagascar; Maroc,3,mention
mortier-p,Pierre Mortier,Chamber of Deputies,0,Seine-et-Marne,1,0,1932,1936,4,1,1936,0,1,1,0,Brésil,1,roster
mottu-a,André Mottu,Chamber of Deputies,0,Seine-et-Oise,1,0,1928,1932,4,2,1930; 1932,0,0,0,0,,0,roster
mougeot,Mougeot,Chamber of Deputies; Senate,1,,0,1,,,,0,,1,1,7,0,Afrique occidentale française; Afrique équatoriale française; Algérie; Indochine; Tunisie,5,mention
mounie-a,Auguste Mounie,Senate,0,Seine,1,0,,,,1,1936,0,0,0,0,,0,roster
mourer-j,Jean-Pierre Mourer,Chamber of Deputies,0,Bas-Rhin,1,0,1928,1942,14,3,1930; 1932; 1936,0,0,0,0,,0,roster
moustier,Moustier,Chamber of Deputies,0,Doubs,1,0,1889,1921,32,2,1930; 1932,1,0,0,0,,0,roster
moustier-l,Léonel Moustier,Chamber of Deputies,0,Doubs,1,0,1928,1940,12,3,1930; 1932; 1936,0,0,0,0,,0,roster
moustier-r,Roland MOUSTIER,Chamber of Deputies,0,Doubs,1,0,,,,1,1954,0,1,1,0,Algérie,1,mention; roster
moutet-m,Marius Moutet,Chamber of Deputies,0,,0,1,,,,0,,0,0,0,0,,0,mention
muller-e,Édouard Muller,Chamber of Deputies,0,Loches,1,0,1890,1893,3,0,,0,1,1,0,Empire (transversal),1,mention
muteau-h,Henri Muteau,Chamber of Deputies,0,Côte-d'Or,1,0,,,,0,,0,0,0,0,,0,mention
mutter-a,André Mutter,Chamber of Deputies,0,Aube,1,0,,,,1,1954,0,0,0,0,,0,roster
muzet-a,Alexis Muzet,Chamber of Deputies,0,Seine,1,0,1898,1902,4,0,,0,1,2,0,Empire (transversal); Empire ottoman/Turquie,2,mention
n-nisse-robert,N NISSE Robert,Chamber of Deputies,0,Nord,1,0,,,,0,,0,0,0,0,,0,mention
naggear-s,Sélim Naggear,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
naudin,Naudin,Chamber of Deputies,0,Nièvre,1,0,,,,0,,1,0,0,0,,0,mention
navale-e,École Navale,Chamber of Deputies,0,Tarn,1,0,1899,1914,15,0,,0,0,0,0,,0,mention
navarin-f,Feuvry Navarin,Chamber of Deputies,0,Rhône,1,0,,,,0,,0,0,0,0,,0,mention
nds-georges-graux,NDS. GEORGES GRAUX,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
neron-e,Édouard Néron,Chamber of Deputies; Senate,1,Haute-Loire; Haute-Loiret; Haute-Saône; Loire,4,0,,,,4,1924; 1930; 1932; 1936,0,0,0,0,,0,mention; roster
nicolle-l,Louis Nicolle,Chamber of Deputies,0,Nord,1,0,1924,1936,12,3,1930; 1932; 1936,0,1,3,0,Empire (transversal); Madagascar,2,mention; roster
nisse-r,Robert Nisse,Chamber of Deputies,0,Nord,1,0,,,,1,1954,0,0,0,0,,0,roster
noblemaire,Noblemaire,Chamber of Deputies,0,,0,0,,,,0,,1,1,1,0,Algérie,1,mention
noel-l-leon,Léon NOËL,Chamber of Deputies,0,Yonne,1,0,1935,1935,0,1,1954,0,1,3,0,Afrique occidentale française; Empire (transversal); Maroc,3,roster
nogaro,Nogaro,Chamber of Deputies,0,Gers,1,1,,,,0,,1,1,1,0,Algérie,1,mention
nogueres-l,Louis Noguères,Chamber of Deputies,0,S.F.I.O,1,0,,,,0,,0,0,0,0,,0,mention
nomine-h,Henri Nominé,Chamber of Deputies,0,Moselle,1,0,1928,1936,8,3,1930; 1932; 1936,0,0,0,0,,0,roster
nouelle,Nouelle,Chamber of Deputies,0,,0,0,1857,1930,73,1,1924,1,0,0,0,,0,mention; roster
nouelle-g,Georges Nouelle,Chamber of Deputies,0,Saône-et-Loire,1,0,,,,0,,0,1,1,0,Congo-Brazzaville ou Moyen-Congo,1,mention
nouette-g,Georges Nouette,Chamber of Deputies,0,Saône-et-Loire,1,0,,,,0,,0,0,0,0,,0,mention
noulens-j,Noulens,Chamber of Deputies,0,,0,0,,,,0,,1,1,3,0,Empire (transversal); Maroc,2,mention
oberkirch-a,Alfred Oberkirch,Chamber of Deputies,0,Bas-Rhin,1,0,1919,1946,27,2,1932; 1936,0,0,0,0,,0,roster
odin-j,Jean Odin,Senate,0,Gironde,1,0,,,,0,,0,0,0,0,,0,mention
officier-de-leopold-g,Grand Officier de Léopold,Chamber of Deputies,0,Côtes-du-Nord,1,1,,,,0,,0,0,0,0,,0,mention
oissel-c,Commentry- Oissel,Senate,0,Basses-Alpes,1,0,,,,0,,0,0,0,0,,0,mention
ollier-c,Claude Ollier,Chamber of Deputies,0,Isère,1,0,1924,1936,12,1,1936,0,0,0,0,,0,roster
ordinaire,Ordinaire,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
ordinaire-m,Maurice Ordinaire,Chamber of Deputies; Senate,1,Doubs,1,0,,,,2,1930; 1932,0,0,0,0,,0,mention; roster
ordre-du-nil,Ordre du Nil,Chamber of Deputies,0,Seine,1,0,1947,1947,0,0,,0,0,0,0,,0,mention
oriol-b,Benoit Oriol,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
ossola-j,Jean Ossola,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
othenin-d-haussonville-p,Paul Gabriel Othenin d'Haussonville,Chamber of Deputies,0,Seine-et-Marne,1,0,1871,1876,5,0,,0,0,0,0,,0,mention
ould-babana-h,Horma Ould Babana,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
outrey,Outrey,Chamber of Deputies,0,Bloc; Cochinchine; Indo-Chine,3,1,,,,0,,1,1,3,0,Grèce; Indochine,2,mention
outrey-e,Ernest Outrey,Chamber of Deputies,0,Cochinchine,1,1,1914,1936,22,4,1924; 1930; 1932; 1936,0,1,19,0,Afrique occidentale française; Chine; Indochine,3,mention; roster
outrey-m,Max OUTREY,Chamber of Deputies,0,Cochinchine,1,0,1914,1936,22,0,,0,1,1,0,Indochine,1,mention
paes-de-carvalho-j,José Paes de Carvalho,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
paganon-j,Joseph Paganon,Chamber of Deputies,0,Isère,1,0,1924,1936,12,3,1930; 1932; 1936,0,1,1,0,Maroc,1,roster
painleve-p,Paul Painlevé,Chamber of Deputies,0,Seine,1,0,1910,1933,23,3,1924; 1930; 1932,0,0,0,0,,0,roster
palotte-j,J. PALOTTE,Senate,0,Creuse,1,0,,,,0,,0,1,2,0,Empire (transversal),1,mention
paquin-i,Isidore Paquin,Chamber of Deputies,0,,0,0,,,,0,,0,1,2,0,Afrique équatoriale française; Indochine,2,mention
pares,Parès,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
paris-l,L. C. P. Pâris,Chamber of Deputies,0,,0,0,,,,0,,0,1,3,0,Empire ottoman/Turquie; Maroc; Sénégal,3,mention
paris-p,Pierre-Paul Pâris,Chamber of Deputies,0,Cochinchine,1,0,1910,1914,4,0,,0,1,2,0,Indochine,1,mention
pasquet-l,Louis PASQUET,Senate,0,Bouches-du-Rhône,1,0,,,,2,1930; 1932,0,1,1,0,Afrique occidentale française,1,mention; roster
pasquier-a,Audiffret- Pasquier,Chamber of Deputies,0,,0,1,,,,0,,0,1,3,0,Afrique occidentale française; Tunisie,2,mention
passy-l,Louis Passy,Chamber of Deputies,0,Eure,1,1,1871,1913,42,0,,0,1,2,0,Algérie,1,mention
pate,Paté,Chamber of Deputies,0,Seine,1,0,,,,1,1924,1,0,0,0,,0,roster
pate-h,Henry Paté,Chamber of Deputies,0,Seine,1,0,1910,1936,26,3,1930; 1932; 1936,0,1,3,0,Afrique occidentale française; Empire (transversal),2,mention; roster
patenotre-desnoyers,Patenôtre-Desnoyers,Chamber of Deputies,0,Seine-et-Oise,1,0,1928,1936,8,2,1932; 1936,1,0,0,0,,0,roster
patenotre-r,Raymond Patenôtre,Chamber of Deputies,0,Seine-et-Oise,1,0,1928,1942,14,3,1930; 1932; 1936,0,1,1,0,Empire (transversal),1,roster
paui-guieysse,PauI Guieysse,Chamber of Deputies,0,,0,1,,,,0,,0,0,0,0,,0,mention
paul,Paul,Senate,0,,0,0,,,,0,,1,1,4,0,Indochine; Maroc,2,mention
paul-benazet,[Paul] Bénazet,Chamber of Deputies,0,Indre,1,0,,,,0,,0,0,0,0,,0,mention
paul-deves,[Paul] Devès,Senate,0,Cantal,1,0,,,,0,,0,1,1,0,Algérie,1,mention
paul-fleurot,[Paul] Fleurot,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
paul-gerente-p,Probablement Paul Gérente,Senate,0,,0,0,1894,1913,19,0,,0,0,0,0,,0,mention
paul-guieysse,[Paul] Guieysse,Chamber of Deputies,0,Morbihan,1,1,,,,0,,0,0,0,0,,0,mention
paul-paris,[Paul] Pâris,Chamber of Deputies,0,Cochinchine,1,0,1910,1914,4,0,,0,0,0,0,,0,mention
pavin-de-lafarge-h,Henri Pavin de Lafarge,Senate,0,Ardèche,1,0,1929,1942,13,3,1930; 1932; 1936,0,1,3,0,Algérie; Empire (transversal),2,roster
payen-e,Édouard Payen,Chamber of Deputies,0,Bloc; Loir-et-Cher,2,0,1920,1924,4,0,,0,0,0,0,,0,mention
payer-a,André Payer,Chamber of Deputies,0,Seine,1,0,1919,1932,13,2,1930; 1932,0,0,0,0,,0,roster
pechadre-a,Adhémar Péchadre,Chamber of Deputies,0,,0,0,1906,1919,13,0,,0,1,4,0,Indochine; Madagascar; Nouvelle-Calédonie (Mélanésie),3,mention
pechin,Péchin,Chamber of Deputies,0,Paris,1,0,,,,0,,1,0,0,0,,0,mention
pechin-c,Charles Pechin,Chamber of Deputies,0,Seine,1,0,1928,1936,8,3,1930; 1932; 1936,0,0,0,0,,0,roster
pedebidou,Pédebidou,Senate,0,Hautes-Pyrénées,1,0,,,,0,,1,0,0,0,,0,mention
peirotes-j,Jacques Peirotes,Chamber of Deputies,0,Bas-Rhin,1,0,1924,1932,8,2,1930; 1932,0,0,0,0,,0,roster
pelisse-p,Paul Pelisse,Senate,0,Hérault,1,0,,,,3,1930; 1932; 1936,0,0,0,0,,0,roster
pelle-m,Pellé,Chamber of Deputies,0,,0,1,,,,0,,1,1,5,0,Algérie; Empire (transversal); Tunisie,3,mention
penancier-e,Eugène Penancier,Senate,0,Seine-et-Marne,1,0,,,,2,1930; 1932,0,0,0,0,,0,roster
perchot,Perchot,Chamber of Deputies; Senate,1,Basses-Alpes,1,0,,,,1,1924,1,1,4,0,Afrique occidentale française; Afrique équatoriale française; Maroc,3,mention; roster
perchot-j,Justin Perchot,Chamber of Deputies; Senate,1,Basses-Alpes; Seine,2,0,,,,1,1930,0,1,8,0,Afrique occidentale française; Afrique équatoriale française; Algérie; Chine; Maroc,5,mention; roster
peret-r,Raoul Péret,Senate,0,Vienne,1,1,,,,2,1930; 1932,0,0,0,0,,0,mention; roster
perinard,Perinard,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
pernolet-a,Arthur Pernolet,Chamber of Deputies,0,Cher,1,0,,,,0,,0,0,0,0,,0,mention
perreau-pradier,Perreau-Pradier,Chamber of Deputies,0,Yonne,1,0,,,,1,1924,1,0,0,0,,0,mention; roster
perreau-pradier-p,Pierre Perreau- Pradier,Chamber of Deputies,0,Yonne,1,0,1912,1942,30,3,1930; 1932; 1936,0,0,0,0,,0,mention; roster
perrier-e,Edmond Perrier,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
perrier-l,Léon Perrier,Chamber of Deputies; Senate,1,Isère; VIsère,2,0,,,,1,1936,0,1,2,0,Algérie; Empire (transversal),2,mention; roster
perrin,Perrin,Chamber of Deputies,0,Nièvre,1,0,,,,0,,1,1,7,0,Afrique occidentale française; Algérie; Empire (transversal); Indochine; Maroc,5,mention
peten,Peten,Chamber of Deputies,0,Limbourg,1,0,,,,0,,1,0,0,0,,0,mention
petit-c,Claude Petit,Chamber of Deputies,0,,0,0,,,,0,,0,1,13,0,Afrique occidentale française; Algérie; Empire (transversal); Empire ottoman/Turquie; Indochine; Maroc,6,mention
petitbien,Petitbien,Chamber of Deputies,0,Toul,1,0,,,,0,,1,0,0,0,,0,mention
petitfils,Petitfils,Chamber of Deputies,0,Ardennes,1,0,,,,0,,1,0,0,0,,0,mention
petitfils-e,Edmond PETITFILS,Chamber of Deputies,0,Ardennes,1,0,,,,1,1930,0,0,0,0,,0,mention; roster
petitier-l,Louis PETITIER,Chamber of Deputies,0,Meurthe-et-Moselle,1,0,,,,1,1930,0,0,0,0,,0,mention; roster
petitjean,Petitjean,Chamber of Deputies,0,Seine,1,0,,,,1,1924,1,1,4,0,Afrique occidentale francaise; Afrique occidentale française; Algérie; Guinée Conakry,4,roster
peyronnet-a,Albert-Pierre Peyronnet,Senate,0,Allier,1,1,1912,1940,28,3,1930; 1932; 1936,0,1,10,0,Afrique occidentale française; Algérie; Empire (transversal); Madagascar; Maroc,5,mention; roster
peyroux-a,Amédée Peyroux,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
pezet-e,Ernest Pezet,Senate,0,,0,0,,,,1,1954,0,0,0,0,,0,roster
pfleger,Pfleger,Chamber of Deputies,0,Haut-Rhin,1,0,1919,1929,10,2,1930; 1932,1,0,0,0,,0,roster
philip-j,Jean Philip,Senate,0,Gers,1,0,,,,0,,0,0,0,0,,0,mention
picot,Picot,Chamber of Deputies,0,Gironde,1,1,1849,1938,89,2,1930; 1932,1,1,1,0,Tahiti (Polynésie),1,mention; roster
pierre-a,ANDRÉ Pierre,Chamber of Deputies,0,Meurthe-et-Moselle,1,0,,,,0,,0,1,2,0,Afrique équatoriale française; Empire (transversal),2,mention
pierre-perreau-pradier,[Pierre] Perreau-Pradier,Chamber of Deputies,0,Yonne,1,0,,,,0,,0,0,0,0,,0,mention
pietri,Piétri,Chamber of Deputies,0,,0,1,,,,0,,1,1,3,0,Afrique occidentale française; Maroc,2,mention
pietri-f,François Pietri,Chamber of Deputies,0,Corse,1,1,1924,1942,18,3,1930; 1932; 1936,0,1,4,0,Algérie; Indochine,2,mention; roster
pinay-a,Antoine Pinay,Chamber of Deputies,0,Loire,1,0,,,,1,1954,0,0,0,0,,0,roster
pineton-chambrun,PINETON Chambrun,Chamber of Deputies,0,Lozère,1,0,1898,1933,35,2,1930; 1932,0,0,0,0,,0,roster
piot,Piot,Senate,0,,0,0,,,,0,,1,1,10,0,Afrique occidentale française; Afrique équatoriale française; Indochine; Maroc,4,mention
piot-e,Edme Piot,Senate,0,Côte-d’Or,1,0,1897,1909,12,0,,0,0,0,0,,0,mention
piton,Piton,Chamber of Deputies,0,,0,0,,,,0,,1,1,1,0,Indochine,1,mention
piton-a,Aimé Piton,Chamber of Deputies,0,Vosges,1,1,,,,0,,0,0,0,0,,0,mention
planche,Planche,Chamber of Deputies,0,Hautes; Hautes-Alpes,2,0,,,,0,,1,1,1,0,Congo-Brazzaville ou Moyen-Congo,1,mention
planche-g-gustave,Gilbert Planche,Chamber of Deputies,0,Hautes-Alpes,1,0,,,,1,1924,0,1,2,0,Indochine,1,mention; roster
plancke,Plancke,Chamber of Deputies,0,Nord,1,0,,,,0,,1,0,0,0,,0,mention
plancke-g,Gabriel Plancke,Chamber of Deputies,0,Nord,1,0,1936,1942,6,0,,0,0,0,0,,0,mention
pleven-r,René Pleven,Chamber of Deputies,0,Côtes-du-Nord,1,0,,,,1,1954,0,0,0,0,,0,roster
plichon-j,Jean Plichon,Chamber of Deputies,0,Nord,1,0,1889,1936,47,4,1924; 1930; 1932; 1936,0,1,8,0,Algérie; Empire (transversal); Indochine; Maroc,4,roster
poillot-j,Jules Poillot,Chamber of Deputies,0,Côte-d'Or,1,0,1928,1936,8,3,1930; 1932; 1936,0,0,0,0,,0,roster
poitou-duplessy,Poitou-Duplessy,Chamber of Deputies,0,,0,0,,,,1,1924,1,0,0,0,,0,roster
poittevin-g,Gaston Poittevin,Chamber of Deputies,0,Marne,1,0,1919,1936,17,3,1930; 1932; 1936,0,0,0,0,,0,roster
pomaret-c,Charles Pomaret,Chamber of Deputies,0,Lozère,1,0,1928,1942,14,3,1930; 1932; 1936,0,1,1,0,Empire (transversal),1,roster
poncet-p,Paul Poncet,Chamber of Deputies,0,Seine,1,0,1914,1936,22,3,1930; 1932; 1936,0,0,0,0,,0,roster
port-d-etat-auguste-brunet,PORT D'ÉTAT Auguste Brunet,Chamber of Deputies,0,Réunion,1,0,,,,0,,0,0,0,0,,0,mention
port-gentil,Port-Gentil,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
possehl-e,E. Possehl,Senate,0,,0,0,,,,0,,0,0,0,0,,0,mention
poti-a,Auguste Poti,Senate,0,Nord,1,0,,,,1,1936,0,0,0,0,,0,roster
potie-a,Auguste Potié,Senate,0,Nord,1,0,,,,3,1924; 1930; 1932,0,0,0,0,,0,roster
pourquery-de-boisserin,Pourquery de Boisserin,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
poussineau,Poussineau,Chamber of Deputies,0,Ille-et-Vilaine,1,0,,,,2,1924; 1930,1,0,0,0,,0,roster
poussineau-g,POUSSINEAU G,Chamber of Deputies,0,Ille-et-Vilaine,1,0,,,,0,,0,0,0,0,,0,mention
prat,Prat,Chamber of Deputies,0,Seine-et-Oise,1,0,,,,0,,1,1,3,0,Algérie; Empire (transversal); Madagascar,3,mention
pretavoine,Prétavoine,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
pretavoine-g,Germain Prétavoine,Chamber of Deputies,0,,0,0,1871,1876,5,0,,0,0,0,0,,0,mention
prevet,Prevet,Chamber of Deputies; Senate,1,Seine-et-Marne,1,0,,,,0,,1,1,2,0,Empire (transversal); Tunisie,2,mention
prevet-c,Charles Prevet,Chamber of Deputies; Senate,1,,0,0,,,,0,,0,1,1,0,Nouvelle-Calédonie (Mélanésie),1,mention
prevet-j,Jules PREVET,Chamber of Deputies,0,Seine-et-Marne,1,0,,,,1,1930,0,1,6,0,Algérie; Malaisie; Nouvelle-Calédonie (Mélanésie),3,mention; roster
prosper-josse,[Prosper] Josse,Senate,0,,0,0,,,,0,,0,1,1,0,Afrique occidentale française,1,mention
proust-l,Louis Proust,Chamber of Deputies,0,Indre-et-Loir; Indre-et-Loire,2,1,1919,1936,17,3,1930; 1932; 1936,0,1,2,0,Madagascar; Tunisie,2,mention; roster
puech,Puech,Chamber of Deputies,0,Paris,1,1,,,,0,,1,1,5,0,Algérie; Nouvelle-Calédonie (Mélanésie),2,mention
puech-l,Louis Puech,Chamber of Deputies,0,Seine,1,0,1898,1928,30,0,,0,1,2,0,Algérie; Maroc,2,mention
pugliesi-conti,Pugliesi-Conti,Chamber of Deputies,0,Paris,1,1,,,,0,,1,0,0,0,,0,mention
puis-a,Auguste Puis,Senate,0,Tarn-et-Garonne,1,0,1927,1934,7,2,1930; 1932,0,0,0,0,,0,roster
python-j,Joseph PYTHON,Chamber of Deputies,0,Puy-de-Dôme,1,0,,,,0,,0,0,0,0,,0,mention
queuille-h,Henri Queuille,Chamber of Deputies,0,Corrèze,1,0,,,,1,1936,0,0,0,0,,0,roster
quinson,Quinson,Chamber of Deputies,0,,0,0,,,,0,,1,0,0,0,,0,mention
rameil-p,Pierre Rameil,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
raoul-calary-de-lamaziere,[Raoul Calary de] Lamazière,Chamber of Deputies,0,Seine,1,0,,,,0,,0,0,0,0,,0,mention
ratier-a,Antony Ratier,Senate,0,Indre,1,0,,,,2,1930; 1932,0,1,4,0,Empire (transversal); La Réunion,2,roster
rattier,Rattier,Senate,0,,0,0,,,,0,,1,0,0,0,,0,mention
raude-e,Eugène Raude,Chamber of Deputies,0,Morbihan,1,0,,,,1,1936,0,0,0,0,,0,roster
rauline,Rauline,Chamber of Deputies,0,Manche,1,0,,,,0,,1,0,0,0,,0,mention
raynaldy,Raynaldy,Senate,0,Aveyron,1,1,,,,0,,1,0,0,0,,0,mention
raynaldy-e,Eugène Raynaldy,Chamber of Deputies; Senate,1,Aveyron,1,1,1919,1928,9,3,1930; 1932; 1936,0,0,0,0,,0,mention; roster
raynaud-m-michel,Maurice Raynaud,Chamber of Deputies,0,Charente,1,1,1906,1924,18,1,1924,0,1,1,0,Indochine,1,mention; roster
raynaud-p,Paul Raynaud,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
reache-g,Gerville- Réache,Chamber of Deputies,0,Guadeloupe,1,0,,,,0,,0,0,0,0,,0,mention
recevez,Recevez,Senate,0,,0,0,,,,1,1924,1,0,0,0,,0,roster
regnier-m,Marcel Régnier,Chamber of Deputies; Senate,1,Allier,1,1,1903,1939,36,3,1930; 1932; 1936,0,0,0,0,,0,mention; roster
reille-a,Amédée Reille,Chamber of Deputies,0,Tarn,1,0,1899,1914,15,0,,0,1,5,0,Afrique occidentale française; Algérie; Empire (transversal); Géorgie,4,mention
reille-r,René Reille,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
reille-soult-d,Dalmatie Reille-Soult,Chamber of Deputies,0,Tarn,1,0,1919,1958,39,1,1936,0,0,0,0,,0,roster
reille-soult-f,François Reille-Soult,Chamber of Deputies,0,Tarn,1,0,,,,1,1954,0,0,0,0,,0,roster
reille-x,Xavier Reille,Chamber of Deputies,0,,0,0,,,,0,,0,1,6,0,Afrique occidentale française; Algérie; Empire (transversal); Géorgie; Indochine,5,mention
reinach-j,Joseph Reinach,Chamber of Deputies,0,Basses-Alpes,1,1,,,,0,,0,0,0,0,,0,mention
renaitour-j,Jean-Michel Renaitour,Chamber of Deputies,0,,0,0,,,,0,,0,0,0,0,,0,mention
renaud-f,Félix Renaud,Chamber of Deputies,0,Saône-et-Loire,1,0,1871,1876,5,0,,0,1,4,0,Afrique occidentale française; Algérie; Indochine,3,mention
rene-hachette,[René] Hachette,Senate,0,Aisne,1,0,,,,0,,0,0,0,0,,0,mention
renoult-r,René Renoult,Senate,0,,0,1,,,,0,,0,0,0,0,,0,mention
repiquet-g,G. Repiquet,Senate,0,,0,0,,,,0,,0,1,3,0,Afrique occidentale française; Empire (transversal); Empire ottoman/Turquie,3,mention
