person_id,name,name_as_parsed,positionality,positionality_group,confidence,evidence,regions,countries,n_board_companies,n_board_ties,first_year,last_year
nahas-a,Alexandre Nahas,Alexandre Nahas,local_non_french_elite,syro_lebanese,medium,levantine_surname,Afrique occidentale francaise,Afrique occidentale française,0,0,1963,1963
chiha,Chiha,Chiha,native,syro_lebanese,medium,levantine_surname,Empire (transversal); Proche-Orient,Syrie-Liban,2,5,1927,1940
kettaneh,Kettaneh,Kettaneh,native,syro_lebanese,medium,levantine_surname,Proche-Orient,Syrie-Liban,1,1,1948,1948
bey-beyhum-o,Omar Bey Beyhum,Omar Bey Beyhum,native,syro_lebanese,medium,levantine_surname,Proche-Orient,Syrie-Liban,1,1,1940,1940
bey-daouk-o,Omar Bey Daouk,Omar Bey Daouk,native,syro_lebanese,medium,levantine_surname,Empire (transversal); Proche-Orient,Syrie-Liban,1,2,1937,1940
beyhum-o,Omar Beyhum,Omar Beyhum,local_non_french_elite,syro_lebanese,medium,levantine_surname,Empire (transversal),,1,1,1937,1937
dakar-pecheries-michel-haddad,Pêcheries Michel Haddad,Dakar). Pêcheries Michel Haddad,local_non_french_elite,syro_lebanese,medium,levantine_surname;name_recovered,Afrique occidentale francaise,Sénégal,0,0,1951,1951
sursock,Sursock,Sursock,native,syro_lebanese,medium,levantine_surname,Proche-Orient,Syrie-Liban,1,1,1914,1914
the-xuong-b,Bui Thê Xuong,Bui Thê Xuong,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,2,2,1932,1937
bui-the-xuong,Bui-The-Xuong,Bui-The-Xuong,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,1,1929,1929
ngoc-chan-d,Dang Ngoc Chan,Dang Ngoc Chan,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,2,1900,1950
region-de-cuchi-dang-an-khuong,Dang-an-Khuong,région de Cuchi. Dang-an-Khuong,native,vietnamese,medium,vietnamese_name_structure;name_recovered,Indochine,Indochine,1,1,1932,1932
huynh-ngoc-nhuan,HUYNH-NGOC-NHUAN,HUYNH-NGOC-NHUAN,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,1,1942,1942
huu-dong-h,Huynh Huu Dong,Huynh Huu Dong,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,1,1930,1930
dinh-kiem-h,Huynh dinh Kiem,Huynh dinh Kiem,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,2,1929,1929
luu-van-lang,LUU-VAN-LANG,LUU-VAN-LANG,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,1,1942,1942
ngo-trung-tinh,NGO-TRUNG-TINH,NGO-TRUNG-TINH,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,1,1939,1939
nguyen-tan-van,NGUYEN-TAN-VAN,NGUYEN-TAN-VAN,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,2,2,1939,1942
nguyen-van-thinh,NGUYEN-VAN-THINH,NGUYEN-VAN-THINH,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,2,2,1931,1942
nguyen-van-tung,NGUYÊN-VAN-TUNG,NGUYÊN-VAN-TUNG,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,1,1942,1942
nguyen-van-cua,Nguyen Van Cua,Nguyen Van Cua,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,2,3,1929,1936
nguyen-van-vinh,Nguyen Van Vinh,Nguyen Van Vinh,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,2,3,1929,1936
tan-su-n,Nguyen tan Su,Nguyen tan Su,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,1,1929,1929
et-m-nguyen-tan-su,Nguyên Tan Su,et M. Nguyên Tan Su,native,vietnamese,medium,vietnamese_name_structure;name_recovered,Indochine,Indochine,1,1,1929,1929
nguyen-van-vinh-vinh-tan,Nguyên van Vinh Vinh Tân,Nguyên van Vinh Vinh Tân,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,0,0,1937,1937
nguyen-dinh-qy,Nguyên-Dinh-Qy,Nguyên-Dinh-Qy,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,1,,
nguyen-van-que,Nguyên-Van-Que,Nguyên-Van-Que,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,1,1923,1923
nguyen-van-chi,Nguyên-van-Chi,Nguyên-van-Chi,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,0,0,1933,1933
nguyen-van-giem,Nguyên-van-Giêm,Nguyên-van-Giêm,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,0,0,1923,1923
pham-van-muoi,Pham van Muoi,Pham van Muoi,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,1,1930,1930
cong-loi-p,Phan Cong Loi,Phan Cong Loi,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,1,1930,1930
tran-van-kem,TRAN-VAN-KEM,TRAN-VAN-KEM,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,1,1941,1941
truong-tan-vi,TRUONG-TAN-VI,TRUONG-TAN-VI,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,1,1939,1939
truong-van-tuan,TRUONG-VAN- TUAN,TRUONG-VAN- TUAN,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,1,1939,1939
truong-van-cam,TRUONG-VAN-CAM,TRUONG-VAN-CAM,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,2,2,1942,1949
truong-van-tuan-ha-quang-bien,TRUONG-VAN-TuAN. HA-QUANG-BIEN,TRUONG-VAN-TuAN. HA-QUANG-BIEN,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,1,1942,1942
trinh-huy-t,Tran Trinh Huy,Tran Trinh Huy,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,1,1930,1930
thien-vang-t,Tran thien Vang,Tran thien Vang,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,0,0,,
tran-trinh-trach,Tran-Trinh-Trach,Tran-Trinh-Trach,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,1,1923,1923
mais-tran-van-can,Tran-Van-Can,maïs. Tran-Van-Can,native,vietnamese,medium,vietnamese_name_structure;name_recovered,Indochine,Indochine,1,1,1931,1931
tran-can-po,Tran-can-Po,Tran-can-Po,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,1,1931,1931
truong-van-gam,Truong Van Gam,Truong Van Gam,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,2,1900,1951
vinh-tong-t,Truong Vinh Tong,Truong Vinh Tong,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,1,1951,1951
truong-van-ben,Truong van Bên,Truong van Bên,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,4,1929,1953
duy-duong-truong-van-quang,Truong-van-Quang,Duy-Duong. Truong-van-Quang,native,vietnamese,medium,vietnamese_name_structure;name_recovered,Indochine,Indochine,1,1,1931,1931
tran-von-don,Trân von Dôn,Trân von Dôn,native,vietnamese,medium,vietnamese_name_structure,Indochine,Indochine,1,2,1929,1935
membres-premiers-administrateurs-vo-hieu-de,Vo-Hieu-Dê,9 membres. Premiers administrateurs: Vo-Hieu-Dê,native,vietnamese,medium,vietnamese_name_structure;name_recovered,Indochine,Indochine,1,1,1930,1930
diagne-b,Blaise Diagne,Blaise Diagne,native,west_african,medium,west_african_surname,Afrique occidentale francaise,Afrique occidentale française,3,3,1922,1975
kone-l,Kone,Kone,native,west_african,medium,west_african_surname,Empire (transversal),,2,3,1920,1920
ladislas-k,Kone Ladislas,Kone Ladislas,native,west_african,medium,west_african_surname,Empire (transversal),,1,1,1925,1925
affeco-mohammed-mbodj,Mohammed Mbodj,Affeco-20. Mohammed Mbodj,native,west_african,medium,west_african_surname;name_recovered,Afrique occidentale francaise,Sénégal,1,1,1913,1913
affeco-c-mohammed-mbodj,Mohammed Mbodj,Affeco-C 20. Mohammed Mbodj,native,west_african,medium,west_african_surname;name_recovered,Afrique occidentale francaise,Sénégal,1,1,1913,1913
traore-t,Tidjani Traoré,Tidjani Traoré,native,west_african,medium,west_african_surname,Afrique occidentale francaise,Afrique occidentale française,1,1,1955,1955
