person_id,company_key,company_name,role,year,source_ref,doc_id,annotation,from_company_id,match_method,n_observations,source_genre
demole-j,bateauxvapeurnord,Cie des Bateaux à vapeur du Nord,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Bateaux à vapeur du Nord,bateauxvapeurnordcbvn,name,2,annotation
denis-a,denisfreres,Denis frères,administrateur,1922,Annuaire des entreprises coloniales,inde-indochine-aec-1922-indochine-c3f1fb,Denis frères,banqueindochine,name,2,annotation
denis-a,minesbor,Compagnie française des mines de Bor,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Mines Bor,minesboryougoslavie,name,2,annotation
denis-e-etienne,maurelprom,Maurel et Prom,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Maurel & Prom,etsmaurelprom,name,2,annotation
denis-freres-dindochine,frindoch,Cie fr.-Indoch. ],administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Cie fr.-indoch,francoindochinoise,name,2,annotation
denis-freres-dindochine,indochinoiseeauxelectriciteannam,Société Indochinoise pour les Eaux et l'électricité en Annam,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,SIPEA,indochpeauxelecannamsipea,acronym,2,annotation
denis-freres-s,immobilierefinanciereafricaine,Société Immobilière et financière africaine,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,SIFA,indochinoiseforestiereallumettes,acronym,2,annotation
dervieu-p,energieelectriqueindochinoise,Énergie électrique indochinoise,administrateur,1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb,> Énergie électrique indochinoise,tramways,name,2,annotation
deschars-l,airliquide,L'Air liquide,administrateur,1954,"Bourbon-Lancy, 1881-Chamalières, 1954",inde-indochine-aec-1951-indochine-96799d,Air liquide,indochinoiseplantationsreuniesmimot,name,2,annotation
descraques-j,etainskinta,Société des Étains de Kinta,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Étains de Kinta,etainskintapresquilemalaccamalaisie,name,2,annotation
deseille,imprimerieextremeorient,Imprimerie d’Extrême-Orient,administrateur,1940,"La Volonté indochinoise, 2 décembre 1940",inde-indochine-fonciere-tonkin-annam-5411ce,IDEO,foncieretonkinannam,acronym,2,annotation
desouches,plantationstanoe,Société des plantations de la Tanoé,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Plantations de la Tanoé,plantationstanoecoteivoire,name,2,annotation
destanne-de-bernis-j,entreprisesafricaines,"Société d'entreprises africaines, puis Société d'entreprises africaines et Matériel colonial réunis",administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,SEA-MC,seamcentreprisesafricainesmaterielcolonialreunis,acronym,2,annotation
devise-f,omniumlyonnais,Omnium lyonnais,administrateur,1922,Annuaire des valeurs de l’Afrique du Nord 1922,afrique-du-nord-mines-de-boudjoudoun-e87045,Omnium lyonnais,minesboudjoudoun,name,2,annotation
dollfus-j-jean,portstunissoussesfax,"Compagnie des Ports de Tunis, Sousse et Sfax",administrateur,1915,"S.N.C., Bordeaux, 5 mars 1915",inde-indochine-aec-1922-indochine-c3f1fb,"Ports de Tunis, Sousse, Sfax…",tramways,name,2,annotation
dont-chatillon-coligny-loiret-juin-mariee-avec-lou,nordafricainecimentslafarge,Société NORD-AFRICAINE des CIMENTS de LAFARGE,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Nord-africaine ciments Lafarge,lafargenordafricaineciments,name,2,annotation
dosmond-p,indochinoisetransportsaeriens,Société Indochinoise de transports aériens,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,SITA,industrielletransportsautomobilessita,acronym,2,annotation
doucet-andrealger-paris,creditfonciercolonial,Crédit foncier colonial,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Crédit foncier colonial,creditfonciercolonialbanque,name,2,annotation
doumer-f,plantationstanoe,Société des plantations de la Tanoé,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Plantations de la Tanoe,plantationstanoecoteivoire,name,2,annotation
dreux-f,acierieslongwy,Société des Aciéries de Longwy,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Aciéries de Longwy,acierieslongwylorraineescautlouvroilmontbardaunoyelongometalactuma,name,2,annotation
drevelle-a,banquealgerie,BANQUE DE L'ALGERIE,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Banque de l’Algérie,banquealgerietunisie,name,2,annotation
du-boys-p,gazeauxtunis,Gaz et eaux Tunis,administrateur,1951,"AEC 1951, p. 100",afrique-du-nord-banque-de-tunisie-b95f30,Gaz et eaux de Tunis,banquetunisie,name,2,annotation
du-vivier-de-fay-solignac-m,entreprisesafricaines,"Société d'entreprises africaines, puis Société d'entreprises africaines et Matériel colonial réunis",administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,SEA-MC,seamcentreprisesafricainesmaterielcolonialreunis,acronym,2,annotation
duclos-j,hotelsreunis,Hôtels réunis,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Hôtels réunis,casinomunicipcannesfermiere,name,2,annotation
duclos-j-jean,indochinoisetransports,Société Indochinoise de Transports,administrateur,1928,"Les Annales coloniales, 30 avril 1928",madagascar-et-djibouti-la-betsiboka-51d9bc,Société indochinoise de transports,betsibokaambatoboeni,name,2,annotation
ducornet-a,pecheriesmarocaines,Pêcheries marocaines,administrateur,1922,AEC 1922,afrique-du-nord-port-de-fedhala-e16912,Pêcheries marocaines,etudesmarocainescommerceiindustriemines,name,2,annotation
dugue-p,atelierschantiersmaritimesdakar,Société des ateliers et chantiers maritimes de Dakar,administrateur,1951,"AEC 1951, p. 357",afrique-occidentale-socopao-c712f0,Ateliers et chantiers maritimes de Dakar,commercialeportsafricains,name,2,annotation
duncan-j,financieretransportsentreprisesindustrielles,Société Financière de Transports et d'entreprises industrielles,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,SOFINA,sofinafinancieretransportsentreprisesindustrielles,acronym,2,annotation
duperrey-m,unioncommercialeindochinoiseafricaine,L'Union commerciale indochinoise et africaine,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,LUCIA,luciaunioncommercialeindochinoiseafricaine,acronym,2,annotation
dupont-e-etienne,chauxcimentsmateriauxconstructionmaroc,"Chaux, ciments et matériaux de construction au Maroc",administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,"Chaux, ciments et matériaux de construction du Maroc",marocchauxcimentsmateriauxconstruction,name,2,annotation
dupre-louiscontre-amiral,transportsafrique,Compagnie Générale de transports en Afrique,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,CGTA,cgtatransportsafrique,acronym,2,annotation
dupuy-e-emile,etudesexploitationsminieresindochine,Société d'Études et d'exploitations minières de l’Indochine,administrateur,1922,"AEC 1922, p. 678",inde-indochine-commerciale-du-laos-03e51c,SEEMI,commercialelaos,acronym,2,annotation
durand-b,legionhonneur,Légion d’honneur,administrateur,1925,Annuaire industriel 1925,empire-energie-industrielle-3e64e6,Légion d'honneur,energieindustrielle,name,2,annotation
durand-l-lucien,parisiennecredit,Parisienne de crédit,administrateur,1895,"Paris-Capital, 11 décembre 1895",antilles-guyane-mines-or-guyane-hollandaise-c01cfe,Société parisienne de crédit,minesorguyanehollandaise,name,2,annotation
durand-p-pierre,legionhonneur,Légion d’honneur,administrateur,1925,Annuaire industriel 1925,empire-energie-industrielle-3e64e6,Légion d'honneur,energieindustrielle,name,2,annotation
ed-cazalet,marseillaisecredit,Marseillaise de crédit,administrateur,1922,Annuaire des entreprises coloniales,empire-generale-colonies-1920-1958-e06dd2,Marseillaise de crédit,colonies,name,2,annotation
ed-philippar,creditfoncieralgerietunisie,Crédit foncier d'Algérie-Tunisie,administrateur,1922,"AEC 1922, p. 489",afrique-du-nord-port-de-fedhala-e16912,Crédit foncier d'Algérie et de Tunisie,portfedhala,name,2,annotation
ed-philippar,messageriesmaritimes,Société des Messageries maritimes,administrateur,1920,"L'Information financière, économique et politique, 9 janvier 1920",madagascar-et-djibouti-credit-foncier-madagascar-6bc387,Messageries maritimes,creditfonciermadagascarcreditfonciermadagascarreunion,name,2,annotation
espies-henri-de-cossartdfils-dune-dlle-de-revel,sucrieremarocaine,Compagnie Sucrière Marocaine,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,COSUMA,sucrieremarocainecosuma,acronym,2,annotation
et-charles-rebuffel,grandstravauxmarseillegtm,Grands travaux de Marseille (GTM),administrateur,1922,"La Journée industrielle, 19 août 1922",proche-orient-ch-de-fer-cilicie-6899a9,Grands Travaux de Marseille (GTM),exploitaitoncheminfercilicie,name,2,annotation
exploitations-minieres-de-l-indochine,etudesexploitationsminieresindochine,Société d'Études et d'exploitations minières de l’Indochine,administrateur,1934,"L’Écho des mines et de la métallurgie, 20 mars 1934",inde-indochine-mines-d-or-litcho-aa4c6f,SEEMI,minesorlitchofilialetcheponeassociationminiere,acronym,2,annotation
fabry-jacques-ne-en-fils-de-rene-et-de-blanche-coc,algeriennecreditbanque,Société nouvelle de la Compagnie algérienne de crédit et de banque,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Cie algérienne de crédit et de banque,algeriennecreditbanquefrancealgerietunisiemaroctangerliban,name,2,annotation
fabry-r,glacieresparis,Glacières de Paris,administrateur,1921,"Cote de la Bourse et de la banque, 9 décembre 1921",afrique-du-nord-entrep-mme-commerciale-f78c18,Glacières de Paris,entreprisemaritimecommerciale,name,2,annotation
fabry-r,glacieresparis,Glacières de Paris,administrateur,1938,"ANNUAIRE INDUSTRIEL, 1938",afrique-du-nord-ann-indus-1938-alg-0c21c1,Glacières de Paris…,socentreprisemaritimecommerciale,name,2,annotation
facer-h,tamiangrubber,Tamiang Rubber,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Tamiang Rubber,tamiangrubberestatesltd,name,2,annotation
famin,afriqueorientale,Compagnie de l'Afrique Orientale,administrateur,1920,"L'Information financière, économique et politique, 24 juin 1920",madagascar-et-djibouti-commerciale-abyssinie-1a265f,Compagnie de l'Afrique orientale,commercialeabyssinie,name,2,annotation
farre-h,unioncommercialeindochinoiseafricaine,L'Union commerciale indochinoise et africaine,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,LUCIA,luciaunioncommercialeindochinoiseafricaine,acronym,2,annotation
faure-g,comptoirlinier,Comptoir linier,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Comptoir linier,comptoirlinierusinerochelle,name,2,annotation
faure-jacquesep-dlle-de-lubersac,creditfonciercolonial,Crédit foncier colonial,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Crédit foncier colonial,creditfonciercolonialbanque,name,2,annotation
faure-jean-fac-droit-poitiers,grandstravauxmarseille,Société des Grands Travaux de Marseille,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Grands travaux de Marseille,grandstravauxmarseillegtm,name,2,annotation
favre-gilly-r,creditmaghreb,Crédit du Maghreb,administrateur,1949,"J. O. R. F., 4 janvier 1949, p. 218",afrique-equatoriale-aec-1951-aef-cameroun-6d0821,Crédit du Maghreb,africainechaussuresbp,name,2,annotation
faye-j,banquenationalecommerceindustrieindochine,Banque nationale pour le commerce et l'industrie -Indochine,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,BNCI,banquenationalecommerceindusbnci,acronym,2,annotation
fayolle-a,procedesindustrielscharbonsactifs,Procédés industriels et charbons actifs,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,PICA,procedesindustrielscharbonsactifspica,acronym,2,annotation
feraud-a,grandstravauxmarseillemaroc,Grands Travaux de Marseille -Maroc,administrateur,1909,"Le Temps, 11 octobre 1909",afrique-du-nord-gen-distribution-energie-elec-621d8c,GTM,distributionenergieelectrique,acronym,2,annotation
fere-r,belgeminesmineraismetaux,"Belge des mines, minerais et métaux",administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,"Belge des mines, minerais et métaux",mineraismetauxminemet,name,2,annotation
fere-v,societegenerale,Société générale,administrateur,1867,"Mémorial de la Loire, 30 décembre 1867",afrique-du-nord-mines-de-soumah-3079ea,Société générale,minessoumahtafna,name,2,annotation
ferrant-r,charbonnagestonkin,Charbonnages du Tonkin,administrateur,1925,"L’Écho des mines et de la métallurgie, 1er août 1925",inde-indochine-crem-fd6854,Charbonnages du Tonkin,recherchesexploitationsminieres,name,2,annotation
fliche-g,francomarocaine,Société Générale Franco-Marocaine,administrateur,1922,Annuaire des valeurs de l’Afrique du Nord 1922,afrique-du-nord-pecheries-marocaines-tanger-5ccaf0,Société franco-marocaine,pecheriesmarocaines,name,2,annotation
foine-r,huileriessavonneriesouestafricain,Huileries et savonneries de l'Ouest africain,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Huileries et savonneries de l'Ouest-Africain,huileriessavonneriesouestafricainhsoadakar,name,2,annotation
foing-j,forestierelambarene,Forestière de Lambaréné,administrateur,1952,"selon Maurice Dupont, Esprit, août 1952",afrique-du-nord-aec-1951-maroc-0655fe,Forestière de Lambaréné,fruitsmaghreb,name,2,annotation
fontaine-l-lucien,unioncommercialeindochinoiseafricaine,L'Union commerciale indochinoise et africaine,administrateur,1922,"AEC 1922, p. 156",empire-scoa-45d880,LUCIA,commercialeouestafricain,acronym,2,annotation
fortin-c,entreprisetravauxpublicsouest,Entreprise de travaux publics de l’Ouest,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,ETPO,entreprisetravauxpublicsouestetpo,acronym,2,annotation
fourmon-j,creditfonciercolonial,Crédit foncier colonial,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Crédit foncier colonial,creditfonciercolonialbanque,name,2,annotation
fr-estier,unioncommercialeindochinoiseafricaine,L'Union commerciale indochinoise et africaine,administrateur,1922,Annuaire des entreprises coloniales,antilles-guyane-aec-1922-antilles-1c51af,LUCIA,entreprisemaritimecommerciale,acronym,2,annotation
frames-w,centralmining,Central Mining,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Central mining,centralmininginvestmentcorpltd,name,2,annotation
frisell-s,mineslucette,Société nouvelle des mines de La Lucette,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Mines de La Lucette,mineslucettesn,name,2,annotation
frisell-s,minessidimarouf,Société des mines du Sidi Marouf,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Mines du Sidi Marouf,minessididmaroufalgerie,name,2,annotation
frisell-s,mineszaccar,MINES du ZACCAR,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Mines du Zaccar,mineszaccaralgerie,name,2,annotation
fullerton-m,etainswolframtonkin,"Étains et wolfram du Tonkin, puis Compagnie immobilière et financière Ewoto",administrateur,1927,"L’Indochine : revue économique d’Extrême-Orient, 5 février 1927",inde-indochine-mines-d-or-bao-lac-680fdb,EWT,minesorbaolac,acronym,2,annotation
fustier-p,jbocuzelyon,J. Bocuze et Compagnie (Lyon),administrateur,1924,Annuaire des valeurs de l’Afrique du Nord 1924,afrique-du-nord-minetmet-caronte-48f6ce,"J. Bocuze et Cie, Lyon",minieremetallurgiquecaronte,name,2,annotation
gaillard-p,minesproduitschimiques,Société de Mines et de produits chimiques,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Mines et produits chimiques,minesproduitschimiquesminesfermayornesaintandrebullymaltot,name,2,annotation
gaillet-p,minesdouaria,Société des mines de Douaria,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,Mines de Douaria,minesdouariatunisie,name,2,annotation
galliot-a,immobilierefinanciereafricaine,Société Immobilière et financière africaine,administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,SIFA,induspfabantibiotiquessifa,acronym,2,annotation
garnier-m,laminoirtrefilerieafriquegueconstantine,"Laminoir et tréfilerie d'Afrique, Gué-de-Constantine",administrateur,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,LATRAF,laminoirstrefileriesafriquelatrafgueconstantinekouba,acronym,2,annotation
gaudart-e,colonies,Compagnie Générale des colonies,administrateur,1975,"Paris, 1874-Paris, 1975",afrique-occidentale-aec-1922-aof-togo-9cef7c,Cie générale des colonies,huilerieouestafricain,name,2,annotation
