from_company_id,to_company_id,from_name,to_name,n_references
banquefoncierefrancomarocaine,banquefoncieremaroc,Banque foncière franco-marocaine,Banque foncière du Maroc,1
banquefrancoalgerienneindustriellecommerciale,foretscalle,Banque franco-algérienne industrielle et commerciale,Forêts de La Calle,1
banquefrancoalgerienneindustriellecommerciale,conservecalle,Banque franco-algérienne industrielle et commerciale,"La Conserve, La Calle",1
banquefrancoalgerienneindustriellecommerciale,industriellegrandepecheportetienne,Banque franco-algérienne industrielle et commerciale,"Société Industrielle de la Grande Pêche, Port-Étienne",1
banquefrancoalgerienneindustriellecommerciale,pechefroidparisboulogne,Banque franco-algérienne industrielle et commerciale,"Pêche et froid, Paris, Boulogne",1
banquefrancoalgerienneindustriellecommerciale,transportsafrique,Banque franco-algérienne industrielle et commerciale,Compagnie Générale de transports en Afrique,1
banquefrancoalgerienne,immobilierebone,Banque franco-algérienne,"Société Immobilière de Bône, puis Immobilière et Maritime de l’Afrique du Nord",1
banquefrancoalgerienne,minescarrieresboumahni,Banque franco-algérienne,Société des Mines et carrières de Bou-Mahni,1
banquemarocaineagriculturecommerceindustrie,syndicatmaroc,"Banque marocaine pour l'agriculture, le commerce et l'industrie",Syndicat général pour le Maroc,1
minesbramranetensift,collectiontitrescoloniauxsergevolper,Cie des Mines du Bramrane-Tensift,Collection de titres coloniaux de Serge Volper,1
minesbramranetensift,collectiontitrescoloniauxpeterseidel,Cie des Mines du Bramrane-Tensift,Collection de titres coloniaux de Peter Seidel,1
brasseriesnordmarocain,brasseriesmaroc,Société des Brasseries du Nord-Marocain,"Société des Brasseries du Maroc, puis Boissons du Maroc",1
brasseriesnordmarocain,brasseriesglacieresindochine,Société des Brasseries du Nord-Marocain,Brasseries et glacières de l’Indochine,1
brasseriesnordmarocain,collectiontitrescoloniauxsergevolper,Société des Brasseries du Nord-Marocain,Collection de titres coloniaux de Serge Volper,1
brasseriesnordmarocain,cherifienneparticipations,Société des Brasseries du Nord-Marocain,Société Chérifienne de participations,1
brasseriesnordmarocain,algerienneoubrasseriealgerienneoran,Société des Brasseries du Nord-Marocain,L'Algérienne ou Brasserie l'Algérienne d'Oran,1
brasseriealgergauloise,collectiontitrescoloniauxsergevolper,Brasserie d'Alger « La Gauloise »,Collection de titres coloniaux de Serge Volper,1
brasseriealgergauloise,algerienneglacehygieniqueentreposagefrigorifique,Brasserie d'Alger « La Gauloise »,Compagnie Algérienne de glace hygiénique et d'entreposage frigorifique,1
brasseriesmaroc,comptoirmaroc,"Société des Brasseries du Maroc, puis Boissons du Maroc",Comptoir français du Maroc,1
brasseriesmaroc,industriellepetrolesmaroc,"Société des Brasseries du Maroc, puis Boissons du Maroc",Compagnie Industrielle des Pétroles au Maroc,1
brasseriesmaroc,transsaharienne,"Société des Brasseries du Maroc, puis Boissons du Maroc",Compagnie Générale Transsaharienne,1
brasseriesmaroc,culturesindustriellesmaroc,"Société des Brasseries du Maroc, puis Boissons du Maroc",Société de Cultures industrielles au Maroc,1
brasseriesmaroc,cherifienneparticipations,"Société des Brasseries du Maroc, puis Boissons du Maroc",Société Chérifienne de participations,1
brasseriesmaroc,carrieresmarocaines,"Société des Brasseries du Maroc, puis Boissons du Maroc",Société des Carrières marocaines,1
brasseriesmaroc,brasseriesouestafricain,"Société des Brasseries du Maroc, puis Boissons du Maroc",Société des Brasseries de l'Ouest Africain,1
brasseriesmaroc,developpementcasablanca,"Société des Brasseries du Maroc, puis Boissons du Maroc",Société Générale pour le Développement de Casablanca,1
brasseriesmaroc,brasseriesnordmarocain,"Société des Brasseries du Maroc, puis Boissons du Maroc",Société des Brasseries du Nord-Marocain,1
brasseriesmaroc,brasseriescoteivoire,"Société des Brasseries du Maroc, puis Boissons du Maroc",Société des Brasseries de la Côte-d'Ivoire,1
brasseriesmaroc,barytecomines,"Société des Brasseries du Maroc, puis Boissons du Maroc","Société française La Baryte de Comines, puis Produits chimiques et blancs de Comines",1
brasseriesmaroc,collectiontitrescoloniauxsergevolper,"Société des Brasseries du Maroc, puis Boissons du Maroc",Collection de titres coloniaux de Serge Volper,1
brasseriesmaroc,navigationpaquet,"Société des Brasseries du Maroc, puis Boissons du Maroc",Compagnie de navigation Paquet,1
brasseriesmaroc,eauxgazeusesindochine,"Société des Brasseries du Maroc, puis Boissons du Maroc",Eaux gazeuses d'Indochine,1
brasseriesmaroc,entreprisesquilmes,"Société des Brasseries du Maroc, puis Boissons du Maroc",Entreprises Quilmès,1
brasseriesmaroc,exploitationverreriemarocsouvent,"Société des Brasseries du Maroc, puis Boissons du Maroc",Exploitation de verrerie au Maroc (souvent,1
duplanbizot,etsduplan,"Duplan, Bizot",Éts Duplan,1
duplanbizot,comptoirproduitsceramiques,"Duplan, Bizot",Comptoir des produits céramiques,1
africaineagricoleminiere,industrielleplatine,Compagnie africaine agricole et minière,Cie industrielle du platine,1
africaineagricoleminiere,equatorialemines,Compagnie africaine agricole et minière,Compagnie Équatoriale de mines,1
africaineagricoleminiere,fonciere,Compagnie africaine agricole et minière,Société générale foncière,1
africaineagricoleminiere,miniereestoubanghi,Compagnie africaine agricole et minière,Société Minière de l'Est Oubanghi,1
caissecreditrivet,bernabefreres,Caisse de crédit de Rivet,Bernabé frères,1
caissepretsimmobiliersmaroc,creditfoncieralgerietunisie,Caisse de prêts immobiliers du Maroc,Crédit foncier d'Algérie et de Tunisie,1
caissepretsimmobiliersmaroc,kong,Caisse de prêts immobiliers du Maroc,Nouvelle Compagnie française de Kong,1
caissepretsimmobiliersmaroc,banquemadagascarcomores,Caisse de prêts immobiliers du Maroc,Banque de Madagascar et des Comores,1
caissetunisiennecreditconsolidation,creditfoncieralgerietunisie,Caisse tunisienne de crédit et de consolidation,Crédit foncier d'Algérie et de Tunisie,1
manufacturemarocainecalorifugesliegesagglomeres,fusionneeliegeshamendaspetitekabylie,Manufacture marocaine de calorifuges et lièges agglomérés,Société fusionnée des Lièges des Hamendas et de Petite-Kabylie,1
carpetnordafricaine,collectiontitrescoloniauxpeterseidel,Carpet nord-africaine,Collection de titres coloniaux de Peter Seidel,1
castan,fonciereimmobilierevillealger,Castan,Compagnie Foncière et Immobilière de la Ville d'Alger,1
castan,creditfoncieragricolealgerie,Castan,Crédit foncier et agricole d'Algérie,1
castan,agricolealgerienne,Castan,Société Agricole Algérienne,1
castan,creditfoncieralgerietunisie,Castan,Crédit foncier d'Algérie et de Tunisie,1
carrieresalgeroises,banqueunionnordafricaine,Les Carrières algéroises,Banque de l'union nord-africaine,1
carrieresalgeroises,etablissementsjvinson,Les Carrières algéroises,Établissements J. Vinson,1
castelalgerieoucasteleldjazair,brasseriesglacieresinternationales,Castel-Algérie ou Castel-El Djazaïr,Brasseries et glacières internationales,1
caveschateau,collectiontitrescoloniauxsergevolper,Caves du Château,Collection de titres coloniaux de Serge Volper,1
boyoudcelestinfilsjulesboyoudfreresjulesboyoudlouisvaillsatelierjulesboyoudmobilia,etsboyoud,Boyoud ; Célestin fils et Jules Boyoud frères ; Jules Boyoud & Louis Vaills ; Atelier Jules Boyoud-Mobilia,Ets Boyoud,1
centraleusinespapierpapeteriesjbweibelreunies,transportsaeriensintercontinentaux,Centrale des Usines à papier et Papeteries J.-B. Weibel réunies,Transports aériens intercontinentaux,1
centraleusinespapierpapeteriesjbweibelreunies,banqueindochine,Centrale des Usines à papier et Papeteries J.-B. Weibel réunies,Banque de l’Indochine,1
centraleexploitationsrecherchesminieressoukahras,minierefrancotunisienne,"Compagnie Centrale d'exploitations et recherches minières, à Souk-Ahras",Compagnie Minière franco-tunisienne,1
centralephosphatesbordjrdir,collectiontitrescoloniauxpeterseidel,Compagnie Centrale des Phosphates à Bordj'R'dir,Collection de titres coloniaux de Peter Seidel,1
centralephosphatesbordjrdir,pagescamus,Compagnie Centrale des Phosphates à Bordj'R'dir,"Pagès, Camus et Cie, puis Camus, Duchemin et Cie",1
centralephosphatesbordjrdir,phosphatescierp,Compagnie Centrale des Phosphates à Bordj'R'dir,Compagnie des Phosphates de Cierp,1
centralephosphatesbordjrdir,electroentreprise,Compagnie Centrale des Phosphates à Bordj'R'dir,L'Électro-Entreprise,1
centralephosphatesbordjrdir,unionminierebordjredir,Compagnie Centrale des Phosphates à Bordj'R'dir,Union minière de Bordj-Redir,1
centralemarocaine,unionfrancocolonialepaysoutremer,Société Centrale marocaine,Union franco-coloniale et des pays d'outre-mer,1
centralemarocaine,collectiontitrescoloniauxpeterseidel,Société Centrale marocaine,Collection de titres coloniaux de Peter Seidel,1
centralemarocaine,liegesmamora,Société Centrale marocaine,"Société des Lièges de la Mamora, puis Compagnie de la Mamora",1
centralemarocaine,parismarocholdingcherifiengustavegompel,Société Centrale marocaine,"Paris-Maroc, le holding chérifien de Gustave Gompel",1
centralemarocaine,comptoirsafricains,Société Centrale marocaine,Compagnie Générale des Comptoirs africains,1
centralemarocaine,africaineindustrielleautomobile,Société Centrale marocaine,Société Africaine Industrielle et Automobile,1
creditfoncieralgerietunisie,marocainetravauxpublics,Crédit foncier d'Algérie-Tunisie,Société Marocaine de Travaux publics,1
creditfoncieralgerietunisie,internationaledeveloppementtanger,Crédit foncier d'Algérie-Tunisie,Société internationale pour le développement de Tanger,1
creditfoncieralgerietunisie,caissepretsimmobiliersmaroc,Crédit foncier d'Algérie-Tunisie,Caisse de prêts immobiliers du Maroc,1
cheminsfermaroc,marocaine,Compagnie des Chemins de fer du Maroc,Compagnie marocaine,1
cheminsfermaroc,creditfoncieralgerietunisie,Compagnie des Chemins de fer du Maroc,Crédit foncier d'Algérie et de Tunisie,1
cheminsfermaroc,cheminferfrancoethiopiendjiboutiaddisabeba,Compagnie des Chemins de fer du Maroc,Compagnie du Chemin de fer franco-éthiopien de Djibouti à Addis-Abeba,1
cheminsfermaroc,cheminsfermarocoriental,Compagnie des Chemins de fer du Maroc,Compagnie des Chemins de fer de du Maroc oriental,1
cheminsfermaroc,francoespagnolecheminfertangerfez,Compagnie des Chemins de fer du Maroc,Compagnie franco-espagnole du Chemin de fer de Tanger à Fez,1
cheminsfermaroc,banquealgeriebanquealgerietunisiebanquealgerie,Compagnie des Chemins de fer du Maroc,"Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",1
cheminsfermaroc,cheminsferparislyonmediterraneereseaualgerien,Compagnie des Chemins de fer du Maroc,"Chemins de fer Paris-Lyon-Méditerranée, réseau algérien",1
cheminsfermaroc,cheminsferalgeriens,Compagnie des Chemins de fer du Maroc,"Société des Chemins de fer algériens, puis SNCFA",1
francoespagnolecheminfertangerfez,collectiontitrescoloniauxpeterseidel,Compagnie franco-espagnole du Chemin de fer de Tanger à Fez,Collection de titres coloniaux de Peter Seidel,1
francoespagnolecheminfertangerfez,banquemadagascarcomores,Compagnie franco-espagnole du Chemin de fer de Tanger à Fez,Banque de Madagascar et des Comores,1
francoespagnolecheminfertangerfez,cheminsfermaroc,Compagnie franco-espagnole du Chemin de fer de Tanger à Fez,Compagnie des Chemins de fer du Maroc,1
francoespagnolecheminfertangerfez,energieelectriquemaroc,Compagnie franco-espagnole du Chemin de fer de Tanger à Fez,Énergie électrique du Maroc,1
francoespagnolecheminfertangerfez,cheminferdamashamahprolongements,Compagnie franco-espagnole du Chemin de fer de Tanger à Fez,Chemin de fer Damas-Hamah et prolongements,1
francoespagnolecheminfertangerfez,cheminsfermarocoriental,Compagnie franco-espagnole du Chemin de fer de Tanger à Fez,Compagnie des Chemins de fer de du Maroc oriental,1
cheminsferalgeriens,fusionneeliegeshamendaspetitekabylie,Compagnie des Chemins de fer algériens,Société fusionnée des Lièges des Hamendas et de Petite-Kabylie,1
cheminsferalgeriens,cotonsproduitsagricolesalgeriensalgeraligathamboufarikcotonlin,Compagnie des Chemins de fer algériens,"Compagnie française des Cotons et produits agricoles algériens, Alger, Ali-Gatham, Boufarik… Coton, lin…",1
cheminsferalgeriens,cheminsferparislyonmediterraneereseaualgerien,Compagnie des Chemins de fer algériens,"Chemins de fer Paris-Lyon-Méditerranée, réseau algérien",1
cheminsfermarocoriental,cheminsfermaroc,Compagnie des Chemins de fer de du Maroc oriental,Compagnie des Chemins de fer du Maroc,1
cheminsfermarocoriental,minesbouarfa,Compagnie des Chemins de fer de du Maroc oriental,Société des Mines de Bou-Arfa,1
cheminsfermarocoriental,banquemadagascarcomores,Compagnie des Chemins de fer de du Maroc oriental,Banque de Madagascar et des Comores,1
cheminsfermarocoriental,francoespagnolecheminfertangerfez,Compagnie des Chemins de fer de du Maroc oriental,Compagnie franco-espagnole du Chemin de fer de Tanger à Fez,1
cheminsfermarocoriental,energieelectriquemaroc,Compagnie des Chemins de fer de du Maroc oriental,Énergie électrique du Maroc,1
cheminsfermarocoriental,cheminferdamashamahprolongements,Compagnie des Chemins de fer de du Maroc oriental,Chemin de fer Damas-Hamah et prolongements,1
cheminsferroutesalgerie,tramwaysmessageriessahel,Société des Chemins de fer sur routes d'Algérie,Tramways et messageries du Sahel,1
cheminsferroutesalgerie,omniumlyonnaischeminsfertramways,Société des Chemins de fer sur routes d'Algérie,"Omnium lyonnais de chemins de fer et de tramways, puis Omnium lyonnais",1
cheminsferroutesalgerie,tramwaysalgeriens,Société des Chemins de fer sur routes d'Algérie,Société des Tramways algériens,1
cheminsferroutesalgerie,cheminsferparislyonmediterraneereseaualgerien,Société des Chemins de fer sur routes d'Algérie,"Chemins de fer Paris-Lyon-Méditerranée, réseau algérien",1
cheminsferroutesalgerie,etudescheminfertransafricain,Société des Chemins de fer sur routes d'Algérie,Société d'études du Chemin de fer transafricain,1
cheminsferroutesalgerie,entreprisemaritimecommerciale,Société des Chemins de fer sur routes d'Algérie,L'Entreprise maritime et commerciale,1
