from_company_id,to_company_id,from_name,to_name,n_references
creditfonciermaroc,etudestechniquesfinancieres,Crédit foncier du Maroc,Société d'Études techniques et financières,1
creditfonciermaroc,minesorbetsiriry,Crédit foncier du Maroc,Mines d'or de Betsiriry,1
compagniesregionalesreuniesfabriquesengraisproduitschimiques,phosphatesconstantine,Compagnies régionales réunies de fabriques d'engrais et de produits chimiques,Compagnie des Phosphates de Constantine,1
compagniesregionalesreuniesfabriquesengraisproduitschimiques,omniumminesusines,Compagnies régionales réunies de fabriques d'engrais et de produits chimiques,"Omnium Mines et usines, puis Mines et Usines d'Algérie-Tunisie-Maroc",1
compagniesregionalesreuniesfabriquesengraisproduitschimiques,unionmines,Compagnies régionales réunies de fabriques d'engrais et de produits chimiques,Union des mines,1
compagniesregionalesreuniesfabriquesengraisproduitschimiques,unionespagnolefabriquesengraisproduitschimiquessuperphosphates,Compagnies régionales réunies de fabriques d'engrais et de produits chimiques,"Union espagnole de fabriques d'engrais, de produits chimiques et de superphosphates",1
compagniesregionalesreuniesfabriquesengraisproduitschimiques,ottomaneheraclee,Compagnies régionales réunies de fabriques d'engrais et de produits chimiques,"Société ottomane d'Héraclée, puis Société française d'Héraclée",1
compagniesregionalesreuniesfabriquesengraisproduitschimiques,unionfabriquesengraisproduitschimiquessuperphosphates,Compagnies régionales réunies de fabriques d'engrais et de produits chimiques,"Union française de fabriques d'engrais, de produits chimiques et de superphosphates, puis Union française d'engrais et de produits chimiques",1
culturesindustriellesmaroc,minierekemon,Société de Cultures industrielles au Maroc,Société Minière de Kémon,1
culturesindustriellesmaroc,brasseriesmaroc,Société de Cultures industrielles au Maroc,"Société des Brasseries du Maroc, puis Boissons du Maroc",1
culturesindustriellesmaroc,cherifienneparticipations,Société de Cultures industrielles au Maroc,Société Chérifienne de participations,1
culturesindustriellesmaroc,collectiontitrescoloniauxsergevolper,Société de Cultures industrielles au Maroc,Collection de titres coloniaux de Serge Volper,1
culturesindustriellesmaroc,comptoirmaroc,Société de Cultures industrielles au Maroc,Comptoir français du Maroc,1
dalmatienne,phosphatestunisiens,La Dalmatienne,"Société des Phosphates tunisiens, puis Pierrefitte–Kalaa-Djerba, puis Pierrefitte .",1
dalmatienne,moulinsmaghreb,La Dalmatienne,Société des Moulins du Maghreb,1
deutscheskohlendepot,heckmannalgertuniscasablancaagentmaritimearmateurvoyagiste,Deutsches Kohlen Depot,"Heckmann, Alger, Tunis, Casablanca… Agent maritime, armateur, voyagiste",1
deutscheskohlendepot,valero,Deutsches Kohlen Depot,Valéro,1
distilleriebadoilmustapha,collectiontitrescoloniauxsergevolper,"Distillerie Badoil, Mustapha",Collection de titres coloniaux de Serge Volper,1
distilleriedelbays,banquealgeriebanquealgerietunisiebanquealgerie,"Distillerie Delbays, puis Plantier frères","Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",1
distilleriedelbays,alhambrarueisly,"Distillerie Delbays, puis Plantier frères",Société de l'Alhambra de la rue d'Isly,1
distilleriedelbays,tonnelleriesmodernes,"Distillerie Delbays, puis Plantier frères",Société des Tonnelleries modernes,1
distilleriedelbays,vernet,"Distillerie Delbays, puis Plantier frères",Vernet,1
distillerieliqueurmandarinebougie,creditagricolecommercialalgeriencommanditeparactions,Distillerie de liqueur de mandarine de Bougie,"Crédit agricole et commercial algérien, société en commandite par actions, puis Crédit agricole, commercial et industriel algérien, S.A.",1
distillerieliqueurmandarinebougie,industrieexploitationlieges,Distillerie de liqueur de mandarine de Bougie,Société Générale pour l'industrie et l'exploitation des lièges,1
distillerieliqueurmandarinebougie,afrique,Distillerie de liqueur de mandarine de Bougie,L'Afrique française,1
distillerieliqueurmandarinebougie,collectiontitrescoloniauxsergevolper,Distillerie de liqueur de mandarine de Bougie,Collection de titres coloniaux de Serge Volper,1
distillerieliqueurmandarinebougie,tramwaysmessageriessahel,Distillerie de liqueur de mandarine de Bougie,Tramways et messageries du Sahel,1
distilleriesalgeriennes,creditagricolecommercialalgeriencommanditeparactions,Société générale de Distilleries algériennes,"Crédit agricole et commercial algérien, société en commandite par actions, puis Crédit agricole, commercial et industriel algérien, S.A.",1
distilleriesalgeriennes,afriquecongo,Société générale de Distilleries algériennes,Afrique et Congo,1
minieredjebelazered,collectiontitrescoloniauxsergevolper,Société minière du Djebel-Azered,Collection de titres coloniaux de Serge Volper,1
minieredjebelazered,soffo,Société minière du Djebel-Azered,SOFFO,1
minieredjebelboumouss,collectiontitrescoloniauxpeterseidel,Société minière du Djebel-Bou-Mouss,Collection de titres coloniaux de Peter Seidel,1
minieredjebelchelia,syndicatparisienetudesminieres,Société minière de Djebel-Chélia,Syndicat parisien d’études minières,1
minieredjebelchelia,huileriesplantationscoteivoire,Société minière de Djebel-Chélia,Société française des Huileries et plantations de la Côte-d’Ivoire,1
minesdjebelelakhouat,industrielleplatine,Mines du Djebel-El-Akhouat,Cie industrielle du platine,1
minesdjebelelakhouat,minestunisie,Mines du Djebel-El-Akhouat,Les mines en Tunisie,1
minesdjebelelakhouat,minesdjebelressas,Mines du Djebel-El-Akhouat,Société des mines du Djebel-Ressas,1
minesdjebelkebouch,minierefrancotunisienne,Société des mines du Djebel-Kebouch,Compagnie Minière franco-tunisienne,1
minesdjebelkebouch,collectiontitrescoloniauxsergevolper,Société des mines du Djebel-Kebouch,Collection de titres coloniaux de Serge Volper,1
minieredjebellorbeus,metallurgiqueminierefrancomarocaine,Compagnie minière du Djebel-Lorbeus,Compagnie Métallurgique et minière franco-marocaine,1
minieredjebellorbeus,collectiontitrescoloniauxpeterseidel,Compagnie minière du Djebel-Lorbeus,Collection de titres coloniaux de Peter Seidel,1
minieredjebellorbeus,etudesnord,Compagnie minière du Djebel-Lorbeus,Société d'Études du Nord,1
minieredjebellorbeus,zincmanufacturingcydartford,Compagnie minière du Djebel-Lorbeus,"The Zinc Manufacturing Cy, Dartford",1
minesdjebelmelalis,minesdjebelsekarna,Société des mines du Djebel-Mélalis,Société des mines du Djebel-Sekarna,1
minesdjebelsekarna,collectiontitrescoloniauxsergevolper,Société des mines du Djebel-Sekarna,Collection de titres coloniaux de Serge Volper,1
minesdjebelsekarna,collectiontitrescoloniauxpeterseidel,Société des mines du Djebel-Sekarna,Collection de titres coloniaux de Peter Seidel,1
minesdjebelsekarna,minesdjebelmelalis,Société des mines du Djebel-Sekarna,Société des mines du Djebel-Mélalis,1
minesdjebelsekarna,tunisienneminesmetalliquesplombzinc,Société des mines du Djebel-Sekarna,"Cie Tunisienne de Mines métalliques, plomb, zinc",1
djebelteliouinepresbougie,minierebougieouminierebougie,"Djebel-Teliouïne, près Bougie",Société minière de Bougie ou Minière de Bougie,1
djebelteliouinepresbougie,electrometallurgiedives,"Djebel-Teliouïne, près Bougie",Société d'Électro-Métallurgie de Dives,1
djebelteliouinepresbougie,minesdouaria,"Djebel-Teliouïne, près Bougie",Société des mines de Douaria,1
minesdjebeltouila,banqueatlas,Compagnie des mines du Djebel-Touila,Banque Atlas,1
minesdjebeltouila,phosphatesmaknassy,Compagnie des mines du Djebel-Touila,Phosphates de Maknassy,1
minesdjebeltouila,eauxbeyrouth,Compagnie des mines du Djebel-Touila,Compagnie des Eaux de Beyrouth,1
minesdjebeltouila,1911djebelhallouf,Compagnie des mines du Djebel-Touila,"S.A., 1911 Djebel Hallouf",1
minesdjebeltouila,zincmanufacturingcydartford,Compagnie des mines du Djebel-Touila,"The Zinc Manufacturing Cy, Dartford",1
minieredjebelsmassermaaziz,collectiontitrescoloniauxpeterseidel,Société minière des Djebels Masser et Maaziz,Collection de titres coloniaux de Peter Seidel,1
minieredjebelsmassermaaziz,collectiontitrescoloniauxsergevolper,Société minière des Djebels Masser et Maaziz,Collection de titres coloniaux de Serge Volper,1
minieredjebelsmassermaaziz,minesoranie,Société minière des Djebels Masser et Maaziz,Société des Mines de l'Oranie,1
djidjelliplage,voyageshotelsnordafricains,Djidjelli-Plage,Société des voyages et hôtels nord-africains,1
djidjelliplage,domaineelhannser,Djidjelli-Plage,Domaine d'El-Hannser,1
djidjelliplage,minesbenihimmel,Djidjelli-Plage,Société des mines de Beni-Himmel,1
djidjellienneelectricite,electriciteafriquenord,Société Djidjellienne d'Électricité,Compagnie d'Électricité de l'Afrique du Nord,1
djidjellienneelectricite,unionelectriquegaziereafriquenord,Société Djidjellienne d'Électricité,Union électrique et gazière de l'Afrique du Nord,1
etablissementdocksarsenauxtelegraphesportsafrique,afriquenordsud,"Compagnie générale d’établissement des Docks, arsenaux, télégraphes et ports d’Afrique",L'Afrique du Nord et du Sud,1
etablissementdocksarsenauxtelegraphesportsafrique,docksoran,"Compagnie générale d’établissement des Docks, arsenaux, télégraphes et ports d’Afrique",Docks d'Oran,1
etablissementdocksarsenauxtelegraphesportsafrique,collectiontitrescoloniauxsergevolper,"Compagnie générale d’établissement des Docks, arsenaux, télégraphes et ports d’Afrique",Collection de titres coloniaux de Serge Volper,1
docksoran,afriquenordsud,Docks d'Oran,L'Afrique du Nord et du Sud,1
docksoran,collectiontitrescoloniauxsergevolper,Docks d'Oran,Collection de titres coloniaux de Serge Volper,1
docksoran,etablissementdocksarsenauxtelegraphesportsafrique,Docks d'Oran,"Compagnie générale d’établissement des Docks, arsenaux, télégraphes et ports d’Afrique",1
dockspetrolesafriquenord,industrielleconstructionsparispersan,Société des Docks des pétroles de l’Afrique du Nord,"Société Industrielle de Constructions, Paris, Persan",1
domaineelhannser,djidjelliplage,Domaine d'El-Hannser,Djidjelli-Plage,1
domaineelhannser,electriciteafriquenord,Domaine d'El-Hannser,Compagnie d'Électricité de l'Afrique du Nord,1
domaineelhannser,industrielleliege,Domaine d'El-Hannser,Société Industrielle du Liège puis Industrielle Algérienne du Liège,1
domainekarmoudahrandonpresbone,collectiontitrescoloniauxsergevolper,"Société du Domaine de Karmoudah, Randon, près Bône",Collection de titres coloniaux de Serge Volper,1
domainekoriflaainelaouda,industriellebasogooue,"Domaine de Korifla, Aïn-el-Aouda",Société Industrielle du Bas-Ogooué,1
domainekoriflaainelaouda,forestiereagricolekouilou,"Domaine de Korifla, Aïn-el-Aouda",Société Forestière et Agricole du Kouilou,1
domainesmahya,omniumindustrielimmobiliercommercial,Domaine de Smahya,"Omnium industriel, immobilier et commercial",1
domainesources,bernabefreres,Société du Domaine des Sources,Bernabé frères,1
domainejulienguethna,collectiontitrescoloniauxsergevolper,Domaine Julien de la Guethna,Collection de titres coloniaux de Serge Volper,1
domainejulienguethna,immobilierecommercialeagricolealgerieaintedeles,Domaine Julien de la Guethna,"Société Immobilière, Commerciale et Agricole d’Algérie, Aïn-Tédélès",1
domainequatrechemins,banqueunionnordafricaine,Domaine des Quatre-Chemins,Banque de l'union nord-africaine,1
domainesaintcharlesboufarik,etablissementsjvinson,"Domaine Saint-Charles, Boufarik",Établissements J. Vinson,1
domainesaintcharlesboufarik,collectiontitrescoloniauxsergevolper,"Domaine Saint-Charles, Boufarik",Collection de titres coloniaux de Serge Volper,1
domainetorschmina,collectiontitrescoloniauxsergevolper,"Domaine Torsch, La Mina",Collection de titres coloniaux de Serge Volper,1
1918domainesbenislimantablat,afrique,"S.A., 1918 Domaines des Beni Sliman, , Tablat",L'Afrique française,1
societesdomainesdarhoussa,grandsdomainesfrancealgerietunisie,Sociétés des Domaines de Darhoussa,"Grands Domaines de France, d’Algérie et de Tunisie",1
societesdomainesdarhoussa,creditagricolecommercialalgeriencommanditeparactions,Sociétés des Domaines de Darhoussa,"Crédit agricole et commercial algérien, société en commandite par actions, puis Crédit agricole, commercial et industriel algérien, S.A.",1
societesdomainesdarhoussa,collectiontitrescoloniauxsergevolper,Sociétés des Domaines de Darhoussa,Collection de titres coloniaux de Serge Volper,1
societesdomainesdarhoussa,fermesfrancaisestunisie,Sociétés des Domaines de Darhoussa,Société des Fermes francaises de Tunisie,1
domaineskeroulisaintemouchent,mitidja,Domaines du Kéroulis à Aïn-Témouchent,La Mitidja,1
domaineskeroulisaintemouchent,algeriennevinsmousseuxnaturelsbirmandreis,Domaines du Kéroulis à Aïn-Témouchent,"Société algérienne des Vins mousseux naturels, Birmandreis",1
domaineskeroulisaintemouchent,collectiontitrescoloniauxsergevolper,Domaines du Kéroulis à Aïn-Témouchent,Collection de titres coloniaux de Serge Volper,1
ateliersfonderiecelestinducros,etslouisbilliard,Ateliers et fonderie Célestin Ducros,Éts Louis Billiard,1
etsduplan,duplanbizot,Éts Duplan,"Duplan, Bizot",1
etsduplan,comptoirproduitsceramiques,Éts Duplan,Comptoir des produits céramiques,1
durandfilsagglomereshouillearriereportagha,thomaron,"Durand et fils, agglomérés de houille, arrière-port de l'Agha",Thomaron & Cie,1
durandfilsagglomereshouillearriereportagha,schiaffinodurand,"Durand et fils, agglomérés de houille, arrière-port de l'Agha",Schiaffino et Durand,1
durandfilsagglomereshouillearriereportagha,durand,"Durand et fils, agglomérés de houille, arrière-port de l'Agha",Durand,1
durandfilsagglomereshouillearriereportagha,etsluccourt,"Durand et fils, agglomérés de houille, arrière-port de l'Agha",Éts Luc Court,1
durandfilsagglomereshouillearriereportagha,algeriennepetrolesmory,"Durand et fils, agglomérés de houille, arrière-port de l'Agha",Société Algérienne de pétroles Mory,1
durand,schiaffinodurand,Durand,Schiaffino et Durand,1
durand,durandfilsagglomereshouillearriereportagha,Durand,"Durand et fils, agglomérés de houille, arrière-port de l'Agha",1
durand,algeriennetransportsparautomobiles,Durand,Société Algérienne de Transports par automobiles,1
turner,romeoturneresposito,Turner,"Roméo, Turner et d'Esposito",1
eauxsahel,congooccidental,Compagnie des Eaux du Sahel,Compagnie du Congo Occidental,1
eauxmineralesnaturellesaingarci,eauxthermalesdomainekorbous,Eaux minérales naturelles d'Aïn-Garci,Compagnie des Eaux thermales et du domaine de Korbous,1
eauxmineralesnaturellesaingarci,phosphatesaintagabougamouche,Eaux minérales naturelles d'Aïn-Garci,Compagnie des Phosphates d'Aïn-Taga et Bou-Gamouche,1
eauxmineralesnaturellesaingarci,collectiontitrescoloniauxsergevolper,Eaux minérales naturelles d'Aïn-Garci,Collection de titres coloniaux de Serge Volper,1
eauxmineralesnaturellesaingarci,agricoleimmobilierefrancoafricaineenfida,Eaux minérales naturelles d'Aïn-Garci,Société agricole et immobilière franco-africaine Enfida,1
eauxthermalesdomainekorbous,collectiontitrescoloniauxsergevolper,Compagnie des Eaux thermales et du domaine de Korbous,Collection de titres coloniaux de Serge Volper,1
eauxthermalesdomainekorbous,eauxmineralesnaturellesaingarci,Compagnie des Eaux thermales et du domaine de Korbous,Eaux minérales naturelles d'Aïn-Garci,1
eclairageforcemaroc,entrepriseshydrauliquestravauxpublics,Cie d'Éclairage et de force au Maroc,Compagnie d'Entreprises hydrauliques et de travaux publics,1
eldjezairimmeubles,tramwaysmessageriessahel,El-Djezaïr Immeubles,Tramways et messageries du Sahel,1
eldjezairimmeubles,algerienneglacehygieniqueentreposagefrigorifique,El-Djezaïr Immeubles,Compagnie Algérienne de glace hygiénique et d'entreposage frigorifique,1
electricitebiskra,electriciteafriquenord,Société d'Électricité de Biskra,Compagnie d'Électricité de l'Afrique du Nord,1
electricitebiskra,unionelectriquegaziereafriquenord,Société d'Électricité de Biskra,Union électrique et gazière de l'Afrique du Nord,1
electriciteafriquenord,banquecolonialeetudesentreprisesmutuellesditebanquecoloniale,Compagnie d'Électricité de l'Afrique du Nord,Banque coloniale d'études et d'entreprises mutuelles dite Banque coloniale,1
electriciteafriquenord,domaineelhannser,Compagnie d'Électricité de l'Afrique du Nord,Domaine d'El-Hannser,1
electriciteafriquenord,electricitesoukarhas,Compagnie d'Électricité de l'Afrique du Nord,Société d'Électricité de Souk-Arhas,1
electriciteafriquenord,omniumalgerienelectricitetebessa,Compagnie d'Électricité de l'Afrique du Nord,"Omnium algérien d'électricité, Tébessa",1
electriciteafriquenord,unionelectriquegaziereafriquenord,Compagnie d'Électricité de l'Afrique du Nord,Union électrique et gazière de l'Afrique du Nord,1
electricitemarrakech,maroccommerceindustrie,Société d'Électricité de Marrakech,Compagnie du Maroc pour le commerce et l'industrie,1
electricitemarrakech,developpementcasablanca,Société d'Électricité de Marrakech,Société Générale pour le Développement de Casablanca,1
electricitemazagan,maroccommerceindustrie,Société d'Électricité de Mazagan,Compagnie du Maroc pour le commerce et l'industrie,1
electricitemazagan,developpementcasablanca,Société d'Électricité de Mazagan,Société Générale pour le Développement de Casablanca,1
electricitesafi,maroccommerceindustrie,Société d'Électricité de Safi,Compagnie du Maroc pour le commerce et l'industrie,1
electricitesafi,developpementcasablanca,Société d'Électricité de Safi,Société Générale pour le Développement de Casablanca,1
electricitesoukarhas,creditalgerien,Société d'Électricité de Souk-Arhas,"Crédit algérien, puis Crédit privé",1
electricitesoukarhas,algeriennechauxcimentsusinepointepescade,Société d'Électricité de Souk-Arhas,"Compagnie Algérienne de chaux et ciments, usine de la Pointe-Pescade",1
electricitesoukarhas,omniumelectricite,Société d'Électricité de Souk-Arhas,Omnium français d'électricité,1
electricitesoukarhas,electriciteafriquenord,Société d'Électricité de Souk-Arhas,Compagnie d'Électricité de l'Afrique du Nord,1
electricitesoukarhas,unionelectriquegaziereafriquenord,Société d'Électricité de Souk-Arhas,Union électrique et gazière de l'Afrique du Nord,1
elevageagriculturenordmarocain,industrielleforestiereindochinescieriehamrong,Société d'Élevage et d'agriculture du Nord-Marocain,"Société Industrielle et Forestière de l'Indochine, scierie, Hamrong",1
energieelectriquevillebizerte,collectiontitrescoloniauxsergevolper,Société d'Énergie électrique de la ville de Bizerte,Collection de titres coloniaux de Serge Volper,1
energieelectriquevillebizerte,collectiontitrescoloniauxpeterseidel,Société d'Énergie électrique de la ville de Bizerte,Collection de titres coloniaux de Peter Seidel,1
entreprisesarboricolesagricolesmaroc,cherifiennecolonisation,Société d'Entreprises arboricoles et agricoles au Maroc,Compagnie Chérifienne de colonisation,1
entreprisemaritimecommerciale,travauxportsentreprisesmaritimes,L'Entreprise maritime et commerciale,Société des Travaux de ports et d'entreprises maritimes,1
entreprisemaritimecommerciale,industriellepetroles,L'Entreprise maritime et commerciale,Compagnie Industrielle des Pétroles,1
entreprisemaritimecommerciale,cheminsferroutesalgerie,L'Entreprise maritime et commerciale,Société des Chemins de fer sur routes d'Algérie,1
entreprisemaritimecommerciale,portalger,L'Entreprise maritime et commerciale,Port d'Alger,1
entreprisemaritimecommerciale,makanghia,L'Entreprise maritime et commerciale,La Makanghia,1
entrepreneurscasablanca,grandstravauxmarseillemaroc,Entrepreneurs de Casablanca,Grands Travaux de Marseille -Maroc,1
entreprisecommercialeafriquenord,fontaine,Entreprise commerciale de l'Afrique du Nord,"Fontaine & Cie, puis Buhler-Fontaine, Neuilly",1
entreprisecommercialeafriquenord,francomarocaineoufrancomarocaine,Entreprise commerciale de l'Afrique du Nord,Société Franco-Marocaine ou Société franco-marocaine,1
entreprisesmarococcidental,messageriesfluvialescongo,Société d’Entreprises du Maroc Occidental,Messageries fluviales du Congo,1
entreprisesquilmes,distilleriesindochine,Entreprises Quilmès,Distilleries de l’Indochine,1
equatorialeminestunisie,equatorialemines,Équatoriale de mines-Tunisie,Compagnie Équatoriale de mines,1
equatorialeminestunisie,fonciere,Équatoriale de mines-Tunisie,Société générale foncière,1
etablissementsalexandrerannou,agricolesaharaalgerien1926,Établissements Alexandre Rannou,"Compagnie Agricole du Sahara algérien, S.A., 1926",1
etsboyoud,boyoudcelestinfilsjulesboyoudfreresjulesboyoudlouisvaillsatelierjulesboyoudmobilia,Ets Boyoud,Boyoud ; Célestin fils et Jules Boyoud frères ; Jules Boyoud & Louis Vaills ; Atelier Jules Boyoud-Mobilia,1
etsemileparlier,tabacsalgeriens,Éts Émile Parlier,Tabacs algériens,1
etslouisbilliard,ateliersfonderiecelestinducros,Éts Louis Billiard,Ateliers et fonderie Célestin Ducros,1
etsmauricefeuillatte,grandsdomainesmadagascar,Éts Maurice Feuillatte,Les Grands Domaines de Madagascar,1
etsmauricefeuillatte,haugouallain,Éts Maurice Feuillatte,"Haugou, Allain & Compagnie",1
etsmauricefeuillatte,filtreriefrancoalgerienne,Éts Maurice Feuillatte,Filtrerie franco-algérienne,1
marocaineetspaulparrenin,etspaulparrenin,Société marocaine des Ets Paul Parrenin,Ets Paul Parrenin,1
etspaulparrenin,marocaineetspaulparrenin,Ets Paul Parrenin,Société marocaine des Ets Paul Parrenin,1
etsromeo,romeoturneresposito,Éts Roméo,"Roméo, Turner et d'Esposito",1
etablissementssoussanafreres,banquecolonialeetudesentreprisesmutuellesditebanquecoloniale,Établissements Soussana frères,Banque coloniale d'études et d'entreprises mutuelles dite Banque coloniale,1
internationaleetudestravauxmaroc,parismarocholdingcherifiengustavegompel,Société Internationale d'Études et de travaux au Maroc,"Paris-Maroc, le holding chérifien de Gustave Gompel",1
internationaleetudestravauxmaroc,grandstravauxalgeriens,Société Internationale d'Études et de travaux au Maroc,Grands Travaux algériens,1
internationaleetudestravauxmaroc,entreprisesmarococcidental,Société Internationale d'Études et de travaux au Maroc,Société d’Entreprises du Maroc Occidental,1
expansionnordafricaine,minesgraphitemanampotsy,L'Expansion nord-africaine,Compagnie des Mines de graphite de Manampotsy,1
explosifsminelite,explosifsbellefontaineparmenerville,"Explosifs Minélite, puis La Kinsite","Société générale d'explosifs, Bellefontaine, par Ménerville",1
expositionprimeurscasablanca,entreprisemaritimecommerciale,Exposition de primeurs à Casablanca,L'Entreprise maritime et commerciale,1
fabrefreresfabrefreresvinsonfabrefreresleonfabre,etablissementsjvinson,"Fabre frères, Fabre frères et Vinson, Fabre frères et Cie, Léon Fabre et Cie",Établissements J. Vinson,1
fabrefreresfabrefreresvinsonfabrefreresleonfabre,plantationsproduitsderivesafriqueoccidentale,"Fabre frères, Fabre frères et Vinson, Fabre frères et Cie, Léon Fabre et Cie",Société des Plantations et produits dérivés de l'Afrique occidentale,1
recherchesminieresfalta,collectiontitrescoloniauxsergevolper,Société de Recherches minières du Falta,Collection de titres coloniaux de Serge Volper,1
recherchesminieresfalta,algerienneproduitschimiquesengrais,Société de Recherches minières du Falta,Société Algérienne de produits chimiques et d'engrais,1
fasielectricite,unionmines,Compagnie Fasi d'Électricité,Union des mines,1
fasielectricite,creditfoncieralgerietunisie,Compagnie Fasi d'Électricité,Crédit foncier d'Algérie et de Tunisie,1
fasielectricite,unionminesmarocaines,Compagnie Fasi d'Électricité,Union des mines marocaines,1
fecampoisenavigationarmement,portalger,Société Fécampoise de Navigation et d'armement,Port d'Alger,1
fermegazan,agricolelyonnaisenordafrique,Ferme de Gazan,Société Agricole Lyonnaise du Nord de l'Afrique,1
fermegazan,immeubleslyonnaisferryville,Ferme de Gazan,Immeubles lyonnais de Ferryville,1
fermegazan,cotonnierebonoise,Ferme de Gazan,Société Cotonnière Bônoise,1
fermesalgeriennes,collectiontitrescoloniauxsergevolper,Société des Fermes algeriennes,Collection de titres coloniaux de Serge Volper,1
fermesfrancaisesalgerie,fermesfrancaisestunisie,Société des Fermes francaises d'Algérie,Société des Fermes francaises de Tunisie,1
fermesfrancaisesalgerie,collectiontitrescoloniauxsergevolper,Société des Fermes francaises d'Algérie,Collection de titres coloniaux de Serge Volper,1
fermiereelectriquesousse,kebao,Société Fermiere de la Compagnie électrique de Sousse,Société anonyme française de Kébao,1
fermiereelectriquesousse,huileriessaheltunisien,Société Fermiere de la Compagnie électrique de Sousse,Société générale des Huileries du Sahel tunisien,1
fermiereelectriquesousse,monasterienne,Société Fermiere de la Compagnie électrique de Sousse,Monastérienne,1
fermiereelectriquesousse,omniumelectricite,Société Fermiere de la Compagnie électrique de Sousse,Omnium français d'électricité,1
fermiereelectriquesousse,energieindustrielle,Société Fermiere de la Compagnie électrique de Sousse,L'Énergie industrielle,1
ferrouillatfreres,fonciereminieremadagascar,Ferrouillat frères,"Compagnie Foncière et Minière de Madagascar, puis Foncière, Industrielle et Commerciale de Madagascar, puis Société malgache d'entreprises industrielles",1
foncierafricain,fermierecheminsfertunisiens,Foncier africain français,Cie Fermière des chemins de fer tunisiens,1
foncierevignoblesfrancealgerie,collectiontitrescoloniauxsergevolper,La Foncière des Vignobles de France et d'Algérie,Collection de titres coloniaux de Serge Volper,1
foncierevignoblesfrancealgerie,comptoirindustrielfrancecolonies,La Foncière des Vignobles de France et d'Algérie,Comptoir industriel de France et des colonies,1
fonciereimmobilieremaisoncarree,algerienneglacehygieniqueentreposagefrigorifique,Société Foncière et Immobiliere de Maison-Carrée,Compagnie Algérienne de glace hygiénique et d'entreposage frigorifique,1
foncieremarococcidental,foncieremarocaine,Société Foncière du Maroc Occidental,Société Foncière Marocaine,1
foncieremarococcidental,banquemaroc,Société Foncière du Maroc Occidental,Banque française du Maroc,1
fonderiesatelierstunisie,phosphatestunisiens,Fonderies et ateliers de Tunisie,"Société des Phosphates tunisiens, puis Pierrefitte–Kalaa-Djerba, puis Pierrefitte .",1
forestierekcebia,cotonniererodumna,Société Forestière de Kcebia,Société Cotonnière Rodumna,1
forestierekcebia,etsdumarestindochine,Société Forestière de Kcebia,Éts Dumarest d'Indochine,1
forestiereliegeouvreouedeloueb,fusionneeliegeshamendaspetitekabylie,"Société Forestière du Liège ouvré, Oued-el-Oueb",Société fusionnée des Lièges des Hamendas et de Petite-Kabylie,1
foretstora,banquealgeriebanquealgerietunisiebanquealgerie,Forêt de Stora,"Banque de l'Algérie, Banque de l'Algérie et de la Tunisie, Banque de l'Algérie",1
francoalgeriennewagonsfoudres,banqueunionnordafricaine,Société Franco-algérienne des Wagons-foudres,Banque de l'union nord-africaine,1
francotunisiennecommercialeindustrielleagricole,marseillaisemadagascar,"Société Franco-Tunisienne Commerciale, Industrielle et Agricole",Compagnie Marseillaise de Madagascar,1
francotunisiennenavigation,collectiontitrescoloniauxpeterseidel,Compagnie Franco-Tunisienne de Navigation,Collection de titres coloniaux de Peter Seidel,1
zincsalindresberreetang,sudmarocain,"Compagnie Française du Zinc, Salindres, Berre-l'Étang",Compagnie du Sud-Marocain,1
zincsalindresberreetang,exploitationsminieresoubangui,"Compagnie Française du Zinc, Salindres, Berre-l'Étang",Exploitations minières de l'Oubangui,1
zincsalindresberreetang,soudanaise,"Compagnie Française du Zinc, Salindres, Berre-l'Étang",Compagnie Soudanaise,1
zincsalindresberreetang,etablissementsjosephmas,"Compagnie Française du Zinc, Salindres, Berre-l'Étang",Établissements Joseph Mas,1
zincsalindresberreetang,omniumfrancemaroc,"Compagnie Française du Zinc, Salindres, Berre-l'Étang",Omnium de France et du Maroc,1
zincsalindresberreetang,minierebassanwicoteivoire,"Compagnie Française du Zinc, Salindres, Berre-l'Étang",Compagnie Minière du Bas-Sanwi et de la Côte-d’Ivoire,1
zincsalindresberreetang,raffineriessoufrereunies,"Compagnie Française du Zinc, Salindres, Berre-l'Étang",Raffineries de soufre réunies,1
zincsalindresberreetang,stationshivernalesafricaines,"Compagnie Française du Zinc, Salindres, Berre-l'Étang",Stations hivernales africaines,1
zincsalindresberreetang,barytecomines,"Compagnie Française du Zinc, Salindres, Berre-l'Étang","Société française La Baryte de Comines, puis Produits chimiques et blancs de Comines",1
minesmaroc,associationminiere,Société Française des Mines du Maroc,Association minière,1
minesmaroc,minierebramrane,Société Française des Mines du Maroc,Société Minière du Bramrane,1
francotunisienneimmobiliereagricolecommerciale,sidichemmak,"Société Franco-Tunisienne Immobilière, Agricole et Commerciale",Société Sidi Chemmak,1
valero,deutscheskohlendepot,Valéro,Deutsches Kohlen Depot,1
francoasiatiquepetrolesalgerie,afrique,Société Franco-Asiatique des Pétroles d’Algerie,L'Afrique française,1
frigorifiquetunis,gazregiecointeresseeeauxtunis,"Société Frigorifique de Tunis, puis Société frigorifique et Brasserie de Tunis, puis Société de fabrication des boissons de Tunisie",Compagnie du Gaz et régie co-intéressée des eaux de Tunis,1
