person_id,annotation_raw,candidate_company_id,candidate_company_name,match_method,from_company_id,year,source_ref,doc_id,n_observations
milliotte-c,Forges de Clairvaux,forgesclairvaux,Forges de Clairvaux,name,forgesclairvaux,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
miniere-et-industrielle-de-souvingy,Mines de fer de Giraumont,minesfergiraumont,Mines de fer de Giraumont,name,minesfergiraumont,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
minost-e,Charbonn. du Tonkin,charbonntonkin,Charbonn. du Tonkin,name,charbonntonkin,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
minot-g,Continentale Parker,continentaleparker,Continentale Parker,name,continentaleparker,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
mirabaud-e,Cie algérienne,algerienne,Compagnie algérienne,name,algerienne,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
mirabaud-francoisfils-deugene-et-solange-pillivuyt,Affinage métaux,affinagemetaux,Société d’affinage des métaux,name,affinagemetaux,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
mirabaud-francoisfils-deugene-et-solange-pillivuyt,Glacières Paris,glacieresparis,Glacières de Paris,name,glacieresparis,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
mirabaud-n,Affinage métaux,affinagemetaux,Société d’affinage des métaux,name,affinagemetaux,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
mitaranga-g,Crédit marseillais,creditmarseillais,Crédit marseillais (ex-Bq François Casati et Compagnie),name,creditmarseillais,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
mitjavile-h,Cie intern. wagons-citernes,internwagonsciternes,Compagnie intern. des wagons-citernes,name,internwagonsciternes,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
mitry-emm-de-wendel,Petits-fils de François de Wendel,petitsfilsfrancoiswendel,Petits-fils de François de Wendel,name,petitsfilsfrancoiswendel,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
moch-p,Régie autonome des pétroles,regieautonomepetroles,Régie autonome des pétroles,name,regieautonomepetroles,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
moeller-de-laddersous-a,Mines or Kilo-Moto,minesorkilomoto,Mines d’or de Kilo Moto,name,minesorkilomoto,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
mole-r,Soleil-Risques divers,soleilrisquesdivers,Soleil-Risques divers,name,soleilrisquesdivers,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
molline-j,Nantaise d’importation au Maroc,nantaiseimportationmaroc,Société Nantaise d’Importation au Maroc,name,nantaiseimportationmaroc,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
de-monbrison-g,Affiches Gaillard,affichesgaillard,Affiches Gaillard,name,affichesgaillard,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
de-monchy-w,Royal Dutch,royaldutch,Royal Dutch,name,royaldutch,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
mongin-l,Éts Quillery,etsquillery,Éts Quillery,name,etsquillery,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
monnier-bernard,"Mines, fonderies et forges d’Alais",minesfonderiesforgesalais,"Mines, fonderies et forges d’Alais",name,minesfonderiesforgesalais,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
monod-g,Chimique de Gerland,chimiquegerland,Chimique de Gerland,name,chimiquegerland,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
monod-j,Usines de Sainte-Marie et Gravigny,usinessaintemariegravigny,Usines de Sainte-Marie et Gravigny,name,usinessaintemariegravigny,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
de-monplanet-c,Charbonn. du Tonkin,charbonntonkin,Charbonn. du Tonkin,name,charbonntonkin,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
de-monplanet-h,Charbonn. du Tonkin,charbonntonkin,Charbonn. du Tonkin,name,charbonntonkin,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
montaigne-t,Petits-fils de François de Wendel,petitsfilsfrancoiswendel,Petits-fils de François de Wendel,name,petitsfilsfrancoiswendel,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
de-montgolfier-a,Financière des caoutchoucs,financierecaoutchoucs,Financière des Caoutchoucs,name,financierecaoutchoucs,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
morane-paul-depute-des-cotes-du-nord-ep-sertelon,Kléber- Colombes,klebercolombes,Kléber-Colombes,name,klebercolombes,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
moranville-a,Conserveries de France,conserveriesfrance,Conserveries de France (ex-Lecointre),name,conserveriesfrance,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
morcourt-hubert-peyst-de-ing-ecpanc-adm-kleber-col,L’Électrique Lille-Roubaix-Tourcoing,electriquelilleroubaixtourcoing,L’Électrique Lille-Roubaix-Tourcoing,name,electriquelilleroubaixtourcoing,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
morcourt-hubert-peyst-de-ing-ecpanc-adm-kleber-col,Fonderies de Saint-Nazaire,fonderiessaintnazaire,Fonderies de Saint-Nazaire,name,fonderiessaintnazaire,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
moreau-j,Impr. Georges Lang,imprgeorgeslang,Impr. Georges Lang,name,imprgeorgeslang,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
moreau-r,Tramways et autobus de Casablanca,tramwaysautobuscasablanca,Compagnie des Tramways et autobus de Casablanca,name,tramwaysautobuscasablanca,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
moreau-r,Charbonn. Dong-Trieu,charbonndongtrieu,Charbonn. du Dông-Triêu,name,charbonndongtrieu,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
moreau-r,Docks pétroles d’Ambès,dockspetrolesambes,Docks des pétroles d’Ambès,name,dockspetrolesambes,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
moreau-de-melen-j,Crédit national,creditnational,Crédit national,name,creditnational,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
moreau-de-melen-j,Cie algérienne,algerienne,Compagnie algérienne,name,algerienne,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
moreau-neret-o,Foncière lyonnaise,foncierelyonnaise,Foncière lyonnaise,name,foncierelyonnaise,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
moreau-neret-o,Air liquide,airliquide,L'Air liquide,name,airliquide,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
moreira-v,Tabacs du Portugal,tabacsportugal,Tabacs du Portugal,name,tabacsportugal,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
morel,Graphites de la Sahanavo,graphitessahanavo,"Société des Graphites de la Sahanavo, puis Sahanavo, société malgache d'exploitations minières",name,graphitessahanavo,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
morin-g,L’Industrie lorraine,industrielorraine,L’Industrie lorraine,name,industrielorraine,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
morin-g,Minière et métallurgique du Périgord,minieremetallurgiqueperigord,Minière et métallurgique du Périgord,name,minieremetallurgiqueperigord,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
moulardot-m,Cie générale de réassurances-vie,reassurancesvie,Compagnie générale de réassurances-vie,name,reassurancesvie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
moulin-a,Monts-de-piété égyptiens,montspieteegyptiens,Monts-de-piété égyptiens,name,montspieteegyptiens,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
moulin-p,Ét. thermal de Bagnoles-de-l’Orne,thermalbagnolesorne,Ét. thermal de Bagnoles-de-l’Orne,name,thermalbagnolesorne,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
moundlic-j,Usines de Melle,usinesmelle,Usines de Melle,name,usinesmelle,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
mourral-h,Golfe de Guinée,golfeguinee,Société générale du Golfe de Guinée,name,golfeguinee,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
mourral-h,Jardin zoologique d’acclimatation,jardinzoologiqueacclimatation,Jardin zoologique d’acclimatation,name,jardinzoologiqueacclimatation,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
mualjean-j,Magasins réunis Est,magasinsreunisest,Magasins réunis de l’Est,name,magasinsreunisest,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
muir-r,Phosphates Océanie,phosphatesoceanie,Compagnie française des Phosphates de l'Océanie,name,phosphatesoceanie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
muller-shnee-c,Parisienne de crédit,parisiennecredit,Parisienne de crédit,name,parisiennecredit,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
munck-c,Domaine du Chapeau de Gendarme,domainechapeaugendarme,Domaine du Chapeau de Gendarme,name,domainechapeaugendarme,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
murat-p,Moulins du Maghreb,moulinsmaghreb,Société des Moulins du Maghreb,name,moulinsmaghreb,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
naboudet-g,Union comm. agric,unioncommagric,Union comm. agric. (ex-Union coloniale de l’Afrique du Nord)(abs,name,unioncommagric,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
nadaud-j,Continentale Parker,continentaleparker,Continentale Parker,name,continentaleparker,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
nalot-m,Filatures et tissages de Reims,filaturestissagesreims,Filatures et tissages de Reims,name,filaturestissagesreims,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
nanceienne-dalimentation,Vins du Midi et d’Algérie,vinsmidialgerie,Compagnie générale des vins du Midi et d'Algérie,name,vinsmidialgerie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
nathan-r,Banque de Madagascar et des Comores,banquemadagascarcomores,Banque de Madagascar et des Comores,name,banquemadagascarcomores,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
neef-de-sainval-a,Métallurgique de Champagne,metallurgiquechampagne,Métallurgique de Champagne,name,metallurgiquechampagne,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
nenard-r,Équatoriale de mines,equatorialemines,Compagnie Équatoriale de mines,name,equatorialemines,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
nessim-e,Land bank of Egypt,landbankegypt,LAND BANK OF EGYPT,name,landbankegypt,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
nesty-p,Indochine films et cinémas,indochinefilmscinemas,Indochine films et cinémas,name,indochinefilmscinemas,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
neuvy-a,Air liquide,airliquide,L'Air liquide,name,airliquide,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
neyrand-c,Rue impériale Lyon,rueimperialelyon,Rue impériale Lyon,name,rueimperialelyon,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
nicolas-p,Grands Moulins Vilgrain,grandsmoulinsvilgrain,Grands Moulins Vilgrain,name,grandsmoulinsvilgrain,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
nobel-g,"Mines d’or du Pek, Yougoslavie",minesorpekyougoslavie,Mines d’or du Pek (Yougoslavie),name,minesorpekyougoslavie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
de-noblet-danglure-c,Union comm. agric,unioncommagric,Union comm. agric. (ex-Union coloniale de l’Afrique du Nord)(abs,name,unioncommagric,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
node-langlois-r,Sucreries marseillaises de Madagascar,sucreriesmarseillaisesmadagascar,Sucreries marseillaises de Madagascar,name,sucreriesmarseillaisesmadagascar,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
noel-leon,Rhône- Poulenc,rhonepoulenc,Rhône-Poulenc,name,rhonepoulenc,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
di-noia-a,Danube-Save Adriatique,danubesaveadriatique,Danube-Save Adriatique,name,danubesaveadriatique,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
noizet-j,Cercle bleu,cerclebleu,Cercle bleu,name,cerclebleu,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
normand-g,Usines de Melle,usinesmelle,Usines de Melle,name,usinesmelle,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
normand-g,Entrep. Léon Ballot,entrepleonballot,Entrep. Léon Ballot,name,entrepleonballot,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
norton-d,Unilac Inc,unilacinc,Unilac Inc,name,unilacinc,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
nouel-p,Grillet & Feau,grilletfeau,Grillet & Feau,name,grilletfeau,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
nugues-r,Tramways de Tours,tramwaystours,Tramways de Tours,name,tramwaystours,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
occidentale-africaine-l,Cie lyonnaise de Madagascar,lyonnaisemadagascar,Compagnie Lyonnaise de Madagascar,name,lyonnaisemadagascar,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
odier-a,Fonderies Deberny & Peignot,fonderiesdebernypeignot,Fonderies Deberny & Peignot,name,fonderiesdebernypeignot,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
olgiati-pierre-ep-aude-monod,Entrep. A. Monod,entrepmonod,Entrep. A. Monod,name,entrepmonod,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
oneill-h,Carrières marocaines,carrieresmarocaines,Société des Carrières marocaines,name,carrieresmarocaines,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
oneill-h,Moulins du Maghreb,moulinsmaghreb,Société des Moulins du Maghreb,name,moulinsmaghreb,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
oneill-h,Comptoir indus. d’étirage et profilage de métaux,comptoirindusetirageprofilagemetaux,Comptoir indus. d’étirage et profilage de métaux,name,comptoirindusetirageprofilagemetaux,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
oppenheim-a,Royal Dutch,royaldutch,Royal Dutch,name,royaldutch,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
orcel-j,Carrières marocaines,carrieresmarocaines,Société des Carrières marocaines,name,carrieresmarocaines,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
ornellas-baron-charles-d-ing-ecp,Brazil railway Cy,brazilrailwaycy,Brazil railway Cy,name,brazilrailwaycy,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
d-orso-l,Maïseries de la Méditerranée,maiseriesmediterranee,Maïseries de la Méditerranée,name,maiseriesmediterranee,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
ortega,Crédit foncier mexicain,creditfonciermexicain,Crédit foncier mexicain,name,creditfonciermexicain,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
oubangui-immobilier,Transp. Oubangui-Cameroun,transpoubanguicameroun,Transp. Oubangui-Cameroun,name,transpoubanguicameroun,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
oudinot-p,Plantations d’Élima,plantationselima,Plantations d'Élima,name,plantationselima,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
oughourlian-j,Grands Hôtels du Levant,grandshotelslevant,Grands Hôtels du Levant,name,grandshotelslevant,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
oughourlian-j,Potasas ibericas,potasasibericas,Potasas ibericas,name,potasasibericas,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
oury-v,Cie du Mozambique,mozambique,Compagnie de Mozambique,name,mozambique,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
oury-v,Phosphates Océanie,phosphatesoceanie,Compagnie française des Phosphates de l'Océanie,name,phosphatesoceanie,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
ozanam-c,Carel Fouché & Cie,carelfouche,Carel Fouché & Compagnie,name,carelfouche,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
pagezy-h,Sté d’investissement du Nord,investissementnord,Société d’investissement du Nord,name,investissementnord,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
pagezy-h,Omnium nord-africain,omniumnordafricain,Omnium nord-africain,name,omniumnordafricain,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
pagnamenta-g,Unilac Inc,unilacinc,Unilac Inc,name,unilacinc,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
pagnon-r,Sucreries marseillaises de Madagascar,sucreriesmarseillaisesmadagascar,Sucreries marseillaises de Madagascar,name,sucreriesmarseillaisesmadagascar,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
painvin-g,Sous- comptoir des entrepreneurs,souscomptoirentrepreneurs,Sous-comptoir des entrepreneurs,name,souscomptoirentrepreneurs,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
painvin-g,Moulins du Maghreb,moulinsmaghreb,Société des Moulins du Maghreb,name,moulinsmaghreb,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
pairault-a,Verreries réunies de Vallerysthal et Portieux,verreriesreuniesvallerysthalportieux,Verreries réunies de Vallerysthal et Portieux,name,verreriesreuniesvallerysthalportieux,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
o-palangie,Brasseries du Cameroun,brasseriescameroun,Société anonyme des Brasseries du Cameroun,name,brasseriescameroun,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
panhard-m,Jardin zoologique d’acclimatation,jardinzoologiqueacclimatation,Jardin zoologique d’acclimatation,name,jardinzoologiqueacclimatation,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
panhard-r,Panhard et Levassor,panhardlevassor,Panhard & Levassor,name,panhardlevassor,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
parent-h,Sucrerie centrale de Cambrai,sucreriecentralecambrai,Sucrerie centrale de Cambrai,name,sucreriecentralecambrai,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
parent-h,Sucreries Millet réunies,sucreriesmilletreunies,Sucreries Millet réunies,name,sucreriesmilletreunies,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
parent-j,Union des mines,unionmines,Union des mines,name,unionmines,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
parisot-e,Comptoir Lyon-Alemand,comptoirlyonalemand,Comptoir Lyon-Alemand S.A,name,comptoirlyonalemand,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
parizot-r,Au Pêcheur écossais,pecheurecossais,Au pêcheur écossais,name,pecheurecossais,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
parturier-r,Textile ardennaise,textileardennaise,"Société textile ardennaise (anc. Éts Émile Henrion) : usines L’Espérance à Sedan, Pont-Maugis,",name,textileardennaise,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
pastre-c,Chargeurs réunis,chargeursreunis,Chargeurs réunis,name,chargeursreunis,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
pastre-c,Hôtels réunis,hotelsreunis,Hôtels réunis,name,hotelsreunis,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
paul-j,Navigation mixte,navigationmixte,Navigation mixte,name,navigationmixte,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
paul-cavallier-p,Châtel & Dollfus,chateldollfus,Chatel & Dollfus,name,chateldollfus,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
paulhan-louisanc-pilote-aerospatiale-co-fdt,Continentale Parker,continentaleparker,Continentale Parker,name,continentaleparker,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
pavillon-p,Entreprise industrielle,entrepriseindustrielle,Entreprise industrielle,name,entrepriseindustrielle,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
payan-r,EEOA,eauxelectriciteouestafricain,Eaux et électricité de l'Ouest-Africain,acronym,eauxelectriciteouestafricain,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
pechenart-a,Immobilière des Bas-Alpins,immobilierebasalpins,Immobilière des Bas-Alpins,name,immobilierebasalpins,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
pedrazzini-l,"Cie minière de Santiago y anexas, Mexique",minieresantiagoyanexasmexique,Compagnie minière de Santiago y anexas (Mexique),name,minieresantiagoyanexasmexique,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
pelissier-e,Union comm. agric,unioncommagric,Union comm. agric. (ex-Union coloniale de l’Afrique du Nord)(abs,name,unioncommagric,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
pelissier-e,Entrep. A. Monod,entrepmonod,Entrep. A. Monod,name,entrepmonod,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
de-pelissot-f,Immobilière Marseillaise,immobilieremarseillaise,Immobilière marseillaise,name,immobilieremarseillaise,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
pelletier-r,Équatoriale de mines,equatorialemines,Compagnie Équatoriale de mines,name,equatorialemines,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
peloni-c,Banque de l’Indochine,banqueindochine,Banque de l’Indochine,name,banqueindochine,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
peloni-c,Tramways élec. d’Angers,tramwayselecangers,Tramways élec. d’Angers,name,tramwayselecangers,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
penglaou-c,Banque Scalbert,banquescalbert,Banque Scalbert,name,banquescalbert,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
perard-m,Stein & Roubaix,steinroubaix,Stein et Roubaix,name,steinroubaix,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
perard-r,Stein & Roubaix,steinroubaix,Stein et Roubaix,name,steinroubaix,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
de-percin-e,Port et magasins publics de Paris-Austerlitz,portmagasinspublicsparisausterlitz,Port et magasins publics de Paris-Austerlitz,name,portmagasinspublicsparisausterlitz,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
pereire-alfred,Union et Phenix espagnol,unionphenixespagnol,Union et Phenix espagnol,name,unionphenixespagnol,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
perot-j,Cie du Cambodge,cambodge,Compagnie du Cambodge,name,cambodge,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
perrenot-m,Domaines du Kéroulis,domaineskeroulis,Domaines du Kéroulis,name,domaineskeroulis,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
perrin-c,Mines étain Tekkah,minesetaintekkah,Société des Mines d'étain de Tekkah,name,minesetaintekkah,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
perrin-r,Hydrocarbures de Saint-Denis,hydrocarburessaintdenis,Hydrocarbures de Saint-Denis,name,hydrocarburessaintdenis,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
perrin-r,Groupement de l’industrie sidérurgique,groupementindustriesiderurgique,Groupement de l’industrie sidérurgique,name,groupementindustriesiderurgique,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
perrot-h,Parisienne de machines-outils,parisiennemachinesoutils,Société parisienne de machines-outils,name,parisiennemachinesoutils,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
perrot-p,Grand bazar de Lyon,grandbazarlyon,Grand bazar de Lyon,name,grandbazarlyon,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
personnaz-g,Panhard et Levassor,panhardlevassor,Panhard & Levassor,name,panhardlevassor,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
perusat-p,Grande Maison de blanc,grandemaisonblanc,Grande Maison de Blanc,name,grandemaisonblanc,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
pesson-didion-m,Caltex SAF,caltexsaf,Caltex SAF,name,caltexsaf,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
pesson-didion-m,EEOA,eauxelectriciteouestafricain,Eaux et électricité de l'Ouest-Africain,acronym,eauxelectriciteouestafricain,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
pesson-didion-m,Gaz et élec. de Lisbonne,gazeleclisbonne,Gaz et élec. de Lisbonne,name,gazeleclisbonne,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
petibon-gen-brigade-jean,Domaine de Potinville,domainepotinville,Domaine de Potinville,name,domainepotinville,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
petin-jean-fils-dune-dlle-carnaud,Étains et wolfram du Tonkin,etainswolframtonkin,"Étains et wolfram du Tonkin, puis Compagnie immobilière et financière Ewoto",name,etainswolframtonkin,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
petit-c,Banque des produits alimentaires et coloniaux,banqueproduitsalimentairescoloniaux,Banque des produits alimentaires et coloniaux,name,banqueproduitsalimentairescoloniaux,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
petit-c,Tarauds et filières Corai & Cie,taraudsfilierescorai,Tarauds et filières Corai & Compagnie,name,taraudsfilierescorai,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
petit-r,Éts Ziegler,etsziegler,Éts Ziegler,name,etsziegler,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
petsche-h,Eau et force,eauforce,Eau et force,name,eauforce,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
peyraud-g,Pampre d’Or,pampreor,Pampre d’Or,name,pampreor,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
peyraud-j,Jardin zoologique d’acclimatation,jardinzoologiqueacclimatation,Jardin zoologique d’acclimatation,name,jardinzoologiqueacclimatation,1956,Annuaire Desfossés 1956,empire-desfosses-1956-adm-655dbf,1
