company_id,name,city,lat,lon,city_territory,group,source_field,place_raw
messageriessenegal,Messageries du Sénégal,,,,,,,
mineorpaclan,Mine d'or de Pac-Lan,Hanoï,21.028,105.854,Indochine,empire,head_office_observed,"est à Hanoi, 64"
metallurgiqueimphy,Métallurgique d’Imphy (ex-Commentry-Fourchambault et Decazeville),,,,,,,
nationale,Nationale,,,,,,,
nationalerisquesdivers,Nationale-Risques divers,,,,,,,
nationalevie,Nationale-Vie,,,,,,,
omniumimmobiliertunisien,Omnium immobilier tunisien,Tunis,36.806,10.181,Tunisie,empire,head_office_observed,Tunis
phenixincendie,Phénix-Incendie,,,,,,,
plantationsannamitesxacamloc,"Plantations annamites, Xa-cam, An-loc",Bruxelles,50.851,4.352,Belgique,foreign,head_office_observed,"Bruxelles, 52"
plantationsdjember,Plantations de Djember,Amsterdam,52.37,4.895,Pays-Bas,foreign,head_office_observed,"Amsterdam, 164, Herengracht. Bureau à Pars, SOGEMA [Société de gérance de"
protectricerisquesdivers,Protectrice-Risques divers,,,,,,,
purfinasersegruffecdepotbressuire,"Purfina française (> ? Serseg, Ruffec + dépôt à Bressuire)",,,,,,,
rizeriesparisiennesparishaiphong,"Rizeries parisiennes, Paris-Haïphong",,,,,,,
regieautonomepetroles,Régie autonome des pétroles,,,,,,,
algeriennematerielagricole,Société Algérienne de Matériel agricole,Constantine,36.365,6.615,Algérie,empire,head_office_observed,"Alger, 62, r. de Constantine"
algeriennepetrolestliouanet,Société Algérienne des pétroles de Tliouanet,,,,,,,
francobelgematerielcheminsfer,Société FRANCO-BELGE de MATÉRIEL de CHEMINS de FER,,,,,,,
financieretransportsentreprisesindustrielles,Société Financière de Transports et d'entreprises industrielles,Bruxelles,50.851,4.352,Belgique,foreign,place_listed,Bruxelles
horticolearboricolemarocaine,Société Horticole et Arboricole Marocaine,Casablanca,33.573,-7.59,Maroc,empire,head_office_observed,CASABLANCA-AVIATION
marocaineexplosifscasablancamelilla,"Société Marocaine d'explosifs, Casablanca, Melilla",,,,,,,
marocainegazcomprimes,Société Marocaine de Gaz comprimés,Casablanca,33.573,-7.59,Maroc,empire,place_listed,Casablanca
metallurgiqueminiereindochine,Société Métallurgique et minière de l'Indo-Chine,,,,,,,
agricolemopelia,Société agricole de Mopélia,Papeete,-17.535,-149.57,Tahiti (Polynésie),empire,head_office_observed,Papeete (île
hersent,Société anonyme Hersent,,,,,,,
societeanonymedesanciensetablissementsjulesburki,Société anonyme des Anciens Établissements Jules Burki,Conakry,9.509,-13.712,Guinée Conakry,empire,head_office_observed,CONAKRY (Guinée française)
commercialeaffretementscommissionscac,Société commerciale d’affrètements et de commission (SCAC),,,,,,,
forceeclairagesaida,Société de Force et d'éclairage de Saïda,,,,,,,
commissionconsignationcoloniales,Société de commission et de consignation coloniales,,,,,,,
placementimmobiliermaroc,Société de placement immobilier au Maroc,,,,,,,
boisgabon,Société des Bois du Gabon,Libreville,0.416,9.467,Gabon,empire,head_office_observed,LIBREVILLE (Gabon)
caoutchoucsindochinelocninh,"Société des Caoutchoucs de l'Indochine, Loc-Ninh",Paris,48.857,2.352,France,metropole,head_office_observed,Paris
forcesmotricesusinesarve,Société des Forces motrices et usines de l'Arve,Paris,48.857,2.352,France,metropole,head_office_observed,"à Paris, 124"
messageriesautomobilesnordannamlaos,Société des Messageries automobiles Nord Annam-Laos,Vinh,18.679,105.681,Indochine,empire,place_listed,Vinh
plantationsambidedisisal,"Société des Plantations d'Ambidedi, sisal",Kayes,14.446,-11.444,Soudan français,empire,head_office_observed,"AMBIDÉDI (Cercle de Kayes, Soudan français)"
plantationshautevoltasisal,"Société des Plantations de la Haute-Volta, sisal",Dakar,14.716,-17.467,Sénégal,empire,head_office_observed,"Dakar, Sénégal. Capital"
quaisdocksentrepotsconstantinople,"Société des Quais, docks et entrepôts de Constantinople",Constantinople,41.008,28.978,Empire ottoman/Turquie,foreign,head_office_observed,Constantinople
terresrougesthanhhoa,Société des Terres Rouges du Thanh-Hoa,Paris,48.857,2.352,France,metropole,head_office_observed,de Paris
gazelectricitemostaganem,Société du Gaz et de l'électricité de Mostaganem,Mostaganem,35.931,0.089,Algérie,empire,head_office_observed,MOSTAGANEM
reportsdepots,Société française de reports et de dépôts,,,,,,,
courtageassurancessgca,Société générale de courtage d’assurances (SGCA),,,,,,,
comptoirsfrancoafricains,Société générale des Comptoirs franco-africains,Paris,48.857,2.352,France,metropole,head_office_observed,"à Paris, 30"
indochinoiseverrerieproduitschimiques,Société indochinoise de verrerie et de produits chimiques,Paris,48.857,2.352,France,metropole,head_office_observed,"Paris, 14"
industriellemarbresouvres,Société industrielle des marbres ouvrés,,,,,,,
industrielleagricolemarrakech,Société industrielle et agricole de Marrakech,,,,,,,
minierekaolinsdjebeldebar,Société minière des Kaolins du Djebel-Debar,Bône,36.9,7.765,Algérie,empire,head_office_observed,Bône
minierebazina,"Société minière du Bazina, puis Bazina",Paris,48.857,2.352,France,metropole,head_office_observed,"PARIS, 60"
tunisiennelineriesfeuillette,Société tunisienne des Lineries Feuillette,Casablanca,33.573,-7.59,Maroc,empire,head_office_observed,"rte de Rabat, Aïn-Mazi-Casablanca"
soleilrisquesdivers,Soleil-Risques divers,,,,,,,
soudureelectriquelanguepindevfilialecarelfouche,Soudure électrique Languepin dev. filiale de Carel-Fouché,,,,,,,
souscomptoirentrepreneurs,Sous-comptoir des entrepreneurs,,,,,,,
nantaiseculturecoloniale,Sté nantaise de culture coloniale,,,,,,,
syndicatmaroc,Syndicat général pour le Maroc,Lyon,45.764,4.836,France,metropole,head_office_observed,est à Lyon
sequanaisecapitalisation,Séquanaise-Capitalisation,,,,,,,
easterninternationalrubberproducetrustltd,The Eastern International Rubber and Produce Trust Ltd,Londres,51.507,-0.128,Royaume-Uni,foreign,head_office_observed,"Londres, E. C. Mincing Lane House 59, Eastcheap"
thidoirizieresindochine,Thi-Doi — Société des rizières d'Indochine,,,,,,,
unioncolonialeelectricite,Union coloniale d'électricité,Paris,48.857,2.352,France,metropole,head_office_observed,PARIS
unionentreprisescoloniales,Union d'entreprises coloniales,Abidjan,5.345,-4.024,Côte d'Ivoire,empire,place_listed,Abidjan
unioncomptoirsoutremerunicomer,Union des Comptoirs d'Outre-Mer UNICOMER,Conakry,9.509,-13.712,Guinée Conakry,empire,head_office_observed,CONAKRY
unionforestiereogooue,Union forestière de l'Ogooué,,,,,,,
unionindustriellecreditreconstitutionuic,Union industrielle de crédit pour la reconstitution (UIC),,,,,,,
verretriplex,Verre Triplex,,,,,,,
verreriesbouteillesnord,Verreries à bouteilles du Nord,,,,,,,
hautsfourneauxnoumea,« Hauts-Fourneaux de Nouméa »,,,,,,,
etablissementsrouxbaudrandfreres,Établissements Roux-Baudrand frères,Paris,48.857,2.352,France,metropole,head_office_observed,Paris
etablissementsvezia,Établissements Vézia,Dakar,14.716,-17.467,Sénégal,empire,head_office_observed,DAKAR (Sénégal)
etsgomenouaco,"Éts Gomen-Ouaco, puis Société de Ouaco",,,,,,,
actionjouissance,ACTION DE JOUISSANCE,,,,,,,
asieoccidentale,ASIE OCCIDENTALE,Paris,48.857,2.352,France,metropole,head_office_observed,"48, r. des Petits-Champs, Paris, 2e. T"
agencecoloniale,Agence coloniale française,,,,,,,
agencefrance,Agence en France,,,,,,,
agenceradiotelegraphiqueindochinepacifique,Agence radiotélégraphique de l'Indochine et du Pacifique,Paris,48.857,2.352,France,metropole,head_office_observed,"est à Paris, 79"
anciensetablissementslamazierebunzliateliersvaucanson,Anciens Établissements Lamazière et Bünzli Ateliers Vaucanson,Paris,48.857,2.352,France,metropole,head_office_observed,est à Paris
assurancesgeneralesincendie,Assurances générales-Incendie,,,,,,,
aubrivesvillerupt,Aubrives et Villerupt,,,,,,,
balencie,Balencie,,,,,,,
banquealgerotunisiennecommerceexportation,Banque algéro-tunisienne pour le commerce d'exportation,Paris,48.857,2.352,France,metropole,head_office_observed,"Paris, 20"
banquecentrale,Banque centrale française,,,,,,,
banquemaroc,Banque française du Maroc,Casablanca,33.573,-7.59,Maroc,empire,head_office_observed,Casablanca
banquenationalecommerceindusbnci,Banque nationale pour le commerce et l’indus. (BNCI),,,,,,,
banquepopulaire,Banque populaire,Bône,36.9,7.765,Algérie,empire,place_listed,Bône
cgrradiologie,"CGR (radiologie)(Anciens Éts Gaiffe-Gallot et Pilon ayant abs. en 1930 Ropiquet, Hazard et",,,,,,,
clanet,CLANET,,,,,,,
cotonafcentrafrique,COTONAF (Centrafrique),,,,,,,
caissecentralecreditcooperatif,Caisse centrale de crédit coopératif,,,,,,,
canadianpetrofinaltd,Canadian Petrofina ltd,,,,,,,
carbonelorraine,Carbone-Lorraine,,,,,,,
chfercongosupgrandslacsafric,Ch. de fer Congo sup. aux Grands Lacs afric,,,,,,,
chalassons,Chalas and Sons,Paris,48.857,2.352,France,metropole,place_listed,Paris
cherifentrepriseselectr,Cie chérif. d'entreprises électr,,,,,,,
eclairage,Cie d'ÉCLAIRAGE,,,,,,,
cheminferottomanjonctionsaloniqueconstantinople,Cie du Chemin de fer ottoman jonction Salonique-Constantinople,,,,,,,
francocherifiennenavigation,Cie franco-chérifienne de navigation,,,,,,,
algeriennesels,Compagnie Algérienne des sels,,,,,,,
bordelaisemaroc,"Compagnie Bordelaise du Maroc, puis Bordelaise de commerce au Maroc",Casablanca,33.573,-7.59,Maroc,empire,place_listed,Casablanca
cherifiennerecherchesforages,Compagnie Chérifienne de Recherches et de forages,Casablanca,33.573,-7.59,Maroc,empire,head_office_observed,Casablanca
commercialeexportateursimportateursreunis,Compagnie Commerciale d’Exportateurs et d’importateurs réunis,,,,,,,
commercialecolonialekadeisangha,Compagnie Commerciale et Coloniale de la Kadeï-Sangha,,,,,,,
continentafricain,Compagnie Française du Continent africain,Casablanca,33.573,-7.59,Maroc,empire,place_listed,Casablanca
indochinoisemines,Compagnie Indochinoise des Mines,Paris,48.857,2.352,France,metropole,head_office_observed,"est à Paris, 11 bis"
libanosyriennetabacs,Compagnie Libano-Syrienne des Tabacs,Paris,48.857,2.352,France,metropole,head_office_observed,PARIS
miniereconakry,Compagnie Minière de Conakry,,,,,,,
miniereroura,Compagnie Minière de Roura,Cayenne,4.922,-52.326,Guyane française,empire,head_office_observed,est à Cayenne (Guyane Française)
agricoleindustriellemadagascarcaim,Compagnie agricole et industrielle de Madagascar (CAIM),,,,,,,
agricolecommercialeindustriellebadikaha,"Compagnie agricole, commerciale et industrielle de Badikaha",,,,,,,
financementindustriel,Compagnie de financement industriel (ex-Compagnie d‘électricité de Varsovie),,,,,,,
minesniari,Compagnie des Mines du Niari,Paris,48.857,2.352,France,metropole,head_office_observed,"Paris, 39"
transportsrabatsale,Compagnie des Transports de Rabat-Salé,Paris,48.857,2.352,France,metropole,head_office_observed,"PARIS, 139, r. du Ranelagh"
hautmekong,Compagnie du Haut-Mékong,,,,,,,
soudanniger,Compagnie du Soudan-Niger,Kayes,14.446,-11.444,Soudan français,empire,place_listed,Kayes
culturesparticipations,Compagnie française de cultures et de participations,,,,,,,
materielchfer,Compagnie française de matériel de ch. de fer,,,,,,,
petrolestotal,Compagnie française des pétroles (Total),,,,,,,
galeelectrometallurgiecgemcofpa,"Compagnie gale d’électro-métallurgie-CGEM (> COFPA-anc. usine Weiller, Angoulême + Fours",,,,,,,
reassurancesvie,Compagnie générale de réassurances-vie,,,,,,,
entrepelectrcgee,Compagnie générale d’entrep. électr. (CGEE) >,,,,,,,
miniereoubanghiorientalcmoo,Compagnie minière de l’Oubanghi oriental-CMOO,,,,,,,
fabricationcompteursmaterielsusinesgazditecompteurs,Compagnie pour la fabrication des compteurs et matériels d’usines à gaz (dite Compteurs de,,,,,,,
companhiamossamedesoumossamedes,Companhia de Mossamedes ou Compagnie de Mossamédès,,,,,,,
comptoircombusalslorraine,Comptoir des combus. d’Als.-Lorraine,,,,,,,
comptoirtonkin,Comptoir français du Tonkin,Hanoï,21.028,105.854,Indochine,empire,place_listed,Hanoï
creditcommercialfranceccf,Crédit commercial de France (CCF),,,,,,,
creditnord1934abs,Crédit du Nord 1934 : abs,,,,,,,
creditfonciercolonialbanqueunionmines,Crédit foncier colonial et de banque… Union des mines,,,,,,,
creditfonciersantafe,Crédit foncier de Santa-Fé,,,,,,,
creditfoncierextremeorient,Crédit foncier d’Extrême-Orient,Bruxelles,50.851,4.352,Belgique,foreign,head_office_observed,Bruxelles
desage,DESAGE,,,,,,,
docksremoisfamilisterecafestorrefies,"Docks rémois (« Le Familistère ») > Compagnie générale cafés torréfiés,",,,,,,,
entrepotsmagasinsgenerauxparisemgp,Entrepôts et magasins généraux de Paris (EMGP),,,,,,,
fabricsoieartificielletubize,Fabric. de soie artificielle de Tubize,,,,,,,
ferodo,Ferodo,,,,,,,
goodrich,GOODRICH,,,,,,,
hgdhuilesgoudronsderives,"HGD (Huiles, goudrons et dérivés)",,,,,,,
imprimerieedesfossespublicationsperiodiques,Imprimerie E. Desfossés Publications périodiques,,,,,,,
jheudebert,J. Heudebert et Cie,,,,,,,
assurancefrancoasiatique,L'Assurance franco-asiatique,Paris,48.857,2.352,France,metropole,head_office_observed,"Paris où elle possède, 85"
brossejdupontreunis,La Brosse et J. Dupont réunis,,,,,,,
commercialeafrique,La Commerciale de l'Afrique française,Abidjan,5.345,-4.024,Côte d'Ivoire,empire,place_listed,Abidjan
liegesproduitsnordafricainsalgerusinebouchonsbone,"Lièges et produits nord-africains, Alger. Usine de bouchons à Bône",,,,,,,
leonblondeaux,Léon Blondeaux,Cholon,10.75,106.65,Indochine,empire,head_office_observed,"Saïgon-Cholon, no 450"
hydroenergie,L’Hydro-Énergie,Paris,48.857,2.352,France,metropole,head_office_observed,"Paris, 24"
machinesagricolesrwallut,MACHINES AGRICOLES R. WALLUT et Cie,Paris,48.857,2.352,France,metropole,head_office_observed,"Paris, 170"
mineszaccar,MINES du ZACCAR,Paris,48.857,2.352,France,metropole,head_office_observed,"98, r. de la Victoire, Paris, 9e. T. Gut"
maronimana,"Maroni-Mana, puis Franco-Équatoriale Minière et Industrielle",Paris,48.857,2.352,France,metropole,head_office_observed,"Paris, est, à"
nestlealimentanasa,Nestlé alimentana SA,,,,,,,
nvlhavraisepeninsulairenavignchp,Nvl Compagnie havraise péninsulaire de navig. (NCHP),,,,,,,
omniumfrancemaroc,Omnium de France et du Maroc,Paris,48.857,2.352,France,metropole,head_office_observed,Paris
oranaisecharbonnages,Oranaise de Charbonnages,Oran,35.697,-0.633,Algérie,empire,place_listed,Oran
papeteriesgascognepeytoureauxjarnac,"Papeteries de Gascogne (> Peytoureaux, Jarnac)",,,,,,,
patronagelaiquecochinchinois,Patronage laïque cochinchinois,,,,,,,
phenixrisquesdivers,Phénix-Risques divers,,,,,,,
porttamatave,Port de Tamatave,,,,,,,
rizeriesindochinoisesmaiseriesindochinoises,"Rizeries indochinoises, Maïseries indochinoises",Haïphong,20.865,106.684,Indochine,empire,head_office_observed,d’Haïphong avait pu exercer une activité commerciale très satisfaisante
roumanobelgepetrole,Roumano-Belge de Pétrole,,,,,,,
eieditionsdocumentairesindustrielles,"S. É. D. I., Société d'éditions documentaires industrielles",,,,,,,
sagagerancearmement,SAGA (Gérance d’armement),,,,,,,
scregagpoitouchtes,SCREG (ag. en Poitou-Chtes),,,,,,,
staictransportsautomobilescommerciaux,STAIC (Société de transports automobiles et commerciaux),,,,,,,
santafefinfrse,Santa-Fé (Compagnie fin. frse)(ex-Compagnie frse des ch. de fer de la prov. de Santa-Fé),,,,,,,
agricoledoukkala,Société Agricole des Doukkala,,,,,,,
algeriennetransportsparautomobiles,Société Algérienne de Transports par automobiles,Alger,36.753,3.06,Algérie,empire,head_office_observed,"Alger, 11"
algerienneconstructionsnavalesmecaniques,Société Algérienne de constructions navales et mécaniques,Alger,36.753,3.06,Algérie,empire,place_listed,Alger
commercialeasiatique,Société Commerciale asiatique,Nam-Dinh,20.42,106.168,Indochine,empire,place_listed,Nam-Dinh
concessionnaireminesouenza,Société Concessionnaire des mines d'Ouenza,Paris,48.857,2.352,France,metropole,head_office_observed,"PARIS, 98"
foncieresaigonnaise,Société Foncière saïgonnaise,Djibouti,11.588,43.145,Djibouti,empire,head_office_observed,Djibouti (C.F S.)
forestierelittoralgabonnais,"Société Forestière du littoral gabonnais, puis Forestière du littoral gabonais",Libreville,0.416,9.467,Gabon,empire,head_office_observed,est à Libreville (Afrique Equatoriale Française)
francoantankare,Société Franco-Antankare,,,,,,,
liege,Société Française du Liège,Paris,48.857,2.352,France,metropole,head_office_observed,Paris
guineennerecherchesexploitationsminieres,Société Guinéenne de Recherches et d'exploitations minières,Dakar,14.716,-17.467,Sénégal,empire,place_listed,Dakar
favoriserdeveloppementindustrie,Société Générale pour favoriser le développement de l'industrie,,,,,,,
hydroelectriqueafriquenord,Société Hydro-électrique de l'Afrique du Nord,Alger,36.753,3.06,Algérie,empire,head_office_observed,ALGER
immobilierenordmarocain,Société Immobilière du Nord-Marocain,Casablanca,33.573,-7.59,Maroc,empire,head_office_observed,"Casablanca, 134"
indochinoiseculturecommerce,Société Indochinoise de Culture et de commerce,Marseille,43.296,5.37,France,metropole,place_listed,Marseille
indochinoiserecherchesetudesminieres,Société Indochinoise de Recherches et d'études minières,Hanoï,21.028,105.854,Indochine,empire,place_listed,Hanoï
marocainetravauxpublics,Société Marocaine de Travaux publics,,,,,,,
marocaineagriculturecommerce,Société Marocaine pour l'agriculture et le commerce,Rabat,34.021,-6.841,Maroc,empire,place_listed,Rabat
miniereafriqueoccidentale,Société Minière de l'Afrique occidentale,,,,,,,
nantaisemadagascar,Société Nantaise de Madagascar,Nantes,47.218,-1.554,France,metropole,head_office_observed,Nantes
senegalaisecultureslatemengue,Société Sénégalaise de Cultures Late-Mengué,Paris,48.857,2.352,France,metropole,head_office_observed,"Paris, usine à"
africaineforestiereagricolesafacameroun,Société africaine forestière et agricole (SAFA au Cameroun),,,,,,,
domainekorifla,Société an. du domaine de Korifla,,,,,,,
exploitationphuquoc,Société anon. d'exploitation de Phu-Quoc,,,,,,,
transportsautomobilessouss,Société anon. des transports automobiles du Souss,,,,,,,
colonialeagricoleindustrielle,Société coloniale agricole et industrielle des Anciens Établissements R,Grand-Bassam,5.196,-3.739,Côte d'Ivoire,empire,head_office_observed,GRAND-BASSAM (B. P
colonialebambaobambao,"Société coloniale de Bambao, BAMBAO",,,,,,,
colonialechauxcimentsof,Société coloniale des chaux et ciments de l'A.-O. F,Rufisque,14.715,-17.267,Sénégal,empire,head_office_observed,"Rufisque (Sénégal), B. P. 29"
commercialeindustrielleafricaine,Société commerciale et industrielle africaine,,,,,,,
exploitationsetainswolframpiaouac,Société d'exploitations des Étains et wolfram du Pia-Ouac,Paris,48.857,2.352,France,metropole,head_office_observed,"est à Paris, 105"
exploitationsminieressidibouaouane,Société d'exploitations minières de Sidi-Bou-Aouane,Tunis,36.806,10.181,Tunisie,empire,head_office_observed,"Tunis, 40"
etudesminieresindochine,Société d'Études minières en Indo-Chine,Paris,48.857,2.352,France,metropole,head_office_observed,"Paris, 15 bis"
etudesculturecotonindochine,Société d'études pour la Culture du coton en Indochine .,,,,,,,
constructionslevalloisperret,Société de constructions de Levallois-Perret,,,,,,,
plantationheveasindochinebola,Société de plantation d'hévéas en Indochine BOLA,,,,,,,
plantationsexploitationscoloniales,Société de plantations et d'exploitations coloniales,,,,,,,
chantiersateliersbassin,Société des Chantiers et ateliers du Bassin,,,,,,,
dockshouillerestourane,Société des Docks et houillères de Tourane,,,,,,,
messagerieslittoral,Société des Messageries du Littoral,,,,,,,
minestrangda,Société des Mines de Trang-Da,,,,,,,
mineskabylie,Société des Mines de la Kabylie,Paris,48.857,2.352,France,metropole,head_office_observed,PARIS
plantationswoleuntem,Société des Plantations du Woleu N'Tem,,,,,,,
foretstropicales,Société des forêts tropicales,,,,,,,
portsmarocainsmehedyaportlyautey,Société des ports marocains de Méhédya-Port-Lyautey et,,,,,,,
investissementnord,Société d’investissement du Nord,,,,,,,
fonciereimmobilierefrancocoloniale,Société foncière et immobilière franco-coloniale,,,,,,,
francoannamiteindustriesoie,Société franco-annamite pour l'industrie de la soie,,,,,,,
banquedepots,Société française de banque et de dépôts,,,,,,,
huileriesplantationscoteivoire,Société française des Huileries et plantations de la Côte-d’Ivoire,Paris,48.857,2.352,France,metropole,head_office_observed,"est à Paris, 13"
poudressurete,Société française des Poudres de sûreté,Paris,48.857,2.352,France,metropole,place_listed,Paris
etudesentreprises,Société française d’études et d’entreprises,,,,,,,
alsaciennebanquesogenal,Société générale alsacienne de Banque (SOGÉNAL),,,,,,,
oceanie,Société générale de l’Océanie française,,,,,,,
mineschabetballoutsoukahrras,Société générale des mines de Chabet-Ballout à Souk-Ahrras,,,,,,,
immobilieremarrakech,Société immobilière de Marrakech,,,,,,,
nationaleinvestissement,Société nationale d’investissement,,,,,,,
rizicolebattambang,Société rizicole de Battambang (S,,,,,,,
electriqueindustriellebaoldiourbel,"Société Électrique et Industrielle du Baol, Diourbel",,,,,,,
soleilcapitalisation,Soleil-Capitalisation,,,,,,,
soudureautogenerochelle,Soudure autogène française (> La Rochelle),,,,,,,
stgobainchaunycireyusinetonnaychte,"St-Gobain, Chauny et Cirey (usine à Tonnay-Chte )",,,,,,,
steinroubaix,Stein et Roubaix,,,,,,,
valdora,Sté anon. Valdora,Fedhala,33.686,-7.383,Maroc,empire,head_office_observed,"transféré à Fédala). — Sté anon., f. le 18 juin 1928"
lyonnaisecommerceindustriemaroc,Sté lyonnaise de commerce et d'industrie au Maroc,Marrakech,31.63,-8.008,Maroc,empire,head_office_observed,MARRAKECH)
syndicatmana,Syndicat Mana,,,,,,,
consolidatedgoldfieldsivorycoast,The Consolidated Goldfields of the Ivory Coast,Londres,51.507,-0.128,Royaume-Uni,foreign,head_office_observed,"est à Londres, et l'Ivory"
tramwayslibanaisnordsudbeyrouth,Tramways libanais nord et sud de Beyrouth,Beyrouth,33.888,35.495,Syrie-Liban,empire,head_office_observed,"Beyrouth, est, à partir du 16 décembre 1904, désabonnée au timbre pour"
ugineetaininduscoussinets,"Ugine > Compagnie française de l’étain, Société indus. des coussinets",,,,,,,
unionespagnoleexplosifs,Union espagnole des explosifs,,,,,,,
unionminiereethiopie,Union minière d'Éthiopie,Djibouti,11.588,43.145,Djibouti,empire,head_office_observed,Djibouti. Elle a nommé
unionsenegalaiseindustriesmaritimes,Union sénégalaise d'industries maritimes,Dakar,14.716,-17.467,Sénégal,empire,place_listed,Dakar
unionvie1829,Union-Vie (1829),,,,,,,
usinesmetallurgiquesbasseloire,Usines métallurgiques de la BASSE-LOIRE,Paris,48.857,2.352,France,metropole,head_office_observed,"25, r. de Clichy, Paris, 9e. T"
vermandoisesucrerie,Vermandoise de sucrerie,,,,,,,
theresia,« La Thérésia »,,,,,,,
etablissementscharlesperinaud,Établissements Charles Périnaud,Abidjan,5.345,-4.024,Côte d'Ivoire,empire,head_office_observed,ABIDJAN (Cote d'Ivoire)
etablissementsperezcoudert,Établissements Pérez et Coudert,Fès,34.034,-5.003,Maroc,empire,place_listed,Fès
etablissementsvqpetersen,Établissements V. Q. Petersen et Cie,,,,,,,
auget,AUGET,,,,,,,
africaneasterntradecorporationltdroyalliverbuildingliverpool,"African and Eastern Trade Corporation Ltd, Royal Liver Building, Liverpool",,,,,,,
amieuxfreres1967rachatparcana,Amieux frères 1967 : rachat par la CANA,,,,,,,
anciensetablissementseiffelanciennementconstructionslevalloisperret,Anciens Établissements Eiffel (Anciennement : « Constructions de Levallois-Perret »),,,,,,,
atelierschantiersbretagneacb,Ateliers et chantiers de Bretagne (ACB),,,,,,,
atelierschantiersmaritimestunisie,Ateliers et chantiers maritimes de Tunisie,Tunis,36.806,10.181,Tunisie,empire,head_office_observed,av. Stephen-Pichon prolongée. Tunis. Ad. t
bergougnan,BERGOUGNAN,,,,,,,
banquescalbert,Banque Scalbert,,,,,,,
banquecolonialeetudesentreprisesmutuelles,Banque coloniale d'études et d'entreprises mutuelles,,,,,,,
banqueunionparisiennebup,Banque de l’Union parisienne (BUP),,,,,,,
blanchimenttextiles,Blanchiment des textiles,,,,,,,
brasseriesouestafricainsoboa,Brasseries de l’ouest africain (SOBOA),,,,,,,
brasseriesnordmarocainbranoma,Brasseries du Nord marocain (Branoma),,,,,,,
brasseriesglacieresinternationales,Brasseries et glacières internationales,Saïgon,10.776,106.7,Indochine,empire,head_office_observed,se trouvait à Saigon Après le départ des troupes françaises d'Indochine en
cemelectromecaniqueabsorbee1985paralsthom,CEM (Compagnie électro-mécanique) (absorbée en 1985 par Alsthom),,,,,,,
cgtatransportsafrique,CGTA (Compagnie générale de transports en Afrique),,,,,,,
cheddites,CHEDDITES,,,,,,,
consignatairesreunis,CONSIGNATAIRES RÉUNIS,,,,,,,
caisseliquidationaffairesmarchandisesparis,Caisse de liquidation des affaires en marchandises à Paris,,,,,,,
carelfouche,Carel Fouché & Compagnie,,,,,,,
celtex,Celtex,,,,,,,
champigneullesgrandesbrasseriesmalteries1899usinechampigneulles,"Champigneulles (Grandes Brasseries et malteries de), S.A., 1899 : usine à Champigneulles",,,,,,,
charbonnagesbeeringen,Charbonnages de Beeringen,,,,,,,
agricoleboumais,Cie agricole de Bou Maïs,,,,,,,
mineraisfermagnetiquemoktaelhadid,Cie des minerais de fer magnétique de Mokta-el-Hadid,,,,,,,
genmaroc,Cie gén. Maroc],,,,,,,
havraisepeninsulaire,Cie havraise péninsulaire,,,,,,,
internationaleminiereindustrielleestanera,Cie internationale minière et industrielle Estañera,,,,,,,
cimentsportlandartificielsorignybenoite,Ciments portland artificiels d’Origny-Ste-Benoîte,,,,,,,
commissionnairecorrespondant,Commissionnaire-correspondant,,,,,,,
africaineculturesindustrielles,Compagnie Africaine de cultures industrielles,Alger,36.753,3.06,Algérie,empire,head_office_observed,Alger
colonialebandama,Compagnie Coloniale du Bandama,,,,,,,
colonialegabon,Compagnie Coloniale du Gabon,Paris,48.857,2.352,France,metropole,head_office_observed,"Paris, a été"
commercialemarocaine,Compagnie Commerciale Marocaine,Casablanca,33.573,-7.59,Maroc,empire,place_listed,Casablanca
commercialetransportsvapeurparishavre,"Compagnie Commerciale de Transports à vapeur français, Paris-Le Havre",Marseille,43.296,5.37,France,metropole,head_office_observed,Marseille
commercialeantillesfrancaisesfredtanon,Compagnie Commerciale des Antilles françaises Fréd. Tanon et Cie,,,,,,,
francohebridaise,Compagnie Générale Franco-hébridaise,Paris,48.857,2.352,France,metropole,head_office_observed,"été fixé à Paris, 11 bis"
hoteliereouestafricainchoa,Compagnie Hôtelière de l'Ouest Africain CHOA),Dakar,14.716,-17.467,Sénégal,empire,place_listed,Dakar
immobilieresaigoncholon,Compagnie Immobilière de Saïgon-Cholon,Cholon,10.75,106.65,Indochine,empire,head_office_observed,est à Cholon
transportsoceaniques,Compagnie de Transports océaniques,Paris,48.857,2.352,France,metropole,head_office_observed,Paris
machinesbull,Compagnie des Machines Bull,,,,,,,
phosphatescierp,Compagnie des Phosphates de Cierp,Paris,48.857,2.352,France,metropole,place_listed,Paris
vignoblesmediterraneedomainemonvilleduzerville,"Compagnie des Vignobles de la Méditerranée, domaine de Monville à Duzerville",Bône,36.9,7.765,Algérie,empire,place_listed,Bône
exploitationsforestieresafricainesgabon,Compagnie d’exploitations forestières africaines (Gabon),,,,,,,
bimetal,Compagnie française du bi-métal,,,,,,,
voitures,Compagnie générale des voitures,,,,,,,
assurancesvie,Compagnie générale d’assurances sur la Vie,,,,,,,
entreprisesautomobilescgea,Compagnie générale d’entreprises automobiles (CGEA),,,,,,,
financieremetropolecolonies,Compagnie générale financière pour la métropole et les colonies,,,,,,,
tramway,Compagnie générale française des Tramway,,,,,,,
minieremzaitaalgerie,Compagnie minière M’Zaïta (Algérie),,,,,,,
