person_id,company_id,n_observations,first_year,last_year,top_role,roles,is_board_seat
et-maurice-superville,congomines,2,1928,1928,administrateur,administrateur:2,1
fondere-a,congomines,3,1928,1931,administrateur,administrateur:3,1
fribourg-j,congomines,1,1928,1928,administrateur,administrateur:1,1
julhiet-e,congomines,2,1928,1928,administrateur,administrateur:2,1
level-p,congomines,1,1932,1932,administrateur,administrateur:1,1
savatier,congomines,2,1928,1928,administrateur,administrateur:2,1
costa-s,congooccidental,1,1929,1929,administrateur,administrateur:1,1
d-almeida-pinto-a,congooccidental,1,1929,1929,administrateur,administrateur:1,1
d-almeida-pinto-v,congooccidental,1,1929,1929,administrateur,administrateur:1,1
duvignau-de-lanneau-l,congooccidental,1,,,administrateur,administrateur:1,1
p-salomons-d,congooccidental,1,1929,1929,administrateur,administrateur:1,1
boisier,congresgazelectricite,1,1931,1931,directeur,directeur:1,0
rouland-j,conseiletat,5,,,president,president:5,1
poissons-c,conserveriefrancomarocaine,1,1949,1949,gerant,gerant:1,0
rte-du-djorf,conserveriefrancomarocaine,1,1949,1949,gerant,gerant:1,0
rte-du-djort,conserveriefrancomarocaine,1,1949,1949,gerant,gerant:1,0
safi-conserveries,conserveriefrancomarocaine,1,1949,1949,gerant,gerant:1,0
salaisons-de-mogador,conserveriefrancomarocaine,1,1949,1949,gerant,gerant:1,0
salaisons-de-safl,conserveriefrancomarocaine,1,1949,1949,gerant,gerant:1,0
g-nicolet-l,conserveriesalgeromarocaines,2,1938,1969,president,president:2,1
lemoigne-e,conserveriesalgeromarocaines,1,1937,1937,administrateur,administrateur:1,1
nicolet-l,conserveriesalgeromarocaines,1,1937,1937,administrateur_delegue,administrateur_delegue:1,1
tavernier-p,conserveriesalgeromarocaines,1,1937,1937,administrateur,administrateur:1,1
asorin-a,conserveriesasper,1,1949,1949,gerant,gerant:1,0
cerna-j,conserveriesasper,1,1949,1949,gerant,gerant:1,0
cointrel-m,conserveriesbouregreg,1,1949,1949,gerant,gerant:1,0
malka-c,conserveriesbouregreg,1,1949,1949,gerant,gerant:1,0
huet-j,conserveriesfrancaisesmaroc,1,1949,1949,gerant,gerant:1,0
malfilatre,conserveriesfrancaisesmaroc,1,1949,1949,gerant,gerant:1,0
bungener-c,conserveriesfrance,1,1956,1956,administrateur,administrateur:1,1
contray,conserveriesfrance,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
d-houdain-p,conserveriesfrance,1,1956,1956,president_directeur_general,president_directeur_general:1,1
fournier-l,conserveriesfrance,1,1956,1956,administrateur,administrateur:1,1
gandillon-p,conserveriesfrance,1,1956,1956,administrateur,administrateur:1,1
harle-r,conserveriesfrance,1,1956,1956,administrateur,administrateur:1,1
lecointre-m,conserveriesfrance,1,1956,1956,administrateur,administrateur:1,1
moranville-a,conserveriesfrance,1,1956,1956,administrateur,administrateur:1,1
rufenach-e,conserveriesfrance,1,1956,1956,administrateur,administrateur:1,1
senn-e,conserveriesfrance,1,1956,1956,administrateur,administrateur:1,1
chenu-p,conserverieslittoralmarocain,1,1949,1949,directeur,directeur:1,0
dupuy-e,conserverieslittoralmarocain,1,1949,1949,gerant,gerant:1,0
kermarec-e,conserverieslittoralmarocain,1,1949,1949,directeur,directeur:1,0
kermarec-y,conserverieslittoralmarocain,1,1949,1949,directeur,directeur:1,0
marit-p,conserverieslittoralmarocain,1,1949,1949,gerant,gerant:1,0
peche,conserverieslittoralmarocain,1,1949,1949,gerant,gerant:1,0
bastide-l,conserveriesmarocaines,1,1937,1937,administrateur,administrateur:1,1
et-lefebvre,conserveriesmarocaines,1,1922,1922,administrateur_delegue,administrateur_delegue:1,1
flipo-p,conserveriesmarocaines,1,1937,1937,administrateur,administrateur:1,1
fonciere-de-l-afrique-du-nord-s,conserveriesmarocaines,2,1922,1969,president,president:2,1
gieules-r,conserveriesmarocaines,1,1937,1937,administrateur,administrateur:1,1
hemery-r,conserveriesmarocaines,2,1937,1969,president,president:1; administrateur:1,1
lefebvre-e,conserveriesmarocaines,2,1922,1969,administrateur,administrateur:1; administrateur_delegue:1,1
ste-la-fedalienne,conserveriesmarocaines,2,1922,1969,administrateur,administrateur:2,1
aillaud-a,conservesalimentairesmontagneambre,2,1950,1956,administrateur,administrateur:2,1
allain-a,conservesalimentairesmontagneambre,1,1956,1956,president,president:1,1
allain-p,conservesalimentairesmontagneambre,1,1956,1956,administrateur,administrateur:1,1
brotons-v,conservesalimentairesmontagneambre,1,1926,1926,administrateur,administrateur:1,1
buissiere-j,conservesalimentairesmontagneambre,4,1913,1958,president_directeur_general,president_directeur_general:3; vice_president:1,1
buissiere-l,conservesalimentairesmontagneambre,2,1926,1937,administrateur,administrateur:1; administrateur_delegue:1,1
chouvel-a,conservesalimentairesmontagneambre,2,1913,1958,administrateur,administrateur:2,1
dauphin-j,conservesalimentairesmontagneambre,3,1913,1958,administrateur,administrateur:3,1
dieppedale-g,conservesalimentairesmontagneambre,1,1926,1926,administrateur,administrateur:1,1
dieppedalle-g,conservesalimentairesmontagneambre,6,1913,1958,administrateur,administrateur:5; president:1,1
dieppedalle-j,conservesalimentairesmontagneambre,3,1937,1949,administrateur,administrateur:3,1
maggiar-a,conservesalimentairesmontagneambre,1,1956,1956,administrateur,administrateur:1,1
metras-r,conservesalimentairesmontagneambre,4,1913,1958,administrateur,administrateur:4,1
parls,conservesalimentairesmontagneambre,1,1956,1956,administrateur,administrateur:1,1
perie-a,conservesalimentairesmontagneambre,3,1913,1958,president,president:2; vice_president:1,1
rastoin-j,conservesalimentairesmontagneambre,2,1950,1956,administrateur,administrateur:2,1
rogliano-m,conservesalimentairesmontagneambre,2,1948,1950,administrateur,administrateur:1; vice_president:1,1
teissier-du-cros-e,conservesalimentairesmontagneambre,1,1956,1956,administrateur,administrateur:1,1
tholozan-c,conservesalimentairesmontagneambre,2,1926,1937,administrateur,administrateur:2,1
a-s,conservesfedalasardineriecascadec,1,1937,1937,administrateur,administrateur:1,1
foucault-g,conservesfedalasardineriecascadec,1,1937,1937,president,president:1,1
foucault-j,conservesfedalasardineriecascadec,2,1937,1969,administrateur_delegue,administrateur_delegue:1; administrateur:1,1
hersent-j,conservesfedalasardineriecascadec,1,1937,1937,administrateur,administrateur:1,1
laville,conservesfedalasardineriecascadec,1,1969,1969,administrateur,administrateur:1,1
perrin-de-brichambaut-p,conservesfedalasardineriecascadec,1,1937,1937,administrateur,administrateur:1,1
samexport,conservesfedalasardineriecascadec,1,1969,1969,administrateur,administrateur:1,1
scef,conservesfedalasardineriecascadec,1,1969,1969,administrateur,administrateur:1,1
sfan,conservesfedalasardineriecascadec,1,1969,1969,administrateur,administrateur:1,1
beziers-r,conservesfedhala,2,1926,1926,administrateur,administrateur:2,1
a-s,conservesmaroc,1,1930,1930,administrateur,administrateur:1,1
attal,conservesmaroc,1,1930,1930,administrateur,administrateur:1,1
blanchy,conservesmaroc,1,1930,1930,administrateur,administrateur:1,1
cravoisier-papin-h,conservesmaroc,1,1930,1930,administrateur,administrateur:1,1
d-anvers-c,conservesmaroc,1,1930,1930,vice_president,vice_president:1,1
d-automobiles-c,conservesmaroc,1,1930,1930,administrateur,administrateur:1,1
ed-fouret,conservesmaroc,1,1930,1930,administrateur,administrateur:1,1
gerard,conservesmaroc,1,1930,1930,administrateur,administrateur:1,1
giraud-a-meknes-b-o-m-l,conservesmaroc,1,1930,1930,directeur,directeur:1,0
gradis-g,conservesmaroc,1,1930,1930,vice_president,vice_president:1,1
labarre,conservesmaroc,1,1930,1930,administrateur,administrateur:1,1
ledoux-f,conservesmaroc,1,1930,1930,administrateur,administrateur:1,1
million-de-fr-b-o-m,conservesmaroc,1,1930,1930,administrateur,administrateur:1,1
nosten,conservesmaroc,1,1930,1930,administrateur,administrateur:1,1
region-de-meknes-banlieue,conservesmaroc,1,1930,1930,directeur,directeur:1,0
roure-j,conservesmaroc,1,1930,1930,administrateur,administrateur:1,1
descas-r,conservesmazagan,1,1926,1926,administrateur,administrateur:1,1
ginestet-f,conservesmazagan,1,1926,1926,administrateur,administrateur:1,1
magnaschi-e,conservesmazagan,1,1926,1926,administrateur,administrateur:1,1
thevenot-h,conservesmazagan,1,1926,1926,administrateur,administrateur:1,1
boucher-e,consolidatedgoldfieldsivorycoast,1,1903,1903,administrateur,administrateur:1,1
cawston-g,consolidatedgoldfieldsivorycoast,1,1903,1903,administrateur,administrateur:1,1
dudley-ryder-j,consolidatedgoldfieldsivorycoast,1,1903,1903,administrateur,administrateur:1,1
frankland-f,consolidatedgoldfieldsivorycoast,1,1903,1903,administrateur,administrateur:1,1
gillam-f,consolidatedgoldfieldsivorycoast,1,1903,1903,administrateur,administrateur:1,1
h-lippens,consolidatedgoldfieldsivorycoast,1,1903,1903,administrateur,administrateur:1,1
j-neame-d,consolidatedgoldfieldsivorycoast,1,1903,1903,administrateur,administrateur:1,1
lowrey-f,consolidatedgoldfieldsivorycoast,1,1903,1903,administrateur,administrateur:1,1
richard-j,consolidatedgoldfieldsivorycoast,2,1903,1903,administrateur,administrateur:2,1
roulina-c,consolidatedgoldfieldsivorycoast,1,1903,1903,administrateur,administrateur:1,1
annan-r,consolidatedgoldfieldssouthafricaltd,1,1956,1956,president,president:1,1
hammond-p,consolidatedgoldfieldssouthafricaltd,1,1956,1956,administrateur,administrateur:1,1
neuschild-r,consolidatedgoldfieldssouthafricaltd,1,1956,1956,administrateur,administrateur:1,1
barclay-w,consolidatedmainreefminesestatesltd,1,1956,1956,administrateur,administrateur:1,1
goldmann-r,consolidatedmainreefminesestatesltd,1,1956,1956,administrateur,administrateur:1,1
hammond-p,consolidatedmainreefminesestatesltd,1,1956,1956,administrateur,administrateur:1,1
lewin-n,consolidatedmainreefminesestatesltd,1,1956,1956,administrateur,administrateur:1,1
prevet-j,consolidatednickelcyltd,1,1903,1903,administrateur,administrateur:1,1
pyne-s,consolidatednickelcyltd,1,1903,1903,administrateur,administrateur:1,1
steel-c,consolidatednickelcyltd,1,1903,1903,administrateur,administrateur:1,1
wherler-s,consolidatednickelcyltd,1,1903,1903,administrateur,administrateur:1,1
belnap-l,consolidatedpapercorpltd,1,1956,1956,president,president:1,1
dawes-n,consolidatedpapercorpltd,1,1956,1956,president,president:1,1
dunning-c,consolidatedpapercorpltd,1,1956,1956,president,president:1,1
faure-f,consolidatedpapercorpltd,1,1956,1956,administrateur,administrateur:1,1
gordon-h,consolidatedpapercorpltd,1,1956,1956,president,president:1,1
hobart-g,consolidatedpapercorpltd,1,1956,1956,president,president:1,1
howard-w,consolidatedpapercorpltd,1,1956,1956,president,president:1,1
mac-master-r,consolidatedpapercorpltd,1,1956,1956,president,president:1,1
machutt-e,consolidatedpapercorpltd,1,1956,1956,president,president:1,1
ross-and-sons-p,consolidatedpapercorpltd,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
sise-c,consolidatedpapercorpltd,1,1956,1956,president,president:1,1
todd-g,consolidatedpapercorpltd,1,1956,1956,president,president:1,1
clement-g,consortiumboisafricains,1,1951,1951,president_directeur_general,president_directeur_general:1,1
clement-m,consortiumboisafricains,1,1951,1951,administrateur,administrateur:1,1
hue-g,consortiumboisafricains,1,1951,1951,administrateur,administrateur:1,1
japhet-e,consortiumboisafricains,1,1951,1951,administrateur,administrateur:1,1
maridort-b,consortiumboisafricains,1,1951,1951,administrateur,administrateur:1,1
polidori,consortiumboisafricains,1,1951,1951,administrateur,administrateur:1,1
romain-a,consortiumboisafricains,1,1951,1951,administrateur,administrateur:1,1
rosenmark-p,consortiumboisafricains,1,1951,1951,administrateur,administrateur:1,1
ruban-x,consortiumboisafricains,1,1951,1951,administrateur,administrateur:1,1
a-budapest,consortiumconstantinople,2,1911,1911,administrateur,administrateur:2,1
allemands,consortiumconstantinople,1,1911,1911,administrateur,administrateur:1,1
francais,consortiumconstantinople,1,1911,1911,administrateur,administrateur:1,1
ou-hongrois-b,consortiumconstantinople,1,1911,1911,administrateur,administrateur:1,1
sebasta,consortiumconstantinople,1,1911,1911,administrateur,administrateur:1,1
leveque-g,consortiumgaloptiqueindustries,1,1956,1956,administrateur,administrateur:1,1
pfister-b,consortiumgaloptiqueindustries,1,1956,1956,administrateur,administrateur:1,1
agache-d,consortiumindustrielcommercialafriquenord,1,1926,1926,administrateur,administrateur:1,1
berr-e,consortiumindustrielcommercialafriquenord,2,1922,1926,administrateur,administrateur:2,1
berthon-h,consortiumindustrielcommercialafriquenord,1,1926,1926,administrateur,administrateur:1,1
boulogne,consortiumindustrielcommercialafriquenord,1,1922,1922,administrateur,administrateur:1,1
chastel-l,consortiumindustrielcommercialafriquenord,2,1922,1926,administrateur,administrateur:2,1
coignet-j,consortiumindustrielcommercialafriquenord,4,1913,1930,vice_president,vice_president:2; administrateur:2,1
d-agache,consortiumindustrielcommercialafriquenord,2,1913,1930,president,president:2,1
descamps,consortiumindustrielcommercialafriquenord,2,1913,1930,administrateur,administrateur:2,1
descamps-e,consortiumindustrielcommercialafriquenord,1,1922,1922,administrateur,administrateur:1,1
descamps-m,consortiumindustrielcommercialafriquenord,1,1922,1922,administrateur,administrateur:1,1
e-lambert,consortiumindustrielcommercialafriquenord,2,1913,1930,administrateur,administrateur:2,1
g-hailaust,consortiumindustrielcommercialafriquenord,2,1913,1930,administrateur,administrateur:2,1
grand-rue,consortiumindustrielcommercialafriquenord,1,1922,1922,administrateur,administrateur:1,1
gutzeit,consortiumindustrielcommercialafriquenord,1,1922,1922,administrateur,administrateur:1,1
gutzeit-c,consortiumindustrielcommercialafriquenord,2,1913,1930,administrateur,administrateur:2,1
hailaust-g,consortiumindustrielcommercialafriquenord,1,1922,1922,administrateur,administrateur:1,1
herteman-p,consortiumindustrielcommercialafriquenord,2,1913,1930,administrateur,administrateur:2,1
j-mital,consortiumindustrielcommercialafriquenord,2,1913,1930,administrateur,administrateur:2,1
lambert,consortiumindustrielcommercialafriquenord,1,1918,1918,administrateur,administrateur:1,1
ledoux-f,consortiumindustrielcommercialafriquenord,2,1913,1930,administrateur,administrateur:2,1
liger-r,consortiumindustrielcommercialafriquenord,1,1926,1926,administrateur,administrateur:1,1
mf-p,consortiumindustrielcommercialafriquenord,1,1926,1926,administrateur,administrateur:1,1
mital,consortiumindustrielcommercialafriquenord,2,1922,1926,administrateur,administrateur:2,1
vaucheret-a,consortiumindustrielfinancier,1,1924,1924,president,president:1,1
ancel-g,consortiumindustrielviandes,2,1936,1936,administrateur,administrateur:2,1
anquetil-a-rouen-p,consortiumindustrielviandes,1,1920,1920,administrateur,administrateur:1,1
breton-g,consortiumindustrielviandes,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
breton-l,consortiumindustrielviandes,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
caves-et-comestibles-terminus,consortiumindustrielviandes,1,1956,1956,administrateur,administrateur:1,1
de-graville-g,consortiumindustrielviandes,1,1956,1956,administrateur,administrateur:1,1
de-lavaur,consortiumindustrielviandes,2,1926,1926,president,president:1; administrateur_delegue:1,1
du-douet-de-graville-g,consortiumindustrielviandes,4,1936,1956,administrateur,administrateur:3; president:1,1
dubois-gerardep-dlle-duboin,consortiumindustrielviandes,1,1956,1956,administrateur,administrateur:1,1
fortin-c,consortiumindustrielviandes,1,1956,1956,administrateur,administrateur:1,1
leau-g,consortiumindustrielviandes,1,1956,1956,president_directeur_general,president_directeur_general:1,1
lebosse-h,consortiumindustrielviandes,1,1920,1920,administrateur,administrateur:1,1
marin-maurice-voisin,consortiumindustrielviandes,1,1920,1920,administrateur,administrateur:1,1
normand-a,consortiumindustrielviandes,1,1920,1920,administrateur,administrateur:1,1
taittinger-frsfils-de-pierre-heritier-par-sa-mere-,consortiumindustrielviandes,1,1956,1956,administrateur,administrateur:1,1
tissot-j,consortiumindustrielviandes,1,1956,1956,administrateur,administrateur:1,1
brien-v,consortiumminiercongoniari,1,1932,1932,administrateur,administrateur:1,1
cottin-j,consortiumminiercongoniari,1,1932,1932,administrateur,administrateur:1,1
et-de-mm-edouard-hubert-julhiet,consortiumminiercongoniari,1,1929,1929,administrateur,administrateur:1,1
et-paul-tirard,consortiumminiercongoniari,1,1929,1929,administrateur,administrateur:1,1
fourn-g,consortiumminiercongoniari,1,1932,1932,administrateur,administrateur:1,1
larielle-e,consortiumminiercongoniari,1,1932,1932,administrateur,administrateur:1,1
lion-p,consortiumminiercongoniari,1,1932,1932,administrateur,administrateur:1,1
mines-c,consortiumminiercongoniari,1,1929,1929,administrateur,administrateur:1,1
nouvion-h,consortiumminiercongoniari,1,1932,1932,administrateur,administrateur:1,1
alimentation,consortiummoruefrance,1,1937,1937,administrateur,administrateur:1,1
angibeau-g,consortiummoruefrance,3,1926,1937,administrateur,administrateur:3,1
arnaud-legasse,consortiummoruefrance,2,1926,1926,administrateur,administrateur:2,1
en-gros-c,consortiummoruefrance,1,1937,1937,administrateur,administrateur:1,1
epicerie,consortiummoruefrance,1,1937,1937,administrateur,administrateur:1,1
hourcade-m,consortiummoruefrance,1,1937,1937,administrateur,administrateur:1,1
legasse-a,consortiummoruefrance,1,1937,1937,administrateur,administrateur:1,1
legasse-f,consortiummoruefrance,1,1937,1937,administrateur,administrateur:1,1
legasse-l,consortiummoruefrance,4,1926,1937,administrateur,administrateur:2; president:2,1
letouze-a,consortiummoruefrance,3,1926,1937,administrateur,administrateur:3,1
parfumerie,consortiummoruefrance,1,1937,1937,administrateur,administrateur:1,1
pepin-p,consortiummoruefrance,2,1926,1926,administrateur,administrateur:2,1
vins,consortiummoruefrance,1,1937,1937,administrateur,administrateur:1,1
auboin-m,consortiumnord,1,1956,1956,administrateur,administrateur:1,1
auguste-f,consortiumnord,1,1919,1919,directeur,directeur:1,0
baudon-r,consortiumnord,1,1920,1920,administrateur,administrateur:1,1
champion-g,consortiumnord,1,1956,1956,administrateur,administrateur:1,1
chatelain,consortiumnord,3,1940,1953,commissaire_aux_comptes,commissaire_aux_comptes:3,0
chausson,consortiumnord,1,1932,1932,president,president:1,1
chausson-l,consortiumnord,3,1932,1933,administrateur,administrateur:3,1
deros-p,consortiumnord,1,1940,1940,administrateur,administrateur:1,1
devilder,consortiumnord,1,1911,1911,administrateur,administrateur:1,1
devilder-j,consortiumnord,5,1920,1933,administrateur,administrateur:5,1
dumeix-p,consortiumnord,1,1933,1933,president,president:1,1
dupleix-p,consortiumnord,8,1920,1934,president,president:4; administrateur:3; vice_president:1,1
et-m-pierre-flipo,consortiumnord,1,1917,1917,administrateur,administrateur:1,1
fastout-j,consortiumnord,1,1953,1953,president_directeur_general,president_directeur_general:1,1
fastout-l,consortiumnord,1,1940,1940,administrateur,administrateur:1,1
flipo,consortiumnord,1,1933,1933,administrateur,administrateur:1,1
flipo-p,consortiumnord,2,1932,1932,administrateur,administrateur:2,1
gutjhar,consortiumnord,2,1940,1945,commissaire_aux_comptes,commissaire_aux_comptes:2,0
igoin-a,consortiumnord,1,1956,1956,administrateur,administrateur:1,1
monnet-r,consortiumnord,1,1927,1927,directeur,directeur:1,0
motte-p,consortiumnord,3,1932,1933,administrateur,administrateur:3,1
p-d,consortiumnord,1,1940,1940,administrateur,administrateur:1,1
prouvost-eloy-e,consortiumnord,3,1917,1920,administrateur,administrateur:2; president:1,1
prouvost-eloy-edmond,consortiumnord,1,1919,1919,president,president:1,1
prouvost-fauchille-e,consortiumnord,1,1917,1917,administrateur,administrateur:1,1
york-j,consortiumnord,7,1923,1940,administrateur,administrateur:7,1
cappeliez-j,consortiumproduitschimiquessynthese,1,1956,1956,administrateur,administrateur:1,1
guiard-j,consortiumproduitschimiquessynthese,1,1956,1956,vice_president,vice_president:1,1
guivier-h,consortiumproduitschimiquessynthese,1,1956,1956,administrateur,administrateur:1,1
meyer-r,consortiumproduitschimiquessynthese,1,1956,1956,administrateur,administrateur:1,1
poubeau-y,consortiumproduitschimiquessynthese,1,1956,1956,administrateur,administrateur:1,1
siadous,consortiumsforestiermaritimegrandsreseaux,3,1921,1931,administrateur,administrateur:3,1
clement-g,consortiumventeacajou,1,1937,1937,administrateur_delegue,administrateur_delegue:1,1
clement-m,consortiumventeacajou,1,1937,1937,administrateur,administrateur:1,1
kaupp-j,consortiumventeacajou,1,1937,1937,administrateur,administrateur:1,1
malaudain-m,consortiumventeacajou,1,1937,1937,administrateur,administrateur:1,1
polidon-m,consortiumventeacajou,1,1937,1937,administrateur,administrateur:1,1
clement-g,consortiumventeokoume,2,1937,1937,administrateur_delegue,administrateur_delegue:2,1
clement-m,consortiumventeokoume,1,1937,1937,administrateur,administrateur:1,1
dupre,consortsclinchantcontrecotonnieretonkin,1,1922,1922,administrateur_delegue,administrateur_delegue:1,1
ballay,constantinfrere,1,1951,1951,gerant,gerant:1,0
ban-r,constantinfrere,1,1951,1951,gerant,gerant:1,0
ban-rene-proust,constantinfrere,1,1951,1951,gerant,gerant:1,0
bananes,constantinfrere,1,1951,1951,gerant,gerant:1,0
dauvois-d,constantinfrere,1,1951,1951,gerant,gerant:1,0
kindia-bananes,constantinfrere,1,1951,1951,gerant,gerant:1,0
kolente-y,constantinfrere,1,1951,1951,gerant,gerant:1,0
madine,constantinfrere,1,1951,1951,gerant,gerant:1,0
maneah,constantinfrere,1,1951,1951,gerant,gerant:1,0
million-fr-c-fa-bananes,constantinfrere,1,1951,1951,gerant,gerant:1,0
petitjean,constantinfrere,1,1951,1951,gerant,gerant:1,0
singuili,constantinfrere,1,1951,1951,gerant,gerant:1,0
sougueta,constantinfrere,1,1951,1951,gerant,gerant:1,0
de-margerie-b,construc,1,1956,1956,administrateur,administrateur:1,1
evrard-m,construc,1,1956,1956,administrateur,administrateur:1,1
hautot-m,construc,1,1956,1956,administrateur,administrateur:1,1
benoit-cattin-f,construcfourscarriereargilebedenacdev,1,1956,1956,administrateur,administrateur:1,1
boyer-m,construcfourscarriereargilebedenacdev,1,1956,1956,administrateur,administrateur:1,1
fournet-m,construcfourscarriereargilebedenacdev,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
germain-a,construcfourscarriereargilebedenacdev,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
heeley-p,construcfourscarriereargilebedenacdev,1,1956,1956,president_directeur_general,president_directeur_general:1,1
piaton-r,construcfourscarriereargilebedenacdev,1,1956,1956,administrateur,administrateur:1,1
reynal-de-saint-michel-t,construcfourscarriereargilebedenacdev,1,1956,1956,administrateur,administrateur:1,1
ricard-p,construcfourscarriereargilebedenacdev,1,1956,1956,administrateur,administrateur:1,1
thibault-j,construcfourscarriereargilebedenacdev,1,1956,1956,administrateur,administrateur:1,1
villie-e,construcfourscarriereargilebedenacdev,1,1956,1956,administrateur,administrateur:1,1
bertin-h,construcmachinesagricolesindustrielles,1,1956,1956,administrateur,administrateur:1,1
bertin-p,construcmachinesagricolesindustrielles,1,1956,1956,vice_president,vice_president:1,1
couturon-m,construcmachinesagricolesindustrielles,1,1956,1956,administrateur,administrateur:1,1
escat-m,construcmachinesagricolesindustrielles,1,1956,1956,administrateur,administrateur:1,1
girard-p,construcmachinesagricolesindustrielles,1,1956,1956,administrateur,administrateur:1,1
grambert,construcmachinesagricolesindustrielles,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
hurel-m,construcmachinesagricolesindustrielles,1,1956,1956,administrateur,administrateur:1,1
merlin-a,construcmachinesagricolesindustrielles,2,1956,1956,administrateur,administrateur:2,1
pilou-a,construcmachinesagricolesindustrielles,1,1956,1956,administrateur,administrateur:1,1
renard-c,construcmachinesagricolesindustrielles,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
bielher-l,construcmeca,1,1956,1956,administrateur,administrateur:1,1
deschietere-r,construcmeca,1,1956,1956,administrateur,administrateur:1,1
lamouche-h,construcmeca,1,1956,1956,administrateur,administrateur:1,1
lechartier-b,construcmeca,1,1956,1956,administrateur,administrateur:1,1
mac-nab-jacques-ep-germaine-le-chatelier,construcmeca,1,1956,1956,administrateur,administrateur:1,1
metenier-c,construcmeca,1,1956,1956,administrateur,administrateur:1,1
rouyer-j,construcmeca,1,1956,1956,administrateur,administrateur:1,1
wilz-m,construcmeca,1,1956,1956,president_directeur_general,president_directeur_general:1,1
a-j,constructionafricaine,1,1922,1922,administrateur,administrateur:1,1
amsler-p,constructionafricaine,1,1937,1937,administrateur,administrateur:1,1
arbelot,constructionafricaine,2,1938,1938,president,president:2,1
atthalin,constructionafricaine,1,1922,1922,administrateur,administrateur:1,1
atthalin-a,constructionafricaine,5,1922,1938,vice_president,vice_president:2; administrateur_delegue:1; administrateur:1; president:1,1
berengier-m,constructionafricaine,4,1922,1929,administrateur_delegue,administrateur_delegue:2; administrateur:2,1
bourrellis-l,constructionafricaine,1,1937,1937,administrateur,administrateur:1,1
cahen,constructionafricaine,1,1937,1937,administrateur,administrateur:1,1
caudrelier-e,constructionafricaine,7,1922,1938,administrateur,administrateur:5; president:2,1
chalon-p,constructionafricaine,1,1951,1951,administrateur,administrateur:1,1
charpentier,constructionafricaine,4,1922,1938,president,president:2; administrateur:2,1
charpentier-j,constructionafricaine,4,1922,1937,administrateur,administrateur:4,1
choublier-m,constructionafricaine,9,1922,1938,administrateur,administrateur:7; president:2,1
fougerolle,constructionafricaine,1,1922,1922,administrateur,administrateur:1,1
fougerolle-p,constructionafricaine,1,1926,1926,president,president:1,1
gassier,constructionafricaine,2,1922,1924,administrateur,administrateur:2,1
gassier-m,constructionafricaine,3,1922,1929,administrateur,administrateur:3,1
guibert-l,constructionafricaine,2,1924,1926,administrateur,administrateur:2,1
jahan,constructionafricaine,1,1937,1937,administrateur,administrateur:1,1
laborde-milaa-h,constructionafricaine,1,1937,1937,administrateur,administrateur:1,1
laborde-milas,constructionafricaine,2,1938,1938,president,president:2,1
legrand,constructionafricaine,2,1922,1924,administrateur,administrateur:2,1
legrand-r,constructionafricaine,3,1922,1929,administrateur,administrateur:3,1
mathieu,constructionafricaine,4,1922,1938,president,president:2; administrateur:2,1
mathieu-g,constructionafricaine,3,1922,1929,administrateur,administrateur:3,1
perrin,constructionafricaine,1,1937,1937,administrateur,administrateur:1,1
ph-fougerolle,constructionafricaine,2,1938,1938,president,president:2,1
ph-fougerolles,constructionafricaine,2,1922,1929,president,president:2,1
potier-de-la-morandiere-l,constructionafricaine,1,1937,1937,administrateur,administrateur:1,1
r-legrand,constructionafricaine,2,1938,1938,president,president:2,1
rebuffel,constructionafricaine,4,1922,1938,president,president:2; administrateur:2,1
rebuffel-c,constructionafricaine,3,1922,1929,administrateur,administrateur:3,1
roudy-a,constructionafricaine,15,1922,1938,administrateur,administrateur:13; president:2,1
superville-m,constructionafricaine,2,1926,1937,administrateur,administrateur:2,1
vennin-l,constructionafricaine,3,1922,1929,administrateur,administrateur:3,1
aubrun-j,constructionbatignolles,1,1937,1937,administrateur,administrateur:1,1
ballot-j,constructionbatignolles,1,1949,1949,administrateur,administrateur:1,1
balsan-f,constructionbatignolles,1,1949,1949,administrateur,administrateur:1,1
barbiere-c,constructionbatignolles,1,1937,1937,administrateur,administrateur:1,1
candelier-c,constructionbatignolles,1,1937,1937,administrateur,administrateur:1,1
david-weill-p,constructionbatignolles,1,1937,1937,administrateur,administrateur:1,1
de-solages-c,constructionbatignolles,2,1937,1949,administrateur,administrateur:2,1
gouin-e,constructionbatignolles,2,1937,1949,president,president:1; president_directeur_general:1,1
gouin-h,constructionbatignolles,1,1937,1937,administrateur,administrateur:1,1
guy-le-bret,constructionbatignolles,1,1949,1949,administrateur,administrateur:1,1
herve-m,constructionbatignolles,2,1937,1949,administrateur,administrateur:2,1
hottinguer-p,constructionbatignolles,1,1949,1949,administrateur,administrateur:1,1
kagan-n,constructionbatignolles,1,1949,1949,administrateur,administrateur:1,1
le-bret-r,constructionbatignolles,1,1937,1937,administrateur,administrateur:1,1
