person_id,company_id,n_observations,first_year,last_year,top_role,roles,is_board_seat
ruault-f,acierieslongwylorraineescautlouvroilmontbardaunoyelongometalactuma,1,1956,1956,administrateur,administrateur:1,1
vieillard-a,acierieslongwylorraineescautlouvroilmontbardaunoyelongometalactuma,1,1956,1956,administrateur,administrateur:1,1
brizon-g,acieriesmarine,1,,,vice_president,vice_president:1,1
acieries-du-nord,acieriesnord,2,1938,1938,administrateur,administrateur:2,1
bazzi-s,acieriesnord,1,1931,1931,administrateur,administrateur:1,1
bernard-j,acieriesnord,7,1922,1940,administrateur,administrateur:7,1
bozzi-s,acieriesnord,5,1933,1945,administrateur,administrateur:5,1
cambier-dupret-e,acieriesnord,2,1922,1929,administrateur,administrateur:2,1
cambrier-dupret-e,acieriesnord,2,1929,1929,administrateur,administrateur:2,1
canard-j,acieriesnord,5,1922,1938,administrateur,administrateur:5,1
carrier-p,acieriesnord,1,1945,1945,administrateur,administrateur:1,1
crousse-n,acieriesnord,6,1922,1938,administrateur,administrateur:6,1
deschaumaget-j,acieriesnord,3,1948,1953,administrateur,administrateur:2; commissaire_aux_comptes:1,1
dupre-f,acieriesnord,7,1929,1945,administrateur,administrateur:7,1
dupret-e,acieriesnord,4,1922,1929,administrateur,administrateur:4,1
faraggi-p,acieriesnord,1,1953,1953,president_directeur_general,president_directeur_general:1,1
germain,acieriesnord,1,1953,1953,administrateur,administrateur:1,1
goudchaux-m,acieriesnord,12,1922,1940,president,president:12,1
hazera-j,acieriesnord,1,1953,1953,commissaire_aux_comptes,commissaire_aux_comptes:1,0
henry,acieriesnord,2,1948,1953,administrateur,administrateur:2,1
hicguet-v,acieriesnord,7,1922,1938,administrateur,administrateur:7,1
joubert-j,acieriesnord,8,1922,1938,administrateur,administrateur:8,1
lente-l,acieriesnord,1,1945,1945,administrateur,administrateur:1,1
maitrepierre-a,acieriesnord,5,1931,1945,administrateur,administrateur:4; president:1,1
mencherini-r,acieriesnord,1,1953,1953,commissaire_aux_comptes,commissaire_aux_comptes:1,0
metayer,acieriesnord,3,1929,1933,administrateur,administrateur:3,1
metayer-m,acieriesnord,2,1925,1925,administrateur,administrateur:2,1
odile-jacob-e,acieriesnord,1,1953,1953,commissaire_aux_comptes,commissaire_aux_comptes:1,0
off-lh,acieriesnord,1,1938,1938,administrateur,administrateur:1,1
professeur-a-l-ecole-centrale-des-arts,acieriesnord,1,1937,1937,vice_president,vice_president:1,1
rempler,acieriesnord,1,1953,1953,administrateur,administrateur:1,1
terquem-o,acieriesnord,1,1940,1940,administrateur,administrateur:1,1
tetrel-j,acieriesnord,5,1937,1953,administrateur,administrateur:5,1
venault-e,acieriesnord,2,1948,1953,administrateur,administrateur:2,1
busse-r,acieriesparisoutreau,1,1956,1956,administrateur,administrateur:1,1
carriere-e,acieriesparisoutreau,1,1956,1956,administrateur,administrateur:1,1
cornuault-a,acieriesparisoutreau,1,1956,1956,administrateur,administrateur:1,1
cuvelette-e,acieriesparisoutreau,1,,,administrateur,administrateur:1,1
dufay-sainte-claire-deville-d,acieriesparisoutreau,1,1956,1956,administrateur,administrateur:1,1
laveissiere-j,acieriesparisoutreau,1,1956,1956,administrateur,administrateur:1,1
lente-j,acieriesparisoutreau,1,1956,1956,administrateur,administrateur:1,1
ricard-p,acieriesparisoutreau,1,1956,1956,administrateur,administrateur:1,1
bernard-g,acmer,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
bresson-a,acmer,1,1956,1956,administrateur,administrateur:1,1
chatain-p,acmer,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
malinet-a,acmer,1,1956,1956,administrateur,administrateur:1,1
perrot-h,acmer,1,1956,1956,administrateur,administrateur:1,1
sallantin-h,acmer,1,1956,1956,administrateur,administrateur:1,1
vermot-g,acmer,1,1956,1956,administrateur,administrateur:1,1
vermot-m,acmer,1,1956,1956,administrateur,administrateur:1,1
vieillard-l,acmer,1,1956,1956,vice_president,vice_president:1,1
ancion-van-put-a,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
balzac-saint-honore-i,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
boulle-l,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
camargue,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
chantiers-de-la-mediterranee,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
chemins-de-fer-du-maroc,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
chimiques-p,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
cordier-g,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
electrique-du-littoral-mediterraneen-e,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
electrique-du-maroc-e,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
electrique-du-sud-ouest-e,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
electro-metallurgiques-alais,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
forges,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
froges,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
goury-du-roslan-l,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
guary-l,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
guiffart,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
hoteliere,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
houillere-de-la-chazotte,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
houston-t,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
maritime-de-suez-c,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
monmerque-a,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
pavie-g,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
rostand-j,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
sud-electrique,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
syndicale-des-forces-hydrauliques-c,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
touristique-du-reseau-du-p-l-m,acomptedividendeimpot,1,1929,1929,administrateur,administrateur:1,1
hoffmann-a,actionjouissance,2,1929,1931,administrateur,administrateur:2,1
juliard-h,actionjouissance,1,1921,1921,administrateur_delegue,administrateur_delegue:1,1
levy-g,actionjouissance,2,1929,1931,administrateur,administrateur:2,1
marguet-a,actionjouissance,2,1921,1929,administrateur,administrateur:1; president:1,1
merle,actionjouissance,1,1921,1921,administrateur,administrateur:1,1
mizraki-m,actionjouissance,3,1929,1931,administrateur,administrateur:2; president:1,1
vivier-e,actionjouissance,1,1921,1921,administrateur,administrateur:1,1
babington-smith-m,actuma,1,1956,1956,administrateur,administrateur:1,1
chretien-g,actuma,1,1956,1956,administrateur,administrateur:1,1
faure-p,actuma,1,1956,1956,administrateur,administrateur:1,1
gosselin-a,actuma,1,1956,1956,administrateur,administrateur:1,1
maunoury-j,actuma,1,1956,1956,administrateur,administrateur:1,1
charbaut-c,administration,1,1937,1937,administrateur,administrateur:1,1
d-ursel-a,administration,1,1929,1929,administrateur,administrateur:1,1
d-ursel-f,administration,1,1929,1929,administrateur,administrateur:1,1
de-laboulaye-e,administration,1,1929,1929,administrateur,administrateur:1,1
deschars-l,administration,1,1929,1929,administrateur,administrateur:1,1
dewez,administration,1,1929,1929,administrateur,administrateur:1,1
duvernoy-g,administration,1,1937,1937,administrateur,administrateur:1,1
fabre-luce-p,administration,1,1937,1937,administrateur,administrateur:1,1
fourn-g,administration,1,1929,1929,administrateur,administrateur:1,1
guesde-p,administration,1,1929,1929,administrateur,administrateur:1,1
rueff-g,administration,1,1929,1929,administrateur_delegue,administrateur_delegue:1,1
vannier-j,administration,1,1929,1929,administrateur,administrateur:1,1
walter-j,administration,2,1937,1937,president,president:1; administrateur_delegue:1,1
baudouy-e,administrationpharesempireottomancollasmichel,1,1919,1919,directeur_general,directeur_general:1,0
collas-c,administrationpharesempireottomancollasmichel,1,1897,1897,administrateur,administrateur:1,1
collas-g,administrationpharesempireottomancollasmichel,1,1897,1897,administrateur,administrateur:1,1
adm-cial,aerienne,2,1938,1938,vice_president,vice_president:2,1
balleygiier,aerienne,1,1922,1922,administrateur,administrateur:1,1
balleygnier-h,aerienne,1,1919,1919,administrateur,administrateur:1,1
balleyguier,aerienne,2,1919,1922,administrateur,administrateur:2,1
balleyguier-a,aerienne,1,1937,1937,administrateur,administrateur:1,1
balleyguier-h,aerienne,4,1937,1938,administrateur_delegue,administrateur_delegue:3; administrateur:1,1
bancs-de-poissonsrecherche-des-epaves,aerienne,1,1925,1925,administrateur,administrateur:1,1
bibliotheque,aerienne,1,1938,1938,vice_president,vice_president:1,1
billion-du-plan,aerienne,1,1928,1928,president,president:1,1
cahen-d-anvers-c,aerienne,2,1919,1937,president,president:1; administrateur:1,1
carlier,aerienne,1,1921,1921,directeur,directeur:1,0
caron,aerienne,5,1919,1938,administrateur,administrateur:5,1
caron-a,aerienne,1,1919,1919,administrateur,administrateur:1,1
d-anvers-c,aerienne,5,1919,1938,vice_president,vice_president:3; administrateur:2,1
et-fernand-robbe,aerienne,1,1919,1919,administrateur,administrateur:1,1
fatta-e,aerienne,2,1929,1929,directeur,directeur:2,0
gradis,aerienne,3,1938,1938,vice_president,vice_president:3,1
gradis-g,aerienne,1,1937,1937,administrateur,administrateur:1,1
gros,aerienne,1,1919,1919,administrateur,administrateur:1,1
gros-f,aerienne,3,1919,1925,administrateur,administrateur:2; president:1,1
le-clerc-f,aerienne,1,1937,1937,administrateur,administrateur:1,1
lescop-p,aerienne,6,1919,1938,vice_president,vice_president:3; administrateur:3,1
luneville-l,aerienne,1,1938,1938,vice_president,vice_president:1,1
monville-a,aerienne,1,1931,1931,directeur,directeur:1,0
pasquini,aerienne,1,1931,1931,president,president:1,1
penin-de-la-raudiere-p,aerienne,1,1938,1938,vice_president,vice_president:1,1
pierra-e,aerienne,2,1919,1919,administrateur,administrateur:2,1
pierre,aerienne,1,1925,1925,administrateur,administrateur:1,1
pourcher,aerienne,2,1928,1932,directeur,directeur:2,0
renard,aerienne,3,1938,1938,vice_president,vice_president:3,1
renard-l,aerienne,1,1937,1937,administrateur,administrateur:1,1
robbe,aerienne,7,1925,1938,vice_president,vice_president:3; administrateur:2; directeur:2,1
robbe-f,aerienne,3,1928,1937,administrateur,administrateur:3,1
rossillion,aerienne,1,1931,1931,directeur,directeur:1,0
rossillon,aerienne,1,1931,1931,directeur,directeur:1,0
saigon-transport-aerien-de-passagers,aerienne,1,1938,1938,vice_president,vice_president:1,1
tanneries-de-f,aerienne,1,1938,1938,vice_president,vice_president:1,1
tanneries-de-france,aerienne,1,1938,1938,vice_president,vice_president:1,1
tap-p,aerienne,1,,,administrateur,administrateur:1,1
touristiques-sur-l-indochine,aerienne,1,1938,1938,vice_president,vice_president:1,1
toussaint,aerienne,1,1921,1921,directeur,directeur:1,0
beppo-de-massimi,aeriennefrancealgerie,1,1925,1925,administrateur,administrateur:1,1
bourceret-j,aeriennefrancealgerie,1,1925,1925,administrateur,administrateur:1,1
calle-alcala,aeriennefrancealgerie,1,1925,1925,administrateur,administrateur:1,1
chateau-de-ramonville,aeriennefrancealgerie,1,1925,1925,administrateur,administrateur:1,1
chateau-mervllla,aeriennefrancealgerie,1,1925,1925,administrateur,administrateur:1,1
dal-paz-j,aeriennefrancealgerie,1,1925,1925,administrateur,administrateur:1,1
de-planet-e,aeriennefrancealgerie,1,1925,1925,administrateur,administrateur:1,1
dhe-p,aeriennefrancealgerie,1,1925,1925,administrateur,administrateur:1,1
et-gabriel-arnou,aeriennefrancealgerie,1,1925,1925,administrateur,administrateur:1,1
fould-pompey-r,aeriennefrancealgerie,1,1925,1925,administrateur,administrateur:1,1
francisco-rubio-d,aeriennefrancealgerie,1,1925,1925,administrateur,administrateur:1,1
latecoere-p,aeriennefrancealgerie,1,1925,1925,administrateur,administrateur:1,1
lepere-g,aeriennefrancealgerie,1,1925,1925,administrateur,administrateur:1,1
liore-f,aeriennefrancealgerie,1,1925,1925,administrateur,administrateur:1,1
penhoet,aeriennefrancealgerie,1,1925,1925,administrateur,administrateur:1,1
philippar-g,aeriennefrancealgerie,1,1925,1925,administrateur,administrateur:1,1
portrait-m,aeriennefrancealgerie,1,1925,1925,administrateur,administrateur:1,1
principe-de-vergora,aeriennefrancealgerie,1,1925,1925,administrateur,administrateur:1,1
sabatier-e,aeriennefrancealgerie,1,1925,1925,administrateur,administrateur:1,1
tessier-du-cros-e,aeriennefrancealgerie,1,1925,1925,administrateur,administrateur:1,1
jansen,aerienneneerlandaiseknim,1,1938,1938,directeur,directeur:1,0
mynlieff,aerienneneerlandaiseknim,2,1938,1938,directeur,directeur:2,0
nieuwenhuis,aerienneneerlandaiseknim,1,1938,1938,directeur_general,directeur_general:1,0
richet,aerienneneerlandaiseknim,1,1938,1938,directeur,directeur:1,0
euverte,aeroclubabidjan,1,1954,1954,president,president:1,1
donain,aeroclubnordindochineailestonkinoisesreunishanoigialamavecleursantecedents,1,1913,1913,vice_president,vice_president:1,1
flicoud,aeroclubnordindochineailestonkinoisesreunishanoigialamavecleursantecedents,1,1913,1913,vice_president,vice_president:1,1
gueyffier,aeroclubnordindochineailestonkinoisesreunishanoigialamavecleursantecedents,1,1913,1913,president,president:1,1
logerot,aeroclubnordindochineailestonkinoisesreunishanoigialamavecleursantecedents,1,1912,1912,administrateur,administrateur:1,1
pham-le-bong,aeroclubnordindochineailestonkinoisesreunishanoigialamavecleursantecedents,1,1937,1937,directeur,directeur:1,0
wintrebert-l,aeroclubnordindochineailestonkinoisesreunishanoigialamavecleursantecedents,2,1942,1942,president,president:2,1
baptifaut-a,aeromaritime,1,1936,1936,administrateur_delegue,administrateur_delegue:1,1
vivent-j,aeromaritime,1,1936,1936,directeur,directeur:1,0
wateau-l,aeromaritime,1,1936,1936,president,president:1,1
barbarou-m,aeronautique,1,1936,1936,administrateur_delegue,administrateur_delegue:1,1
bloch,aeronautique,2,1936,1936,vice_president,vice_president:2,1
chasseriau,aeronautique,1,1935,1935,administrateur,administrateur:1,1
d-estaing-g,aeronautique,2,1934,1934,president,president:2,1
de-turckheim-e,aeronautique,1,1933,1933,president,president:1,1
delage,aeronautique,2,1932,1932,administrateur,administrateur:2,1
delmar-e,aeronautique,2,1932,1932,administrateur,administrateur:2,1
delor-r,aeronautique,1,1936,1936,administrateur,administrateur:1,1
giscard-d-estaing-e,aeronautique,1,1936,1936,president,president:1,1
outhenin-chalandre,aeronautique,2,1932,1932,administrateur_delegue,administrateur_delegue:2,1
potez-h,aeronautique,1,1936,1936,vice_president,vice_president:1,1
vigne,aeronautique,2,1932,1932,administrateur_delegue,administrateur_delegue:2,1
a-suzanne-de-billy-m,aeronautiqueextremeorient,1,1922,1922,administrateur,administrateur:1,1
balleyguier-h,aeronautiqueextremeorient,1,1922,1922,administrateur,administrateur:1,1
bienaime-m,aeronautiqueextremeorient,1,1922,1922,administrateur,administrateur:1,1
bourcier-saint-chaffray-e,aeronautiqueextremeorient,1,1922,1922,administrateur,administrateur:1,1
breguet-l,aeronautiqueextremeorient,1,1922,1922,administrateur,administrateur:1,1
entrepots-du-havre,aeronautiqueextremeorient,1,1922,1922,administrateur,administrateur:1,1
et-de-daisy-mariee-au-banquier-l,aeronautiqueextremeorient,1,1922,1922,administrateur,administrateur:1,1
et-de-marie,aeronautiqueextremeorient,1,1922,1922,administrateur,administrateur:1,1
etc-et-de-charles-raoul-duval,aeronautiqueextremeorient,1,1922,1922,administrateur,administrateur:1,1
fille-du-diplomate-robert-de-billy,aeronautiqueextremeorient,1,1922,1922,administrateur,administrateur:1,1
lapicque-p,aeronautiqueextremeorient,2,1922,1922,administrateur,administrateur:2,1
lederlin-p,aeronautiqueextremeorient,1,1922,1922,administrateur,administrateur:1,1
mariee-a-edmond-raoul-duval,aeronautiqueextremeorient,1,1922,1922,administrateur,administrateur:1,1
mariee-a-etienne-de-billy,aeronautiqueextremeorient,1,1922,1922,administrateur,administrateur:1,1
raoul-duval-j,aeronautiqueextremeorient,1,1922,1922,administrateur,administrateur:1,1
ricou-c,aeronautiqueextremeorient,1,1890,1890,president,president:1,1
salanson-l,aeronautiqueextremeorient,2,1922,1922,administrateur,administrateur:2,1
bouilloux-lafont,aeropostale,2,1929,1931,president,president:2,1
bouilloux-lafont-a,aeropostale,2,1929,1931,administrateur,administrateur:2,1
dhe-p,aeropostale,2,1929,1931,administrateur,administrateur:2,1
fortoul-a,aeropostale,2,1929,1931,administrateur,administrateur:2,1
fraissinet-j,aeropostale,1,1931,1931,administrateur,administrateur:1,1
latecoere,aeropostale,1,1921,1921,president,president:1,1
latecoere-g,aeropostale,1,1929,1929,administrateur,administrateur:1,1
latecoere-p,aeropostale,1,1931,1931,administrateur,administrateur:1,1
lazard-a,aeropostale,2,1929,1931,administrateur,administrateur:2,1
portait,aeropostale,2,1929,1931,administrateur,administrateur:2,1
de-monbrison-g,affichesgaillard,1,1956,1956,administrateur,administrateur:1,1
deligny-j,affichesgaillard,1,1956,1956,commissaire_aux_comptes,commissaire_aux_comptes:1,0
kinsbourg-p,affichesgaillard,1,1956,1956,president_directeur_general,president_directeur_general:1,1
